result/tencentBlock.ns20817.oracleGeneral.zst LRU cache size      483, 4474573 req, miss ratio 0.5088, byte miss ratio 0.5088
result/tencentBlock.ns20817.oracleGeneral.zst LRU cache size     1449, 4474573 req, miss ratio 0.3966, byte miss ratio 0.3966
result/tencentBlock.ns20817.oracleGeneral.zst LRU cache size     4831, 4474573 req, miss ratio 0.2885, byte miss ratio 0.2885
result/tencentBlock.ns20817.oracleGeneral.zst LRU cache size    14495, 4474573 req, miss ratio 0.2584, byte miss ratio 0.2584
result/tencentBlock.ns20817.oracleGeneral.zst LRU cache size    48318, 4474573 req, miss ratio 0.2014, byte miss ratio 0.2014
result/tencentBlock.ns20817.oracleGeneral.zst LRU cache size    96636, 4474573 req, miss ratio 0.1619, byte miss ratio 0.1619
result/tencentBlock.ns20817.oracleGeneral.zst LRU cache size   193272, 4474573 req, miss ratio 0.1211, byte miss ratio 0.1211
result/tencentBlock.ns20817.oracleGeneral.zst LRU cache size   386544, 4474573 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns20817.oracleGeneral.zst LIRS cache size      483, 4474573 req, miss ratio 0.5223, byte miss ratio 0.5223
result/tencentBlock.ns20817.oracleGeneral.zst LIRS cache size     1449, 4474573 req, miss ratio 0.3480, byte miss ratio 0.3480
result/tencentBlock.ns20817.oracleGeneral.zst LIRS cache size     4831, 4474573 req, miss ratio 0.2896, byte miss ratio 0.2896
result/tencentBlock.ns20817.oracleGeneral.zst LIRS cache size    14495, 4474573 req, miss ratio 0.2525, byte miss ratio 0.2525
result/tencentBlock.ns20817.oracleGeneral.zst LIRS cache size    48318, 4474573 req, miss ratio 0.2128, byte miss ratio 0.2128
result/tencentBlock.ns20817.oracleGeneral.zst LIRS cache size    96636, 4474573 req, miss ratio 0.1735, byte miss ratio 0.1735
result/tencentBlock.ns20817.oracleGeneral.zst LIRS cache size   193272, 4474573 req, miss ratio 0.1311, byte miss ratio 0.1311
result/tencentBlock.ns20817.oracleGeneral.zst LIRS cache size   386544, 4474573 req, miss ratio 0.1119, byte miss ratio 0.1119
result/tencentBlock.ns20817.oracleGeneral.zst clock2 cache size      483, 4474573 req, miss ratio 0.5087, byte miss ratio 0.5087
result/tencentBlock.ns20817.oracleGeneral.zst clock2 cache size     1449, 4474573 req, miss ratio 0.3957, byte miss ratio 0.3957
result/tencentBlock.ns20817.oracleGeneral.zst clock2 cache size     4831, 4474573 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns20817.oracleGeneral.zst clock2 cache size    14495, 4474573 req, miss ratio 0.2619, byte miss ratio 0.2619
result/tencentBlock.ns20817.oracleGeneral.zst clock2 cache size    48318, 4474573 req, miss ratio 0.2106, byte miss ratio 0.2106
result/tencentBlock.ns20817.oracleGeneral.zst clock2 cache size    96636, 4474573 req, miss ratio 0.1831, byte miss ratio 0.1831
result/tencentBlock.ns20817.oracleGeneral.zst clock2 cache size   193272, 4474573 req, miss ratio 0.1314, byte miss ratio 0.1314
result/tencentBlock.ns20817.oracleGeneral.zst clock2 cache size   386544, 4474573 req, miss ratio 0.1086, byte miss ratio 0.1086
result/tencentBlock.ns20817.oracleGeneral.zst S3FIFO-1 cache size      483, 4474573 req, miss ratio 0.5050, byte miss ratio 0.5050
result/tencentBlock.ns20817.oracleGeneral.zst S3FIFO-1 cache size     1449, 4474573 req, miss ratio 0.3182, byte miss ratio 0.3182
result/tencentBlock.ns20817.oracleGeneral.zst S3FIFO-1 cache size     4831, 4474573 req, miss ratio 0.2813, byte miss ratio 0.2813
result/tencentBlock.ns20817.oracleGeneral.zst S3FIFO-1 cache size    14495, 4474573 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns20817.oracleGeneral.zst S3FIFO-1 cache size    48318, 4474573 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns20817.oracleGeneral.zst S3FIFO-1 cache size    96636, 4474573 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns20817.oracleGeneral.zst S3FIFO-1 cache size   193272, 4474573 req, miss ratio 0.1258, byte miss ratio 0.1258
result/tencentBlock.ns20817.oracleGeneral.zst S3FIFO-1 cache size   386544, 4474573 req, miss ratio 0.1088, byte miss ratio 0.1088
result/tencentBlock.ns20817.oracleGeneral.zst LeCaR cache size      483, 4474573 req, miss ratio 0.5048, byte miss ratio 0.5048
