result/tencentBlock.ns14808.oracleGeneral.zst Cacheus cache size      502, 4904361 req, miss ratio 0.4645, byte miss ratio 0.4645
result/tencentBlock.ns14808.oracleGeneral.zst Cacheus cache size     1508, 4904361 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns14808.oracleGeneral.zst Cacheus cache size     5029, 4904361 req, miss ratio 0.2453, byte miss ratio 0.2453
result/tencentBlock.ns14808.oracleGeneral.zst Cacheus cache size    15087, 4904361 req, miss ratio 0.2109, byte miss ratio 0.2109
result/tencentBlock.ns14808.oracleGeneral.zst Cacheus cache size    50292, 4904361 req, miss ratio 0.1555, byte miss ratio 0.1555
result/tencentBlock.ns14808.oracleGeneral.zst Cacheus cache size   100585, 4904361 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns14808.oracleGeneral.zst Cacheus cache size   201170, 4904361 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns14808.oracleGeneral.zst Cacheus cache size   402340, 4904361 req, miss ratio 0.1032, byte miss ratio 0.1032
result/tencentBlock.ns14808.oracleGeneral.zst LHD cache size      502, 4904361 req, miss ratio 0.4704, byte miss ratio 0.4704
result/tencentBlock.ns14808.oracleGeneral.zst LHD cache size     1508, 4904361 req, miss ratio 0.3216, byte miss ratio 0.3216
result/tencentBlock.ns14808.oracleGeneral.zst LHD cache size     5029, 4904361 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns14808.oracleGeneral.zst LHD cache size    15087, 4904361 req, miss ratio 0.2059, byte miss ratio 0.2059
result/tencentBlock.ns14808.oracleGeneral.zst LHD cache size    50292, 4904361 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns14808.oracleGeneral.zst LHD cache size   100585, 4904361 req, miss ratio 0.1167, byte miss ratio 0.1167
result/tencentBlock.ns14808.oracleGeneral.zst LHD cache size   201170, 4904361 req, miss ratio 0.1082, byte miss ratio 0.1082
result/tencentBlock.ns14808.oracleGeneral.zst LHD cache size   402340, 4904361 req, miss ratio 0.1031, byte miss ratio 0.1031
result/tencentBlock.ns14808.oracleGeneral.zst LRU cache size      502, 4904361 req, miss ratio 0.4706, byte miss ratio 0.4706
result/tencentBlock.ns14808.oracleGeneral.zst LRU cache size     1508, 4904361 req, miss ratio 0.3537, byte miss ratio 0.3537
result/tencentBlock.ns14808.oracleGeneral.zst LRU cache size     5029, 4904361 req, miss ratio 0.2487, byte miss ratio 0.2487
result/tencentBlock.ns14808.oracleGeneral.zst LRU cache size    15087, 4904361 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns14808.oracleGeneral.zst LRU cache size    50292, 4904361 req, miss ratio 0.1496, byte miss ratio 0.1496
result/tencentBlock.ns14808.oracleGeneral.zst LRU cache size   100585, 4904361 req, miss ratio 0.1210, byte miss ratio 0.1210
