result/tencentBlock.ns18228.oracleGeneral.zst LIRS cache size      270, 1912343 req, miss ratio 0.5495, byte miss ratio 0.5495
result/tencentBlock.ns18228.oracleGeneral.zst LIRS cache size      811, 1912343 req, miss ratio 0.5022, byte miss ratio 0.5022
result/tencentBlock.ns18228.oracleGeneral.zst LIRS cache size     2703, 1912343 req, miss ratio 0.4122, byte miss ratio 0.4122
result/tencentBlock.ns18228.oracleGeneral.zst LIRS cache size     8111, 1912343 req, miss ratio 0.3882, byte miss ratio 0.3882
result/tencentBlock.ns18228.oracleGeneral.zst LIRS cache size    27039, 1912343 req, miss ratio 0.3280, byte miss ratio 0.3280
result/tencentBlock.ns18228.oracleGeneral.zst LIRS cache size    54079, 1912343 req, miss ratio 0.2606, byte miss ratio 0.2606
result/tencentBlock.ns18228.oracleGeneral.zst LIRS cache size   108158, 1912343 req, miss ratio 0.1672, byte miss ratio 0.1672
result/tencentBlock.ns18228.oracleGeneral.zst LIRS cache size   216317, 1912343 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns18228.oracleGeneral.zst LRU cache size      270, 1912343 req, miss ratio 0.5434, byte miss ratio 0.5434
result/tencentBlock.ns18228.oracleGeneral.zst LRU cache size      811, 1912343 req, miss ratio 0.4993, byte miss ratio 0.4993
result/tencentBlock.ns18228.oracleGeneral.zst LRU cache size     2703, 1912343 req, miss ratio 0.4535, byte miss ratio 0.4535
result/tencentBlock.ns18228.oracleGeneral.zst LRU cache size     8111, 1912343 req, miss ratio 0.4067, byte miss ratio 0.4067
result/tencentBlock.ns18228.oracleGeneral.zst LRU cache size    27039, 1912343 req, miss ratio 0.3529, byte miss ratio 0.3529
result/tencentBlock.ns18228.oracleGeneral.zst LRU cache size    54079, 1912343 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns18228.oracleGeneral.zst LRU cache size   108158, 1912343 req, miss ratio 0.1839, byte miss ratio 0.1839
result/tencentBlock.ns18228.oracleGeneral.zst LRU cache size   216317, 1912343 req, miss ratio 0.1430, byte miss ratio 0.1430
result/tencentBlock.ns18228.oracleGeneral.zst Cacheus cache size      270, 1912343 req, miss ratio 0.5214, byte miss ratio 0.5214
result/tencentBlock.ns18228.oracleGeneral.zst Cacheus cache size      811, 1912343 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns18228.oracleGeneral.zst Cacheus cache size     2703, 1912343 req, miss ratio 0.4182, byte miss ratio 0.4182
result/tencentBlock.ns18228.oracleGeneral.zst Cacheus cache size     8111, 1912343 req, miss ratio 0.3905, byte miss ratio 0.3905
result/tencentBlock.ns18228.oracleGeneral.zst Cacheus cache size    27039, 1912343 req, miss ratio 0.3462, byte miss ratio 0.3462
result/tencentBlock.ns18228.oracleGeneral.zst Cacheus cache size    54079, 1912343 req, miss ratio 0.2918, byte miss ratio 0.2918
result/tencentBlock.ns18228.oracleGeneral.zst Cacheus cache size   108158, 1912343 req, miss ratio 0.1742, byte miss ratio 0.1742
result/tencentBlock.ns18228.oracleGeneral.zst Cacheus cache size   216317, 1912343 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns18228.oracleGeneral.zst LHD cache size      270, 1912343 req, miss ratio 0.5353, byte miss ratio 0.5353
result/tencentBlock.ns18228.oracleGeneral.zst LHD cache size      811, 1912343 req, miss ratio 0.4982, byte miss ratio 0.4982
result/tencentBlock.ns18228.oracleGeneral.zst LHD cache size     2703, 1912343 req, miss ratio 0.4416, byte miss ratio 0.4416
