result/tencentBlock.ns24111.oracleGeneral.zst LeCaR cache size      294, 2571813 req, miss ratio 0.6000, byte miss ratio 0.6000
result/tencentBlock.ns24111.oracleGeneral.zst LeCaR cache size      883, 2571813 req, miss ratio 0.5055, byte miss ratio 0.5055
result/tencentBlock.ns24111.oracleGeneral.zst LeCaR cache size     2944, 2571813 req, miss ratio 0.3271, byte miss ratio 0.3271
result/tencentBlock.ns24111.oracleGeneral.zst LeCaR cache size     8832, 2571813 req, miss ratio 0.3016, byte miss ratio 0.3016
result/tencentBlock.ns24111.oracleGeneral.zst LeCaR cache size    29440, 2571813 req, miss ratio 0.2368, byte miss ratio 0.2368
result/tencentBlock.ns24111.oracleGeneral.zst LeCaR cache size    58880, 2571813 req, miss ratio 0.2011, byte miss ratio 0.2011
result/tencentBlock.ns24111.oracleGeneral.zst LeCaR cache size   117761, 2571813 req, miss ratio 0.1367, byte miss ratio 0.1367
result/tencentBlock.ns24111.oracleGeneral.zst LeCaR cache size   235523, 2571813 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns24111.oracleGeneral.zst Clock cache size      294, 2571813 req, miss ratio 0.6010, byte miss ratio 0.6010
result/tencentBlock.ns24111.oracleGeneral.zst Clock cache size      883, 2571813 req, miss ratio 0.5044, byte miss ratio 0.5044
result/tencentBlock.ns24111.oracleGeneral.zst Clock cache size     2944, 2571813 req, miss ratio 0.3452, byte miss ratio 0.3452
result/tencentBlock.ns24111.oracleGeneral.zst Clock cache size     8832, 2571813 req, miss ratio 0.3023, byte miss ratio 0.3023
result/tencentBlock.ns24111.oracleGeneral.zst Clock cache size    29440, 2571813 req, miss ratio 0.2448, byte miss ratio 0.2448
result/tencentBlock.ns24111.oracleGeneral.zst Clock cache size    58880, 2571813 req, miss ratio 0.2070, byte miss ratio 0.2070
result/tencentBlock.ns24111.oracleGeneral.zst Clock cache size   117761, 2571813 req, miss ratio 0.1434, byte miss ratio 0.1434
result/tencentBlock.ns24111.oracleGeneral.zst Clock cache size   235523, 2571813 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns24111.oracleGeneral.zst LIRS cache size      294, 2571813 req, miss ratio 0.6098, byte miss ratio 0.6098
result/tencentBlock.ns24111.oracleGeneral.zst LIRS cache size      883, 2571813 req, miss ratio 0.4579, byte miss ratio 0.4579
result/tencentBlock.ns24111.oracleGeneral.zst LIRS cache size     2944, 2571813 req, miss ratio 0.3338, byte miss ratio 0.3338
