result/tencentBlock.ns7336.oracleGeneral.zst LIRS cache size      400, 3821758 req, miss ratio 0.6998, byte miss ratio 0.6998
result/tencentBlock.ns7336.oracleGeneral.zst LIRS cache size     1202, 3821758 req, miss ratio 0.5672, byte miss ratio 0.5672
result/tencentBlock.ns7336.oracleGeneral.zst LIRS cache size     4009, 3821758 req, miss ratio 0.5036, byte miss ratio 0.5036
result/tencentBlock.ns7336.oracleGeneral.zst LIRS cache size    12029, 3821758 req, miss ratio 0.4189, byte miss ratio 0.4189
result/tencentBlock.ns7336.oracleGeneral.zst LIRS cache size    40096, 3821758 req, miss ratio 0.3474, byte miss ratio 0.3474
result/tencentBlock.ns7336.oracleGeneral.zst LIRS cache size    80193, 3821758 req, miss ratio 0.2751, byte miss ratio 0.2751
result/tencentBlock.ns7336.oracleGeneral.zst LIRS cache size   160387, 3821758 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns7336.oracleGeneral.zst LIRS cache size   320775, 3821758 req, miss ratio 0.1093, byte miss ratio 0.1093
result/tencentBlock.ns7336.oracleGeneral.zst LeCaR cache size      400, 3821758 req, miss ratio 0.7166, byte miss ratio 0.7166
result/tencentBlock.ns7336.oracleGeneral.zst LeCaR cache size     1202, 3821758 req, miss ratio 0.6414, byte miss ratio 0.6414
result/tencentBlock.ns7336.oracleGeneral.zst LeCaR cache size     4009, 3821758 req, miss ratio 0.5292, byte miss ratio 0.5292
result/tencentBlock.ns7336.oracleGeneral.zst LeCaR cache size    12029, 3821758 req, miss ratio 0.4806, byte miss ratio 0.4806
result/tencentBlock.ns7336.oracleGeneral.zst LeCaR cache size    40096, 3821758 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns7336.oracleGeneral.zst LeCaR cache size    80193, 3821758 req, miss ratio 0.3183, byte miss ratio 0.3183
result/tencentBlock.ns7336.oracleGeneral.zst LeCaR cache size   160387, 3821758 req, miss ratio 0.1543, byte miss ratio 0.1543
result/tencentBlock.ns7336.oracleGeneral.zst LeCaR cache size   320775, 3821758 req, miss ratio 0.1055, byte miss ratio 0.1055
result/tencentBlock.ns7336.oracleGeneral.zst LRU cache size      400, 3821758 req, miss ratio 0.7253, byte miss ratio 0.7253
result/tencentBlock.ns7336.oracleGeneral.zst LRU cache size     1202, 3821758 req, miss ratio 0.6449, byte miss ratio 0.6449
result/tencentBlock.ns7336.oracleGeneral.zst LRU cache size     4009, 3821758 req, miss ratio 0.5468, byte miss ratio 0.5468
