result/tencentBlock.ns14311.oracleGeneral.zst S3FIFO-1 cache size      177, 1997997 req, miss ratio 0.4572, byte miss ratio 0.4572
result/tencentBlock.ns14311.oracleGeneral.zst S3FIFO-1 cache size      531, 1997997 req, miss ratio 0.4000, byte miss ratio 0.4000
result/tencentBlock.ns14311.oracleGeneral.zst S3FIFO-1 cache size     1770, 1997997 req, miss ratio 0.2668, byte miss ratio 0.2668
result/tencentBlock.ns14311.oracleGeneral.zst S3FIFO-1 cache size     5312, 1997997 req, miss ratio 0.2541, byte miss ratio 0.2541
result/tencentBlock.ns14311.oracleGeneral.zst S3FIFO-1 cache size    17709, 1997997 req, miss ratio 0.2113, byte miss ratio 0.2113
result/tencentBlock.ns14311.oracleGeneral.zst S3FIFO-1 cache size    35418, 1997997 req, miss ratio 0.1601, byte miss ratio 0.1601
result/tencentBlock.ns14311.oracleGeneral.zst S3FIFO-1 cache size    70837, 1997997 req, miss ratio 0.1036, byte miss ratio 0.1036
result/tencentBlock.ns14311.oracleGeneral.zst S3FIFO-1 cache size   141674, 1997997 req, miss ratio 0.0888, byte miss ratio 0.0888
result/tencentBlock.ns14311.oracleGeneral.zst clock2 cache size      177, 1997997 req, miss ratio 0.4835, byte miss ratio 0.4835
result/tencentBlock.ns14311.oracleGeneral.zst clock2 cache size      531, 1997997 req, miss ratio 0.4087, byte miss ratio 0.4087
result/tencentBlock.ns14311.oracleGeneral.zst clock2 cache size     1770, 1997997 req, miss ratio 0.3215, byte miss ratio 0.3215
result/tencentBlock.ns14311.oracleGeneral.zst clock2 cache size     5312, 1997997 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns14311.oracleGeneral.zst clock2 cache size    17709, 1997997 req, miss ratio 0.2335, byte miss ratio 0.2335
result/tencentBlock.ns14311.oracleGeneral.zst clock2 cache size    35418, 1997997 req, miss ratio 0.1704, byte miss ratio 0.1704
result/tencentBlock.ns14311.oracleGeneral.zst clock2 cache size    70837, 1997997 req, miss ratio 0.1059, byte miss ratio 0.1059
result/tencentBlock.ns14311.oracleGeneral.zst clock2 cache size   141674, 1997997 req, miss ratio 0.0888, byte miss ratio 0.0888
result/tencentBlock.ns14311.oracleGeneral.zst Clock cache size      177, 1997997 req, miss ratio 0.4954, byte miss ratio 0.4954
result/tencentBlock.ns14311.oracleGeneral.zst Clock cache size      531, 1997997 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns14311.oracleGeneral.zst Clock cache size     1770, 1997997 req, miss ratio 0.3281, byte miss ratio 0.3281
result/tencentBlock.ns14311.oracleGeneral.zst Clock cache size     5312, 1997997 req, miss ratio 0.2605, byte miss ratio 0.2605
result/tencentBlock.ns14311.oracleGeneral.zst Clock cache size    17709, 1997997 req, miss ratio 0.2283, byte miss ratio 0.2283
