result/tencentBlock.ns8964.oracleGeneral.zst FIFO cache size      100, 2925769 req, miss ratio 0.6762, byte miss ratio 0.6762
result/tencentBlock.ns8964.oracleGeneral.zst FIFO cache size      300, 2925769 req, miss ratio 0.4525, byte miss ratio 0.4525
result/tencentBlock.ns8964.oracleGeneral.zst FIFO cache size     1000, 2925769 req, miss ratio 0.2034, byte miss ratio 0.2034
result/tencentBlock.ns8964.oracleGeneral.zst FIFO cache size     3000, 2925769 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns8964.oracleGeneral.zst FIFO cache size    10002, 2925769 req, miss ratio 0.1516, byte miss ratio 0.1516
result/tencentBlock.ns8964.oracleGeneral.zst FIFO cache size    20005, 2925769 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns8964.oracleGeneral.zst FIFO cache size    40010, 2925769 req, miss ratio 0.0955, byte miss ratio 0.0955
result/tencentBlock.ns8964.oracleGeneral.zst FIFO cache size    80021, 2925769 req, miss ratio 0.0450, byte miss ratio 0.0450
result/tencentBlock.ns8964.oracleGeneral.zst S3FIFO-1 cache size      100, 2925769 req, miss ratio 0.5058, byte miss ratio 0.5058
result/tencentBlock.ns8964.oracleGeneral.zst S3FIFO-1 cache size      300, 2925769 req, miss ratio 0.3115, byte miss ratio 0.3115
result/tencentBlock.ns8964.oracleGeneral.zst S3FIFO-1 cache size     1000, 2925769 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns8964.oracleGeneral.zst S3FIFO-1 cache size     3000, 2925769 req, miss ratio 0.1469, byte miss ratio 0.1469
result/tencentBlock.ns8964.oracleGeneral.zst S3FIFO-1 cache size    10002, 2925769 req, miss ratio 0.1376, byte miss ratio 0.1376
result/tencentBlock.ns8964.oracleGeneral.zst S3FIFO-1 cache size    20005, 2925769 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns8964.oracleGeneral.zst S3FIFO-1 cache size    40010, 2925769 req, miss ratio 0.0903, byte miss ratio 0.0903
result/tencentBlock.ns8964.oracleGeneral.zst S3FIFO-1 cache size    80021, 2925769 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns8964.oracleGeneral.zst ARC cache size      100, 2925769 req, miss ratio 0.5017, byte miss ratio 0.5017
result/tencentBlock.ns8964.oracleGeneral.zst ARC cache size      300, 2925769 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns8964.oracleGeneral.zst ARC cache size     1000, 2925769 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns8964.oracleGeneral.zst ARC cache size     3000, 2925769 req, miss ratio 0.1488, byte miss ratio 0.1488
result/tencentBlock.ns8964.oracleGeneral.zst ARC cache size    10002, 2925769 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns8964.oracleGeneral.zst ARC cache size    20005, 2925769 req, miss ratio 0.1251, byte miss ratio 0.1251
result/tencentBlock.ns8964.oracleGeneral.zst ARC cache size    40010, 2925769 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns8964.oracleGeneral.zst ARC cache size    80021, 2925769 req, miss ratio 0.0357, byte miss ratio 0.0357
result/tencentBlock.ns8964.oracleGeneral.zst Clock cache size      100, 2925769 req, miss ratio 0.6160, byte miss ratio 0.6160
result/tencentBlock.ns8964.oracleGeneral.zst Clock cache size      300, 2925769 req, miss ratio 0.4085, byte miss ratio 0.4085
result/tencentBlock.ns8964.oracleGeneral.zst Clock cache size     1000, 2925769 req, miss ratio 0.1690, byte miss ratio 0.1690
result/tencentBlock.ns8964.oracleGeneral.zst Clock cache size     3000, 2925769 req, miss ratio 0.1562, byte miss ratio 0.1562
result/tencentBlock.ns8964.oracleGeneral.zst Clock cache size    10002, 2925769 req, miss ratio 0.1444, byte miss ratio 0.1444
result/tencentBlock.ns8964.oracleGeneral.zst Clock cache size    20005, 2925769 req, miss ratio 0.1379, byte miss ratio 0.1379
result/tencentBlock.ns8964.oracleGeneral.zst Clock cache size    40010, 2925769 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns8964.oracleGeneral.zst Clock cache size    80021, 2925769 req, miss ratio 0.0367, byte miss ratio 0.0367
result/tencentBlock.ns8964.oracleGeneral.zst clock2 cache size      100, 2925769 req, miss ratio 0.6148, byte miss ratio 0.6148
result/tencentBlock.ns8964.oracleGeneral.zst clock2 cache size      300, 2925769 req, miss ratio 0.3940, byte miss ratio 0.3940
result/tencentBlock.ns8964.oracleGeneral.zst clock2 cache size     1000, 2925769 req, miss ratio 0.1679, byte miss ratio 0.1679
result/tencentBlock.ns8964.oracleGeneral.zst clock2 cache size     3000, 2925769 req, miss ratio 0.1560, byte miss ratio 0.1560
result/tencentBlock.ns8964.oracleGeneral.zst clock2 cache size    10002, 2925769 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns8964.oracleGeneral.zst clock2 cache size    20005, 2925769 req, miss ratio 0.1366, byte miss ratio 0.1366
result/tencentBlock.ns8964.oracleGeneral.zst clock2 cache size    40010, 2925769 req, miss ratio 0.1193, byte miss ratio 0.1193
result/tencentBlock.ns8964.oracleGeneral.zst clock2 cache size    80021, 2925769 req, miss ratio 0.0373, byte miss ratio 0.0373
result/tencentBlock.ns8964.oracleGeneral.zst Cacheus cache size      100, 2925769 req, miss ratio 0.4916, byte miss ratio 0.4916
result/tencentBlock.ns8964.oracleGeneral.zst Cacheus cache size      300, 2925769 req, miss ratio 0.3972, byte miss ratio 0.3972
result/tencentBlock.ns8964.oracleGeneral.zst Cacheus cache size     1000, 2925769 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns8964.oracleGeneral.zst Cacheus cache size     3000, 2925769 req, miss ratio 0.1497, byte miss ratio 0.1497
result/tencentBlock.ns8964.oracleGeneral.zst Cacheus cache size    10002, 2925769 req, miss ratio 0.1411, byte miss ratio 0.1411
result/tencentBlock.ns8964.oracleGeneral.zst Cacheus cache size    20005, 2925769 req, miss ratio 0.1320, byte miss ratio 0.1320
result/tencentBlock.ns8964.oracleGeneral.zst Cacheus cache size    40010, 2925769 req, miss ratio 0.0899, byte miss ratio 0.0899
result/tencentBlock.ns8964.oracleGeneral.zst Cacheus cache size    80021, 2925769 req, miss ratio 0.0355, byte miss ratio 0.0355
result/tencentBlock.ns8964.oracleGeneral.zst LIRS cache size      100, 2925769 req, miss ratio 0.5023, byte miss ratio 0.5023
result/tencentBlock.ns8964.oracleGeneral.zst LIRS cache size      300, 2925769 req, miss ratio 0.2741, byte miss ratio 0.2741
result/tencentBlock.ns8964.oracleGeneral.zst LIRS cache size     1000, 2925769 req, miss ratio 0.1668, byte miss ratio 0.1668
result/tencentBlock.ns8964.oracleGeneral.zst LIRS cache size     3000, 2925769 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns8964.oracleGeneral.zst LIRS cache size    10002, 2925769 req, miss ratio 0.1364, byte miss ratio 0.1364
result/tencentBlock.ns8964.oracleGeneral.zst LIRS cache size    20005, 2925769 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns8964.oracleGeneral.zst LIRS cache size    40010, 2925769 req, miss ratio 0.0817, byte miss ratio 0.0817
result/tencentBlock.ns8964.oracleGeneral.zst LIRS cache size    80021, 2925769 req, miss ratio 0.0364, byte miss ratio 0.0364
result/tencentBlock.ns8964.oracleGeneral.zst LRU cache size      100, 2925769 req, miss ratio 0.6196, byte miss ratio 0.6196
