result/tencentBlock.ns22183.oracleGeneral.zst ARC cache size      189, 1058375 req, miss ratio 0.5375, byte miss ratio 0.5375
result/tencentBlock.ns22183.oracleGeneral.zst ARC cache size      568, 1058375 req, miss ratio 0.5313, byte miss ratio 0.5313
result/tencentBlock.ns22183.oracleGeneral.zst ARC cache size     1894, 1058375 req, miss ratio 0.5292, byte miss ratio 0.5292
result/tencentBlock.ns22183.oracleGeneral.zst ARC cache size     5684, 1058375 req, miss ratio 0.5284, byte miss ratio 0.5284
result/tencentBlock.ns22183.oracleGeneral.zst ARC cache size    18949, 1058375 req, miss ratio 0.4931, byte miss ratio 0.4931
result/tencentBlock.ns22183.oracleGeneral.zst ARC cache size    37899, 1058375 req, miss ratio 0.4260, byte miss ratio 0.4260
result/tencentBlock.ns22183.oracleGeneral.zst ARC cache size    75798, 1058375 req, miss ratio 0.2842, byte miss ratio 0.2842
result/tencentBlock.ns22183.oracleGeneral.zst ARC cache size   151597, 1058375 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns22183.oracleGeneral.zst S3FIFO-1 cache size      189, 1058375 req, miss ratio 0.5382, byte miss ratio 0.5382
result/tencentBlock.ns22183.oracleGeneral.zst S3FIFO-1 cache size      568, 1058375 req, miss ratio 0.5306, byte miss ratio 0.5306
result/tencentBlock.ns22183.oracleGeneral.zst S3FIFO-1 cache size     1894, 1058375 req, miss ratio 0.5289, byte miss ratio 0.5289
result/tencentBlock.ns22183.oracleGeneral.zst S3FIFO-1 cache size     5684, 1058375 req, miss ratio 0.5279, byte miss ratio 0.5279
result/tencentBlock.ns22183.oracleGeneral.zst S3FIFO-1 cache size    18949, 1058375 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns22183.oracleGeneral.zst S3FIFO-1 cache size    37899, 1058375 req, miss ratio 0.4215, byte miss ratio 0.4215
result/tencentBlock.ns22183.oracleGeneral.zst S3FIFO-1 cache size    75798, 1058375 req, miss ratio 0.2703, byte miss ratio 0.2703
result/tencentBlock.ns22183.oracleGeneral.zst S3FIFO-1 cache size   151597, 1058375 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns22183.oracleGeneral.zst LRU cache size      189, 1058375 req, miss ratio 0.5453, byte miss ratio 0.5453
result/tencentBlock.ns22183.oracleGeneral.zst LRU cache size      568, 1058375 req, miss ratio 0.5361, byte miss ratio 0.5361
result/tencentBlock.ns22183.oracleGeneral.zst LRU cache size     1894, 1058375 req, miss ratio 0.5298, byte miss ratio 0.5298
result/tencentBlock.ns22183.oracleGeneral.zst LRU cache size     5684, 1058375 req, miss ratio 0.5288, byte miss ratio 0.5288
result/tencentBlock.ns22183.oracleGeneral.zst LRU cache size    18949, 1058375 req, miss ratio 0.4981, byte miss ratio 0.4981
result/tencentBlock.ns22183.oracleGeneral.zst LRU cache size    37899, 1058375 req, miss ratio 0.4296, byte miss ratio 0.4296
result/tencentBlock.ns22183.oracleGeneral.zst LRU cache size    75798, 1058375 req, miss ratio 0.2730, byte miss ratio 0.2730
result/tencentBlock.ns22183.oracleGeneral.zst LRU cache size   151597, 1058375 req, miss ratio 0.1840, byte miss ratio 0.1840
result/tencentBlock.ns22183.oracleGeneral.zst clock2 cache size      189, 1058375 req, miss ratio 0.5434, byte miss ratio 0.5434
result/tencentBlock.ns22183.oracleGeneral.zst clock2 cache size      568, 1058375 req, miss ratio 0.5354, byte miss ratio 0.5354
result/tencentBlock.ns22183.oracleGeneral.zst clock2 cache size     1894, 1058375 req, miss ratio 0.5296, byte miss ratio 0.5296
result/tencentBlock.ns22183.oracleGeneral.zst clock2 cache size     5684, 1058375 req, miss ratio 0.5288, byte miss ratio 0.5288
result/tencentBlock.ns22183.oracleGeneral.zst clock2 cache size    18949, 1058375 req, miss ratio 0.5238, byte miss ratio 0.5238
result/tencentBlock.ns22183.oracleGeneral.zst clock2 cache size    37899, 1058375 req, miss ratio 0.4542, byte miss ratio 0.4542
result/tencentBlock.ns22183.oracleGeneral.zst clock2 cache size    75798, 1058375 req, miss ratio 0.3435, byte miss ratio 0.3435
result/tencentBlock.ns22183.oracleGeneral.zst clock2 cache size   151597, 1058375 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns22183.oracleGeneral.zst FIFO cache size      189, 1058375 req, miss ratio 0.6082, byte miss ratio 0.6082
result/tencentBlock.ns22183.oracleGeneral.zst FIFO cache size      568, 1058375 req, miss ratio 0.5590, byte miss ratio 0.5590
result/tencentBlock.ns22183.oracleGeneral.zst FIFO cache size     1894, 1058375 req, miss ratio 0.5390, byte miss ratio 0.5390
result/tencentBlock.ns22183.oracleGeneral.zst FIFO cache size     5684, 1058375 req, miss ratio 0.5321, byte miss ratio 0.5321
result/tencentBlock.ns22183.oracleGeneral.zst FIFO cache size    18949, 1058375 req, miss ratio 0.4818, byte miss ratio 0.4818
result/tencentBlock.ns22183.oracleGeneral.zst FIFO cache size    37899, 1058375 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns22183.oracleGeneral.zst FIFO cache size    75798, 1058375 req, miss ratio 0.3341, byte miss ratio 0.3341
result/tencentBlock.ns22183.oracleGeneral.zst FIFO cache size   151597, 1058375 req, miss ratio 0.2104, byte miss ratio 0.2104
result/tencentBlock.ns22183.oracleGeneral.zst LeCaR cache size      189, 1058375 req, miss ratio 0.5432, byte miss ratio 0.5432
result/tencentBlock.ns22183.oracleGeneral.zst LeCaR cache size      568, 1058375 req, miss ratio 0.5348, byte miss ratio 0.5348
result/tencentBlock.ns22183.oracleGeneral.zst LeCaR cache size     1894, 1058375 req, miss ratio 0.5298, byte miss ratio 0.5298
result/tencentBlock.ns22183.oracleGeneral.zst LeCaR cache size     5684, 1058375 req, miss ratio 0.5288, byte miss ratio 0.5288
result/tencentBlock.ns22183.oracleGeneral.zst LeCaR cache size    18949, 1058375 req, miss ratio 0.4963, byte miss ratio 0.4963
result/tencentBlock.ns22183.oracleGeneral.zst LeCaR cache size    37899, 1058375 req, miss ratio 0.4294, byte miss ratio 0.4294
result/tencentBlock.ns22183.oracleGeneral.zst LeCaR cache size    75798, 1058375 req, miss ratio 0.2743, byte miss ratio 0.2743
result/tencentBlock.ns22183.oracleGeneral.zst LeCaR cache size   151597, 1058375 req, miss ratio 0.1826, byte miss ratio 0.1826
result/tencentBlock.ns22183.oracleGeneral.zst Cacheus cache size      189, 1058375 req, miss ratio 0.5372, byte miss ratio 0.5372
result/tencentBlock.ns22183.oracleGeneral.zst Cacheus cache size      568, 1058375 req, miss ratio 0.5304, byte miss ratio 0.5304
result/tencentBlock.ns22183.oracleGeneral.zst Cacheus cache size     1894, 1058375 req, miss ratio 0.5290, byte miss ratio 0.5290
result/tencentBlock.ns22183.oracleGeneral.zst Cacheus cache size     5684, 1058375 req, miss ratio 0.5283, byte miss ratio 0.5283
result/tencentBlock.ns22183.oracleGeneral.zst Cacheus cache size    18949, 1058375 req, miss ratio 0.4892, byte miss ratio 0.4892
result/tencentBlock.ns22183.oracleGeneral.zst Cacheus cache size    37899, 1058375 req, miss ratio 0.4413, byte miss ratio 0.4413
result/tencentBlock.ns22183.oracleGeneral.zst Cacheus cache size    75798, 1058375 req, miss ratio 0.2806, byte miss ratio 0.2806
result/tencentBlock.ns22183.oracleGeneral.zst Cacheus cache size   151597, 1058375 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns22183.oracleGeneral.zst Clock cache size      189, 1058375 req, miss ratio 0.5444, byte miss ratio 0.5444
result/tencentBlock.ns22183.oracleGeneral.zst Clock cache size      568, 1058375 req, miss ratio 0.5362, byte miss ratio 0.5362
result/tencentBlock.ns22183.oracleGeneral.zst Clock cache size     1894, 1058375 req, miss ratio 0.5297, byte miss ratio 0.5297
result/tencentBlock.ns22183.oracleGeneral.zst Clock cache size     5684, 1058375 req, miss ratio 0.5288, byte miss ratio 0.5288
