result/tencentBlock.ns2744.oracleGeneral.zst ARC cache size      413, 3316808 req, miss ratio 0.5450, byte miss ratio 0.5450
result/tencentBlock.ns2744.oracleGeneral.zst ARC cache size     1240, 3316808 req, miss ratio 0.4113, byte miss ratio 0.4113
result/tencentBlock.ns2744.oracleGeneral.zst ARC cache size     4135, 3316808 req, miss ratio 0.3324, byte miss ratio 0.3324
result/tencentBlock.ns2744.oracleGeneral.zst ARC cache size    12407, 3316808 req, miss ratio 0.3063, byte miss ratio 0.3063
result/tencentBlock.ns2744.oracleGeneral.zst ARC cache size    41359, 3316808 req, miss ratio 0.2532, byte miss ratio 0.2532
result/tencentBlock.ns2744.oracleGeneral.zst ARC cache size    82719, 3316808 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns2744.oracleGeneral.zst ARC cache size   165439, 3316808 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns2744.oracleGeneral.zst ARC cache size   330879, 3316808 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns2744.oracleGeneral.zst LHD cache size      413, 3316808 req, miss ratio 0.5577, byte miss ratio 0.5577
result/tencentBlock.ns2744.oracleGeneral.zst LHD cache size     1240, 3316808 req, miss ratio 0.4502, byte miss ratio 0.4502
result/tencentBlock.ns2744.oracleGeneral.zst LHD cache size     4135, 3316808 req, miss ratio 0.3389, byte miss ratio 0.3389
result/tencentBlock.ns2744.oracleGeneral.zst LHD cache size    12407, 3316808 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns2744.oracleGeneral.zst LHD cache size    41359, 3316808 req, miss ratio 0.2488, byte miss ratio 0.2488
result/tencentBlock.ns2744.oracleGeneral.zst LHD cache size    82719, 3316808 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns2744.oracleGeneral.zst LHD cache size   165439, 3316808 req, miss ratio 0.1395, byte miss ratio 0.1395
result/tencentBlock.ns2744.oracleGeneral.zst LHD cache size   330879, 3316808 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns2744.oracleGeneral.zst Cacheus cache size      413, 3316808 req, miss ratio 0.5402, byte miss ratio 0.5402
result/tencentBlock.ns2744.oracleGeneral.zst Cacheus cache size     1240, 3316808 req, miss ratio 0.4350, byte miss ratio 0.4350
result/tencentBlock.ns2744.oracleGeneral.zst Cacheus cache size     4135, 3316808 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns2744.oracleGeneral.zst Cacheus cache size    12407, 3316808 req, miss ratio 0.3059, byte miss ratio 0.3059
result/tencentBlock.ns2744.oracleGeneral.zst Cacheus cache size    41359, 3316808 req, miss ratio 0.2512, byte miss ratio 0.2512
result/tencentBlock.ns2744.oracleGeneral.zst Cacheus cache size    82719, 3316808 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns2744.oracleGeneral.zst Cacheus cache size   165439, 3316808 req, miss ratio 0.1394, byte miss ratio 0.1394
result/tencentBlock.ns2744.oracleGeneral.zst Cacheus cache size   330879, 3316808 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns2744.oracleGeneral.zst clock2 cache size      413, 3316808 req, miss ratio 0.5560, byte miss ratio 0.5560
result/tencentBlock.ns2744.oracleGeneral.zst clock2 cache size     1240, 3316808 req, miss ratio 0.4605, byte miss ratio 0.4605
result/tencentBlock.ns2744.oracleGeneral.zst clock2 cache size     4135, 3316808 req, miss ratio 0.3380, byte miss ratio 0.3380
result/tencentBlock.ns2744.oracleGeneral.zst clock2 cache size    12407, 3316808 req, miss ratio 0.3147, byte miss ratio 0.3147
result/tencentBlock.ns2744.oracleGeneral.zst clock2 cache size    41359, 3316808 req, miss ratio 0.2566, byte miss ratio 0.2566
result/tencentBlock.ns2744.oracleGeneral.zst clock2 cache size    82719, 3316808 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns2744.oracleGeneral.zst clock2 cache size   165439, 3316808 req, miss ratio 0.1455, byte miss ratio 0.1455
result/tencentBlock.ns2744.oracleGeneral.zst clock2 cache size   330879, 3316808 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns2744.oracleGeneral.zst S3FIFO-1 cache size      413, 3316808 req, miss ratio 0.5529, byte miss ratio 0.5529
result/tencentBlock.ns2744.oracleGeneral.zst S3FIFO-1 cache size     1240, 3316808 req, miss ratio 0.3871, byte miss ratio 0.3871
result/tencentBlock.ns2744.oracleGeneral.zst S3FIFO-1 cache size     4135, 3316808 req, miss ratio 0.3337, byte miss ratio 0.3337
result/tencentBlock.ns2744.oracleGeneral.zst S3FIFO-1 cache size    12407, 3316808 req, miss ratio 0.3038, byte miss ratio 0.3038
result/tencentBlock.ns2744.oracleGeneral.zst S3FIFO-1 cache size    41359, 3316808 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns2744.oracleGeneral.zst S3FIFO-1 cache size    82719, 3316808 req, miss ratio 0.2003, byte miss ratio 0.2003
result/tencentBlock.ns2744.oracleGeneral.zst S3FIFO-1 cache size   165439, 3316808 req, miss ratio 0.1394, byte miss ratio 0.1394
result/tencentBlock.ns2744.oracleGeneral.zst S3FIFO-1 cache size   330879, 3316808 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns2744.oracleGeneral.zst LRU cache size      413, 3316808 req, miss ratio 0.5660, byte miss ratio 0.5660
result/tencentBlock.ns2744.oracleGeneral.zst LRU cache size     1240, 3316808 req, miss ratio 0.4672, byte miss ratio 0.4672
result/tencentBlock.ns2744.oracleGeneral.zst LRU cache size     4135, 3316808 req, miss ratio 0.3532, byte miss ratio 0.3532
result/tencentBlock.ns2744.oracleGeneral.zst LRU cache size    12407, 3316808 req, miss ratio 0.3137, byte miss ratio 0.3137
result/tencentBlock.ns2744.oracleGeneral.zst LRU cache size    41359, 3316808 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns2744.oracleGeneral.zst LRU cache size    82719, 3316808 req, miss ratio 0.1954, byte miss ratio 0.1954
result/tencentBlock.ns2744.oracleGeneral.zst LRU cache size   165439, 3316808 req, miss ratio 0.1424, byte miss ratio 0.1424
result/tencentBlock.ns2744.oracleGeneral.zst LRU cache size   330879, 3316808 req, miss ratio 0.1259, byte miss ratio 0.1259
result/tencentBlock.ns2744.oracleGeneral.zst Clock cache size      413, 3316808 req, miss ratio 0.5594, byte miss ratio 0.5594
result/tencentBlock.ns2744.oracleGeneral.zst Clock cache size     1240, 3316808 req, miss ratio 0.4632, byte miss ratio 0.4632
