result/tencentBlock.ns21686.oracleGeneral.zst LIRS cache size      177, 1965825 req, miss ratio 0.4879, byte miss ratio 0.4879
result/tencentBlock.ns21686.oracleGeneral.zst LIRS cache size      533, 1965825 req, miss ratio 0.4561, byte miss ratio 0.4561
result/tencentBlock.ns21686.oracleGeneral.zst LIRS cache size     1778, 1965825 req, miss ratio 0.4007, byte miss ratio 0.4007
result/tencentBlock.ns21686.oracleGeneral.zst LIRS cache size     5334, 1965825 req, miss ratio 0.3797, byte miss ratio 0.3797
result/tencentBlock.ns21686.oracleGeneral.zst LIRS cache size    17780, 1965825 req, miss ratio 0.3452, byte miss ratio 0.3452
result/tencentBlock.ns21686.oracleGeneral.zst LIRS cache size    35560, 1965825 req, miss ratio 0.3040, byte miss ratio 0.3040
result/tencentBlock.ns21686.oracleGeneral.zst LIRS cache size    71120, 1965825 req, miss ratio 0.2122, byte miss ratio 0.2122
result/tencentBlock.ns21686.oracleGeneral.zst LIRS cache size   142241, 1965825 req, miss ratio 0.0988, byte miss ratio 0.0988
result/tencentBlock.ns21686.oracleGeneral.zst LHD cache size      177, 1965825 req, miss ratio 0.4484, byte miss ratio 0.4484
result/tencentBlock.ns21686.oracleGeneral.zst LHD cache size      533, 1965825 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns21686.oracleGeneral.zst LHD cache size     1778, 1965825 req, miss ratio 0.3813, byte miss ratio 0.3813
result/tencentBlock.ns21686.oracleGeneral.zst LHD cache size     5334, 1965825 req, miss ratio 0.3772, byte miss ratio 0.3772
result/tencentBlock.ns21686.oracleGeneral.zst LHD cache size    17780, 1965825 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns21686.oracleGeneral.zst LHD cache size    35560, 1965825 req, miss ratio 0.2987, byte miss ratio 0.2987
result/tencentBlock.ns21686.oracleGeneral.zst LHD cache size    71120, 1965825 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns21686.oracleGeneral.zst LHD cache size   142241, 1965825 req, miss ratio 0.0996, byte miss ratio 0.0996
result/tencentBlock.ns21686.oracleGeneral.zst FIFO cache size      177, 1965825 req, miss ratio 0.5052, byte miss ratio 0.5052
result/tencentBlock.ns21686.oracleGeneral.zst FIFO cache size      533, 1965825 req, miss ratio 0.4283, byte miss ratio 0.4283
result/tencentBlock.ns21686.oracleGeneral.zst FIFO cache size     1778, 1965825 req, miss ratio 0.3960, byte miss ratio 0.3960
result/tencentBlock.ns21686.oracleGeneral.zst FIFO cache size     5334, 1965825 req, miss ratio 0.3847, byte miss ratio 0.3847
result/tencentBlock.ns21686.oracleGeneral.zst FIFO cache size    17780, 1965825 req, miss ratio 0.3528, byte miss ratio 0.3528
result/tencentBlock.ns21686.oracleGeneral.zst FIFO cache size    35560, 1965825 req, miss ratio 0.3299, byte miss ratio 0.3299
result/tencentBlock.ns21686.oracleGeneral.zst FIFO cache size    71120, 1965825 req, miss ratio 0.2309, byte miss ratio 0.2309
result/tencentBlock.ns21686.oracleGeneral.zst FIFO cache size   142241, 1965825 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns21686.oracleGeneral.zst S3FIFO-1 cache size      177, 1965825 req, miss ratio 0.4210, byte miss ratio 0.4210
result/tencentBlock.ns21686.oracleGeneral.zst S3FIFO-1 cache size      533, 1965825 req, miss ratio 0.3845, byte miss ratio 0.3845
result/tencentBlock.ns21686.oracleGeneral.zst S3FIFO-1 cache size     1778, 1965825 req, miss ratio 0.3798, byte miss ratio 0.3798
result/tencentBlock.ns21686.oracleGeneral.zst S3FIFO-1 cache size     5334, 1965825 req, miss ratio 0.3783, byte miss ratio 0.3783
result/tencentBlock.ns21686.oracleGeneral.zst S3FIFO-1 cache size    17780, 1965825 req, miss ratio 0.3476, byte miss ratio 0.3476
result/tencentBlock.ns21686.oracleGeneral.zst S3FIFO-1 cache size    35560, 1965825 req, miss ratio 0.3113, byte miss ratio 0.3113
result/tencentBlock.ns21686.oracleGeneral.zst S3FIFO-1 cache size    71120, 1965825 req, miss ratio 0.2111, byte miss ratio 0.2111
result/tencentBlock.ns21686.oracleGeneral.zst S3FIFO-1 cache size   142241, 1965825 req, miss ratio 0.1064, byte miss ratio 0.1064
result/tencentBlock.ns21686.oracleGeneral.zst LeCaR cache size      177, 1965825 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns21686.oracleGeneral.zst LeCaR cache size      533, 1965825 req, miss ratio 0.3890, byte miss ratio 0.3890
result/tencentBlock.ns21686.oracleGeneral.zst LeCaR cache size     1778, 1965825 req, miss ratio 0.3815, byte miss ratio 0.3815
result/tencentBlock.ns21686.oracleGeneral.zst LeCaR cache size     5334, 1965825 req, miss ratio 0.3789, byte miss ratio 0.3789
result/tencentBlock.ns21686.oracleGeneral.zst LeCaR cache size    17780, 1965825 req, miss ratio 0.3419, byte miss ratio 0.3419
result/tencentBlock.ns21686.oracleGeneral.zst LeCaR cache size    35560, 1965825 req, miss ratio 0.3140, byte miss ratio 0.3140
result/tencentBlock.ns21686.oracleGeneral.zst LeCaR cache size    71120, 1965825 req, miss ratio 0.2045, byte miss ratio 0.2045
result/tencentBlock.ns21686.oracleGeneral.zst LeCaR cache size   142241, 1965825 req, miss ratio 0.0991, byte miss ratio 0.0991
result/tencentBlock.ns21686.oracleGeneral.zst clock2 cache size      177, 1965825 req, miss ratio 0.4213, byte miss ratio 0.4213
result/tencentBlock.ns21686.oracleGeneral.zst clock2 cache size      533, 1965825 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns21686.oracleGeneral.zst clock2 cache size     1778, 1965825 req, miss ratio 0.3815, byte miss ratio 0.3815
result/tencentBlock.ns21686.oracleGeneral.zst clock2 cache size     5334, 1965825 req, miss ratio 0.3789, byte miss ratio 0.3789
result/tencentBlock.ns21686.oracleGeneral.zst clock2 cache size    17780, 1965825 req, miss ratio 0.3757, byte miss ratio 0.3757
result/tencentBlock.ns21686.oracleGeneral.zst clock2 cache size    35560, 1965825 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns21686.oracleGeneral.zst clock2 cache size    71120, 1965825 req, miss ratio 0.2602, byte miss ratio 0.2602
result/tencentBlock.ns21686.oracleGeneral.zst clock2 cache size   142241, 1965825 req, miss ratio 0.1067, byte miss ratio 0.1067
result/tencentBlock.ns21686.oracleGeneral.zst Cacheus cache size      177, 1965825 req, miss ratio 0.4064, byte miss ratio 0.4064
result/tencentBlock.ns21686.oracleGeneral.zst Cacheus cache size      533, 1965825 req, miss ratio 0.3860, byte miss ratio 0.3860
result/tencentBlock.ns21686.oracleGeneral.zst Cacheus cache size     1778, 1965825 req, miss ratio 0.3802, byte miss ratio 0.3802
result/tencentBlock.ns21686.oracleGeneral.zst Cacheus cache size     5334, 1965825 req, miss ratio 0.3786, byte miss ratio 0.3786
result/tencentBlock.ns21686.oracleGeneral.zst Cacheus cache size    17780, 1965825 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns21686.oracleGeneral.zst Cacheus cache size    35560, 1965825 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns21686.oracleGeneral.zst Cacheus cache size    71120, 1965825 req, miss ratio 0.2298, byte miss ratio 0.2298
result/tencentBlock.ns21686.oracleGeneral.zst Cacheus cache size   142241, 1965825 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns21686.oracleGeneral.zst ARC cache size      177, 1965825 req, miss ratio 0.4081, byte miss ratio 0.4081
result/tencentBlock.ns21686.oracleGeneral.zst ARC cache size      533, 1965825 req, miss ratio 0.3859, byte miss ratio 0.3859
result/tencentBlock.ns21686.oracleGeneral.zst ARC cache size     1778, 1965825 req, miss ratio 0.3803, byte miss ratio 0.3803
result/tencentBlock.ns21686.oracleGeneral.zst ARC cache size     5334, 1965825 req, miss ratio 0.3789, byte miss ratio 0.3789
result/tencentBlock.ns21686.oracleGeneral.zst ARC cache size    17780, 1965825 req, miss ratio 0.3513, byte miss ratio 0.3513
result/tencentBlock.ns21686.oracleGeneral.zst ARC cache size    35560, 1965825 req, miss ratio 0.2938, byte miss ratio 0.2938
result/tencentBlock.ns21686.oracleGeneral.zst ARC cache size    71120, 1965825 req, miss ratio 0.2133, byte miss ratio 0.2133
result/tencentBlock.ns21686.oracleGeneral.zst ARC cache size   142241, 1965825 req, miss ratio 0.0985, byte miss ratio 0.0985
result/tencentBlock.ns21686.oracleGeneral.zst Clock cache size      177, 1965825 req, miss ratio 0.4184, byte miss ratio 0.4184
result/tencentBlock.ns21686.oracleGeneral.zst Clock cache size      533, 1965825 req, miss ratio 0.3901, byte miss ratio 0.3901
