result/tencentBlock.ns9959.oracleGeneral.zst LRU cache size      227, 5675130 req, miss ratio 0.3489, byte miss ratio 0.3489
result/tencentBlock.ns9959.oracleGeneral.zst LRU cache size      683, 5675130 req, miss ratio 0.1961, byte miss ratio 0.1961
result/tencentBlock.ns9959.oracleGeneral.zst LRU cache size     2278, 5675130 req, miss ratio 0.1697, byte miss ratio 0.1697
result/tencentBlock.ns9959.oracleGeneral.zst LRU cache size     6836, 5675130 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns9959.oracleGeneral.zst LRU cache size    22787, 5675130 req, miss ratio 0.1475, byte miss ratio 0.1475
result/tencentBlock.ns9959.oracleGeneral.zst LRU cache size    45575, 5675130 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns9959.oracleGeneral.zst LRU cache size    91151, 5675130 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns9959.oracleGeneral.zst LRU cache size   182303, 5675130 req, miss ratio 0.0406, byte miss ratio 0.0406
result/tencentBlock.ns9959.oracleGeneral.zst Clock cache size      227, 5675130 req, miss ratio 0.3355, byte miss ratio 0.3355
result/tencentBlock.ns9959.oracleGeneral.zst Clock cache size      683, 5675130 req, miss ratio 0.1923, byte miss ratio 0.1923
result/tencentBlock.ns9959.oracleGeneral.zst Clock cache size     2278, 5675130 req, miss ratio 0.1696, byte miss ratio 0.1696
result/tencentBlock.ns9959.oracleGeneral.zst Clock cache size     6836, 5675130 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns9959.oracleGeneral.zst Clock cache size    22787, 5675130 req, miss ratio 0.1495, byte miss ratio 0.1495
result/tencentBlock.ns9959.oracleGeneral.zst Clock cache size    45575, 5675130 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns9959.oracleGeneral.zst Clock cache size    91151, 5675130 req, miss ratio 0.0654, byte miss ratio 0.0654
result/tencentBlock.ns9959.oracleGeneral.zst Clock cache size   182303, 5675130 req, miss ratio 0.0407, byte miss ratio 0.0407
result/tencentBlock.ns9959.oracleGeneral.zst clock2 cache size      227, 5675130 req, miss ratio 0.3271, byte miss ratio 0.3271
result/tencentBlock.ns9959.oracleGeneral.zst clock2 cache size      683, 5675130 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns9959.oracleGeneral.zst clock2 cache size     2278, 5675130 req, miss ratio 0.1697, byte miss ratio 0.1697
result/tencentBlock.ns9959.oracleGeneral.zst clock2 cache size     6836, 5675130 req, miss ratio 0.1619, byte miss ratio 0.1619
result/tencentBlock.ns9959.oracleGeneral.zst clock2 cache size    22787, 5675130 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns9959.oracleGeneral.zst clock2 cache size    45575, 5675130 req, miss ratio 0.1326, byte miss ratio 0.1326
result/tencentBlock.ns9959.oracleGeneral.zst clock2 cache size    91151, 5675130 req, miss ratio 0.0676, byte miss ratio 0.0676
result/tencentBlock.ns9959.oracleGeneral.zst clock2 cache size   182303, 5675130 req, miss ratio 0.0406, byte miss ratio 0.0406
result/tencentBlock.ns9959.oracleGeneral.zst LeCaR cache size      227, 5675130 req, miss ratio 0.3219, byte miss ratio 0.3219
result/tencentBlock.ns9959.oracleGeneral.zst LeCaR cache size      683, 5675130 req, miss ratio 0.1916, byte miss ratio 0.1916
result/tencentBlock.ns9959.oracleGeneral.zst LeCaR cache size     2278, 5675130 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns9959.oracleGeneral.zst LeCaR cache size     6836, 5675130 req, miss ratio 0.1602, byte miss ratio 0.1602
result/tencentBlock.ns9959.oracleGeneral.zst LeCaR cache size    22787, 5675130 req, miss ratio 0.1476, byte miss ratio 0.1476
result/tencentBlock.ns9959.oracleGeneral.zst LeCaR cache size    45575, 5675130 req, miss ratio 0.1134, byte miss ratio 0.1134
result/tencentBlock.ns9959.oracleGeneral.zst LeCaR cache size    91151, 5675130 req, miss ratio 0.0584, byte miss ratio 0.0584
result/tencentBlock.ns9959.oracleGeneral.zst LeCaR cache size   182303, 5675130 req, miss ratio 0.0406, byte miss ratio 0.0406
result/tencentBlock.ns9959.oracleGeneral.zst S3FIFO-1 cache size      227, 5675130 req, miss ratio 0.2619, byte miss ratio 0.2619
result/tencentBlock.ns9959.oracleGeneral.zst S3FIFO-1 cache size      683, 5675130 req, miss ratio 0.1741, byte miss ratio 0.1741
result/tencentBlock.ns9959.oracleGeneral.zst S3FIFO-1 cache size     2278, 5675130 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns9959.oracleGeneral.zst S3FIFO-1 cache size     6836, 5675130 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns9959.oracleGeneral.zst S3FIFO-1 cache size    22787, 5675130 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns9959.oracleGeneral.zst S3FIFO-1 cache size    45575, 5675130 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns9959.oracleGeneral.zst S3FIFO-1 cache size    91151, 5675130 req, miss ratio 0.0572, byte miss ratio 0.0572
result/tencentBlock.ns9959.oracleGeneral.zst S3FIFO-1 cache size   182303, 5675130 req, miss ratio 0.0406, byte miss ratio 0.0406
result/tencentBlock.ns9959.oracleGeneral.zst LHD cache size      227, 5675130 req, miss ratio 0.2907, byte miss ratio 0.2907
result/tencentBlock.ns9959.oracleGeneral.zst LHD cache size      683, 5675130 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns9959.oracleGeneral.zst LHD cache size     2278, 5675130 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns9959.oracleGeneral.zst LHD cache size     6836, 5675130 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns9959.oracleGeneral.zst LHD cache size    22787, 5675130 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns9959.oracleGeneral.zst LHD cache size    45575, 5675130 req, miss ratio 0.1071, byte miss ratio 0.1071
