result/tencentBlock.ns18695.oracleGeneral.zst S3FIFO-1 cache size      159, 1155712 req, miss ratio 0.5723, byte miss ratio 0.5723
result/tencentBlock.ns18695.oracleGeneral.zst S3FIFO-1 cache size      479, 1155712 req, miss ratio 0.5569, byte miss ratio 0.5569
result/tencentBlock.ns18695.oracleGeneral.zst S3FIFO-1 cache size     1597, 1155712 req, miss ratio 0.5535, byte miss ratio 0.5535
result/tencentBlock.ns18695.oracleGeneral.zst S3FIFO-1 cache size     4793, 1155712 req, miss ratio 0.5517, byte miss ratio 0.5517
result/tencentBlock.ns18695.oracleGeneral.zst S3FIFO-1 cache size    15979, 1155712 req, miss ratio 0.5095, byte miss ratio 0.5095
result/tencentBlock.ns18695.oracleGeneral.zst S3FIFO-1 cache size    31959, 1155712 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns18695.oracleGeneral.zst S3FIFO-1 cache size    63919, 1155712 req, miss ratio 0.3119, byte miss ratio 0.3119
result/tencentBlock.ns18695.oracleGeneral.zst S3FIFO-1 cache size   127839, 1155712 req, miss ratio 0.1619, byte miss ratio 0.1619
result/tencentBlock.ns18695.oracleGeneral.zst LIRS cache size      159, 1155712 req, miss ratio 0.6386, byte miss ratio 0.6386
result/tencentBlock.ns18695.oracleGeneral.zst LIRS cache size      479, 1155712 req, miss ratio 0.6079, byte miss ratio 0.6079
result/tencentBlock.ns18695.oracleGeneral.zst LIRS cache size     1597, 1155712 req, miss ratio 0.5584, byte miss ratio 0.5584
result/tencentBlock.ns18695.oracleGeneral.zst LIRS cache size     4793, 1155712 req, miss ratio 0.5522, byte miss ratio 0.5522
result/tencentBlock.ns18695.oracleGeneral.zst LIRS cache size    15979, 1155712 req, miss ratio 0.5132, byte miss ratio 0.5132
result/tencentBlock.ns18695.oracleGeneral.zst LIRS cache size    31959, 1155712 req, miss ratio 0.4235, byte miss ratio 0.4235
result/tencentBlock.ns18695.oracleGeneral.zst LIRS cache size    63919, 1155712 req, miss ratio 0.2943, byte miss ratio 0.2943
result/tencentBlock.ns18695.oracleGeneral.zst LIRS cache size   127839, 1155712 req, miss ratio 0.1498, byte miss ratio 0.1498
result/tencentBlock.ns18695.oracleGeneral.zst FIFO cache size      159, 1155712 req, miss ratio 0.6301, byte miss ratio 0.6301
result/tencentBlock.ns18695.oracleGeneral.zst FIFO cache size      479, 1155712 req, miss ratio 0.5884, byte miss ratio 0.5884
result/tencentBlock.ns18695.oracleGeneral.zst FIFO cache size     1597, 1155712 req, miss ratio 0.5658, byte miss ratio 0.5658
result/tencentBlock.ns18695.oracleGeneral.zst FIFO cache size     4793, 1155712 req, miss ratio 0.5571, byte miss ratio 0.5571
result/tencentBlock.ns18695.oracleGeneral.zst FIFO cache size    15979, 1155712 req, miss ratio 0.5529, byte miss ratio 0.5529
result/tencentBlock.ns18695.oracleGeneral.zst FIFO cache size    31959, 1155712 req, miss ratio 0.4972, byte miss ratio 0.4972
result/tencentBlock.ns18695.oracleGeneral.zst FIFO cache size    63919, 1155712 req, miss ratio 0.3614, byte miss ratio 0.3614
result/tencentBlock.ns18695.oracleGeneral.zst FIFO cache size   127839, 1155712 req, miss ratio 0.1895, byte miss ratio 0.1895
result/tencentBlock.ns18695.oracleGeneral.zst LHD cache size      159, 1155712 req, miss ratio 0.5834, byte miss ratio 0.5834
result/tencentBlock.ns18695.oracleGeneral.zst LHD cache size      479, 1155712 req, miss ratio 0.5639, byte miss ratio 0.5639
result/tencentBlock.ns18695.oracleGeneral.zst LHD cache size     1597, 1155712 req, miss ratio 0.5554, byte miss ratio 0.5554
result/tencentBlock.ns18695.oracleGeneral.zst LHD cache size     4793, 1155712 req, miss ratio 0.5527, byte miss ratio 0.5527
