result/tencentBlock.ns11345.oracleGeneral.zst LHD cache size      474, 4301528 req, miss ratio 0.5190, byte miss ratio 0.5190
result/tencentBlock.ns11345.oracleGeneral.zst LHD cache size     1424, 4301528 req, miss ratio 0.3958, byte miss ratio 0.3958
result/tencentBlock.ns11345.oracleGeneral.zst LHD cache size     4746, 4301528 req, miss ratio 0.3058, byte miss ratio 0.3058
result/tencentBlock.ns11345.oracleGeneral.zst LHD cache size    14240, 4301528 req, miss ratio 0.2698, byte miss ratio 0.2698
result/tencentBlock.ns11345.oracleGeneral.zst LHD cache size    47469, 4301528 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns11345.oracleGeneral.zst LHD cache size    94938, 4301528 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns11345.oracleGeneral.zst LHD cache size   189877, 4301528 req, miss ratio 0.1214, byte miss ratio 0.1214
result/tencentBlock.ns11345.oracleGeneral.zst LHD cache size   379755, 4301528 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns11345.oracleGeneral.zst Clock cache size      474, 4301528 req, miss ratio 0.5210, byte miss ratio 0.5210
result/tencentBlock.ns11345.oracleGeneral.zst Clock cache size     1424, 4301528 req, miss ratio 0.4193, byte miss ratio 0.4193
result/tencentBlock.ns11345.oracleGeneral.zst Clock cache size     4746, 4301528 req, miss ratio 0.3113, byte miss ratio 0.3113
result/tencentBlock.ns11345.oracleGeneral.zst Clock cache size    14240, 4301528 req, miss ratio 0.2828, byte miss ratio 0.2828
result/tencentBlock.ns11345.oracleGeneral.zst Clock cache size    47469, 4301528 req, miss ratio 0.2220, byte miss ratio 0.2220
result/tencentBlock.ns11345.oracleGeneral.zst Clock cache size    94938, 4301528 req, miss ratio 0.1788, byte miss ratio 0.1788
result/tencentBlock.ns11345.oracleGeneral.zst Clock cache size   189877, 4301528 req, miss ratio 0.1242, byte miss ratio 0.1242
result/tencentBlock.ns11345.oracleGeneral.zst Clock cache size   379755, 4301528 req, miss ratio 0.1113, byte miss ratio 0.1113
result/tencentBlock.ns11345.oracleGeneral.zst ARC cache size      474, 4301528 req, miss ratio 0.5081, byte miss ratio 0.5081
result/tencentBlock.ns11345.oracleGeneral.zst ARC cache size     1424, 4301528 req, miss ratio 0.3722, byte miss ratio 0.3722
result/tencentBlock.ns11345.oracleGeneral.zst ARC cache size     4746, 4301528 req, miss ratio 0.3030, byte miss ratio 0.3030
result/tencentBlock.ns11345.oracleGeneral.zst ARC cache size    14240, 4301528 req, miss ratio 0.2719, byte miss ratio 0.2719
result/tencentBlock.ns11345.oracleGeneral.zst ARC cache size    47469, 4301528 req, miss ratio 0.2214, byte miss ratio 0.2214
result/tencentBlock.ns11345.oracleGeneral.zst ARC cache size    94938, 4301528 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns11345.oracleGeneral.zst ARC cache size   189877, 4301528 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns11345.oracleGeneral.zst ARC cache size   379755, 4301528 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns11345.oracleGeneral.zst S3FIFO-1 cache size      474, 4301528 req, miss ratio 0.5207, byte miss ratio 0.5207
result/tencentBlock.ns11345.oracleGeneral.zst S3FIFO-1 cache size     1424, 4301528 req, miss ratio 0.3459, byte miss ratio 0.3459
result/tencentBlock.ns11345.oracleGeneral.zst S3FIFO-1 cache size     4746, 4301528 req, miss ratio 0.3042, byte miss ratio 0.3042
result/tencentBlock.ns11345.oracleGeneral.zst S3FIFO-1 cache size    14240, 4301528 req, miss ratio 0.2699, byte miss ratio 0.2699
result/tencentBlock.ns11345.oracleGeneral.zst S3FIFO-1 cache size    47469, 4301528 req, miss ratio 0.2259, byte miss ratio 0.2259
result/tencentBlock.ns11345.oracleGeneral.zst S3FIFO-1 cache size    94938, 4301528 req, miss ratio 0.1717, byte miss ratio 0.1717
result/tencentBlock.ns11345.oracleGeneral.zst S3FIFO-1 cache size   189877, 4301528 req, miss ratio 0.1229, byte miss ratio 0.1229
result/tencentBlock.ns11345.oracleGeneral.zst S3FIFO-1 cache size   379755, 4301528 req, miss ratio 0.1110, byte miss ratio 0.1110
result/tencentBlock.ns11345.oracleGeneral.zst Cacheus cache size      474, 4301528 req, miss ratio 0.5107, byte miss ratio 0.5107
result/tencentBlock.ns11345.oracleGeneral.zst Cacheus cache size     1424, 4301528 req, miss ratio 0.3896, byte miss ratio 0.3896
result/tencentBlock.ns11345.oracleGeneral.zst Cacheus cache size     4746, 4301528 req, miss ratio 0.3033, byte miss ratio 0.3033
result/tencentBlock.ns11345.oracleGeneral.zst Cacheus cache size    14240, 4301528 req, miss ratio 0.2765, byte miss ratio 0.2765
result/tencentBlock.ns11345.oracleGeneral.zst Cacheus cache size    47469, 4301528 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns11345.oracleGeneral.zst Cacheus cache size    94938, 4301528 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns11345.oracleGeneral.zst Cacheus cache size   189877, 4301528 req, miss ratio 0.1188, byte miss ratio 0.1188
result/tencentBlock.ns11345.oracleGeneral.zst Cacheus cache size   379755, 4301528 req, miss ratio 0.1107, byte miss ratio 0.1107
result/tencentBlock.ns11345.oracleGeneral.zst LRU cache size      474, 4301528 req, miss ratio 0.5235, byte miss ratio 0.5235
result/tencentBlock.ns11345.oracleGeneral.zst LRU cache size     1424, 4301528 req, miss ratio 0.4213, byte miss ratio 0.4213
result/tencentBlock.ns11345.oracleGeneral.zst LRU cache size     4746, 4301528 req, miss ratio 0.3136, byte miss ratio 0.3136
result/tencentBlock.ns11345.oracleGeneral.zst LRU cache size    14240, 4301528 req, miss ratio 0.2813, byte miss ratio 0.2813
result/tencentBlock.ns11345.oracleGeneral.zst LRU cache size    47469, 4301528 req, miss ratio 0.2172, byte miss ratio 0.2172
result/tencentBlock.ns11345.oracleGeneral.zst LRU cache size    94938, 4301528 req, miss ratio 0.1599, byte miss ratio 0.1599
result/tencentBlock.ns11345.oracleGeneral.zst LRU cache size   189877, 4301528 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns11345.oracleGeneral.zst LRU cache size   379755, 4301528 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns11345.oracleGeneral.zst LeCaR cache size      474, 4301528 req, miss ratio 0.5189, byte miss ratio 0.5189
result/tencentBlock.ns11345.oracleGeneral.zst LeCaR cache size     1424, 4301528 req, miss ratio 0.4158, byte miss ratio 0.4158
result/tencentBlock.ns11345.oracleGeneral.zst LeCaR cache size     4746, 4301528 req, miss ratio 0.3067, byte miss ratio 0.3067
result/tencentBlock.ns11345.oracleGeneral.zst LeCaR cache size    14240, 4301528 req, miss ratio 0.2810, byte miss ratio 0.2810
result/tencentBlock.ns11345.oracleGeneral.zst LeCaR cache size    47469, 4301528 req, miss ratio 0.2156, byte miss ratio 0.2156
result/tencentBlock.ns11345.oracleGeneral.zst LeCaR cache size    94938, 4301528 req, miss ratio 0.1590, byte miss ratio 0.1590
result/tencentBlock.ns11345.oracleGeneral.zst LeCaR cache size   189877, 4301528 req, miss ratio 0.1196, byte miss ratio 0.1196
result/tencentBlock.ns11345.oracleGeneral.zst LeCaR cache size   379755, 4301528 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns11345.oracleGeneral.zst LIRS cache size      474, 4301528 req, miss ratio 0.5458, byte miss ratio 0.5458
result/tencentBlock.ns11345.oracleGeneral.zst LIRS cache size     1424, 4301528 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns11345.oracleGeneral.zst LIRS cache size     4746, 4301528 req, miss ratio 0.3142, byte miss ratio 0.3142
result/tencentBlock.ns11345.oracleGeneral.zst LIRS cache size    14240, 4301528 req, miss ratio 0.2738, byte miss ratio 0.2738
result/tencentBlock.ns11345.oracleGeneral.zst LIRS cache size    47469, 4301528 req, miss ratio 0.2279, byte miss ratio 0.2279
result/tencentBlock.ns11345.oracleGeneral.zst LIRS cache size    94938, 4301528 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns11345.oracleGeneral.zst LIRS cache size   189877, 4301528 req, miss ratio 0.1314, byte miss ratio 0.1314
result/tencentBlock.ns11345.oracleGeneral.zst LIRS cache size   379755, 4301528 req, miss ratio 0.1142, byte miss ratio 0.1142
result/tencentBlock.ns11345.oracleGeneral.zst clock2 cache size      474, 4301528 req, miss ratio 0.5259, byte miss ratio 0.5259
result/tencentBlock.ns11345.oracleGeneral.zst clock2 cache size     1424, 4301528 req, miss ratio 0.4250, byte miss ratio 0.4250
result/tencentBlock.ns11345.oracleGeneral.zst clock2 cache size     4746, 4301528 req, miss ratio 0.3073, byte miss ratio 0.3073
result/tencentBlock.ns11345.oracleGeneral.zst clock2 cache size    14240, 4301528 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns11345.oracleGeneral.zst clock2 cache size    47469, 4301528 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns11345.oracleGeneral.zst clock2 cache size    94938, 4301528 req, miss ratio 0.1923, byte miss ratio 0.1923
result/tencentBlock.ns11345.oracleGeneral.zst clock2 cache size   189877, 4301528 req, miss ratio 0.1286, byte miss ratio 0.1286
