result/tencentBlock.ns18702.oracleGeneral.zst LHD cache size      175, 1615369 req, miss ratio 0.5002, byte miss ratio 0.5002
result/tencentBlock.ns18702.oracleGeneral.zst LHD cache size      527, 1615369 req, miss ratio 0.4760, byte miss ratio 0.4760
result/tencentBlock.ns18702.oracleGeneral.zst LHD cache size     1756, 1615369 req, miss ratio 0.4484, byte miss ratio 0.4484
result/tencentBlock.ns18702.oracleGeneral.zst LHD cache size     5270, 1615369 req, miss ratio 0.4293, byte miss ratio 0.4293
result/tencentBlock.ns18702.oracleGeneral.zst LHD cache size    17568, 1615369 req, miss ratio 0.3837, byte miss ratio 0.3837
result/tencentBlock.ns18702.oracleGeneral.zst LHD cache size    35137, 1615369 req, miss ratio 0.3208, byte miss ratio 0.3208
result/tencentBlock.ns18702.oracleGeneral.zst LHD cache size    70274, 1615369 req, miss ratio 0.1950, byte miss ratio 0.1950
result/tencentBlock.ns18702.oracleGeneral.zst LHD cache size   140548, 1615369 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns18702.oracleGeneral.zst S3FIFO-1 cache size      175, 1615369 req, miss ratio 0.4812, byte miss ratio 0.4812
result/tencentBlock.ns18702.oracleGeneral.zst S3FIFO-1 cache size      527, 1615369 req, miss ratio 0.4607, byte miss ratio 0.4607
result/tencentBlock.ns18702.oracleGeneral.zst S3FIFO-1 cache size     1756, 1615369 req, miss ratio 0.4390, byte miss ratio 0.4390
result/tencentBlock.ns18702.oracleGeneral.zst S3FIFO-1 cache size     5270, 1615369 req, miss ratio 0.4003, byte miss ratio 0.4003
result/tencentBlock.ns18702.oracleGeneral.zst S3FIFO-1 cache size    17568, 1615369 req, miss ratio 0.3422, byte miss ratio 0.3422
result/tencentBlock.ns18702.oracleGeneral.zst S3FIFO-1 cache size    35137, 1615369 req, miss ratio 0.3063, byte miss ratio 0.3063
result/tencentBlock.ns18702.oracleGeneral.zst S3FIFO-1 cache size    70274, 1615369 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns18702.oracleGeneral.zst S3FIFO-1 cache size   140548, 1615369 req, miss ratio 0.1093, byte miss ratio 0.1093
result/tencentBlock.ns18702.oracleGeneral.zst clock2 cache size      175, 1615369 req, miss ratio 0.5171, byte miss ratio 0.5171
result/tencentBlock.ns18702.oracleGeneral.zst clock2 cache size      527, 1615369 req, miss ratio 0.4816, byte miss ratio 0.4816
result/tencentBlock.ns18702.oracleGeneral.zst clock2 cache size     1756, 1615369 req, miss ratio 0.4484, byte miss ratio 0.4484
result/tencentBlock.ns18702.oracleGeneral.zst clock2 cache size     5270, 1615369 req, miss ratio 0.4301, byte miss ratio 0.4301
result/tencentBlock.ns18702.oracleGeneral.zst clock2 cache size    17568, 1615369 req, miss ratio 0.3923, byte miss ratio 0.3923
result/tencentBlock.ns18702.oracleGeneral.zst clock2 cache size    35137, 1615369 req, miss ratio 0.3250, byte miss ratio 0.3250
