result/tencentBlock.ns22174.oracleGeneral.zst LIRS cache size      529, 4222290 req, miss ratio 0.5809, byte miss ratio 0.5809
result/tencentBlock.ns22174.oracleGeneral.zst LIRS cache size     1587, 4222290 req, miss ratio 0.4171, byte miss ratio 0.4171
result/tencentBlock.ns22174.oracleGeneral.zst LIRS cache size     5290, 4222290 req, miss ratio 0.3689, byte miss ratio 0.3689
result/tencentBlock.ns22174.oracleGeneral.zst LIRS cache size    15872, 4222290 req, miss ratio 0.3147, byte miss ratio 0.3147
result/tencentBlock.ns22174.oracleGeneral.zst LIRS cache size    52907, 4222290 req, miss ratio 0.2662, byte miss ratio 0.2662
result/tencentBlock.ns22174.oracleGeneral.zst LIRS cache size   105815, 4222290 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns22174.oracleGeneral.zst LIRS cache size   211630, 4222290 req, miss ratio 0.1509, byte miss ratio 0.1509
result/tencentBlock.ns22174.oracleGeneral.zst LIRS cache size   423260, 4222290 req, miss ratio 0.1296, byte miss ratio 0.1296
result/tencentBlock.ns22174.oracleGeneral.zst ARC cache size      529, 4222290 req, miss ratio 0.5657, byte miss ratio 0.5657
result/tencentBlock.ns22174.oracleGeneral.zst ARC cache size     1587, 4222290 req, miss ratio 0.4049, byte miss ratio 0.4049
result/tencentBlock.ns22174.oracleGeneral.zst ARC cache size     5290, 4222290 req, miss ratio 0.3572, byte miss ratio 0.3572
result/tencentBlock.ns22174.oracleGeneral.zst ARC cache size    15872, 4222290 req, miss ratio 0.3143, byte miss ratio 0.3143
result/tencentBlock.ns22174.oracleGeneral.zst ARC cache size    52907, 4222290 req, miss ratio 0.2630, byte miss ratio 0.2630
result/tencentBlock.ns22174.oracleGeneral.zst ARC cache size   105815, 4222290 req, miss ratio 0.2095, byte miss ratio 0.2095
result/tencentBlock.ns22174.oracleGeneral.zst ARC cache size   211630, 4222290 req, miss ratio 0.1400, byte miss ratio 0.1400
result/tencentBlock.ns22174.oracleGeneral.zst ARC cache size   423260, 4222290 req, miss ratio 0.1265, byte miss ratio 0.1265
result/tencentBlock.ns22174.oracleGeneral.zst Cacheus cache size      529, 4222290 req, miss ratio 0.5628, byte miss ratio 0.5628
result/tencentBlock.ns22174.oracleGeneral.zst Cacheus cache size     1587, 4222290 req, miss ratio 0.4318, byte miss ratio 0.4318
result/tencentBlock.ns22174.oracleGeneral.zst Cacheus cache size     5290, 4222290 req, miss ratio 0.3575, byte miss ratio 0.3575
result/tencentBlock.ns22174.oracleGeneral.zst Cacheus cache size    15872, 4222290 req, miss ratio 0.3210, byte miss ratio 0.3210
result/tencentBlock.ns22174.oracleGeneral.zst Cacheus cache size    52907, 4222290 req, miss ratio 0.2604, byte miss ratio 0.2604
result/tencentBlock.ns22174.oracleGeneral.zst Cacheus cache size   105815, 4222290 req, miss ratio 0.2126, byte miss ratio 0.2126
result/tencentBlock.ns22174.oracleGeneral.zst Cacheus cache size   211630, 4222290 req, miss ratio 0.1466, byte miss ratio 0.1466
result/tencentBlock.ns22174.oracleGeneral.zst Cacheus cache size   423260, 4222290 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns22174.oracleGeneral.zst LHD cache size      529, 4222290 req, miss ratio 0.5819, byte miss ratio 0.5819
result/tencentBlock.ns22174.oracleGeneral.zst LHD cache size     1587, 4222290 req, miss ratio 0.4400, byte miss ratio 0.4400
