result/tencentBlock.ns2965.oracleGeneral.zst LHD cache size      127, 2194593 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns2965.oracleGeneral.zst LHD cache size      382, 2194593 req, miss ratio 0.3177, byte miss ratio 0.3177
result/tencentBlock.ns2965.oracleGeneral.zst LHD cache size     1273, 2194593 req, miss ratio 0.2779, byte miss ratio 0.2779
result/tencentBlock.ns2965.oracleGeneral.zst LHD cache size     3821, 2194593 req, miss ratio 0.2594, byte miss ratio 0.2594
result/tencentBlock.ns2965.oracleGeneral.zst LHD cache size    12737, 2194593 req, miss ratio 0.2345, byte miss ratio 0.2345
result/tencentBlock.ns2965.oracleGeneral.zst LHD cache size    25474, 2194593 req, miss ratio 0.2202, byte miss ratio 0.2202
result/tencentBlock.ns2965.oracleGeneral.zst LHD cache size    50948, 2194593 req, miss ratio 0.1470, byte miss ratio 0.1470
result/tencentBlock.ns2965.oracleGeneral.zst LHD cache size   101897, 2194593 req, miss ratio 0.0693, byte miss ratio 0.0693
result/tencentBlock.ns2965.oracleGeneral.zst ARC cache size      127, 2194593 req, miss ratio 0.3800, byte miss ratio 0.3800
result/tencentBlock.ns2965.oracleGeneral.zst ARC cache size      382, 2194593 req, miss ratio 0.2855, byte miss ratio 0.2855
result/tencentBlock.ns2965.oracleGeneral.zst ARC cache size     1273, 2194593 req, miss ratio 0.2685, byte miss ratio 0.2685
result/tencentBlock.ns2965.oracleGeneral.zst ARC cache size     3821, 2194593 req, miss ratio 0.2438, byte miss ratio 0.2438
result/tencentBlock.ns2965.oracleGeneral.zst ARC cache size    12737, 2194593 req, miss ratio 0.2159, byte miss ratio 0.2159
result/tencentBlock.ns2965.oracleGeneral.zst ARC cache size    25474, 2194593 req, miss ratio 0.2093, byte miss ratio 0.2093
result/tencentBlock.ns2965.oracleGeneral.zst ARC cache size    50948, 2194593 req, miss ratio 0.1351, byte miss ratio 0.1351
result/tencentBlock.ns2965.oracleGeneral.zst ARC cache size   101897, 2194593 req, miss ratio 0.0637, byte miss ratio 0.0637
result/tencentBlock.ns2965.oracleGeneral.zst clock2 cache size      127, 2194593 req, miss ratio 0.4248, byte miss ratio 0.4248
result/tencentBlock.ns2965.oracleGeneral.zst clock2 cache size      382, 2194593 req, miss ratio 0.3372, byte miss ratio 0.3372
result/tencentBlock.ns2965.oracleGeneral.zst clock2 cache size     1273, 2194593 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns2965.oracleGeneral.zst clock2 cache size     3821, 2194593 req, miss ratio 0.2619, byte miss ratio 0.2619
result/tencentBlock.ns2965.oracleGeneral.zst clock2 cache size    12737, 2194593 req, miss ratio 0.2359, byte miss ratio 0.2359
result/tencentBlock.ns2965.oracleGeneral.zst clock2 cache size    25474, 2194593 req, miss ratio 0.2220, byte miss ratio 0.2220
result/tencentBlock.ns2965.oracleGeneral.zst clock2 cache size    50948, 2194593 req, miss ratio 0.1653, byte miss ratio 0.1653
result/tencentBlock.ns2965.oracleGeneral.zst clock2 cache size   101897, 2194593 req, miss ratio 0.0640, byte miss ratio 0.0640
result/tencentBlock.ns2965.oracleGeneral.zst LeCaR cache size      127, 2194593 req, miss ratio 0.4190, byte miss ratio 0.4190
result/tencentBlock.ns2965.oracleGeneral.zst LeCaR cache size      382, 2194593 req, miss ratio 0.3171, byte miss ratio 0.3171
result/tencentBlock.ns2965.oracleGeneral.zst LeCaR cache size     1273, 2194593 req, miss ratio 0.2765, byte miss ratio 0.2765
result/tencentBlock.ns2965.oracleGeneral.zst LeCaR cache size     3821, 2194593 req, miss ratio 0.2586, byte miss ratio 0.2586
result/tencentBlock.ns2965.oracleGeneral.zst LeCaR cache size    12737, 2194593 req, miss ratio 0.2194, byte miss ratio 0.2194
result/tencentBlock.ns2965.oracleGeneral.zst LeCaR cache size    25474, 2194593 req, miss ratio 0.2176, byte miss ratio 0.2176
result/tencentBlock.ns2965.oracleGeneral.zst LeCaR cache size    50948, 2194593 req, miss ratio 0.1342, byte miss ratio 0.1342
result/tencentBlock.ns2965.oracleGeneral.zst LeCaR cache size   101897, 2194593 req, miss ratio 0.0630, byte miss ratio 0.0630
result/tencentBlock.ns2965.oracleGeneral.zst FIFO cache size      127, 2194593 req, miss ratio 0.5246, byte miss ratio 0.5246
result/tencentBlock.ns2965.oracleGeneral.zst FIFO cache size      382, 2194593 req, miss ratio 0.4034, byte miss ratio 0.4034
result/tencentBlock.ns2965.oracleGeneral.zst FIFO cache size     1273, 2194593 req, miss ratio 0.3143, byte miss ratio 0.3143
result/tencentBlock.ns2965.oracleGeneral.zst FIFO cache size     3821, 2194593 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns2965.oracleGeneral.zst FIFO cache size    12737, 2194593 req, miss ratio 0.2512, byte miss ratio 0.2512
result/tencentBlock.ns2965.oracleGeneral.zst FIFO cache size    25474, 2194593 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns2965.oracleGeneral.zst FIFO cache size    50948, 2194593 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns2965.oracleGeneral.zst FIFO cache size   101897, 2194593 req, miss ratio 0.0855, byte miss ratio 0.0855
result/tencentBlock.ns2965.oracleGeneral.zst Cacheus cache size      127, 2194593 req, miss ratio 0.3980, byte miss ratio 0.3980
result/tencentBlock.ns2965.oracleGeneral.zst Cacheus cache size      382, 2194593 req, miss ratio 0.2936, byte miss ratio 0.2936
result/tencentBlock.ns2965.oracleGeneral.zst Cacheus cache size     1273, 2194593 req, miss ratio 0.2705, byte miss ratio 0.2705
result/tencentBlock.ns2965.oracleGeneral.zst Cacheus cache size     3821, 2194593 req, miss ratio 0.2487, byte miss ratio 0.2487
result/tencentBlock.ns2965.oracleGeneral.zst Cacheus cache size    12737, 2194593 req, miss ratio 0.2232, byte miss ratio 0.2232
result/tencentBlock.ns2965.oracleGeneral.zst Cacheus cache size    25474, 2194593 req, miss ratio 0.1863, byte miss ratio 0.1863
result/tencentBlock.ns2965.oracleGeneral.zst Cacheus cache size    50948, 2194593 req, miss ratio 0.1266, byte miss ratio 0.1266
result/tencentBlock.ns2965.oracleGeneral.zst Cacheus cache size   101897, 2194593 req, miss ratio 0.0646, byte miss ratio 0.0646
result/tencentBlock.ns2965.oracleGeneral.zst LRU cache size      127, 2194593 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns2965.oracleGeneral.zst LRU cache size      382, 2194593 req, miss ratio 0.3468, byte miss ratio 0.3468
result/tencentBlock.ns2965.oracleGeneral.zst LRU cache size     1273, 2194593 req, miss ratio 0.2811, byte miss ratio 0.2811
result/tencentBlock.ns2965.oracleGeneral.zst LRU cache size     3821, 2194593 req, miss ratio 0.2642, byte miss ratio 0.2642
result/tencentBlock.ns2965.oracleGeneral.zst LRU cache size    12737, 2194593 req, miss ratio 0.2403, byte miss ratio 0.2403
result/tencentBlock.ns2965.oracleGeneral.zst LRU cache size    25474, 2194593 req, miss ratio 0.2297, byte miss ratio 0.2297
result/tencentBlock.ns2965.oracleGeneral.zst LRU cache size    50948, 2194593 req, miss ratio 0.1371, byte miss ratio 0.1371
result/tencentBlock.ns2965.oracleGeneral.zst LRU cache size   101897, 2194593 req, miss ratio 0.0649, byte miss ratio 0.0649
result/tencentBlock.ns2965.oracleGeneral.zst Clock cache size      127, 2194593 req, miss ratio 0.4344, byte miss ratio 0.4344
result/tencentBlock.ns2965.oracleGeneral.zst Clock cache size      382, 2194593 req, miss ratio 0.3392, byte miss ratio 0.3392
result/tencentBlock.ns2965.oracleGeneral.zst Clock cache size     1273, 2194593 req, miss ratio 0.2801, byte miss ratio 0.2801
result/tencentBlock.ns2965.oracleGeneral.zst Clock cache size     3821, 2194593 req, miss ratio 0.2627, byte miss ratio 0.2627
result/tencentBlock.ns2965.oracleGeneral.zst Clock cache size    12737, 2194593 req, miss ratio 0.2382, byte miss ratio 0.2382
result/tencentBlock.ns2965.oracleGeneral.zst Clock cache size    25474, 2194593 req, miss ratio 0.2265, byte miss ratio 0.2265
result/tencentBlock.ns2965.oracleGeneral.zst Clock cache size    50948, 2194593 req, miss ratio 0.1367, byte miss ratio 0.1367
