result/tencentBlock.ns6439.oracleGeneral.zst S3FIFO-1 cache size      184, 2424991 req, miss ratio 0.4939, byte miss ratio 0.4939
result/tencentBlock.ns6439.oracleGeneral.zst S3FIFO-1 cache size      554, 2424991 req, miss ratio 0.4543, byte miss ratio 0.4543
result/tencentBlock.ns6439.oracleGeneral.zst S3FIFO-1 cache size     1849, 2424991 req, miss ratio 0.4493, byte miss ratio 0.4493
result/tencentBlock.ns6439.oracleGeneral.zst S3FIFO-1 cache size     5548, 2424991 req, miss ratio 0.4441, byte miss ratio 0.4441
result/tencentBlock.ns6439.oracleGeneral.zst S3FIFO-1 cache size    18495, 2424991 req, miss ratio 0.3855, byte miss ratio 0.3855
result/tencentBlock.ns6439.oracleGeneral.zst S3FIFO-1 cache size    36991, 2424991 req, miss ratio 0.2966, byte miss ratio 0.2966
result/tencentBlock.ns6439.oracleGeneral.zst S3FIFO-1 cache size    73982, 2424991 req, miss ratio 0.1773, byte miss ratio 0.1773
result/tencentBlock.ns6439.oracleGeneral.zst S3FIFO-1 cache size   147965, 2424991 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns6439.oracleGeneral.zst LIRS cache size      184, 2424991 req, miss ratio 0.5772, byte miss ratio 0.5772
result/tencentBlock.ns6439.oracleGeneral.zst LIRS cache size      554, 2424991 req, miss ratio 0.5097, byte miss ratio 0.5097
result/tencentBlock.ns6439.oracleGeneral.zst LIRS cache size     1849, 2424991 req, miss ratio 0.4515, byte miss ratio 0.4515
result/tencentBlock.ns6439.oracleGeneral.zst LIRS cache size     5548, 2424991 req, miss ratio 0.4416, byte miss ratio 0.4416
result/tencentBlock.ns6439.oracleGeneral.zst LIRS cache size    18495, 2424991 req, miss ratio 0.3842, byte miss ratio 0.3842
result/tencentBlock.ns6439.oracleGeneral.zst LIRS cache size    36991, 2424991 req, miss ratio 0.2705, byte miss ratio 0.2705
result/tencentBlock.ns6439.oracleGeneral.zst LIRS cache size    73982, 2424991 req, miss ratio 0.1689, byte miss ratio 0.1689
