result/tencentBlock.ns23349.oracleGeneral.zst clock2 cache size      201, 1252637 req, miss ratio 0.5146, byte miss ratio 0.5146
result/tencentBlock.ns23349.oracleGeneral.zst clock2 cache size      603, 1252637 req, miss ratio 0.5017, byte miss ratio 0.5017
result/tencentBlock.ns23349.oracleGeneral.zst clock2 cache size     2011, 1252637 req, miss ratio 0.4997, byte miss ratio 0.4997
result/tencentBlock.ns23349.oracleGeneral.zst clock2 cache size     6034, 1252637 req, miss ratio 0.4978, byte miss ratio 0.4978
result/tencentBlock.ns23349.oracleGeneral.zst clock2 cache size    20113, 1252637 req, miss ratio 0.4943, byte miss ratio 0.4943
result/tencentBlock.ns23349.oracleGeneral.zst clock2 cache size    40227, 1252637 req, miss ratio 0.4111, byte miss ratio 0.4111
result/tencentBlock.ns23349.oracleGeneral.zst clock2 cache size    80454, 1252637 req, miss ratio 0.2748, byte miss ratio 0.2748
result/tencentBlock.ns23349.oracleGeneral.zst clock2 cache size   160909, 1252637 req, miss ratio 0.1627, byte miss ratio 0.1627
result/tencentBlock.ns23349.oracleGeneral.zst Cacheus cache size      201, 1252637 req, miss ratio 0.5044, byte miss ratio 0.5044
result/tencentBlock.ns23349.oracleGeneral.zst Cacheus cache size      603, 1252637 req, miss ratio 0.5007, byte miss ratio 0.5007
result/tencentBlock.ns23349.oracleGeneral.zst Cacheus cache size     2011, 1252637 req, miss ratio 0.4983, byte miss ratio 0.4983
result/tencentBlock.ns23349.oracleGeneral.zst Cacheus cache size     6034, 1252637 req, miss ratio 0.4977, byte miss ratio 0.4977
result/tencentBlock.ns23349.oracleGeneral.zst Cacheus cache size    20113, 1252637 req, miss ratio 0.4418, byte miss ratio 0.4418
result/tencentBlock.ns23349.oracleGeneral.zst Cacheus cache size    40227, 1252637 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns23349.oracleGeneral.zst Cacheus cache size    80454, 1252637 req, miss ratio 0.2396, byte miss ratio 0.2396
result/tencentBlock.ns23349.oracleGeneral.zst Cacheus cache size   160909, 1252637 req, miss ratio 0.1620, byte miss ratio 0.1620
result/tencentBlock.ns23349.oracleGeneral.zst ARC cache size      201, 1252637 req, miss ratio 0.5052, byte miss ratio 0.5052
result/tencentBlock.ns23349.oracleGeneral.zst ARC cache size      603, 1252637 req, miss ratio 0.5006, byte miss ratio 0.5006
result/tencentBlock.ns23349.oracleGeneral.zst ARC cache size     2011, 1252637 req, miss ratio 0.4985, byte miss ratio 0.4985
result/tencentBlock.ns23349.oracleGeneral.zst ARC cache size     6034, 1252637 req, miss ratio 0.4979, byte miss ratio 0.4979
result/tencentBlock.ns23349.oracleGeneral.zst ARC cache size    20113, 1252637 req, miss ratio 0.4396, byte miss ratio 0.4396
result/tencentBlock.ns23349.oracleGeneral.zst ARC cache size    40227, 1252637 req, miss ratio 0.3611, byte miss ratio 0.3611
result/tencentBlock.ns23349.oracleGeneral.zst ARC cache size    80454, 1252637 req, miss ratio 0.2323, byte miss ratio 0.2323
result/tencentBlock.ns23349.oracleGeneral.zst ARC cache size   160909, 1252637 req, miss ratio 0.1627, byte miss ratio 0.1627
result/tencentBlock.ns23349.oracleGeneral.zst LeCaR cache size      201, 1252637 req, miss ratio 0.5143, byte miss ratio 0.5143
result/tencentBlock.ns23349.oracleGeneral.zst LeCaR cache size      603, 1252637 req, miss ratio 0.5018, byte miss ratio 0.5018
result/tencentBlock.ns23349.oracleGeneral.zst LeCaR cache size     2011, 1252637 req, miss ratio 0.4997, byte miss ratio 0.4997
result/tencentBlock.ns23349.oracleGeneral.zst LeCaR cache size     6034, 1252637 req, miss ratio 0.4978, byte miss ratio 0.4978
result/tencentBlock.ns23349.oracleGeneral.zst LeCaR cache size    20113, 1252637 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns23349.oracleGeneral.zst LeCaR cache size    40227, 1252637 req, miss ratio 0.3847, byte miss ratio 0.3847
result/tencentBlock.ns23349.oracleGeneral.zst LeCaR cache size    80454, 1252637 req, miss ratio 0.2236, byte miss ratio 0.2236
