result/tencentBlock.ns22404.oracleGeneral.zst LeCaR cache size      962, 3496681 req, miss ratio 0.7268, byte miss ratio 0.7268
result/tencentBlock.ns22404.oracleGeneral.zst LeCaR cache size     2888, 3496681 req, miss ratio 0.7187, byte miss ratio 0.7187
result/tencentBlock.ns22404.oracleGeneral.zst LeCaR cache size     9629, 3496681 req, miss ratio 0.7066, byte miss ratio 0.7066
result/tencentBlock.ns22404.oracleGeneral.zst LeCaR cache size    28888, 3496681 req, miss ratio 0.6791, byte miss ratio 0.6791
result/tencentBlock.ns22404.oracleGeneral.zst LeCaR cache size    96296, 3496681 req, miss ratio 0.6046, byte miss ratio 0.6046
result/tencentBlock.ns22404.oracleGeneral.zst LeCaR cache size   192593, 3496681 req, miss ratio 0.5382, byte miss ratio 0.5382
result/tencentBlock.ns22404.oracleGeneral.zst LeCaR cache size   385186, 3496681 req, miss ratio 0.3549, byte miss ratio 0.3549
result/tencentBlock.ns22404.oracleGeneral.zst LeCaR cache size   770372, 3496681 req, miss ratio 0.2810, byte miss ratio 0.2810
result/tencentBlock.ns22404.oracleGeneral.zst FIFO cache size      962, 3496681 req, miss ratio 0.7419, byte miss ratio 0.7419
result/tencentBlock.ns22404.oracleGeneral.zst FIFO cache size     2888, 3496681 req, miss ratio 0.7252, byte miss ratio 0.7252
result/tencentBlock.ns22404.oracleGeneral.zst FIFO cache size     9629, 3496681 req, miss ratio 0.7108, byte miss ratio 0.7108
result/tencentBlock.ns22404.oracleGeneral.zst FIFO cache size    28888, 3496681 req, miss ratio 0.6847, byte miss ratio 0.6847
result/tencentBlock.ns22404.oracleGeneral.zst FIFO cache size    96296, 3496681 req, miss ratio 0.6073, byte miss ratio 0.6073
result/tencentBlock.ns22404.oracleGeneral.zst FIFO cache size   192593, 3496681 req, miss ratio 0.5686, byte miss ratio 0.5686
result/tencentBlock.ns22404.oracleGeneral.zst FIFO cache size   385186, 3496681 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns22404.oracleGeneral.zst FIFO cache size   770372, 3496681 req, miss ratio 0.3098, byte miss ratio 0.3098
result/tencentBlock.ns22404.oracleGeneral.zst clock2 cache size      962, 3496681 req, miss ratio 0.7261, byte miss ratio 0.7261
result/tencentBlock.ns22404.oracleGeneral.zst clock2 cache size     2888, 3496681 req, miss ratio 0.7187, byte miss ratio 0.7187
result/tencentBlock.ns22404.oracleGeneral.zst clock2 cache size     9629, 3496681 req, miss ratio 0.7074, byte miss ratio 0.7074
result/tencentBlock.ns22404.oracleGeneral.zst clock2 cache size    28888, 3496681 req, miss ratio 0.6826, byte miss ratio 0.6826
result/tencentBlock.ns22404.oracleGeneral.zst clock2 cache size    96296, 3496681 req, miss ratio 0.6255, byte miss ratio 0.6255
result/tencentBlock.ns22404.oracleGeneral.zst clock2 cache size   192593, 3496681 req, miss ratio 0.5525, byte miss ratio 0.5525
result/tencentBlock.ns22404.oracleGeneral.zst clock2 cache size   385186, 3496681 req, miss ratio 0.4051, byte miss ratio 0.4051
result/tencentBlock.ns22404.oracleGeneral.zst clock2 cache size   770372, 3496681 req, miss ratio 0.2798, byte miss ratio 0.2798
result/tencentBlock.ns22404.oracleGeneral.zst LHD cache size      962, 3496681 req, miss ratio 0.7273, byte miss ratio 0.7273
result/tencentBlock.ns22404.oracleGeneral.zst LHD cache size     2888, 3496681 req, miss ratio 0.7185, byte miss ratio 0.7185
result/tencentBlock.ns22404.oracleGeneral.zst LHD cache size     9629, 3496681 req, miss ratio 0.7064, byte miss ratio 0.7064
result/tencentBlock.ns22404.oracleGeneral.zst LHD cache size    28888, 3496681 req, miss ratio 0.6781, byte miss ratio 0.6781
result/tencentBlock.ns22404.oracleGeneral.zst LHD cache size    96296, 3496681 req, miss ratio 0.6061, byte miss ratio 0.6061
result/tencentBlock.ns22404.oracleGeneral.zst LHD cache size   192593, 3496681 req, miss ratio 0.5211, byte miss ratio 0.5211
result/tencentBlock.ns22404.oracleGeneral.zst LHD cache size   385186, 3496681 req, miss ratio 0.3654, byte miss ratio 0.3654
result/tencentBlock.ns22404.oracleGeneral.zst LHD cache size   770372, 3496681 req, miss ratio 0.2833, byte miss ratio 0.2833
result/tencentBlock.ns22404.oracleGeneral.zst S3FIFO-1 cache size      962, 3496681 req, miss ratio 0.7248, byte miss ratio 0.7248
result/tencentBlock.ns22404.oracleGeneral.zst S3FIFO-1 cache size     2888, 3496681 req, miss ratio 0.7186, byte miss ratio 0.7186
result/tencentBlock.ns22404.oracleGeneral.zst S3FIFO-1 cache size     9629, 3496681 req, miss ratio 0.7091, byte miss ratio 0.7091
result/tencentBlock.ns22404.oracleGeneral.zst S3FIFO-1 cache size    28888, 3496681 req, miss ratio 0.6754, byte miss ratio 0.6754
result/tencentBlock.ns22404.oracleGeneral.zst S3FIFO-1 cache size    96296, 3496681 req, miss ratio 0.5843, byte miss ratio 0.5843
result/tencentBlock.ns22404.oracleGeneral.zst S3FIFO-1 cache size   192593, 3496681 req, miss ratio 0.4849, byte miss ratio 0.4849
result/tencentBlock.ns22404.oracleGeneral.zst S3FIFO-1 cache size   385186, 3496681 req, miss ratio 0.3476, byte miss ratio 0.3476
result/tencentBlock.ns22404.oracleGeneral.zst S3FIFO-1 cache size   770372, 3496681 req, miss ratio 0.2798, byte miss ratio 0.2798
result/tencentBlock.ns22404.oracleGeneral.zst Clock cache size      962, 3496681 req, miss ratio 0.7269, byte miss ratio 0.7269
result/tencentBlock.ns22404.oracleGeneral.zst Clock cache size     2888, 3496681 req, miss ratio 0.7189, byte miss ratio 0.7189
result/tencentBlock.ns22404.oracleGeneral.zst Clock cache size     9629, 3496681 req, miss ratio 0.7074, byte miss ratio 0.7074
result/tencentBlock.ns22404.oracleGeneral.zst Clock cache size    28888, 3496681 req, miss ratio 0.6803, byte miss ratio 0.6803
result/tencentBlock.ns22404.oracleGeneral.zst Clock cache size    96296, 3496681 req, miss ratio 0.6173, byte miss ratio 0.6173
result/tencentBlock.ns22404.oracleGeneral.zst Clock cache size   192593, 3496681 req, miss ratio 0.5599, byte miss ratio 0.5599
result/tencentBlock.ns22404.oracleGeneral.zst Clock cache size   385186, 3496681 req, miss ratio 0.3887, byte miss ratio 0.3887
result/tencentBlock.ns22404.oracleGeneral.zst Clock cache size   770372, 3496681 req, miss ratio 0.2798, byte miss ratio 0.2798
result/tencentBlock.ns22404.oracleGeneral.zst LIRS cache size      962, 3496681 req, miss ratio 0.7389, byte miss ratio 0.7389
result/tencentBlock.ns22404.oracleGeneral.zst LIRS cache size     2888, 3496681 req, miss ratio 0.7254, byte miss ratio 0.7254
result/tencentBlock.ns22404.oracleGeneral.zst LIRS cache size     9629, 3496681 req, miss ratio 0.7142, byte miss ratio 0.7142
result/tencentBlock.ns22404.oracleGeneral.zst LIRS cache size    28888, 3496681 req, miss ratio 0.6865, byte miss ratio 0.6865
