result/tencentBlock.ns5422.oracleGeneral.zst ARC cache size      213, 1279984 req, miss ratio 0.5166, byte miss ratio 0.5166
result/tencentBlock.ns5422.oracleGeneral.zst ARC cache size      639, 1279984 req, miss ratio 0.5128, byte miss ratio 0.5128
result/tencentBlock.ns5422.oracleGeneral.zst ARC cache size     2130, 1279984 req, miss ratio 0.5106, byte miss ratio 0.5106
result/tencentBlock.ns5422.oracleGeneral.zst ARC cache size     6391, 1279984 req, miss ratio 0.5096, byte miss ratio 0.5096
result/tencentBlock.ns5422.oracleGeneral.zst ARC cache size    21304, 1279984 req, miss ratio 0.4506, byte miss ratio 0.4506
result/tencentBlock.ns5422.oracleGeneral.zst ARC cache size    42608, 1279984 req, miss ratio 0.3981, byte miss ratio 0.3981
result/tencentBlock.ns5422.oracleGeneral.zst ARC cache size    85216, 1279984 req, miss ratio 0.2578, byte miss ratio 0.2578
result/tencentBlock.ns5422.oracleGeneral.zst ARC cache size   170433, 1279984 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns5422.oracleGeneral.zst LIRS cache size      213, 1279984 req, miss ratio 0.5713, byte miss ratio 0.5713
result/tencentBlock.ns5422.oracleGeneral.zst LIRS cache size      639, 1279984 req, miss ratio 0.5280, byte miss ratio 0.5280
result/tencentBlock.ns5422.oracleGeneral.zst LIRS cache size     2130, 1279984 req, miss ratio 0.5132, byte miss ratio 0.5132
result/tencentBlock.ns5422.oracleGeneral.zst LIRS cache size     6391, 1279984 req, miss ratio 0.5041, byte miss ratio 0.5041
result/tencentBlock.ns5422.oracleGeneral.zst LIRS cache size    21304, 1279984 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns5422.oracleGeneral.zst LIRS cache size    42608, 1279984 req, miss ratio 0.3670, byte miss ratio 0.3670
result/tencentBlock.ns5422.oracleGeneral.zst LIRS cache size    85216, 1279984 req, miss ratio 0.2352, byte miss ratio 0.2352
result/tencentBlock.ns5422.oracleGeneral.zst LIRS cache size   170433, 1279984 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns5422.oracleGeneral.zst LHD cache size      213, 1279984 req, miss ratio 0.5230, byte miss ratio 0.5230
result/tencentBlock.ns5422.oracleGeneral.zst LHD cache size      639, 1279984 req, miss ratio 0.5146, byte miss ratio 0.5146
result/tencentBlock.ns5422.oracleGeneral.zst LHD cache size     2130, 1279984 req, miss ratio 0.5111, byte miss ratio 0.5111
result/tencentBlock.ns5422.oracleGeneral.zst LHD cache size     6391, 1279984 req, miss ratio 0.5089, byte miss ratio 0.5089
result/tencentBlock.ns5422.oracleGeneral.zst LHD cache size    21304, 1279984 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns5422.oracleGeneral.zst LHD cache size    42608, 1279984 req, miss ratio 0.4083, byte miss ratio 0.4083
result/tencentBlock.ns5422.oracleGeneral.zst LHD cache size    85216, 1279984 req, miss ratio 0.2606, byte miss ratio 0.2606
result/tencentBlock.ns5422.oracleGeneral.zst LHD cache size   170433, 1279984 req, miss ratio 0.1678, byte miss ratio 0.1678
result/tencentBlock.ns5422.oracleGeneral.zst FIFO cache size      213, 1279984 req, miss ratio 0.5995, byte miss ratio 0.5995
result/tencentBlock.ns5422.oracleGeneral.zst FIFO cache size      639, 1279984 req, miss ratio 0.5427, byte miss ratio 0.5427
result/tencentBlock.ns5422.oracleGeneral.zst FIFO cache size     2130, 1279984 req, miss ratio 0.5207, byte miss ratio 0.5207
result/tencentBlock.ns5422.oracleGeneral.zst FIFO cache size     6391, 1279984 req, miss ratio 0.5134, byte miss ratio 0.5134
result/tencentBlock.ns5422.oracleGeneral.zst FIFO cache size    21304, 1279984 req, miss ratio 0.4711, byte miss ratio 0.4711
result/tencentBlock.ns5422.oracleGeneral.zst FIFO cache size    42608, 1279984 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns5422.oracleGeneral.zst FIFO cache size    85216, 1279984 req, miss ratio 0.3048, byte miss ratio 0.3048
result/tencentBlock.ns5422.oracleGeneral.zst FIFO cache size   170433, 1279984 req, miss ratio 0.2012, byte miss ratio 0.2012
result/tencentBlock.ns5422.oracleGeneral.zst Cacheus cache size      213, 1279984 req, miss ratio 0.5178, byte miss ratio 0.5178
result/tencentBlock.ns5422.oracleGeneral.zst Cacheus cache size      639, 1279984 req, miss ratio 0.5125, byte miss ratio 0.5125
result/tencentBlock.ns5422.oracleGeneral.zst Cacheus cache size     2130, 1279984 req, miss ratio 0.5101, byte miss ratio 0.5101
result/tencentBlock.ns5422.oracleGeneral.zst Cacheus cache size     6391, 1279984 req, miss ratio 0.5092, byte miss ratio 0.5092
result/tencentBlock.ns5422.oracleGeneral.zst Cacheus cache size    21304, 1279984 req, miss ratio 0.4602, byte miss ratio 0.4602
result/tencentBlock.ns5422.oracleGeneral.zst Cacheus cache size    42608, 1279984 req, miss ratio 0.4116, byte miss ratio 0.4116
result/tencentBlock.ns5422.oracleGeneral.zst Cacheus cache size    85216, 1279984 req, miss ratio 0.2591, byte miss ratio 0.2591
result/tencentBlock.ns5422.oracleGeneral.zst Cacheus cache size   170433, 1279984 req, miss ratio 0.1674, byte miss ratio 0.1674
result/tencentBlock.ns5422.oracleGeneral.zst LRU cache size      213, 1279984 req, miss ratio 0.5253, byte miss ratio 0.5253
result/tencentBlock.ns5422.oracleGeneral.zst LRU cache size      639, 1279984 req, miss ratio 0.5150, byte miss ratio 0.5150
result/tencentBlock.ns5422.oracleGeneral.zst LRU cache size     2130, 1279984 req, miss ratio 0.5119, byte miss ratio 0.5119
result/tencentBlock.ns5422.oracleGeneral.zst LRU cache size     6391, 1279984 req, miss ratio 0.5101, byte miss ratio 0.5101
result/tencentBlock.ns5422.oracleGeneral.zst LRU cache size    21304, 1279984 req, miss ratio 0.4591, byte miss ratio 0.4591
result/tencentBlock.ns5422.oracleGeneral.zst LRU cache size    42608, 1279984 req, miss ratio 0.4203, byte miss ratio 0.4203
result/tencentBlock.ns5422.oracleGeneral.zst LRU cache size    85216, 1279984 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns5422.oracleGeneral.zst LRU cache size   170433, 1279984 req, miss ratio 0.1668, byte miss ratio 0.1668
result/tencentBlock.ns5422.oracleGeneral.zst Clock cache size      213, 1279984 req, miss ratio 0.5228, byte miss ratio 0.5228
result/tencentBlock.ns5422.oracleGeneral.zst Clock cache size      639, 1279984 req, miss ratio 0.5158, byte miss ratio 0.5158
result/tencentBlock.ns5422.oracleGeneral.zst Clock cache size     2130, 1279984 req, miss ratio 0.5119, byte miss ratio 0.5119
result/tencentBlock.ns5422.oracleGeneral.zst Clock cache size     6391, 1279984 req, miss ratio 0.5099, byte miss ratio 0.5099
result/tencentBlock.ns5422.oracleGeneral.zst Clock cache size    21304, 1279984 req, miss ratio 0.5010, byte miss ratio 0.5010
result/tencentBlock.ns5422.oracleGeneral.zst Clock cache size    42608, 1279984 req, miss ratio 0.4219, byte miss ratio 0.4219
result/tencentBlock.ns5422.oracleGeneral.zst Clock cache size    85216, 1279984 req, miss ratio 0.2739, byte miss ratio 0.2739
result/tencentBlock.ns5422.oracleGeneral.zst Clock cache size   170433, 1279984 req, miss ratio 0.1680, byte miss ratio 0.1680
result/tencentBlock.ns5422.oracleGeneral.zst S3FIFO-1 cache size      213, 1279984 req, miss ratio 0.5184, byte miss ratio 0.5184
result/tencentBlock.ns5422.oracleGeneral.zst S3FIFO-1 cache size      639, 1279984 req, miss ratio 0.5125, byte miss ratio 0.5125
result/tencentBlock.ns5422.oracleGeneral.zst S3FIFO-1 cache size     2130, 1279984 req, miss ratio 0.5107, byte miss ratio 0.5107
result/tencentBlock.ns5422.oracleGeneral.zst S3FIFO-1 cache size     6391, 1279984 req, miss ratio 0.5087, byte miss ratio 0.5087
result/tencentBlock.ns5422.oracleGeneral.zst S3FIFO-1 cache size    21304, 1279984 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns5422.oracleGeneral.zst S3FIFO-1 cache size    42608, 1279984 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns5422.oracleGeneral.zst S3FIFO-1 cache size    85216, 1279984 req, miss ratio 0.2506, byte miss ratio 0.2506
result/tencentBlock.ns5422.oracleGeneral.zst S3FIFO-1 cache size   170433, 1279984 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns5422.oracleGeneral.zst clock2 cache size      213, 1279984 req, miss ratio 0.5209, byte miss ratio 0.5209
result/tencentBlock.ns5422.oracleGeneral.zst clock2 cache size      639, 1279984 req, miss ratio 0.5161, byte miss ratio 0.5161
result/tencentBlock.ns5422.oracleGeneral.zst clock2 cache size     2130, 1279984 req, miss ratio 0.5118, byte miss ratio 0.5118
result/tencentBlock.ns5422.oracleGeneral.zst clock2 cache size     6391, 1279984 req, miss ratio 0.5098, byte miss ratio 0.5098
result/tencentBlock.ns5422.oracleGeneral.zst clock2 cache size    21304, 1279984 req, miss ratio 0.5051, byte miss ratio 0.5051
result/tencentBlock.ns5422.oracleGeneral.zst clock2 cache size    42608, 1279984 req, miss ratio 0.4299, byte miss ratio 0.4299
result/tencentBlock.ns5422.oracleGeneral.zst clock2 cache size    85216, 1279984 req, miss ratio 0.3253, byte miss ratio 0.3253
result/tencentBlock.ns5422.oracleGeneral.zst clock2 cache size   170433, 1279984 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns5422.oracleGeneral.zst LeCaR cache size      213, 1279984 req, miss ratio 0.5215, byte miss ratio 0.5215
result/tencentBlock.ns5422.oracleGeneral.zst LeCaR cache size      639, 1279984 req, miss ratio 0.5148, byte miss ratio 0.5148
result/tencentBlock.ns5422.oracleGeneral.zst LeCaR cache size     2130, 1279984 req, miss ratio 0.5117, byte miss ratio 0.5117
result/tencentBlock.ns5422.oracleGeneral.zst LeCaR cache size     6391, 1279984 req, miss ratio 0.5098, byte miss ratio 0.5098
result/tencentBlock.ns5422.oracleGeneral.zst LeCaR cache size    21304, 1279984 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns5422.oracleGeneral.zst LeCaR cache size    42608, 1279984 req, miss ratio 0.4173, byte miss ratio 0.4173
result/tencentBlock.ns5422.oracleGeneral.zst LeCaR cache size    85216, 1279984 req, miss ratio 0.2536, byte miss ratio 0.2536
