result/tencentBlock.ns17697.oracleGeneral.zst Cacheus cache size      278, 1127610 req, miss ratio 0.5717, byte miss ratio 0.5717
result/tencentBlock.ns17697.oracleGeneral.zst Cacheus cache size      835, 1127610 req, miss ratio 0.5700, byte miss ratio 0.5700
result/tencentBlock.ns17697.oracleGeneral.zst Cacheus cache size     2784, 1127610 req, miss ratio 0.5687, byte miss ratio 0.5687
result/tencentBlock.ns17697.oracleGeneral.zst Cacheus cache size     8354, 1127610 req, miss ratio 0.5682, byte miss ratio 0.5682
result/tencentBlock.ns17697.oracleGeneral.zst Cacheus cache size    27849, 1127610 req, miss ratio 0.5168, byte miss ratio 0.5168
result/tencentBlock.ns17697.oracleGeneral.zst Cacheus cache size    55698, 1127610 req, miss ratio 0.4255, byte miss ratio 0.4255
result/tencentBlock.ns17697.oracleGeneral.zst Cacheus cache size   111397, 1127610 req, miss ratio 0.2866, byte miss ratio 0.2866
result/tencentBlock.ns17697.oracleGeneral.zst Cacheus cache size   222794, 1127610 req, miss ratio 0.2699, byte miss ratio 0.2699
result/tencentBlock.ns17697.oracleGeneral.zst LIRS cache size      278, 1127610 req, miss ratio 0.6297, byte miss ratio 0.6297
result/tencentBlock.ns17697.oracleGeneral.zst LIRS cache size      835, 1127610 req, miss ratio 0.5754, byte miss ratio 0.5754
result/tencentBlock.ns17697.oracleGeneral.zst LIRS cache size     2784, 1127610 req, miss ratio 0.5710, byte miss ratio 0.5710
result/tencentBlock.ns17697.oracleGeneral.zst LIRS cache size     8354, 1127610 req, miss ratio 0.5643, byte miss ratio 0.5643
result/tencentBlock.ns17697.oracleGeneral.zst LIRS cache size    27849, 1127610 req, miss ratio 0.4864, byte miss ratio 0.4864
result/tencentBlock.ns17697.oracleGeneral.zst LIRS cache size    55698, 1127610 req, miss ratio 0.3925, byte miss ratio 0.3925
result/tencentBlock.ns17697.oracleGeneral.zst LIRS cache size   111397, 1127610 req, miss ratio 0.3078, byte miss ratio 0.3078
result/tencentBlock.ns17697.oracleGeneral.zst LIRS cache size   222794, 1127610 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns17697.oracleGeneral.zst Clock cache size      278, 1127610 req, miss ratio 0.5763, byte miss ratio 0.5763
result/tencentBlock.ns17697.oracleGeneral.zst Clock cache size      835, 1127610 req, miss ratio 0.5721, byte miss ratio 0.5721
result/tencentBlock.ns17697.oracleGeneral.zst Clock cache size     2784, 1127610 req, miss ratio 0.5692, byte miss ratio 0.5692
result/tencentBlock.ns17697.oracleGeneral.zst Clock cache size     8354, 1127610 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns17697.oracleGeneral.zst Clock cache size    27849, 1127610 req, miss ratio 0.5199, byte miss ratio 0.5199
result/tencentBlock.ns17697.oracleGeneral.zst Clock cache size    55698, 1127610 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns17697.oracleGeneral.zst Clock cache size   111397, 1127610 req, miss ratio 0.2913, byte miss ratio 0.2913
result/tencentBlock.ns17697.oracleGeneral.zst Clock cache size   222794, 1127610 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns17697.oracleGeneral.zst clock2 cache size      278, 1127610 req, miss ratio 0.5774, byte miss ratio 0.5774
result/tencentBlock.ns17697.oracleGeneral.zst clock2 cache size      835, 1127610 req, miss ratio 0.5718, byte miss ratio 0.5718
result/tencentBlock.ns17697.oracleGeneral.zst clock2 cache size     2784, 1127610 req, miss ratio 0.5694, byte miss ratio 0.5694
result/tencentBlock.ns17697.oracleGeneral.zst clock2 cache size     8354, 1127610 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns17697.oracleGeneral.zst clock2 cache size    27849, 1127610 req, miss ratio 0.5238, byte miss ratio 0.5238
result/tencentBlock.ns17697.oracleGeneral.zst clock2 cache size    55698, 1127610 req, miss ratio 0.4790, byte miss ratio 0.4790
result/tencentBlock.ns17697.oracleGeneral.zst clock2 cache size   111397, 1127610 req, miss ratio 0.2984, byte miss ratio 0.2984
result/tencentBlock.ns17697.oracleGeneral.zst clock2 cache size   222794, 1127610 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns17697.oracleGeneral.zst LeCaR cache size      278, 1127610 req, miss ratio 0.5758, byte miss ratio 0.5758
result/tencentBlock.ns17697.oracleGeneral.zst LeCaR cache size      835, 1127610 req, miss ratio 0.5719, byte miss ratio 0.5719
result/tencentBlock.ns17697.oracleGeneral.zst LeCaR cache size     2784, 1127610 req, miss ratio 0.5693, byte miss ratio 0.5693
result/tencentBlock.ns17697.oracleGeneral.zst LeCaR cache size     8354, 1127610 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns17697.oracleGeneral.zst LeCaR cache size    27849, 1127610 req, miss ratio 0.5107, byte miss ratio 0.5107
result/tencentBlock.ns17697.oracleGeneral.zst LeCaR cache size    55698, 1127610 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns17697.oracleGeneral.zst LeCaR cache size   111397, 1127610 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns17697.oracleGeneral.zst LeCaR cache size   222794, 1127610 req, miss ratio 0.2478, byte miss ratio 0.2478
result/tencentBlock.ns17697.oracleGeneral.zst FIFO cache size      278, 1127610 req, miss ratio 0.6186, byte miss ratio 0.6186
result/tencentBlock.ns17697.oracleGeneral.zst FIFO cache size      835, 1127610 req, miss ratio 0.5872, byte miss ratio 0.5872
result/tencentBlock.ns17697.oracleGeneral.zst FIFO cache size     2784, 1127610 req, miss ratio 0.5745, byte miss ratio 0.5745
result/tencentBlock.ns17697.oracleGeneral.zst FIFO cache size     8354, 1127610 req, miss ratio 0.5703, byte miss ratio 0.5703
result/tencentBlock.ns17697.oracleGeneral.zst FIFO cache size    27849, 1127610 req, miss ratio 0.5300, byte miss ratio 0.5300
result/tencentBlock.ns17697.oracleGeneral.zst FIFO cache size    55698, 1127610 req, miss ratio 0.4286, byte miss ratio 0.4286
result/tencentBlock.ns17697.oracleGeneral.zst FIFO cache size   111397, 1127610 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns17697.oracleGeneral.zst FIFO cache size   222794, 1127610 req, miss ratio 0.2700, byte miss ratio 0.2700
result/tencentBlock.ns17697.oracleGeneral.zst LRU cache size      278, 1127610 req, miss ratio 0.5764, byte miss ratio 0.5764
result/tencentBlock.ns17697.oracleGeneral.zst LRU cache size      835, 1127610 req, miss ratio 0.5721, byte miss ratio 0.5721
result/tencentBlock.ns17697.oracleGeneral.zst LRU cache size     2784, 1127610 req, miss ratio 0.5693, byte miss ratio 0.5693
result/tencentBlock.ns17697.oracleGeneral.zst LRU cache size     8354, 1127610 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns17697.oracleGeneral.zst LRU cache size    27849, 1127610 req, miss ratio 0.5182, byte miss ratio 0.5182
result/tencentBlock.ns17697.oracleGeneral.zst LRU cache size    55698, 1127610 req, miss ratio 0.4178, byte miss ratio 0.4178
result/tencentBlock.ns17697.oracleGeneral.zst LRU cache size   111397, 1127610 req, miss ratio 0.2883, byte miss ratio 0.2883
result/tencentBlock.ns17697.oracleGeneral.zst LRU cache size   222794, 1127610 req, miss ratio 0.2478, byte miss ratio 0.2478
result/tencentBlock.ns17697.oracleGeneral.zst S3FIFO-1 cache size      278, 1127610 req, miss ratio 0.5743, byte miss ratio 0.5743
result/tencentBlock.ns17697.oracleGeneral.zst S3FIFO-1 cache size      835, 1127610 req, miss ratio 0.5701, byte miss ratio 0.5701
result/tencentBlock.ns17697.oracleGeneral.zst S3FIFO-1 cache size     2784, 1127610 req, miss ratio 0.5685, byte miss ratio 0.5685
result/tencentBlock.ns17697.oracleGeneral.zst S3FIFO-1 cache size     8354, 1127610 req, miss ratio 0.5679, byte miss ratio 0.5679
result/tencentBlock.ns17697.oracleGeneral.zst S3FIFO-1 cache size    27849, 1127610 req, miss ratio 0.4941, byte miss ratio 0.4941
result/tencentBlock.ns17697.oracleGeneral.zst S3FIFO-1 cache size    55698, 1127610 req, miss ratio 0.4045, byte miss ratio 0.4045
result/tencentBlock.ns17697.oracleGeneral.zst S3FIFO-1 cache size   111397, 1127610 req, miss ratio 0.2874, byte miss ratio 0.2874
result/tencentBlock.ns17697.oracleGeneral.zst S3FIFO-1 cache size   222794, 1127610 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns17697.oracleGeneral.zst LHD cache size      278, 1127610 req, miss ratio 0.5755, byte miss ratio 0.5755
