result/tencentBlock.ns11062.oracleGeneral.zst FIFO cache size      121, 1248046 req, miss ratio 0.6359, byte miss ratio 0.6359
result/tencentBlock.ns11062.oracleGeneral.zst FIFO cache size      365, 1248046 req, miss ratio 0.4404, byte miss ratio 0.4404
result/tencentBlock.ns11062.oracleGeneral.zst FIFO cache size     1218, 1248046 req, miss ratio 0.3730, byte miss ratio 0.3730
result/tencentBlock.ns11062.oracleGeneral.zst FIFO cache size     3655, 1248046 req, miss ratio 0.3328, byte miss ratio 0.3328
result/tencentBlock.ns11062.oracleGeneral.zst FIFO cache size    12183, 1248046 req, miss ratio 0.2958, byte miss ratio 0.2958
result/tencentBlock.ns11062.oracleGeneral.zst FIFO cache size    24366, 1248046 req, miss ratio 0.2266, byte miss ratio 0.2266
result/tencentBlock.ns11062.oracleGeneral.zst FIFO cache size    48733, 1248046 req, miss ratio 0.1545, byte miss ratio 0.1545
result/tencentBlock.ns11062.oracleGeneral.zst FIFO cache size    97467, 1248046 req, miss ratio 0.1091, byte miss ratio 0.1091
result/tencentBlock.ns11062.oracleGeneral.zst ARC cache size      121, 1248046 req, miss ratio 0.3860, byte miss ratio 0.3860
result/tencentBlock.ns11062.oracleGeneral.zst ARC cache size      365, 1248046 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns11062.oracleGeneral.zst ARC cache size     1218, 1248046 req, miss ratio 0.3338, byte miss ratio 0.3338
result/tencentBlock.ns11062.oracleGeneral.zst ARC cache size     3655, 1248046 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns11062.oracleGeneral.zst ARC cache size    12183, 1248046 req, miss ratio 0.2747, byte miss ratio 0.2747
result/tencentBlock.ns11062.oracleGeneral.zst ARC cache size    24366, 1248046 req, miss ratio 0.2052, byte miss ratio 0.2052
result/tencentBlock.ns11062.oracleGeneral.zst ARC cache size    48733, 1248046 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns11062.oracleGeneral.zst ARC cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst LRU cache size      121, 1248046 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns11062.oracleGeneral.zst LRU cache size      365, 1248046 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns11062.oracleGeneral.zst LRU cache size     1218, 1248046 req, miss ratio 0.3528, byte miss ratio 0.3528
result/tencentBlock.ns11062.oracleGeneral.zst LRU cache size     3655, 1248046 req, miss ratio 0.3157, byte miss ratio 0.3157
result/tencentBlock.ns11062.oracleGeneral.zst LRU cache size    12183, 1248046 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns11062.oracleGeneral.zst LRU cache size    24366, 1248046 req, miss ratio 0.2144, byte miss ratio 0.2144
result/tencentBlock.ns11062.oracleGeneral.zst LRU cache size    48733, 1248046 req, miss ratio 0.1294, byte miss ratio 0.1294
result/tencentBlock.ns11062.oracleGeneral.zst LRU cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-1 cache size      121, 1248046 req, miss ratio 0.4054, byte miss ratio 0.4054
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-1 cache size      365, 1248046 req, miss ratio 0.3751, byte miss ratio 0.3751
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-1 cache size     1218, 1248046 req, miss ratio 0.3195, byte miss ratio 0.3195
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-1 cache size     3655, 1248046 req, miss ratio 0.2850, byte miss ratio 0.2850
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-1 cache size    12183, 1248046 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-1 cache size    24366, 1248046 req, miss ratio 0.2052, byte miss ratio 0.2052
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-1 cache size    48733, 1248046 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-1 cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst LIRS cache size      121, 1248046 req, miss ratio 0.4156, byte miss ratio 0.4156
result/tencentBlock.ns11062.oracleGeneral.zst LIRS cache size      365, 1248046 req, miss ratio 0.4041, byte miss ratio 0.4041
result/tencentBlock.ns11062.oracleGeneral.zst LIRS cache size     1218, 1248046 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns11062.oracleGeneral.zst LIRS cache size     3655, 1248046 req, miss ratio 0.2868, byte miss ratio 0.2868
result/tencentBlock.ns11062.oracleGeneral.zst LIRS cache size    12183, 1248046 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns11062.oracleGeneral.zst LIRS cache size    24366, 1248046 req, miss ratio 0.1991, byte miss ratio 0.1991
result/tencentBlock.ns11062.oracleGeneral.zst LIRS cache size    48733, 1248046 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns11062.oracleGeneral.zst LIRS cache size    97467, 1248046 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns11062.oracleGeneral.zst Clock cache size      121, 1248046 req, miss ratio 0.4180, byte miss ratio 0.4180
result/tencentBlock.ns11062.oracleGeneral.zst Clock cache size      365, 1248046 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns11062.oracleGeneral.zst Clock cache size     1218, 1248046 req, miss ratio 0.3529, byte miss ratio 0.3529
result/tencentBlock.ns11062.oracleGeneral.zst Clock cache size     3655, 1248046 req, miss ratio 0.3117, byte miss ratio 0.3117
result/tencentBlock.ns11062.oracleGeneral.zst Clock cache size    12183, 1248046 req, miss ratio 0.2806, byte miss ratio 0.2806
result/tencentBlock.ns11062.oracleGeneral.zst Clock cache size    24366, 1248046 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns11062.oracleGeneral.zst Clock cache size    48733, 1248046 req, miss ratio 0.1355, byte miss ratio 0.1355
result/tencentBlock.ns11062.oracleGeneral.zst Clock cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst Cacheus cache size      121, 1248046 req, miss ratio 0.4012, byte miss ratio 0.4012
result/tencentBlock.ns11062.oracleGeneral.zst Cacheus cache size      365, 1248046 req, miss ratio 0.3704, byte miss ratio 0.3704
result/tencentBlock.ns11062.oracleGeneral.zst Cacheus cache size     1218, 1248046 req, miss ratio 0.3420, byte miss ratio 0.3420
result/tencentBlock.ns11062.oracleGeneral.zst Cacheus cache size     3655, 1248046 req, miss ratio 0.2906, byte miss ratio 0.2906
result/tencentBlock.ns11062.oracleGeneral.zst Cacheus cache size    12183, 1248046 req, miss ratio 0.2588, byte miss ratio 0.2588
result/tencentBlock.ns11062.oracleGeneral.zst Cacheus cache size    24366, 1248046 req, miss ratio 0.2146, byte miss ratio 0.2146
result/tencentBlock.ns11062.oracleGeneral.zst Cacheus cache size    48733, 1248046 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns11062.oracleGeneral.zst Cacheus cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst LeCaR cache size      121, 1248046 req, miss ratio 0.4106, byte miss ratio 0.4106
result/tencentBlock.ns11062.oracleGeneral.zst LeCaR cache size      365, 1248046 req, miss ratio 0.3713, byte miss ratio 0.3713
result/tencentBlock.ns11062.oracleGeneral.zst LeCaR cache size     1218, 1248046 req, miss ratio 0.3527, byte miss ratio 0.3527
result/tencentBlock.ns11062.oracleGeneral.zst LeCaR cache size     3655, 1248046 req, miss ratio 0.3017, byte miss ratio 0.3017
result/tencentBlock.ns11062.oracleGeneral.zst LeCaR cache size    12183, 1248046 req, miss ratio 0.2785, byte miss ratio 0.2785
result/tencentBlock.ns11062.oracleGeneral.zst LeCaR cache size    24366, 1248046 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns11062.oracleGeneral.zst LeCaR cache size    48733, 1248046 req, miss ratio 0.1273, byte miss ratio 0.1273
result/tencentBlock.ns11062.oracleGeneral.zst LeCaR cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst clock2 cache size      121, 1248046 req, miss ratio 0.4119, byte miss ratio 0.4119
result/tencentBlock.ns11062.oracleGeneral.zst clock2 cache size      365, 1248046 req, miss ratio 0.3714, byte miss ratio 0.3714
result/tencentBlock.ns11062.oracleGeneral.zst clock2 cache size     1218, 1248046 req, miss ratio 0.3529, byte miss ratio 0.3529
result/tencentBlock.ns11062.oracleGeneral.zst clock2 cache size     3655, 1248046 req, miss ratio 0.3045, byte miss ratio 0.3045
result/tencentBlock.ns11062.oracleGeneral.zst clock2 cache size    12183, 1248046 req, miss ratio 0.2797, byte miss ratio 0.2797
result/tencentBlock.ns11062.oracleGeneral.zst clock2 cache size    24366, 1248046 req, miss ratio 0.2147, byte miss ratio 0.2147
result/tencentBlock.ns11062.oracleGeneral.zst clock2 cache size    48733, 1248046 req, miss ratio 0.1359, byte miss ratio 0.1359
result/tencentBlock.ns11062.oracleGeneral.zst clock2 cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst LHD cache size      121, 1248046 req, miss ratio 0.4121, byte miss ratio 0.4121
result/tencentBlock.ns11062.oracleGeneral.zst LHD cache size      365, 1248046 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns11062.oracleGeneral.zst LHD cache size     1218, 1248046 req, miss ratio 0.3509, byte miss ratio 0.3509
result/tencentBlock.ns11062.oracleGeneral.zst LHD cache size     3655, 1248046 req, miss ratio 0.3081, byte miss ratio 0.3081
result/tencentBlock.ns11062.oracleGeneral.zst LHD cache size    12183, 1248046 req, miss ratio 0.2720, byte miss ratio 0.2720
result/tencentBlock.ns11062.oracleGeneral.zst LHD cache size    24366, 1248046 req, miss ratio 0.2100, byte miss ratio 0.2100
result/tencentBlock.ns11062.oracleGeneral.zst LHD cache size    48733, 1248046 req, miss ratio 0.1329, byte miss ratio 0.1329
result/tencentBlock.ns11062.oracleGeneral.zst LHD cache size    97467, 1248046 req, miss ratio 0.0988, byte miss ratio 0.0988
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d-1 cache size      121, 1248046 req, miss ratio 0.3867, byte miss ratio 0.3867
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d-1 cache size      365, 1248046 req, miss ratio 0.3705, byte miss ratio 0.3705
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d-1 cache size     1218, 1248046 req, miss ratio 0.3193, byte miss ratio 0.3193
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d-1 cache size     3655, 1248046 req, miss ratio 0.2850, byte miss ratio 0.2850
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d-1 cache size    12183, 1248046 req, miss ratio 0.2550, byte miss ratio 0.2550
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d-1 cache size    24366, 1248046 req, miss ratio 0.2041, byte miss ratio 0.2041
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d-1 cache size    48733, 1248046 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d-1 cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst LRB cache size      121, 1248046 req, miss ratio 0.4211, byte miss ratio 0.4211
result/tencentBlock.ns11062.oracleGeneral.zst LRB cache size      365, 1248046 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns11062.oracleGeneral.zst LRB cache size     1218, 1248046 req, miss ratio 0.3239, byte miss ratio 0.3239
result/tencentBlock.ns11062.oracleGeneral.zst LRB cache size     3655, 1248046 req, miss ratio 0.2966, byte miss ratio 0.2966
result/tencentBlock.ns11062.oracleGeneral.zst LRB cache size    12183, 1248046 req, miss ratio 0.2548, byte miss ratio 0.2548
result/tencentBlock.ns11062.oracleGeneral.zst LRB cache size    24366, 1248046 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns11062.oracleGeneral.zst LRB cache size    48733, 1248046 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns11062.oracleGeneral.zst LRB cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst B-LRU cache size      121, 1248046 req, miss ratio 0.4497, byte miss ratio 0.4497
result/tencentBlock.ns11062.oracleGeneral.zst B-LRU cache size      365, 1248046 req, miss ratio 0.4045, byte miss ratio 0.4045
result/tencentBlock.ns11062.oracleGeneral.zst B-LRU cache size     1218, 1248046 req, miss ratio 0.3826, byte miss ratio 0.3826
result/tencentBlock.ns11062.oracleGeneral.zst B-LRU cache size     3655, 1248046 req, miss ratio 0.3447, byte miss ratio 0.3447
result/tencentBlock.ns11062.oracleGeneral.zst B-LRU cache size    12183, 1248046 req, miss ratio 0.3119, byte miss ratio 0.3119
result/tencentBlock.ns11062.oracleGeneral.zst B-LRU cache size    24366, 1248046 req, miss ratio 0.2402, byte miss ratio 0.2402
result/tencentBlock.ns11062.oracleGeneral.zst B-LRU cache size    48733, 1248046 req, miss ratio 0.1792, byte miss ratio 0.1792
result/tencentBlock.ns11062.oracleGeneral.zst B-LRU cache size    97467, 1248046 req, miss ratio 0.1697, byte miss ratio 0.1697
result/tencentBlock.ns11062.oracleGeneral.zst S4LRU(25:25:25:25) cache size      121, 1248046 req, miss ratio 0.7345, byte miss ratio 0.7345
result/tencentBlock.ns11062.oracleGeneral.zst S4LRU(25:25:25:25) cache size      365, 1248046 req, miss ratio 0.3763, byte miss ratio 0.3763
result/tencentBlock.ns11062.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1218, 1248046 req, miss ratio 0.3360, byte miss ratio 0.3360
result/tencentBlock.ns11062.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3655, 1248046 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns11062.oracleGeneral.zst S4LRU(25:25:25:25) cache size    12183, 1248046 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns11062.oracleGeneral.zst S4LRU(25:25:25:25) cache size    24366, 1248046 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns11062.oracleGeneral.zst S4LRU(25:25:25:25) cache size    48733, 1248046 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns11062.oracleGeneral.zst S4LRU(25:25:25:25) cache size    97467, 1248046 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns11062.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      121, 1248046 req, miss ratio 0.5379, byte miss ratio 0.5379
result/tencentBlock.ns11062.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      365, 1248046 req, miss ratio 0.3845, byte miss ratio 0.3845
result/tencentBlock.ns11062.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1218, 1248046 req, miss ratio 0.3539, byte miss ratio 0.3539
result/tencentBlock.ns11062.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3655, 1248046 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns11062.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    12183, 1248046 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns11062.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    24366, 1248046 req, miss ratio 0.2306, byte miss ratio 0.2306
result/tencentBlock.ns11062.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    48733, 1248046 req, miss ratio 0.1477, byte miss ratio 0.1477
result/tencentBlock.ns11062.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    97467, 1248046 req, miss ratio 0.1079, byte miss ratio 0.1079
result/tencentBlock.ns11062.oracleGeneral.zst TwoQ cache size      121, 1248046 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns11062.oracleGeneral.zst TwoQ cache size      365, 1248046 req, miss ratio 0.3634, byte miss ratio 0.3634
result/tencentBlock.ns11062.oracleGeneral.zst TwoQ cache size     1218, 1248046 req, miss ratio 0.3085, byte miss ratio 0.3085
result/tencentBlock.ns11062.oracleGeneral.zst TwoQ cache size     3655, 1248046 req, miss ratio 0.2887, byte miss ratio 0.2887
result/tencentBlock.ns11062.oracleGeneral.zst TwoQ cache size    12183, 1248046 req, miss ratio 0.2558, byte miss ratio 0.2558
result/tencentBlock.ns11062.oracleGeneral.zst TwoQ cache size    24366, 1248046 req, miss ratio 0.2026, byte miss ratio 0.2026
result/tencentBlock.ns11062.oracleGeneral.zst TwoQ cache size    48733, 1248046 req, miss ratio 0.1367, byte miss ratio 0.1367
result/tencentBlock.ns11062.oracleGeneral.zst TwoQ cache size    97467, 1248046 req, miss ratio 0.1091, byte miss ratio 0.1091
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO cache size      121, 1248046 req, miss ratio 0.4076, byte miss ratio 0.4076
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO cache size      365, 1248046 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO cache size     1218, 1248046 req, miss ratio 0.3022, byte miss ratio 0.3022
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO cache size     3655, 1248046 req, miss ratio 0.2858, byte miss ratio 0.2858
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO cache size    12183, 1248046 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO cache size    24366, 1248046 req, miss ratio 0.1991, byte miss ratio 0.1991
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO cache size    48733, 1248046 req, miss ratio 0.1265, byte miss ratio 0.1265
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO cache size    97467, 1248046 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d cache size      121, 1248046 req, miss ratio 0.4224, byte miss ratio 0.4224
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d cache size      365, 1248046 req, miss ratio 0.3655, byte miss ratio 0.3655
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d cache size     1218, 1248046 req, miss ratio 0.3015, byte miss ratio 0.3015
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d cache size     3655, 1248046 req, miss ratio 0.2858, byte miss ratio 0.2858
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d cache size    12183, 1248046 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d cache size    24366, 1248046 req, miss ratio 0.1987, byte miss ratio 0.1987
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d cache size    48733, 1248046 req, miss ratio 0.1265, byte miss ratio 0.1265
result/tencentBlock.ns11062.oracleGeneral.zst S3FIFO-d cache size    97467, 1248046 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      121, 1248046 req, miss ratio 0.6307, byte miss ratio 0.6307
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      365, 1248046 req, miss ratio 0.4143, byte miss ratio 0.4143
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     1218, 1248046 req, miss ratio 0.3513, byte miss ratio 0.3513
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     3655, 1248046 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    12183, 1248046 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    24366, 1248046 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    48733, 1248046 req, miss ratio 0.1231, byte miss ratio 0.1231
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    97467, 1248046 req, miss ratio 0.1009, byte miss ratio 0.1009
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size      121, 1248046 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size      365, 1248046 req, miss ratio 0.3894, byte miss ratio 0.3894
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     1218, 1248046 req, miss ratio 0.3050, byte miss ratio 0.3050
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     3655, 1248046 req, miss ratio 0.3084, byte miss ratio 0.3084
result/tencentBlock.ns11062.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    12183, 1248046 req, miss ratio 0.2666, byte miss ratio 0.2666
