result/tencentBlock.ns22373.oracleGeneral.zst S3FIFO-1 cache size      130, 2083908 req, miss ratio 0.3961, byte miss ratio 0.3961
result/tencentBlock.ns22373.oracleGeneral.zst S3FIFO-1 cache size      392, 2083908 req, miss ratio 0.2402, byte miss ratio 0.2402
result/tencentBlock.ns22373.oracleGeneral.zst S3FIFO-1 cache size     1307, 2083908 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns22373.oracleGeneral.zst S3FIFO-1 cache size     3921, 2083908 req, miss ratio 0.1860, byte miss ratio 0.1860
result/tencentBlock.ns22373.oracleGeneral.zst S3FIFO-1 cache size    13072, 2083908 req, miss ratio 0.1644, byte miss ratio 0.1644
result/tencentBlock.ns22373.oracleGeneral.zst S3FIFO-1 cache size    26144, 2083908 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns22373.oracleGeneral.zst S3FIFO-1 cache size    52288, 2083908 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns22373.oracleGeneral.zst S3FIFO-1 cache size   104576, 2083908 req, miss ratio 0.0639, byte miss ratio 0.0639
result/tencentBlock.ns22373.oracleGeneral.zst clock2 cache size      130, 2083908 req, miss ratio 0.5349, byte miss ratio 0.5349
result/tencentBlock.ns22373.oracleGeneral.zst clock2 cache size      392, 2083908 req, miss ratio 0.2398, byte miss ratio 0.2398
result/tencentBlock.ns22373.oracleGeneral.zst clock2 cache size     1307, 2083908 req, miss ratio 0.2268, byte miss ratio 0.2268
result/tencentBlock.ns22373.oracleGeneral.zst clock2 cache size     3921, 2083908 req, miss ratio 0.1987, byte miss ratio 0.1987
result/tencentBlock.ns22373.oracleGeneral.zst clock2 cache size    13072, 2083908 req, miss ratio 0.1822, byte miss ratio 0.1822
result/tencentBlock.ns22373.oracleGeneral.zst clock2 cache size    26144, 2083908 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns22373.oracleGeneral.zst clock2 cache size    52288, 2083908 req, miss ratio 0.0864, byte miss ratio 0.0864
result/tencentBlock.ns22373.oracleGeneral.zst clock2 cache size   104576, 2083908 req, miss ratio 0.0639, byte miss ratio 0.0639
result/tencentBlock.ns22373.oracleGeneral.zst ARC cache size      130, 2083908 req, miss ratio 0.3908, byte miss ratio 0.3908
