result/tencentBlock.ns9419.oracleGeneral.zst FIFO cache size      325, 2775641 req, miss ratio 0.3362, byte miss ratio 0.3362
result/tencentBlock.ns9419.oracleGeneral.zst FIFO cache size      977, 2775641 req, miss ratio 0.2858, byte miss ratio 0.2858
result/tencentBlock.ns9419.oracleGeneral.zst FIFO cache size     3257, 2775641 req, miss ratio 0.2618, byte miss ratio 0.2618
result/tencentBlock.ns9419.oracleGeneral.zst FIFO cache size     9771, 2775641 req, miss ratio 0.2491, byte miss ratio 0.2491
result/tencentBlock.ns9419.oracleGeneral.zst FIFO cache size    32571, 2775641 req, miss ratio 0.2414, byte miss ratio 0.2414
result/tencentBlock.ns9419.oracleGeneral.zst FIFO cache size    65143, 2775641 req, miss ratio 0.1920, byte miss ratio 0.1920
result/tencentBlock.ns9419.oracleGeneral.zst FIFO cache size   130287, 2775641 req, miss ratio 0.1516, byte miss ratio 0.1516
result/tencentBlock.ns9419.oracleGeneral.zst FIFO cache size   260574, 2775641 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns9419.oracleGeneral.zst Clock cache size      325, 2775641 req, miss ratio 0.2922, byte miss ratio 0.2922
result/tencentBlock.ns9419.oracleGeneral.zst Clock cache size      977, 2775641 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns9419.oracleGeneral.zst Clock cache size     3257, 2775641 req, miss ratio 0.2520, byte miss ratio 0.2520
result/tencentBlock.ns9419.oracleGeneral.zst Clock cache size     9771, 2775641 req, miss ratio 0.2430, byte miss ratio 0.2430
result/tencentBlock.ns9419.oracleGeneral.zst Clock cache size    32571, 2775641 req, miss ratio 0.2368, byte miss ratio 0.2368
result/tencentBlock.ns9419.oracleGeneral.zst Clock cache size    65143, 2775641 req, miss ratio 0.2188, byte miss ratio 0.2188
result/tencentBlock.ns9419.oracleGeneral.zst Clock cache size   130287, 2775641 req, miss ratio 0.1415, byte miss ratio 0.1415
result/tencentBlock.ns9419.oracleGeneral.zst Clock cache size   260574, 2775641 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns9419.oracleGeneral.zst LHD cache size      325, 2775641 req, miss ratio 0.2895, byte miss ratio 0.2895
result/tencentBlock.ns9419.oracleGeneral.zst LHD cache size      977, 2775641 req, miss ratio 0.2613, byte miss ratio 0.2613
result/tencentBlock.ns9419.oracleGeneral.zst LHD cache size     3257, 2775641 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns9419.oracleGeneral.zst LHD cache size     9771, 2775641 req, miss ratio 0.2365, byte miss ratio 0.2365
result/tencentBlock.ns9419.oracleGeneral.zst LHD cache size    32571, 2775641 req, miss ratio 0.2192, byte miss ratio 0.2192
result/tencentBlock.ns9419.oracleGeneral.zst LHD cache size    65143, 2775641 req, miss ratio 0.1620, byte miss ratio 0.1620
result/tencentBlock.ns9419.oracleGeneral.zst LHD cache size   130287, 2775641 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns9419.oracleGeneral.zst LHD cache size   260574, 2775641 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns9419.oracleGeneral.zst ARC cache size      325, 2775641 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns9419.oracleGeneral.zst ARC cache size      977, 2775641 req, miss ratio 0.2582, byte miss ratio 0.2582
result/tencentBlock.ns9419.oracleGeneral.zst ARC cache size     3257, 2775641 req, miss ratio 0.2490, byte miss ratio 0.2490
result/tencentBlock.ns9419.oracleGeneral.zst ARC cache size     9771, 2775641 req, miss ratio 0.2417, byte miss ratio 0.2417
result/tencentBlock.ns9419.oracleGeneral.zst ARC cache size    32571, 2775641 req, miss ratio 0.2000, byte miss ratio 0.2000
result/tencentBlock.ns9419.oracleGeneral.zst ARC cache size    65143, 2775641 req, miss ratio 0.1744, byte miss ratio 0.1744
result/tencentBlock.ns9419.oracleGeneral.zst ARC cache size   130287, 2775641 req, miss ratio 0.1252, byte miss ratio 0.1252
result/tencentBlock.ns9419.oracleGeneral.zst ARC cache size   260574, 2775641 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns9419.oracleGeneral.zst clock2 cache size      325, 2775641 req, miss ratio 0.2953, byte miss ratio 0.2953
result/tencentBlock.ns9419.oracleGeneral.zst clock2 cache size      977, 2775641 req, miss ratio 0.2638, byte miss ratio 0.2638
result/tencentBlock.ns9419.oracleGeneral.zst clock2 cache size     3257, 2775641 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns9419.oracleGeneral.zst clock2 cache size     9771, 2775641 req, miss ratio 0.2445, byte miss ratio 0.2445
result/tencentBlock.ns9419.oracleGeneral.zst clock2 cache size    32571, 2775641 req, miss ratio 0.2338, byte miss ratio 0.2338
result/tencentBlock.ns9419.oracleGeneral.zst clock2 cache size    65143, 2775641 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns9419.oracleGeneral.zst clock2 cache size   130287, 2775641 req, miss ratio 0.1426, byte miss ratio 0.1426
