result/tencentBlock.ns1904.oracleGeneral.zst Clock cache size      135, 1055691 req, miss ratio 0.5486, byte miss ratio 0.5486
result/tencentBlock.ns1904.oracleGeneral.zst Clock cache size      406, 1055691 req, miss ratio 0.5306, byte miss ratio 0.5306
result/tencentBlock.ns1904.oracleGeneral.zst Clock cache size     1353, 1055691 req, miss ratio 0.5248, byte miss ratio 0.5248
result/tencentBlock.ns1904.oracleGeneral.zst Clock cache size     4060, 1055691 req, miss ratio 0.5221, byte miss ratio 0.5221
result/tencentBlock.ns1904.oracleGeneral.zst Clock cache size    13536, 1055691 req, miss ratio 0.5214, byte miss ratio 0.5214
result/tencentBlock.ns1904.oracleGeneral.zst Clock cache size    27072, 1055691 req, miss ratio 0.4623, byte miss ratio 0.4623
result/tencentBlock.ns1904.oracleGeneral.zst Clock cache size    54145, 1055691 req, miss ratio 0.3915, byte miss ratio 0.3915
result/tencentBlock.ns1904.oracleGeneral.zst Clock cache size   108291, 1055691 req, miss ratio 0.1530, byte miss ratio 0.1530
result/tencentBlock.ns1904.oracleGeneral.zst LRU cache size      135, 1055691 req, miss ratio 0.5503, byte miss ratio 0.5503
result/tencentBlock.ns1904.oracleGeneral.zst LRU cache size      406, 1055691 req, miss ratio 0.5310, byte miss ratio 0.5310
result/tencentBlock.ns1904.oracleGeneral.zst LRU cache size     1353, 1055691 req, miss ratio 0.5253, byte miss ratio 0.5253
result/tencentBlock.ns1904.oracleGeneral.zst LRU cache size     4060, 1055691 req, miss ratio 0.5222, byte miss ratio 0.5222
result/tencentBlock.ns1904.oracleGeneral.zst LRU cache size    13536, 1055691 req, miss ratio 0.5215, byte miss ratio 0.5215
result/tencentBlock.ns1904.oracleGeneral.zst LRU cache size    27072, 1055691 req, miss ratio 0.4493, byte miss ratio 0.4493
result/tencentBlock.ns1904.oracleGeneral.zst LRU cache size    54145, 1055691 req, miss ratio 0.2915, byte miss ratio 0.2915
result/tencentBlock.ns1904.oracleGeneral.zst LRU cache size   108291, 1055691 req, miss ratio 0.1468, byte miss ratio 0.1468
result/tencentBlock.ns1904.oracleGeneral.zst LeCaR cache size      135, 1055691 req, miss ratio 0.5464, byte miss ratio 0.5464
result/tencentBlock.ns1904.oracleGeneral.zst LeCaR cache size      406, 1055691 req, miss ratio 0.5302, byte miss ratio 0.5302
result/tencentBlock.ns1904.oracleGeneral.zst LeCaR cache size     1353, 1055691 req, miss ratio 0.5244, byte miss ratio 0.5244
result/tencentBlock.ns1904.oracleGeneral.zst LeCaR cache size     4060, 1055691 req, miss ratio 0.5219, byte miss ratio 0.5219
result/tencentBlock.ns1904.oracleGeneral.zst LeCaR cache size    13536, 1055691 req, miss ratio 0.5215, byte miss ratio 0.5215
result/tencentBlock.ns1904.oracleGeneral.zst LeCaR cache size    27072, 1055691 req, miss ratio 0.4452, byte miss ratio 0.4452
result/tencentBlock.ns1904.oracleGeneral.zst LeCaR cache size    54145, 1055691 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns1904.oracleGeneral.zst LeCaR cache size   108291, 1055691 req, miss ratio 0.1487, byte miss ratio 0.1487
result/tencentBlock.ns1904.oracleGeneral.zst ARC cache size      135, 1055691 req, miss ratio 0.5372, byte miss ratio 0.5372
result/tencentBlock.ns1904.oracleGeneral.zst ARC cache size      406, 1055691 req, miss ratio 0.5252, byte miss ratio 0.5252
result/tencentBlock.ns1904.oracleGeneral.zst ARC cache size     1353, 1055691 req, miss ratio 0.5227, byte miss ratio 0.5227
result/tencentBlock.ns1904.oracleGeneral.zst ARC cache size     4060, 1055691 req, miss ratio 0.5217, byte miss ratio 0.5217
result/tencentBlock.ns1904.oracleGeneral.zst ARC cache size    13536, 1055691 req, miss ratio 0.5213, byte miss ratio 0.5213
result/tencentBlock.ns1904.oracleGeneral.zst ARC cache size    27072, 1055691 req, miss ratio 0.4401, byte miss ratio 0.4401
result/tencentBlock.ns1904.oracleGeneral.zst ARC cache size    54145, 1055691 req, miss ratio 0.3662, byte miss ratio 0.3662
result/tencentBlock.ns1904.oracleGeneral.zst ARC cache size   108291, 1055691 req, miss ratio 0.1465, byte miss ratio 0.1465
result/tencentBlock.ns1904.oracleGeneral.zst FIFO cache size      135, 1055691 req, miss ratio 0.6177, byte miss ratio 0.6177
result/tencentBlock.ns1904.oracleGeneral.zst FIFO cache size      406, 1055691 req, miss ratio 0.5609, byte miss ratio 0.5609
result/tencentBlock.ns1904.oracleGeneral.zst FIFO cache size     1353, 1055691 req, miss ratio 0.5364, byte miss ratio 0.5364
result/tencentBlock.ns1904.oracleGeneral.zst FIFO cache size     4060, 1055691 req, miss ratio 0.5269, byte miss ratio 0.5269
result/tencentBlock.ns1904.oracleGeneral.zst FIFO cache size    13536, 1055691 req, miss ratio 0.5231, byte miss ratio 0.5231
result/tencentBlock.ns1904.oracleGeneral.zst FIFO cache size    27072, 1055691 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns1904.oracleGeneral.zst FIFO cache size    54145, 1055691 req, miss ratio 0.3429, byte miss ratio 0.3429
result/tencentBlock.ns1904.oracleGeneral.zst FIFO cache size   108291, 1055691 req, miss ratio 0.1757, byte miss ratio 0.1757
