result/tencentBlock.ns20783.oracleGeneral.zst clock2 cache size      689, 6199402 req, miss ratio 0.5839, byte miss ratio 0.5839
result/tencentBlock.ns20783.oracleGeneral.zst clock2 cache size     2067, 6199402 req, miss ratio 0.4649, byte miss ratio 0.4649
result/tencentBlock.ns20783.oracleGeneral.zst clock2 cache size     6891, 6199402 req, miss ratio 0.3986, byte miss ratio 0.3986
result/tencentBlock.ns20783.oracleGeneral.zst clock2 cache size    20675, 6199402 req, miss ratio 0.3700, byte miss ratio 0.3700
result/tencentBlock.ns20783.oracleGeneral.zst clock2 cache size    68917, 6199402 req, miss ratio 0.3232, byte miss ratio 0.3232
result/tencentBlock.ns20783.oracleGeneral.zst clock2 cache size   137834, 6199402 req, miss ratio 0.2998, byte miss ratio 0.2998
result/tencentBlock.ns20783.oracleGeneral.zst clock2 cache size   275668, 6199402 req, miss ratio 0.1993, byte miss ratio 0.1993
result/tencentBlock.ns20783.oracleGeneral.zst clock2 cache size   551337, 6199402 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-1 cache size      689, 6199402 req, miss ratio 0.5639, byte miss ratio 0.5639
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-1 cache size     2067, 6199402 req, miss ratio 0.4130, byte miss ratio 0.4130
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-1 cache size     6891, 6199402 req, miss ratio 0.3940, byte miss ratio 0.3940
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-1 cache size    20675, 6199402 req, miss ratio 0.3582, byte miss ratio 0.3582
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-1 cache size    68917, 6199402 req, miss ratio 0.3214, byte miss ratio 0.3214
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-1 cache size   137834, 6199402 req, miss ratio 0.2771, byte miss ratio 0.2771
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-1 cache size   275668, 6199402 req, miss ratio 0.1481, byte miss ratio 0.1481
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-1 cache size   551337, 6199402 req, miss ratio 0.1128, byte miss ratio 0.1128
result/tencentBlock.ns20783.oracleGeneral.zst LHD cache size      689, 6199402 req, miss ratio 0.5816, byte miss ratio 0.5816
result/tencentBlock.ns20783.oracleGeneral.zst LHD cache size     2067, 6199402 req, miss ratio 0.4370, byte miss ratio 0.4370
result/tencentBlock.ns20783.oracleGeneral.zst LHD cache size     6891, 6199402 req, miss ratio 0.3947, byte miss ratio 0.3947
result/tencentBlock.ns20783.oracleGeneral.zst LHD cache size    20675, 6199402 req, miss ratio 0.3562, byte miss ratio 0.3562
result/tencentBlock.ns20783.oracleGeneral.zst LHD cache size    68917, 6199402 req, miss ratio 0.3126, byte miss ratio 0.3126
result/tencentBlock.ns20783.oracleGeneral.zst LHD cache size   137834, 6199402 req, miss ratio 0.2494, byte miss ratio 0.2494
result/tencentBlock.ns20783.oracleGeneral.zst LHD cache size   275668, 6199402 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns20783.oracleGeneral.zst LHD cache size   551337, 6199402 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns20783.oracleGeneral.zst LeCaR cache size      689, 6199402 req, miss ratio 0.5800, byte miss ratio 0.5800
result/tencentBlock.ns20783.oracleGeneral.zst LeCaR cache size     2067, 6199402 req, miss ratio 0.4554, byte miss ratio 0.4554
result/tencentBlock.ns20783.oracleGeneral.zst LeCaR cache size     6891, 6199402 req, miss ratio 0.3975, byte miss ratio 0.3975
result/tencentBlock.ns20783.oracleGeneral.zst LeCaR cache size    20675, 6199402 req, miss ratio 0.3611, byte miss ratio 0.3611
result/tencentBlock.ns20783.oracleGeneral.zst LeCaR cache size    68917, 6199402 req, miss ratio 0.3218, byte miss ratio 0.3218
result/tencentBlock.ns20783.oracleGeneral.zst LeCaR cache size   137834, 6199402 req, miss ratio 0.2922, byte miss ratio 0.2922
result/tencentBlock.ns20783.oracleGeneral.zst LeCaR cache size   275668, 6199402 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns20783.oracleGeneral.zst LeCaR cache size   551337, 6199402 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns20783.oracleGeneral.zst Clock cache size      689, 6199402 req, miss ratio 0.5824, byte miss ratio 0.5824
result/tencentBlock.ns20783.oracleGeneral.zst Clock cache size     2067, 6199402 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns20783.oracleGeneral.zst Clock cache size     6891, 6199402 req, miss ratio 0.4015, byte miss ratio 0.4015
result/tencentBlock.ns20783.oracleGeneral.zst Clock cache size    20675, 6199402 req, miss ratio 0.3664, byte miss ratio 0.3664
result/tencentBlock.ns20783.oracleGeneral.zst Clock cache size    68917, 6199402 req, miss ratio 0.3229, byte miss ratio 0.3229
result/tencentBlock.ns20783.oracleGeneral.zst Clock cache size   137834, 6199402 req, miss ratio 0.2945, byte miss ratio 0.2945
result/tencentBlock.ns20783.oracleGeneral.zst Clock cache size   275668, 6199402 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns20783.oracleGeneral.zst Clock cache size   551337, 6199402 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns20783.oracleGeneral.zst FIFO cache size      689, 6199402 req, miss ratio 0.6460, byte miss ratio 0.6460
result/tencentBlock.ns20783.oracleGeneral.zst FIFO cache size     2067, 6199402 req, miss ratio 0.5231, byte miss ratio 0.5231
result/tencentBlock.ns20783.oracleGeneral.zst FIFO cache size     6891, 6199402 req, miss ratio 0.4372, byte miss ratio 0.4372
result/tencentBlock.ns20783.oracleGeneral.zst FIFO cache size    20675, 6199402 req, miss ratio 0.3815, byte miss ratio 0.3815
result/tencentBlock.ns20783.oracleGeneral.zst FIFO cache size    68917, 6199402 req, miss ratio 0.3331, byte miss ratio 0.3331
result/tencentBlock.ns20783.oracleGeneral.zst FIFO cache size   137834, 6199402 req, miss ratio 0.2900, byte miss ratio 0.2900
result/tencentBlock.ns20783.oracleGeneral.zst FIFO cache size   275668, 6199402 req, miss ratio 0.1867, byte miss ratio 0.1867
result/tencentBlock.ns20783.oracleGeneral.zst FIFO cache size   551337, 6199402 req, miss ratio 0.1320, byte miss ratio 0.1320
result/tencentBlock.ns20783.oracleGeneral.zst LRU cache size      689, 6199402 req, miss ratio 0.5853, byte miss ratio 0.5853
result/tencentBlock.ns20783.oracleGeneral.zst LRU cache size     2067, 6199402 req, miss ratio 0.4782, byte miss ratio 0.4782
result/tencentBlock.ns20783.oracleGeneral.zst LRU cache size     6891, 6199402 req, miss ratio 0.4034, byte miss ratio 0.4034
result/tencentBlock.ns20783.oracleGeneral.zst LRU cache size    20675, 6199402 req, miss ratio 0.3631, byte miss ratio 0.3631
result/tencentBlock.ns20783.oracleGeneral.zst LRU cache size    68917, 6199402 req, miss ratio 0.3230, byte miss ratio 0.3230
result/tencentBlock.ns20783.oracleGeneral.zst LRU cache size   137834, 6199402 req, miss ratio 0.2940, byte miss ratio 0.2940
result/tencentBlock.ns20783.oracleGeneral.zst LRU cache size   275668, 6199402 req, miss ratio 0.1416, byte miss ratio 0.1416
result/tencentBlock.ns20783.oracleGeneral.zst LRU cache size   551337, 6199402 req, miss ratio 0.1123, byte miss ratio 0.1123
result/tencentBlock.ns20783.oracleGeneral.zst Cacheus cache size      689, 6199402 req, miss ratio 0.5604, byte miss ratio 0.5604
result/tencentBlock.ns20783.oracleGeneral.zst Cacheus cache size     2067, 6199402 req, miss ratio 0.4389, byte miss ratio 0.4389
result/tencentBlock.ns20783.oracleGeneral.zst Cacheus cache size     6891, 6199402 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns20783.oracleGeneral.zst Cacheus cache size    20675, 6199402 req, miss ratio 0.3568, byte miss ratio 0.3568
result/tencentBlock.ns20783.oracleGeneral.zst Cacheus cache size    68917, 6199402 req, miss ratio 0.3165, byte miss ratio 0.3165
result/tencentBlock.ns20783.oracleGeneral.zst Cacheus cache size   137834, 6199402 req, miss ratio 0.2857, byte miss ratio 0.2857
result/tencentBlock.ns20783.oracleGeneral.zst Cacheus cache size   275668, 6199402 req, miss ratio 0.1551, byte miss ratio 0.1551
result/tencentBlock.ns20783.oracleGeneral.zst Cacheus cache size   551337, 6199402 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns20783.oracleGeneral.zst ARC cache size      689, 6199402 req, miss ratio 0.5564, byte miss ratio 0.5564
result/tencentBlock.ns20783.oracleGeneral.zst ARC cache size     2067, 6199402 req, miss ratio 0.4217, byte miss ratio 0.4217
result/tencentBlock.ns20783.oracleGeneral.zst ARC cache size     6891, 6199402 req, miss ratio 0.3932, byte miss ratio 0.3932
result/tencentBlock.ns20783.oracleGeneral.zst ARC cache size    20675, 6199402 req, miss ratio 0.3562, byte miss ratio 0.3562
result/tencentBlock.ns20783.oracleGeneral.zst ARC cache size    68917, 6199402 req, miss ratio 0.3210, byte miss ratio 0.3210
result/tencentBlock.ns20783.oracleGeneral.zst ARC cache size   137834, 6199402 req, miss ratio 0.2852, byte miss ratio 0.2852
result/tencentBlock.ns20783.oracleGeneral.zst ARC cache size   275668, 6199402 req, miss ratio 0.1453, byte miss ratio 0.1453
result/tencentBlock.ns20783.oracleGeneral.zst ARC cache size   551337, 6199402 req, miss ratio 0.1126, byte miss ratio 0.1126
result/tencentBlock.ns20783.oracleGeneral.zst LIRS cache size      689, 6199402 req, miss ratio 0.5746, byte miss ratio 0.5746
result/tencentBlock.ns20783.oracleGeneral.zst LIRS cache size     2067, 6199402 req, miss ratio 0.4325, byte miss ratio 0.4325
result/tencentBlock.ns20783.oracleGeneral.zst LIRS cache size     6891, 6199402 req, miss ratio 0.4028, byte miss ratio 0.4028
result/tencentBlock.ns20783.oracleGeneral.zst LIRS cache size    20675, 6199402 req, miss ratio 0.3620, byte miss ratio 0.3620
result/tencentBlock.ns20783.oracleGeneral.zst LIRS cache size    68917, 6199402 req, miss ratio 0.3179, byte miss ratio 0.3179
result/tencentBlock.ns20783.oracleGeneral.zst LIRS cache size   137834, 6199402 req, miss ratio 0.2549, byte miss ratio 0.2549
result/tencentBlock.ns20783.oracleGeneral.zst LIRS cache size   275668, 6199402 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns20783.oracleGeneral.zst LIRS cache size   551337, 6199402 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-d-1 cache size      689, 6199402 req, miss ratio 0.5582, byte miss ratio 0.5582
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-d-1 cache size     2067, 6199402 req, miss ratio 0.4123, byte miss ratio 0.4123
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-d-1 cache size     6891, 6199402 req, miss ratio 0.3935, byte miss ratio 0.3935
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-d-1 cache size    20675, 6199402 req, miss ratio 0.3572, byte miss ratio 0.3572
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-d-1 cache size    68917, 6199402 req, miss ratio 0.3189, byte miss ratio 0.3189
result/tencentBlock.ns20783.oracleGeneral.zst S3FIFO-d-1 cache size   137834, 6199402 req, miss ratio 0.2782, byte miss ratio 0.2782
