result/tencentBlock.ns23391.oracleGeneral.zst LIRS cache size      137, 1133902 req, miss ratio 0.5805, byte miss ratio 0.5805
result/tencentBlock.ns23391.oracleGeneral.zst LIRS cache size      412, 1133902 req, miss ratio 0.5515, byte miss ratio 0.5515
result/tencentBlock.ns23391.oracleGeneral.zst LIRS cache size     1375, 1133902 req, miss ratio 0.5004, byte miss ratio 0.5004
result/tencentBlock.ns23391.oracleGeneral.zst LIRS cache size     4127, 1133902 req, miss ratio 0.4988, byte miss ratio 0.4988
result/tencentBlock.ns23391.oracleGeneral.zst LIRS cache size    13759, 1133902 req, miss ratio 0.4753, byte miss ratio 0.4753
result/tencentBlock.ns23391.oracleGeneral.zst LIRS cache size    27519, 1133902 req, miss ratio 0.4009, byte miss ratio 0.4009
result/tencentBlock.ns23391.oracleGeneral.zst LIRS cache size    55039, 1133902 req, miss ratio 0.3215, byte miss ratio 0.3215
result/tencentBlock.ns23391.oracleGeneral.zst LIRS cache size   110078, 1133902 req, miss ratio 0.1386, byte miss ratio 0.1386
result/tencentBlock.ns23391.oracleGeneral.zst ARC cache size      137, 1133902 req, miss ratio 0.5094, byte miss ratio 0.5094
result/tencentBlock.ns23391.oracleGeneral.zst ARC cache size      412, 1133902 req, miss ratio 0.5010, byte miss ratio 0.5010
result/tencentBlock.ns23391.oracleGeneral.zst ARC cache size     1375, 1133902 req, miss ratio 0.4986, byte miss ratio 0.4986
result/tencentBlock.ns23391.oracleGeneral.zst ARC cache size     4127, 1133902 req, miss ratio 0.4982, byte miss ratio 0.4982
result/tencentBlock.ns23391.oracleGeneral.zst ARC cache size    13759, 1133902 req, miss ratio 0.4922, byte miss ratio 0.4922
result/tencentBlock.ns23391.oracleGeneral.zst ARC cache size    27519, 1133902 req, miss ratio 0.4115, byte miss ratio 0.4115
result/tencentBlock.ns23391.oracleGeneral.zst ARC cache size    55039, 1133902 req, miss ratio 0.3317, byte miss ratio 0.3317
result/tencentBlock.ns23391.oracleGeneral.zst ARC cache size   110078, 1133902 req, miss ratio 0.1457, byte miss ratio 0.1457
result/tencentBlock.ns23391.oracleGeneral.zst clock2 cache size      137, 1133902 req, miss ratio 0.5177, byte miss ratio 0.5177
result/tencentBlock.ns23391.oracleGeneral.zst clock2 cache size      412, 1133902 req, miss ratio 0.5060, byte miss ratio 0.5060
result/tencentBlock.ns23391.oracleGeneral.zst clock2 cache size     1375, 1133902 req, miss ratio 0.4996, byte miss ratio 0.4996
result/tencentBlock.ns23391.oracleGeneral.zst clock2 cache size     4127, 1133902 req, miss ratio 0.4979, byte miss ratio 0.4979
result/tencentBlock.ns23391.oracleGeneral.zst clock2 cache size    13759, 1133902 req, miss ratio 0.4977, byte miss ratio 0.4977
result/tencentBlock.ns23391.oracleGeneral.zst clock2 cache size    27519, 1133902 req, miss ratio 0.4453, byte miss ratio 0.4453
result/tencentBlock.ns23391.oracleGeneral.zst clock2 cache size    55039, 1133902 req, miss ratio 0.3827, byte miss ratio 0.3827
result/tencentBlock.ns23391.oracleGeneral.zst clock2 cache size   110078, 1133902 req, miss ratio 0.1596, byte miss ratio 0.1596
