result/tencentBlock.ns15538.oracleGeneral.zst S3FIFO-1 cache size      743, 14703596 req, miss ratio 0.7156, byte miss ratio 0.7156
result/tencentBlock.ns15538.oracleGeneral.zst S3FIFO-1 cache size     2230, 14703596 req, miss ratio 0.3112, byte miss ratio 0.3112
result/tencentBlock.ns15538.oracleGeneral.zst S3FIFO-1 cache size     7433, 14703596 req, miss ratio 0.1047, byte miss ratio 0.1047
result/tencentBlock.ns15538.oracleGeneral.zst S3FIFO-1 cache size    22301, 14703596 req, miss ratio 0.0760, byte miss ratio 0.0760
result/tencentBlock.ns15538.oracleGeneral.zst S3FIFO-1 cache size    74338, 14703596 req, miss ratio 0.0610, byte miss ratio 0.0610
result/tencentBlock.ns15538.oracleGeneral.zst S3FIFO-1 cache size   148676, 14703596 req, miss ratio 0.0534, byte miss ratio 0.0534
result/tencentBlock.ns15538.oracleGeneral.zst S3FIFO-1 cache size   297353, 14703596 req, miss ratio 0.0513, byte miss ratio 0.0513
result/tencentBlock.ns15538.oracleGeneral.zst S3FIFO-1 cache size   594706, 14703596 req, miss ratio 0.0506, byte miss ratio 0.0506
result/tencentBlock.ns15538.oracleGeneral.zst LHD cache size      743, 14703596 req, miss ratio 0.7350, byte miss ratio 0.7350
result/tencentBlock.ns15538.oracleGeneral.zst LHD cache size     2230, 14703596 req, miss ratio 0.3291, byte miss ratio 0.3291
result/tencentBlock.ns15538.oracleGeneral.zst LHD cache size     7433, 14703596 req, miss ratio 0.1085, byte miss ratio 0.1085
result/tencentBlock.ns15538.oracleGeneral.zst LHD cache size    22301, 14703596 req, miss ratio 0.0776, byte miss ratio 0.0776
result/tencentBlock.ns15538.oracleGeneral.zst LHD cache size    74338, 14703596 req, miss ratio 0.0598, byte miss ratio 0.0598
result/tencentBlock.ns15538.oracleGeneral.zst LHD cache size   148676, 14703596 req, miss ratio 0.0532, byte miss ratio 0.0532
result/tencentBlock.ns15538.oracleGeneral.zst LHD cache size   297353, 14703596 req, miss ratio 0.0512, byte miss ratio 0.0512
result/tencentBlock.ns15538.oracleGeneral.zst LHD cache size   594706, 14703596 req, miss ratio 0.0506, byte miss ratio 0.0506
result/tencentBlock.ns15538.oracleGeneral.zst ARC cache size      743, 14703596 req, miss ratio 0.7254, byte miss ratio 0.7254
result/tencentBlock.ns15538.oracleGeneral.zst ARC cache size     2230, 14703596 req, miss ratio 0.2923, byte miss ratio 0.2923
result/tencentBlock.ns15538.oracleGeneral.zst ARC cache size     7433, 14703596 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns15538.oracleGeneral.zst ARC cache size    22301, 14703596 req, miss ratio 0.0798, byte miss ratio 0.0798
result/tencentBlock.ns15538.oracleGeneral.zst ARC cache size    74338, 14703596 req, miss ratio 0.0625, byte miss ratio 0.0625
result/tencentBlock.ns15538.oracleGeneral.zst ARC cache size   148676, 14703596 req, miss ratio 0.0542, byte miss ratio 0.0542
result/tencentBlock.ns15538.oracleGeneral.zst ARC cache size   297353, 14703596 req, miss ratio 0.0512, byte miss ratio 0.0512
result/tencentBlock.ns15538.oracleGeneral.zst ARC cache size   594706, 14703596 req, miss ratio 0.0506, byte miss ratio 0.0506
result/tencentBlock.ns15538.oracleGeneral.zst clock2 cache size      743, 14703596 req, miss ratio 0.7978, byte miss ratio 0.7978
result/tencentBlock.ns15538.oracleGeneral.zst clock2 cache size     2230, 14703596 req, miss ratio 0.3872, byte miss ratio 0.3872
result/tencentBlock.ns15538.oracleGeneral.zst clock2 cache size     7433, 14703596 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns15538.oracleGeneral.zst clock2 cache size    22301, 14703596 req, miss ratio 0.0805, byte miss ratio 0.0805
result/tencentBlock.ns15538.oracleGeneral.zst clock2 cache size    74338, 14703596 req, miss ratio 0.0665, byte miss ratio 0.0665
result/tencentBlock.ns15538.oracleGeneral.zst clock2 cache size   148676, 14703596 req, miss ratio 0.0579, byte miss ratio 0.0579
result/tencentBlock.ns15538.oracleGeneral.zst clock2 cache size   297353, 14703596 req, miss ratio 0.0516, byte miss ratio 0.0516
result/tencentBlock.ns15538.oracleGeneral.zst clock2 cache size   594706, 14703596 req, miss ratio 0.0506, byte miss ratio 0.0506
result/tencentBlock.ns15538.oracleGeneral.zst LRU cache size      743, 14703596 req, miss ratio 0.8125, byte miss ratio 0.8125
result/tencentBlock.ns15538.oracleGeneral.zst LRU cache size     2230, 14703596 req, miss ratio 0.3822, byte miss ratio 0.3822
