result/tencentBlock.ns4011.oracleGeneral.zst LeCaR cache size      984, 3640093 req, miss ratio 0.4650, byte miss ratio 0.4650
result/tencentBlock.ns4011.oracleGeneral.zst LeCaR cache size     2952, 3640093 req, miss ratio 0.4382, byte miss ratio 0.4382
result/tencentBlock.ns4011.oracleGeneral.zst LeCaR cache size     9843, 3640093 req, miss ratio 0.4185, byte miss ratio 0.4185
result/tencentBlock.ns4011.oracleGeneral.zst LeCaR cache size    29529, 3640093 req, miss ratio 0.4067, byte miss ratio 0.4067
result/tencentBlock.ns4011.oracleGeneral.zst LeCaR cache size    98430, 3640093 req, miss ratio 0.3892, byte miss ratio 0.3892
result/tencentBlock.ns4011.oracleGeneral.zst LeCaR cache size   196861, 3640093 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns4011.oracleGeneral.zst LeCaR cache size   393722, 3640093 req, miss ratio 0.3108, byte miss ratio 0.3108
result/tencentBlock.ns4011.oracleGeneral.zst LeCaR cache size   787445, 3640093 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns4011.oracleGeneral.zst Clock cache size      984, 3640093 req, miss ratio 0.4668, byte miss ratio 0.4668
result/tencentBlock.ns4011.oracleGeneral.zst Clock cache size     2952, 3640093 req, miss ratio 0.4389, byte miss ratio 0.4389
result/tencentBlock.ns4011.oracleGeneral.zst Clock cache size     9843, 3640093 req, miss ratio 0.4185, byte miss ratio 0.4185
result/tencentBlock.ns4011.oracleGeneral.zst Clock cache size    29529, 3640093 req, miss ratio 0.4061, byte miss ratio 0.4061
result/tencentBlock.ns4011.oracleGeneral.zst Clock cache size    98430, 3640093 req, miss ratio 0.3854, byte miss ratio 0.3854
result/tencentBlock.ns4011.oracleGeneral.zst Clock cache size   196861, 3640093 req, miss ratio 0.3577, byte miss ratio 0.3577
result/tencentBlock.ns4011.oracleGeneral.zst Clock cache size   393722, 3640093 req, miss ratio 0.3111, byte miss ratio 0.3111
result/tencentBlock.ns4011.oracleGeneral.zst Clock cache size   787445, 3640093 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns4011.oracleGeneral.zst ARC cache size      984, 3640093 req, miss ratio 0.4566, byte miss ratio 0.4566
result/tencentBlock.ns4011.oracleGeneral.zst ARC cache size     2952, 3640093 req, miss ratio 0.4325, byte miss ratio 0.4325
result/tencentBlock.ns4011.oracleGeneral.zst ARC cache size     9843, 3640093 req, miss ratio 0.4162, byte miss ratio 0.4162
result/tencentBlock.ns4011.oracleGeneral.zst ARC cache size    29529, 3640093 req, miss ratio 0.3944, byte miss ratio 0.3944
result/tencentBlock.ns4011.oracleGeneral.zst ARC cache size    98430, 3640093 req, miss ratio 0.3747, byte miss ratio 0.3747
result/tencentBlock.ns4011.oracleGeneral.zst ARC cache size   196861, 3640093 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns4011.oracleGeneral.zst ARC cache size   393722, 3640093 req, miss ratio 0.3093, byte miss ratio 0.3093
result/tencentBlock.ns4011.oracleGeneral.zst ARC cache size   787445, 3640093 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-1 cache size      984, 3640093 req, miss ratio 0.4642, byte miss ratio 0.4642
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-1 cache size     2952, 3640093 req, miss ratio 0.4423, byte miss ratio 0.4423
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-1 cache size     9843, 3640093 req, miss ratio 0.4175, byte miss ratio 0.4175
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-1 cache size    29529, 3640093 req, miss ratio 0.3948, byte miss ratio 0.3948
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-1 cache size    98430, 3640093 req, miss ratio 0.3743, byte miss ratio 0.3743
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-1 cache size   196861, 3640093 req, miss ratio 0.3469, byte miss ratio 0.3469
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-1 cache size   393722, 3640093 req, miss ratio 0.3082, byte miss ratio 0.3082
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-1 cache size   787445, 3640093 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns4011.oracleGeneral.zst Cacheus cache size      984, 3640093 req, miss ratio 0.4565, byte miss ratio 0.4565
result/tencentBlock.ns4011.oracleGeneral.zst Cacheus cache size     2952, 3640093 req, miss ratio 0.4311, byte miss ratio 0.4311
result/tencentBlock.ns4011.oracleGeneral.zst Cacheus cache size     9843, 3640093 req, miss ratio 0.4154, byte miss ratio 0.4154
result/tencentBlock.ns4011.oracleGeneral.zst Cacheus cache size    29529, 3640093 req, miss ratio 0.4010, byte miss ratio 0.4010
result/tencentBlock.ns4011.oracleGeneral.zst Cacheus cache size    98430, 3640093 req, miss ratio 0.3763, byte miss ratio 0.3763
result/tencentBlock.ns4011.oracleGeneral.zst Cacheus cache size   196861, 3640093 req, miss ratio 0.3459, byte miss ratio 0.3459
result/tencentBlock.ns4011.oracleGeneral.zst Cacheus cache size   393722, 3640093 req, miss ratio 0.3186, byte miss ratio 0.3186
result/tencentBlock.ns4011.oracleGeneral.zst Cacheus cache size   787445, 3640093 req, miss ratio 0.2805, byte miss ratio 0.2805
result/tencentBlock.ns4011.oracleGeneral.zst clock2 cache size      984, 3640093 req, miss ratio 0.4657, byte miss ratio 0.4657
result/tencentBlock.ns4011.oracleGeneral.zst clock2 cache size     2952, 3640093 req, miss ratio 0.4379, byte miss ratio 0.4379
result/tencentBlock.ns4011.oracleGeneral.zst clock2 cache size     9843, 3640093 req, miss ratio 0.4188, byte miss ratio 0.4188
result/tencentBlock.ns4011.oracleGeneral.zst clock2 cache size    29529, 3640093 req, miss ratio 0.4064, byte miss ratio 0.4064
result/tencentBlock.ns4011.oracleGeneral.zst clock2 cache size    98430, 3640093 req, miss ratio 0.3832, byte miss ratio 0.3832
result/tencentBlock.ns4011.oracleGeneral.zst clock2 cache size   196861, 3640093 req, miss ratio 0.3578, byte miss ratio 0.3578
result/tencentBlock.ns4011.oracleGeneral.zst clock2 cache size   393722, 3640093 req, miss ratio 0.3121, byte miss ratio 0.3121
result/tencentBlock.ns4011.oracleGeneral.zst clock2 cache size   787445, 3640093 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns4011.oracleGeneral.zst LIRS cache size      984, 3640093 req, miss ratio 0.4732, byte miss ratio 0.4732
result/tencentBlock.ns4011.oracleGeneral.zst LIRS cache size     2952, 3640093 req, miss ratio 0.4543, byte miss ratio 0.4543
result/tencentBlock.ns4011.oracleGeneral.zst LIRS cache size     9843, 3640093 req, miss ratio 0.4360, byte miss ratio 0.4360
result/tencentBlock.ns4011.oracleGeneral.zst LIRS cache size    29529, 3640093 req, miss ratio 0.4030, byte miss ratio 0.4030
result/tencentBlock.ns4011.oracleGeneral.zst LIRS cache size    98430, 3640093 req, miss ratio 0.3767, byte miss ratio 0.3767
result/tencentBlock.ns4011.oracleGeneral.zst LIRS cache size   196861, 3640093 req, miss ratio 0.3463, byte miss ratio 0.3463
result/tencentBlock.ns4011.oracleGeneral.zst LIRS cache size   393722, 3640093 req, miss ratio 0.3117, byte miss ratio 0.3117
result/tencentBlock.ns4011.oracleGeneral.zst LIRS cache size   787445, 3640093 req, miss ratio 0.2759, byte miss ratio 0.2759
result/tencentBlock.ns4011.oracleGeneral.zst LHD cache size      984, 3640093 req, miss ratio 0.4643, byte miss ratio 0.4643
result/tencentBlock.ns4011.oracleGeneral.zst LHD cache size     2952, 3640093 req, miss ratio 0.4361, byte miss ratio 0.4361
result/tencentBlock.ns4011.oracleGeneral.zst LHD cache size     9843, 3640093 req, miss ratio 0.4171, byte miss ratio 0.4171
result/tencentBlock.ns4011.oracleGeneral.zst LHD cache size    29529, 3640093 req, miss ratio 0.4042, byte miss ratio 0.4042
result/tencentBlock.ns4011.oracleGeneral.zst LHD cache size    98430, 3640093 req, miss ratio 0.3775, byte miss ratio 0.3775
result/tencentBlock.ns4011.oracleGeneral.zst LHD cache size   196861, 3640093 req, miss ratio 0.3502, byte miss ratio 0.3502
result/tencentBlock.ns4011.oracleGeneral.zst LHD cache size   393722, 3640093 req, miss ratio 0.3134, byte miss ratio 0.3134
result/tencentBlock.ns4011.oracleGeneral.zst LHD cache size   787445, 3640093 req, miss ratio 0.2761, byte miss ratio 0.2761
result/tencentBlock.ns4011.oracleGeneral.zst LRU cache size      984, 3640093 req, miss ratio 0.4711, byte miss ratio 0.4711
result/tencentBlock.ns4011.oracleGeneral.zst LRU cache size     2952, 3640093 req, miss ratio 0.4401, byte miss ratio 0.4401
result/tencentBlock.ns4011.oracleGeneral.zst LRU cache size     9843, 3640093 req, miss ratio 0.4193, byte miss ratio 0.4193
result/tencentBlock.ns4011.oracleGeneral.zst LRU cache size    29529, 3640093 req, miss ratio 0.4070, byte miss ratio 0.4070
result/tencentBlock.ns4011.oracleGeneral.zst LRU cache size    98430, 3640093 req, miss ratio 0.3896, byte miss ratio 0.3896
result/tencentBlock.ns4011.oracleGeneral.zst LRU cache size   196861, 3640093 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns4011.oracleGeneral.zst LRU cache size   393722, 3640093 req, miss ratio 0.3114, byte miss ratio 0.3114
result/tencentBlock.ns4011.oracleGeneral.zst LRU cache size   787445, 3640093 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns4011.oracleGeneral.zst FIFO cache size      984, 3640093 req, miss ratio 0.5192, byte miss ratio 0.5192
result/tencentBlock.ns4011.oracleGeneral.zst FIFO cache size     2952, 3640093 req, miss ratio 0.4614, byte miss ratio 0.4614
result/tencentBlock.ns4011.oracleGeneral.zst FIFO cache size     9843, 3640093 req, miss ratio 0.4288, byte miss ratio 0.4288
result/tencentBlock.ns4011.oracleGeneral.zst FIFO cache size    29529, 3640093 req, miss ratio 0.4124, byte miss ratio 0.4124
result/tencentBlock.ns4011.oracleGeneral.zst FIFO cache size    98430, 3640093 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns4011.oracleGeneral.zst FIFO cache size   196861, 3640093 req, miss ratio 0.3600, byte miss ratio 0.3600
result/tencentBlock.ns4011.oracleGeneral.zst FIFO cache size   393722, 3640093 req, miss ratio 0.3202, byte miss ratio 0.3202
result/tencentBlock.ns4011.oracleGeneral.zst FIFO cache size   787445, 3640093 req, miss ratio 0.2803, byte miss ratio 0.2803
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-d-1 cache size      984, 3640093 req, miss ratio 0.4565, byte miss ratio 0.4565
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-d-1 cache size     2952, 3640093 req, miss ratio 0.4358, byte miss ratio 0.4358
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-d-1 cache size     9843, 3640093 req, miss ratio 0.4168, byte miss ratio 0.4168
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-d-1 cache size    29529, 3640093 req, miss ratio 0.3947, byte miss ratio 0.3947
result/tencentBlock.ns4011.oracleGeneral.zst S3FIFO-d-1 cache size    98430, 3640093 req, miss ratio 0.3742, byte miss ratio 0.3742
