result/tencentBlock.ns15692.oracleGeneral.zst FIFO cache size      431, 4146116 req, miss ratio 0.6044, byte miss ratio 0.6044
result/tencentBlock.ns15692.oracleGeneral.zst FIFO cache size     1294, 4146116 req, miss ratio 0.4810, byte miss ratio 0.4810
result/tencentBlock.ns15692.oracleGeneral.zst FIFO cache size     4315, 4146116 req, miss ratio 0.3855, byte miss ratio 0.3855
result/tencentBlock.ns15692.oracleGeneral.zst FIFO cache size    12945, 4146116 req, miss ratio 0.3324, byte miss ratio 0.3324
result/tencentBlock.ns15692.oracleGeneral.zst FIFO cache size    43152, 4146116 req, miss ratio 0.2621, byte miss ratio 0.2621
result/tencentBlock.ns15692.oracleGeneral.zst FIFO cache size    86305, 4146116 req, miss ratio 0.2020, byte miss ratio 0.2020
result/tencentBlock.ns15692.oracleGeneral.zst FIFO cache size   172610, 4146116 req, miss ratio 0.1464, byte miss ratio 0.1464
result/tencentBlock.ns15692.oracleGeneral.zst FIFO cache size   345220, 4146116 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns15692.oracleGeneral.zst LRU cache size      431, 4146116 req, miss ratio 0.5222, byte miss ratio 0.5222
result/tencentBlock.ns15692.oracleGeneral.zst LRU cache size     1294, 4146116 req, miss ratio 0.4396, byte miss ratio 0.4396
result/tencentBlock.ns15692.oracleGeneral.zst LRU cache size     4315, 4146116 req, miss ratio 0.3450, byte miss ratio 0.3450
result/tencentBlock.ns15692.oracleGeneral.zst LRU cache size    12945, 4146116 req, miss ratio 0.3103, byte miss ratio 0.3103
result/tencentBlock.ns15692.oracleGeneral.zst LRU cache size    43152, 4146116 req, miss ratio 0.2475, byte miss ratio 0.2475
result/tencentBlock.ns15692.oracleGeneral.zst LRU cache size    86305, 4146116 req, miss ratio 0.2000, byte miss ratio 0.2000
result/tencentBlock.ns15692.oracleGeneral.zst LRU cache size   172610, 4146116 req, miss ratio 0.1259, byte miss ratio 0.1259
result/tencentBlock.ns15692.oracleGeneral.zst LRU cache size   345220, 4146116 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns15692.oracleGeneral.zst clock2 cache size      431, 4146116 req, miss ratio 0.5162, byte miss ratio 0.5162
result/tencentBlock.ns15692.oracleGeneral.zst clock2 cache size     1294, 4146116 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns15692.oracleGeneral.zst clock2 cache size     4315, 4146116 req, miss ratio 0.3321, byte miss ratio 0.3321
result/tencentBlock.ns15692.oracleGeneral.zst clock2 cache size    12945, 4146116 req, miss ratio 0.3118, byte miss ratio 0.3118
result/tencentBlock.ns15692.oracleGeneral.zst clock2 cache size    43152, 4146116 req, miss ratio 0.2577, byte miss ratio 0.2577
result/tencentBlock.ns15692.oracleGeneral.zst clock2 cache size    86305, 4146116 req, miss ratio 0.2136, byte miss ratio 0.2136
result/tencentBlock.ns15692.oracleGeneral.zst clock2 cache size   172610, 4146116 req, miss ratio 0.1431, byte miss ratio 0.1431
result/tencentBlock.ns15692.oracleGeneral.zst clock2 cache size   345220, 4146116 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns15692.oracleGeneral.zst LeCaR cache size      431, 4146116 req, miss ratio 0.5148, byte miss ratio 0.5148
result/tencentBlock.ns15692.oracleGeneral.zst LeCaR cache size     1294, 4146116 req, miss ratio 0.4376, byte miss ratio 0.4376
result/tencentBlock.ns15692.oracleGeneral.zst LeCaR cache size     4315, 4146116 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns15692.oracleGeneral.zst LeCaR cache size    12945, 4146116 req, miss ratio 0.3095, byte miss ratio 0.3095
result/tencentBlock.ns15692.oracleGeneral.zst LeCaR cache size    43152, 4146116 req, miss ratio 0.2457, byte miss ratio 0.2457
result/tencentBlock.ns15692.oracleGeneral.zst LeCaR cache size    86305, 4146116 req, miss ratio 0.1939, byte miss ratio 0.1939
result/tencentBlock.ns15692.oracleGeneral.zst LeCaR cache size   172610, 4146116 req, miss ratio 0.1266, byte miss ratio 0.1266
result/tencentBlock.ns15692.oracleGeneral.zst LeCaR cache size   345220, 4146116 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns15692.oracleGeneral.zst Cacheus cache size      431, 4146116 req, miss ratio 0.5006, byte miss ratio 0.5006
result/tencentBlock.ns15692.oracleGeneral.zst Cacheus cache size     1294, 4146116 req, miss ratio 0.4179, byte miss ratio 0.4179
result/tencentBlock.ns15692.oracleGeneral.zst Cacheus cache size     4315, 4146116 req, miss ratio 0.3246, byte miss ratio 0.3246
result/tencentBlock.ns15692.oracleGeneral.zst Cacheus cache size    12945, 4146116 req, miss ratio 0.3005, byte miss ratio 0.3005
result/tencentBlock.ns15692.oracleGeneral.zst Cacheus cache size    43152, 4146116 req, miss ratio 0.2440, byte miss ratio 0.2440
result/tencentBlock.ns15692.oracleGeneral.zst Cacheus cache size    86305, 4146116 req, miss ratio 0.1927, byte miss ratio 0.1927
result/tencentBlock.ns15692.oracleGeneral.zst Cacheus cache size   172610, 4146116 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns15692.oracleGeneral.zst Cacheus cache size   345220, 4146116 req, miss ratio 0.1065, byte miss ratio 0.1065
result/tencentBlock.ns15692.oracleGeneral.zst Clock cache size      431, 4146116 req, miss ratio 0.5169, byte miss ratio 0.5169
result/tencentBlock.ns15692.oracleGeneral.zst Clock cache size     1294, 4146116 req, miss ratio 0.4373, byte miss ratio 0.4373
result/tencentBlock.ns15692.oracleGeneral.zst Clock cache size     4315, 4146116 req, miss ratio 0.3401, byte miss ratio 0.3401
result/tencentBlock.ns15692.oracleGeneral.zst Clock cache size    12945, 4146116 req, miss ratio 0.3108, byte miss ratio 0.3108
