result/tencentBlock.ns19028.oracleGeneral.zst LIRS cache size      471, 5206869 req, miss ratio 0.4049, byte miss ratio 0.4049
result/tencentBlock.ns19028.oracleGeneral.zst LIRS cache size     1414, 5206869 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns19028.oracleGeneral.zst LIRS cache size     4713, 5206869 req, miss ratio 0.2085, byte miss ratio 0.2085
result/tencentBlock.ns19028.oracleGeneral.zst LIRS cache size    14140, 5206869 req, miss ratio 0.1733, byte miss ratio 0.1733
result/tencentBlock.ns19028.oracleGeneral.zst LIRS cache size    47134, 5206869 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns19028.oracleGeneral.zst LIRS cache size    94269, 5206869 req, miss ratio 0.1179, byte miss ratio 0.1179
result/tencentBlock.ns19028.oracleGeneral.zst LIRS cache size   188538, 5206869 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns19028.oracleGeneral.zst LIRS cache size   377077, 5206869 req, miss ratio 0.0925, byte miss ratio 0.0925
result/tencentBlock.ns19028.oracleGeneral.zst LHD cache size      471, 5206869 req, miss ratio 0.4004, byte miss ratio 0.4004
result/tencentBlock.ns19028.oracleGeneral.zst LHD cache size     1414, 5206869 req, miss ratio 0.2682, byte miss ratio 0.2682
result/tencentBlock.ns19028.oracleGeneral.zst LHD cache size     4713, 5206869 req, miss ratio 0.2015, byte miss ratio 0.2015
result/tencentBlock.ns19028.oracleGeneral.zst LHD cache size    14140, 5206869 req, miss ratio 0.1687, byte miss ratio 0.1687
result/tencentBlock.ns19028.oracleGeneral.zst LHD cache size    47134, 5206869 req, miss ratio 0.1237, byte miss ratio 0.1237
result/tencentBlock.ns19028.oracleGeneral.zst LHD cache size    94269, 5206869 req, miss ratio 0.1022, byte miss ratio 0.1022
result/tencentBlock.ns19028.oracleGeneral.zst LHD cache size   188538, 5206869 req, miss ratio 0.0938, byte miss ratio 0.0938
result/tencentBlock.ns19028.oracleGeneral.zst LHD cache size   377077, 5206869 req, miss ratio 0.0908, byte miss ratio 0.0908
result/tencentBlock.ns19028.oracleGeneral.zst S3FIFO-1 cache size      471, 5206869 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns19028.oracleGeneral.zst S3FIFO-1 cache size     1414, 5206869 req, miss ratio 0.2375, byte miss ratio 0.2375
result/tencentBlock.ns19028.oracleGeneral.zst S3FIFO-1 cache size     4713, 5206869 req, miss ratio 0.2020, byte miss ratio 0.2020
result/tencentBlock.ns19028.oracleGeneral.zst S3FIFO-1 cache size    14140, 5206869 req, miss ratio 0.1710, byte miss ratio 0.1710
result/tencentBlock.ns19028.oracleGeneral.zst S3FIFO-1 cache size    47134, 5206869 req, miss ratio 0.1353, byte miss ratio 0.1353
result/tencentBlock.ns19028.oracleGeneral.zst S3FIFO-1 cache size    94269, 5206869 req, miss ratio 0.1075, byte miss ratio 0.1075
result/tencentBlock.ns19028.oracleGeneral.zst S3FIFO-1 cache size   188538, 5206869 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns19028.oracleGeneral.zst S3FIFO-1 cache size   377077, 5206869 req, miss ratio 0.0908, byte miss ratio 0.0908
result/tencentBlock.ns19028.oracleGeneral.zst Cacheus cache size      471, 5206869 req, miss ratio 0.3879, byte miss ratio 0.3879
result/tencentBlock.ns19028.oracleGeneral.zst Cacheus cache size     1414, 5206869 req, miss ratio 0.2737, byte miss ratio 0.2737
result/tencentBlock.ns19028.oracleGeneral.zst Cacheus cache size     4713, 5206869 req, miss ratio 0.2007, byte miss ratio 0.2007
