result/tencentBlock.ns17070.oracleGeneral.zst clock2 cache size      178, 2092582 req, miss ratio 0.7038, byte miss ratio 0.7038
result/tencentBlock.ns17070.oracleGeneral.zst clock2 cache size      534, 2092582 req, miss ratio 0.6558, byte miss ratio 0.6558
result/tencentBlock.ns17070.oracleGeneral.zst clock2 cache size     1780, 2092582 req, miss ratio 0.3049, byte miss ratio 0.3049
result/tencentBlock.ns17070.oracleGeneral.zst clock2 cache size     5341, 2092582 req, miss ratio 0.2494, byte miss ratio 0.2494
result/tencentBlock.ns17070.oracleGeneral.zst clock2 cache size    17803, 2092582 req, miss ratio 0.2136, byte miss ratio 0.2136
result/tencentBlock.ns17070.oracleGeneral.zst clock2 cache size    35607, 2092582 req, miss ratio 0.1730, byte miss ratio 0.1730
result/tencentBlock.ns17070.oracleGeneral.zst clock2 cache size    71214, 2092582 req, miss ratio 0.1098, byte miss ratio 0.1098
result/tencentBlock.ns17070.oracleGeneral.zst clock2 cache size   142428, 2092582 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns17070.oracleGeneral.zst LHD cache size      178, 2092582 req, miss ratio 0.6810, byte miss ratio 0.6810
result/tencentBlock.ns17070.oracleGeneral.zst LHD cache size      534, 2092582 req, miss ratio 0.6504, byte miss ratio 0.6504
result/tencentBlock.ns17070.oracleGeneral.zst LHD cache size     1780, 2092582 req, miss ratio 0.2920, byte miss ratio 0.2920
result/tencentBlock.ns17070.oracleGeneral.zst LHD cache size     5341, 2092582 req, miss ratio 0.2475, byte miss ratio 0.2475
result/tencentBlock.ns17070.oracleGeneral.zst LHD cache size    17803, 2092582 req, miss ratio 0.2067, byte miss ratio 0.2067
result/tencentBlock.ns17070.oracleGeneral.zst LHD cache size    35607, 2092582 req, miss ratio 0.1618, byte miss ratio 0.1618
result/tencentBlock.ns17070.oracleGeneral.zst LHD cache size    71214, 2092582 req, miss ratio 0.1085, byte miss ratio 0.1085
result/tencentBlock.ns17070.oracleGeneral.zst LHD cache size   142428, 2092582 req, miss ratio 0.0885, byte miss ratio 0.0885
result/tencentBlock.ns17070.oracleGeneral.zst Clock cache size      178, 2092582 req, miss ratio 0.7377, byte miss ratio 0.7377
result/tencentBlock.ns17070.oracleGeneral.zst Clock cache size      534, 2092582 req, miss ratio 0.6595, byte miss ratio 0.6595
result/tencentBlock.ns17070.oracleGeneral.zst Clock cache size     1780, 2092582 req, miss ratio 0.3094, byte miss ratio 0.3094
result/tencentBlock.ns17070.oracleGeneral.zst Clock cache size     5341, 2092582 req, miss ratio 0.2502, byte miss ratio 0.2502
result/tencentBlock.ns17070.oracleGeneral.zst Clock cache size    17803, 2092582 req, miss ratio 0.2136, byte miss ratio 0.2136
result/tencentBlock.ns17070.oracleGeneral.zst Clock cache size    35607, 2092582 req, miss ratio 0.1713, byte miss ratio 0.1713
result/tencentBlock.ns17070.oracleGeneral.zst Clock cache size    71214, 2092582 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns17070.oracleGeneral.zst Clock cache size   142428, 2092582 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns17070.oracleGeneral.zst S3FIFO-1 cache size      178, 2092582 req, miss ratio 0.6715, byte miss ratio 0.6715
result/tencentBlock.ns17070.oracleGeneral.zst S3FIFO-1 cache size      534, 2092582 req, miss ratio 0.6132, byte miss ratio 0.6132
result/tencentBlock.ns17070.oracleGeneral.zst S3FIFO-1 cache size     1780, 2092582 req, miss ratio 0.2668, byte miss ratio 0.2668
result/tencentBlock.ns17070.oracleGeneral.zst S3FIFO-1 cache size     5341, 2092582 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns17070.oracleGeneral.zst S3FIFO-1 cache size    17803, 2092582 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns17070.oracleGeneral.zst S3FIFO-1 cache size    35607, 2092582 req, miss ratio 0.1552, byte miss ratio 0.1552
result/tencentBlock.ns17070.oracleGeneral.zst S3FIFO-1 cache size    71214, 2092582 req, miss ratio 0.1042, byte miss ratio 0.1042
result/tencentBlock.ns17070.oracleGeneral.zst S3FIFO-1 cache size   142428, 2092582 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns17070.oracleGeneral.zst LRU cache size      178, 2092582 req, miss ratio 0.7396, byte miss ratio 0.7396
result/tencentBlock.ns17070.oracleGeneral.zst LRU cache size      534, 2092582 req, miss ratio 0.6636, byte miss ratio 0.6636
