result/tencentBlock.ns16983.oracleGeneral.zst FIFO cache size      193, 1672772 req, miss ratio 0.6023, byte miss ratio 0.6023
result/tencentBlock.ns16983.oracleGeneral.zst FIFO cache size      581, 1672772 req, miss ratio 0.4874, byte miss ratio 0.4874
result/tencentBlock.ns16983.oracleGeneral.zst FIFO cache size     1937, 1672772 req, miss ratio 0.4326, byte miss ratio 0.4326
result/tencentBlock.ns16983.oracleGeneral.zst FIFO cache size     5812, 1672772 req, miss ratio 0.3959, byte miss ratio 0.3959
result/tencentBlock.ns16983.oracleGeneral.zst FIFO cache size    19373, 1672772 req, miss ratio 0.3657, byte miss ratio 0.3657
result/tencentBlock.ns16983.oracleGeneral.zst FIFO cache size    38747, 1672772 req, miss ratio 0.3115, byte miss ratio 0.3115
result/tencentBlock.ns16983.oracleGeneral.zst FIFO cache size    77494, 1672772 req, miss ratio 0.1993, byte miss ratio 0.1993
result/tencentBlock.ns16983.oracleGeneral.zst FIFO cache size   154989, 1672772 req, miss ratio 0.1336, byte miss ratio 0.1336
result/tencentBlock.ns16983.oracleGeneral.zst clock2 cache size      193, 1672772 req, miss ratio 0.4646, byte miss ratio 0.4646
result/tencentBlock.ns16983.oracleGeneral.zst clock2 cache size      581, 1672772 req, miss ratio 0.4387, byte miss ratio 0.4387
result/tencentBlock.ns16983.oracleGeneral.zst clock2 cache size     1937, 1672772 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns16983.oracleGeneral.zst clock2 cache size     5812, 1672772 req, miss ratio 0.3668, byte miss ratio 0.3668
result/tencentBlock.ns16983.oracleGeneral.zst clock2 cache size    19373, 1672772 req, miss ratio 0.3504, byte miss ratio 0.3504
result/tencentBlock.ns16983.oracleGeneral.zst clock2 cache size    38747, 1672772 req, miss ratio 0.3020, byte miss ratio 0.3020
result/tencentBlock.ns16983.oracleGeneral.zst clock2 cache size    77494, 1672772 req, miss ratio 0.2230, byte miss ratio 0.2230
result/tencentBlock.ns16983.oracleGeneral.zst clock2 cache size   154989, 1672772 req, miss ratio 0.1164, byte miss ratio 0.1164
result/tencentBlock.ns16983.oracleGeneral.zst Cacheus cache size      193, 1672772 req, miss ratio 0.4478, byte miss ratio 0.4478
result/tencentBlock.ns16983.oracleGeneral.zst Cacheus cache size      581, 1672772 req, miss ratio 0.4357, byte miss ratio 0.4357
result/tencentBlock.ns16983.oracleGeneral.zst Cacheus cache size     1937, 1672772 req, miss ratio 0.3972, byte miss ratio 0.3972
result/tencentBlock.ns16983.oracleGeneral.zst Cacheus cache size     5812, 1672772 req, miss ratio 0.3577, byte miss ratio 0.3577
result/tencentBlock.ns16983.oracleGeneral.zst Cacheus cache size    19373, 1672772 req, miss ratio 0.3313, byte miss ratio 0.3313
result/tencentBlock.ns16983.oracleGeneral.zst Cacheus cache size    38747, 1672772 req, miss ratio 0.2941, byte miss ratio 0.2941
result/tencentBlock.ns16983.oracleGeneral.zst Cacheus cache size    77494, 1672772 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns16983.oracleGeneral.zst Cacheus cache size   154989, 1672772 req, miss ratio 0.1163, byte miss ratio 0.1163
result/tencentBlock.ns16983.oracleGeneral.zst Clock cache size      193, 1672772 req, miss ratio 0.4670, byte miss ratio 0.4670
result/tencentBlock.ns16983.oracleGeneral.zst Clock cache size      581, 1672772 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns16983.oracleGeneral.zst Clock cache size     1937, 1672772 req, miss ratio 0.4151, byte miss ratio 0.4151
result/tencentBlock.ns16983.oracleGeneral.zst Clock cache size     5812, 1672772 req, miss ratio 0.3737, byte miss ratio 0.3737
result/tencentBlock.ns16983.oracleGeneral.zst Clock cache size    19373, 1672772 req, miss ratio 0.3504, byte miss ratio 0.3504
result/tencentBlock.ns16983.oracleGeneral.zst Clock cache size    38747, 1672772 req, miss ratio 0.2992, byte miss ratio 0.2992
result/tencentBlock.ns16983.oracleGeneral.zst Clock cache size    77494, 1672772 req, miss ratio 0.1817, byte miss ratio 0.1817
result/tencentBlock.ns16983.oracleGeneral.zst Clock cache size   154989, 1672772 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns16983.oracleGeneral.zst LRU cache size      193, 1672772 req, miss ratio 0.4702, byte miss ratio 0.4702
result/tencentBlock.ns16983.oracleGeneral.zst LRU cache size      581, 1672772 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns16983.oracleGeneral.zst LRU cache size     1937, 1672772 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns16983.oracleGeneral.zst LRU cache size     5812, 1672772 req, miss ratio 0.3779, byte miss ratio 0.3779
result/tencentBlock.ns16983.oracleGeneral.zst LRU cache size    19373, 1672772 req, miss ratio 0.3513, byte miss ratio 0.3513
result/tencentBlock.ns16983.oracleGeneral.zst LRU cache size    38747, 1672772 req, miss ratio 0.3041, byte miss ratio 0.3041
result/tencentBlock.ns16983.oracleGeneral.zst LRU cache size    77494, 1672772 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns16983.oracleGeneral.zst LRU cache size   154989, 1672772 req, miss ratio 0.1161, byte miss ratio 0.1161
result/tencentBlock.ns16983.oracleGeneral.zst LHD cache size      193, 1672772 req, miss ratio 0.4594, byte miss ratio 0.4594
result/tencentBlock.ns16983.oracleGeneral.zst LHD cache size      581, 1672772 req, miss ratio 0.4385, byte miss ratio 0.4385
result/tencentBlock.ns16983.oracleGeneral.zst LHD cache size     1937, 1672772 req, miss ratio 0.4115, byte miss ratio 0.4115
result/tencentBlock.ns16983.oracleGeneral.zst LHD cache size     5812, 1672772 req, miss ratio 0.3675, byte miss ratio 0.3675
result/tencentBlock.ns16983.oracleGeneral.zst LHD cache size    19373, 1672772 req, miss ratio 0.3307, byte miss ratio 0.3307
result/tencentBlock.ns16983.oracleGeneral.zst LHD cache size    38747, 1672772 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns16983.oracleGeneral.zst LHD cache size    77494, 1672772 req, miss ratio 0.1678, byte miss ratio 0.1678
result/tencentBlock.ns16983.oracleGeneral.zst LHD cache size   154989, 1672772 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns16983.oracleGeneral.zst ARC cache size      193, 1672772 req, miss ratio 0.4471, byte miss ratio 0.4471
result/tencentBlock.ns16983.oracleGeneral.zst ARC cache size      581, 1672772 req, miss ratio 0.4356, byte miss ratio 0.4356
result/tencentBlock.ns16983.oracleGeneral.zst ARC cache size     1937, 1672772 req, miss ratio 0.3891, byte miss ratio 0.3891
result/tencentBlock.ns16983.oracleGeneral.zst ARC cache size     5812, 1672772 req, miss ratio 0.3558, byte miss ratio 0.3558
result/tencentBlock.ns16983.oracleGeneral.zst ARC cache size    19373, 1672772 req, miss ratio 0.3227, byte miss ratio 0.3227
result/tencentBlock.ns16983.oracleGeneral.zst ARC cache size    38747, 1672772 req, miss ratio 0.2891, byte miss ratio 0.2891
result/tencentBlock.ns16983.oracleGeneral.zst ARC cache size    77494, 1672772 req, miss ratio 0.1813, byte miss ratio 0.1813
result/tencentBlock.ns16983.oracleGeneral.zst ARC cache size   154989, 1672772 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-1 cache size      193, 1672772 req, miss ratio 0.4553, byte miss ratio 0.4553
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-1 cache size      581, 1672772 req, miss ratio 0.4364, byte miss ratio 0.4364
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-1 cache size     1937, 1672772 req, miss ratio 0.3685, byte miss ratio 0.3685
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-1 cache size     5812, 1672772 req, miss ratio 0.3548, byte miss ratio 0.3548
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-1 cache size    19373, 1672772 req, miss ratio 0.3174, byte miss ratio 0.3174
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-1 cache size    38747, 1672772 req, miss ratio 0.2877, byte miss ratio 0.2877
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-1 cache size    77494, 1672772 req, miss ratio 0.1735, byte miss ratio 0.1735
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-1 cache size   154989, 1672772 req, miss ratio 0.1166, byte miss ratio 0.1166
result/tencentBlock.ns16983.oracleGeneral.zst LeCaR cache size      193, 1672772 req, miss ratio 0.4626, byte miss ratio 0.4626
result/tencentBlock.ns16983.oracleGeneral.zst LeCaR cache size      581, 1672772 req, miss ratio 0.4380, byte miss ratio 0.4380
result/tencentBlock.ns16983.oracleGeneral.zst LeCaR cache size     1937, 1672772 req, miss ratio 0.4151, byte miss ratio 0.4151
result/tencentBlock.ns16983.oracleGeneral.zst LeCaR cache size     5812, 1672772 req, miss ratio 0.3616, byte miss ratio 0.3616
result/tencentBlock.ns16983.oracleGeneral.zst LeCaR cache size    19373, 1672772 req, miss ratio 0.3510, byte miss ratio 0.3510
result/tencentBlock.ns16983.oracleGeneral.zst LeCaR cache size    38747, 1672772 req, miss ratio 0.3005, byte miss ratio 0.3005
result/tencentBlock.ns16983.oracleGeneral.zst LeCaR cache size    77494, 1672772 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns16983.oracleGeneral.zst LeCaR cache size   154989, 1672772 req, miss ratio 0.1161, byte miss ratio 0.1161
result/tencentBlock.ns16983.oracleGeneral.zst LIRS cache size      193, 1672772 req, miss ratio 0.4957, byte miss ratio 0.4957
result/tencentBlock.ns16983.oracleGeneral.zst LIRS cache size      581, 1672772 req, miss ratio 0.4663, byte miss ratio 0.4663
result/tencentBlock.ns16983.oracleGeneral.zst LIRS cache size     1937, 1672772 req, miss ratio 0.3920, byte miss ratio 0.3920
result/tencentBlock.ns16983.oracleGeneral.zst LIRS cache size     5812, 1672772 req, miss ratio 0.3556, byte miss ratio 0.3556
result/tencentBlock.ns16983.oracleGeneral.zst LIRS cache size    19373, 1672772 req, miss ratio 0.3163, byte miss ratio 0.3163
result/tencentBlock.ns16983.oracleGeneral.zst LIRS cache size    38747, 1672772 req, miss ratio 0.2536, byte miss ratio 0.2536
result/tencentBlock.ns16983.oracleGeneral.zst LIRS cache size    77494, 1672772 req, miss ratio 0.1653, byte miss ratio 0.1653
result/tencentBlock.ns16983.oracleGeneral.zst LIRS cache size   154989, 1672772 req, miss ratio 0.1167, byte miss ratio 0.1167
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d-1 cache size      193, 1672772 req, miss ratio 0.4471, byte miss ratio 0.4471
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d-1 cache size      581, 1672772 req, miss ratio 0.4347, byte miss ratio 0.4347
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d-1 cache size     1937, 1672772 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d-1 cache size     5812, 1672772 req, miss ratio 0.3548, byte miss ratio 0.3548
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d-1 cache size    19373, 1672772 req, miss ratio 0.3172, byte miss ratio 0.3172
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d-1 cache size    38747, 1672772 req, miss ratio 0.2861, byte miss ratio 0.2861
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d-1 cache size    77494, 1672772 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d-1 cache size   154989, 1672772 req, miss ratio 0.1166, byte miss ratio 0.1166
result/tencentBlock.ns16983.oracleGeneral.zst LRB cache size      193, 1672772 req, miss ratio 0.4904, byte miss ratio 0.4904
result/tencentBlock.ns16983.oracleGeneral.zst LRB cache size      581, 1672772 req, miss ratio 0.4371, byte miss ratio 0.4371
result/tencentBlock.ns16983.oracleGeneral.zst LRB cache size     1937, 1672772 req, miss ratio 0.3750, byte miss ratio 0.3750
result/tencentBlock.ns16983.oracleGeneral.zst LRB cache size     5812, 1672772 req, miss ratio 0.3500, byte miss ratio 0.3500
result/tencentBlock.ns16983.oracleGeneral.zst LRB cache size    19373, 1672772 req, miss ratio 0.3120, byte miss ratio 0.3120
result/tencentBlock.ns16983.oracleGeneral.zst LRB cache size    38747, 1672772 req, miss ratio 0.2549, byte miss ratio 0.2549
result/tencentBlock.ns16983.oracleGeneral.zst LRB cache size    77494, 1672772 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns16983.oracleGeneral.zst LRB cache size   154989, 1672772 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns16983.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      193, 1672772 req, miss ratio 0.5468, byte miss ratio 0.5468
result/tencentBlock.ns16983.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      581, 1672772 req, miss ratio 0.4471, byte miss ratio 0.4471
result/tencentBlock.ns16983.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1937, 1672772 req, miss ratio 0.4199, byte miss ratio 0.4199
result/tencentBlock.ns16983.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     5812, 1672772 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns16983.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    19373, 1672772 req, miss ratio 0.3476, byte miss ratio 0.3476
result/tencentBlock.ns16983.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    38747, 1672772 req, miss ratio 0.3106, byte miss ratio 0.3106
result/tencentBlock.ns16983.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    77494, 1672772 req, miss ratio 0.2272, byte miss ratio 0.2272
result/tencentBlock.ns16983.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   154989, 1672772 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns16983.oracleGeneral.zst TwoQ cache size      193, 1672772 req, miss ratio 0.4523, byte miss ratio 0.4523
result/tencentBlock.ns16983.oracleGeneral.zst TwoQ cache size      581, 1672772 req, miss ratio 0.4180, byte miss ratio 0.4180
result/tencentBlock.ns16983.oracleGeneral.zst TwoQ cache size     1937, 1672772 req, miss ratio 0.3637, byte miss ratio 0.3637
result/tencentBlock.ns16983.oracleGeneral.zst TwoQ cache size     5812, 1672772 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns16983.oracleGeneral.zst TwoQ cache size    19373, 1672772 req, miss ratio 0.3094, byte miss ratio 0.3094
result/tencentBlock.ns16983.oracleGeneral.zst TwoQ cache size    38747, 1672772 req, miss ratio 0.2594, byte miss ratio 0.2594
result/tencentBlock.ns16983.oracleGeneral.zst TwoQ cache size    77494, 1672772 req, miss ratio 0.1705, byte miss ratio 0.1705
result/tencentBlock.ns16983.oracleGeneral.zst TwoQ cache size   154989, 1672772 req, miss ratio 0.1336, byte miss ratio 0.1336
result/tencentBlock.ns16983.oracleGeneral.zst S4LRU(25:25:25:25) cache size      193, 1672772 req, miss ratio 0.6585, byte miss ratio 0.6585
result/tencentBlock.ns16983.oracleGeneral.zst S4LRU(25:25:25:25) cache size      581, 1672772 req, miss ratio 0.4430, byte miss ratio 0.4430
result/tencentBlock.ns16983.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1937, 1672772 req, miss ratio 0.4026, byte miss ratio 0.4026
result/tencentBlock.ns16983.oracleGeneral.zst S4LRU(25:25:25:25) cache size     5812, 1672772 req, miss ratio 0.3584, byte miss ratio 0.3584
result/tencentBlock.ns16983.oracleGeneral.zst S4LRU(25:25:25:25) cache size    19373, 1672772 req, miss ratio 0.3401, byte miss ratio 0.3401
result/tencentBlock.ns16983.oracleGeneral.zst S4LRU(25:25:25:25) cache size    38747, 1672772 req, miss ratio 0.3037, byte miss ratio 0.3037
result/tencentBlock.ns16983.oracleGeneral.zst S4LRU(25:25:25:25) cache size    77494, 1672772 req, miss ratio 0.2006, byte miss ratio 0.2006
result/tencentBlock.ns16983.oracleGeneral.zst S4LRU(25:25:25:25) cache size   154989, 1672772 req, miss ratio 0.1163, byte miss ratio 0.1163
result/tencentBlock.ns16983.oracleGeneral.zst B-LRU cache size      193, 1672772 req, miss ratio 0.5150, byte miss ratio 0.5150
result/tencentBlock.ns16983.oracleGeneral.zst B-LRU cache size      581, 1672772 req, miss ratio 0.4865, byte miss ratio 0.4865
result/tencentBlock.ns16983.oracleGeneral.zst B-LRU cache size     1937, 1672772 req, miss ratio 0.4608, byte miss ratio 0.4608
result/tencentBlock.ns16983.oracleGeneral.zst B-LRU cache size     5812, 1672772 req, miss ratio 0.4249, byte miss ratio 0.4249
result/tencentBlock.ns16983.oracleGeneral.zst B-LRU cache size    19373, 1672772 req, miss ratio 0.3949, byte miss ratio 0.3949
result/tencentBlock.ns16983.oracleGeneral.zst B-LRU cache size    38747, 1672772 req, miss ratio 0.3491, byte miss ratio 0.3491
result/tencentBlock.ns16983.oracleGeneral.zst B-LRU cache size    77494, 1672772 req, miss ratio 0.2442, byte miss ratio 0.2442
result/tencentBlock.ns16983.oracleGeneral.zst B-LRU cache size   154989, 1672772 req, miss ratio 0.2102, byte miss ratio 0.2102
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d cache size      193, 1672772 req, miss ratio 0.4518, byte miss ratio 0.4518
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d cache size      581, 1672772 req, miss ratio 0.4309, byte miss ratio 0.4309
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d cache size     1937, 1672772 req, miss ratio 0.3625, byte miss ratio 0.3625
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d cache size     5812, 1672772 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d cache size    19373, 1672772 req, miss ratio 0.3133, byte miss ratio 0.3133
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d cache size    38747, 1672772 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d cache size    77494, 1672772 req, miss ratio 0.1757, byte miss ratio 0.1757
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO-d cache size   154989, 1672772 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO cache size      193, 1672772 req, miss ratio 0.4595, byte miss ratio 0.4595
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO cache size      581, 1672772 req, miss ratio 0.4335, byte miss ratio 0.4335
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO cache size     1937, 1672772 req, miss ratio 0.3623, byte miss ratio 0.3623
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO cache size     5812, 1672772 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO cache size    19373, 1672772 req, miss ratio 0.3135, byte miss ratio 0.3135
result/tencentBlock.ns16983.oracleGeneral.zst S3FIFO cache size    38747, 1672772 req, miss ratio 0.2769, byte miss ratio 0.2769
