result/tencentBlock.ns11314.oracleGeneral.zst LHD cache size      336, 18285824 req, miss ratio 0.4432, byte miss ratio 0.4432
result/tencentBlock.ns11314.oracleGeneral.zst LHD cache size     1009, 18285824 req, miss ratio 0.1509, byte miss ratio 0.1509
result/tencentBlock.ns11314.oracleGeneral.zst LHD cache size     3364, 18285824 req, miss ratio 0.0943, byte miss ratio 0.0943
result/tencentBlock.ns11314.oracleGeneral.zst LHD cache size    10092, 18285824 req, miss ratio 0.0870, byte miss ratio 0.0870
result/tencentBlock.ns11314.oracleGeneral.zst LHD cache size    33642, 18285824 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns11314.oracleGeneral.zst LHD cache size    67284, 18285824 req, miss ratio 0.0574, byte miss ratio 0.0574
result/tencentBlock.ns11314.oracleGeneral.zst LHD cache size   134569, 18285824 req, miss ratio 0.0300, byte miss ratio 0.0300
result/tencentBlock.ns11314.oracleGeneral.zst LHD cache size   269138, 18285824 req, miss ratio 0.0194, byte miss ratio 0.0194
result/tencentBlock.ns11314.oracleGeneral.zst LRU cache size      336, 18285824 req, miss ratio 0.7876, byte miss ratio 0.7876
result/tencentBlock.ns11314.oracleGeneral.zst LRU cache size     1009, 18285824 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns11314.oracleGeneral.zst LRU cache size     3364, 18285824 req, miss ratio 0.0947, byte miss ratio 0.0947
result/tencentBlock.ns11314.oracleGeneral.zst LRU cache size    10092, 18285824 req, miss ratio 0.0882, byte miss ratio 0.0882
result/tencentBlock.ns11314.oracleGeneral.zst LRU cache size    33642, 18285824 req, miss ratio 0.0822, byte miss ratio 0.0822
result/tencentBlock.ns11314.oracleGeneral.zst LRU cache size    67284, 18285824 req, miss ratio 0.0672, byte miss ratio 0.0672
result/tencentBlock.ns11314.oracleGeneral.zst LRU cache size   134569, 18285824 req, miss ratio 0.0342, byte miss ratio 0.0342
result/tencentBlock.ns11314.oracleGeneral.zst LRU cache size   269138, 18285824 req, miss ratio 0.0191, byte miss ratio 0.0191
result/tencentBlock.ns11314.oracleGeneral.zst LIRS cache size      336, 18285824 req, miss ratio 0.3880, byte miss ratio 0.3880
result/tencentBlock.ns11314.oracleGeneral.zst LIRS cache size     1009, 18285824 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns11314.oracleGeneral.zst LIRS cache size     3364, 18285824 req, miss ratio 0.1048, byte miss ratio 0.1048
result/tencentBlock.ns11314.oracleGeneral.zst LIRS cache size    10092, 18285824 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns11314.oracleGeneral.zst LIRS cache size    33642, 18285824 req, miss ratio 0.0826, byte miss ratio 0.0826
result/tencentBlock.ns11314.oracleGeneral.zst LIRS cache size    67284, 18285824 req, miss ratio 0.0592, byte miss ratio 0.0592
result/tencentBlock.ns11314.oracleGeneral.zst LIRS cache size   134569, 18285824 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns11314.oracleGeneral.zst LIRS cache size   269138, 18285824 req, miss ratio 0.0193, byte miss ratio 0.0193
