result/tencentBlock.ns14310.oracleGeneral.zst Clock cache size      325, 3684155 req, miss ratio 0.5551, byte miss ratio 0.5551
result/tencentBlock.ns14310.oracleGeneral.zst Clock cache size      976, 3684155 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns14310.oracleGeneral.zst Clock cache size     3253, 3684155 req, miss ratio 0.3013, byte miss ratio 0.3013
result/tencentBlock.ns14310.oracleGeneral.zst Clock cache size     9760, 3684155 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns14310.oracleGeneral.zst Clock cache size    32533, 3684155 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns14310.oracleGeneral.zst Clock cache size    65066, 3684155 req, miss ratio 0.1761, byte miss ratio 0.1761
result/tencentBlock.ns14310.oracleGeneral.zst Clock cache size   130133, 3684155 req, miss ratio 0.1155, byte miss ratio 0.1155
result/tencentBlock.ns14310.oracleGeneral.zst Clock cache size   260267, 3684155 req, miss ratio 0.0916, byte miss ratio 0.0916
result/tencentBlock.ns14310.oracleGeneral.zst LIRS cache size      325, 3684155 req, miss ratio 0.5454, byte miss ratio 0.5454
result/tencentBlock.ns14310.oracleGeneral.zst LIRS cache size      976, 3684155 req, miss ratio 0.4009, byte miss ratio 0.4009
result/tencentBlock.ns14310.oracleGeneral.zst LIRS cache size     3253, 3684155 req, miss ratio 0.3017, byte miss ratio 0.3017
result/tencentBlock.ns14310.oracleGeneral.zst LIRS cache size     9760, 3684155 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns14310.oracleGeneral.zst LIRS cache size    32533, 3684155 req, miss ratio 0.2116, byte miss ratio 0.2116
result/tencentBlock.ns14310.oracleGeneral.zst LIRS cache size    65066, 3684155 req, miss ratio 0.1716, byte miss ratio 0.1716
result/tencentBlock.ns14310.oracleGeneral.zst LIRS cache size   130133, 3684155 req, miss ratio 0.1204, byte miss ratio 0.1204
result/tencentBlock.ns14310.oracleGeneral.zst LIRS cache size   260267, 3684155 req, miss ratio 0.0916, byte miss ratio 0.0916
result/tencentBlock.ns14310.oracleGeneral.zst LHD cache size      325, 3684155 req, miss ratio 0.5445, byte miss ratio 0.5445
result/tencentBlock.ns14310.oracleGeneral.zst LHD cache size      976, 3684155 req, miss ratio 0.4300, byte miss ratio 0.4300
result/tencentBlock.ns14310.oracleGeneral.zst LHD cache size     3253, 3684155 req, miss ratio 0.2925, byte miss ratio 0.2925
result/tencentBlock.ns14310.oracleGeneral.zst LHD cache size     9760, 3684155 req, miss ratio 0.2600, byte miss ratio 0.2600
result/tencentBlock.ns14310.oracleGeneral.zst LHD cache size    32533, 3684155 req, miss ratio 0.2095, byte miss ratio 0.2095
result/tencentBlock.ns14310.oracleGeneral.zst LHD cache size    65066, 3684155 req, miss ratio 0.1628, byte miss ratio 0.1628
result/tencentBlock.ns14310.oracleGeneral.zst LHD cache size   130133, 3684155 req, miss ratio 0.1088, byte miss ratio 0.1088
result/tencentBlock.ns14310.oracleGeneral.zst LHD cache size   260267, 3684155 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns14310.oracleGeneral.zst Cacheus cache size      325, 3684155 req, miss ratio 0.5317, byte miss ratio 0.5317
result/tencentBlock.ns14310.oracleGeneral.zst Cacheus cache size      976, 3684155 req, miss ratio 0.4141, byte miss ratio 0.4141
result/tencentBlock.ns14310.oracleGeneral.zst Cacheus cache size     3253, 3684155 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns14310.oracleGeneral.zst Cacheus cache size     9760, 3684155 req, miss ratio 0.2622, byte miss ratio 0.2622
result/tencentBlock.ns14310.oracleGeneral.zst Cacheus cache size    32533, 3684155 req, miss ratio 0.2058, byte miss ratio 0.2058
result/tencentBlock.ns14310.oracleGeneral.zst Cacheus cache size    65066, 3684155 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns14310.oracleGeneral.zst Cacheus cache size   130133, 3684155 req, miss ratio 0.1093, byte miss ratio 0.1093
result/tencentBlock.ns14310.oracleGeneral.zst Cacheus cache size   260267, 3684155 req, miss ratio 0.0911, byte miss ratio 0.0911
result/tencentBlock.ns14310.oracleGeneral.zst clock2 cache size      325, 3684155 req, miss ratio 0.5529, byte miss ratio 0.5529
result/tencentBlock.ns14310.oracleGeneral.zst clock2 cache size      976, 3684155 req, miss ratio 0.4413, byte miss ratio 0.4413
result/tencentBlock.ns14310.oracleGeneral.zst clock2 cache size     3253, 3684155 req, miss ratio 0.2905, byte miss ratio 0.2905
result/tencentBlock.ns14310.oracleGeneral.zst clock2 cache size     9760, 3684155 req, miss ratio 0.2651, byte miss ratio 0.2651
result/tencentBlock.ns14310.oracleGeneral.zst clock2 cache size    32533, 3684155 req, miss ratio 0.2101, byte miss ratio 0.2101
result/tencentBlock.ns14310.oracleGeneral.zst clock2 cache size    65066, 3684155 req, miss ratio 0.1800, byte miss ratio 0.1800
result/tencentBlock.ns14310.oracleGeneral.zst clock2 cache size   130133, 3684155 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns14310.oracleGeneral.zst clock2 cache size   260267, 3684155 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns14310.oracleGeneral.zst ARC cache size      325, 3684155 req, miss ratio 0.5344, byte miss ratio 0.5344
result/tencentBlock.ns14310.oracleGeneral.zst ARC cache size      976, 3684155 req, miss ratio 0.3940, byte miss ratio 0.3940
result/tencentBlock.ns14310.oracleGeneral.zst ARC cache size     3253, 3684155 req, miss ratio 0.2841, byte miss ratio 0.2841
result/tencentBlock.ns14310.oracleGeneral.zst ARC cache size     9760, 3684155 req, miss ratio 0.2567, byte miss ratio 0.2567
result/tencentBlock.ns14310.oracleGeneral.zst ARC cache size    32533, 3684155 req, miss ratio 0.2049, byte miss ratio 0.2049
result/tencentBlock.ns14310.oracleGeneral.zst ARC cache size    65066, 3684155 req, miss ratio 0.1644, byte miss ratio 0.1644
result/tencentBlock.ns14310.oracleGeneral.zst ARC cache size   130133, 3684155 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns14310.oracleGeneral.zst ARC cache size   260267, 3684155 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns14310.oracleGeneral.zst FIFO cache size      325, 3684155 req, miss ratio 0.6465, byte miss ratio 0.6465
result/tencentBlock.ns14310.oracleGeneral.zst FIFO cache size      976, 3684155 req, miss ratio 0.4908, byte miss ratio 0.4908
result/tencentBlock.ns14310.oracleGeneral.zst FIFO cache size     3253, 3684155 req, miss ratio 0.3609, byte miss ratio 0.3609
result/tencentBlock.ns14310.oracleGeneral.zst FIFO cache size     9760, 3684155 req, miss ratio 0.2920, byte miss ratio 0.2920
result/tencentBlock.ns14310.oracleGeneral.zst FIFO cache size    32533, 3684155 req, miss ratio 0.2248, byte miss ratio 0.2248
result/tencentBlock.ns14310.oracleGeneral.zst FIFO cache size    65066, 3684155 req, miss ratio 0.1699, byte miss ratio 0.1699
result/tencentBlock.ns14310.oracleGeneral.zst FIFO cache size   130133, 3684155 req, miss ratio 0.1294, byte miss ratio 0.1294
result/tencentBlock.ns14310.oracleGeneral.zst FIFO cache size   260267, 3684155 req, miss ratio 0.1009, byte miss ratio 0.1009
result/tencentBlock.ns14310.oracleGeneral.zst S3FIFO-1 cache size      325, 3684155 req, miss ratio 0.5460, byte miss ratio 0.5460
result/tencentBlock.ns14310.oracleGeneral.zst S3FIFO-1 cache size      976, 3684155 req, miss ratio 0.3819, byte miss ratio 0.3819
result/tencentBlock.ns14310.oracleGeneral.zst S3FIFO-1 cache size     3253, 3684155 req, miss ratio 0.2857, byte miss ratio 0.2857
result/tencentBlock.ns14310.oracleGeneral.zst S3FIFO-1 cache size     9760, 3684155 req, miss ratio 0.2559, byte miss ratio 0.2559
result/tencentBlock.ns14310.oracleGeneral.zst S3FIFO-1 cache size    32533, 3684155 req, miss ratio 0.2133, byte miss ratio 0.2133
