result/tencentBlock.ns16043.oracleGeneral.zst LRU cache size      526, 6307008 req, miss ratio 0.5330, byte miss ratio 0.5330
result/tencentBlock.ns16043.oracleGeneral.zst LRU cache size     1579, 6307008 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns16043.oracleGeneral.zst LRU cache size     5266, 6307008 req, miss ratio 0.2490, byte miss ratio 0.2490
result/tencentBlock.ns16043.oracleGeneral.zst LRU cache size    15798, 6307008 req, miss ratio 0.2202, byte miss ratio 0.2202
result/tencentBlock.ns16043.oracleGeneral.zst LRU cache size    52661, 6307008 req, miss ratio 0.1705, byte miss ratio 0.1705
result/tencentBlock.ns16043.oracleGeneral.zst LRU cache size   105322, 6307008 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns16043.oracleGeneral.zst LRU cache size   210645, 6307008 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns16043.oracleGeneral.zst LRU cache size   421290, 6307008 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns16043.oracleGeneral.zst Clock cache size      526, 6307008 req, miss ratio 0.5269, byte miss ratio 0.5269
result/tencentBlock.ns16043.oracleGeneral.zst Clock cache size     1579, 6307008 req, miss ratio 0.3849, byte miss ratio 0.3849
result/tencentBlock.ns16043.oracleGeneral.zst Clock cache size     5266, 6307008 req, miss ratio 0.2455, byte miss ratio 0.2455
result/tencentBlock.ns16043.oracleGeneral.zst Clock cache size    15798, 6307008 req, miss ratio 0.2221, byte miss ratio 0.2221
result/tencentBlock.ns16043.oracleGeneral.zst Clock cache size    52661, 6307008 req, miss ratio 0.1723, byte miss ratio 0.1723
result/tencentBlock.ns16043.oracleGeneral.zst Clock cache size   105322, 6307008 req, miss ratio 0.1288, byte miss ratio 0.1288
result/tencentBlock.ns16043.oracleGeneral.zst Clock cache size   210645, 6307008 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns16043.oracleGeneral.zst Clock cache size   421290, 6307008 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns16043.oracleGeneral.zst Cacheus cache size      526, 6307008 req, miss ratio 0.5076, byte miss ratio 0.5076
