result/tencentBlock.ns19718.oracleGeneral.zst LIRS cache size      445, 3941500 req, miss ratio 0.5493, byte miss ratio 0.5493
result/tencentBlock.ns19718.oracleGeneral.zst LIRS cache size     1335, 3941500 req, miss ratio 0.3824, byte miss ratio 0.3824
result/tencentBlock.ns19718.oracleGeneral.zst LIRS cache size     4450, 3941500 req, miss ratio 0.3113, byte miss ratio 0.3113
result/tencentBlock.ns19718.oracleGeneral.zst LIRS cache size    13350, 3941500 req, miss ratio 0.2573, byte miss ratio 0.2573
result/tencentBlock.ns19718.oracleGeneral.zst LIRS cache size    44502, 3941500 req, miss ratio 0.2049, byte miss ratio 0.2049
result/tencentBlock.ns19718.oracleGeneral.zst LIRS cache size    89005, 3941500 req, miss ratio 0.1628, byte miss ratio 0.1628
result/tencentBlock.ns19718.oracleGeneral.zst LIRS cache size   178010, 3941500 req, miss ratio 0.1332, byte miss ratio 0.1332
result/tencentBlock.ns19718.oracleGeneral.zst LIRS cache size   356021, 3941500 req, miss ratio 0.1160, byte miss ratio 0.1160
result/tencentBlock.ns19718.oracleGeneral.zst FIFO cache size      445, 3941500 req, miss ratio 0.5880, byte miss ratio 0.5880
result/tencentBlock.ns19718.oracleGeneral.zst FIFO cache size     1335, 3941500 req, miss ratio 0.4644, byte miss ratio 0.4644
result/tencentBlock.ns19718.oracleGeneral.zst FIFO cache size     4450, 3941500 req, miss ratio 0.3578, byte miss ratio 0.3578
result/tencentBlock.ns19718.oracleGeneral.zst FIFO cache size    13350, 3941500 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns19718.oracleGeneral.zst FIFO cache size    44502, 3941500 req, miss ratio 0.1992, byte miss ratio 0.1992
result/tencentBlock.ns19718.oracleGeneral.zst FIFO cache size    89005, 3941500 req, miss ratio 0.1569, byte miss ratio 0.1569
result/tencentBlock.ns19718.oracleGeneral.zst FIFO cache size   178010, 3941500 req, miss ratio 0.1331, byte miss ratio 0.1331
