result/tencentBlock.ns16711.oracleGeneral.zst Cacheus cache size      284, 1578790 req, miss ratio 0.4829, byte miss ratio 0.4829
result/tencentBlock.ns16711.oracleGeneral.zst Cacheus cache size      853, 1578790 req, miss ratio 0.4798, byte miss ratio 0.4798
result/tencentBlock.ns16711.oracleGeneral.zst Cacheus cache size     2845, 1578790 req, miss ratio 0.4770, byte miss ratio 0.4770
result/tencentBlock.ns16711.oracleGeneral.zst Cacheus cache size     8537, 1578790 req, miss ratio 0.4760, byte miss ratio 0.4760
result/tencentBlock.ns16711.oracleGeneral.zst Cacheus cache size    28457, 1578790 req, miss ratio 0.4146, byte miss ratio 0.4146
result/tencentBlock.ns16711.oracleGeneral.zst Cacheus cache size    56915, 1578790 req, miss ratio 0.3614, byte miss ratio 0.3614
result/tencentBlock.ns16711.oracleGeneral.zst Cacheus cache size   113830, 1578790 req, miss ratio 0.2102, byte miss ratio 0.2102
result/tencentBlock.ns16711.oracleGeneral.zst Cacheus cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst FIFO cache size      284, 1578790 req, miss ratio 0.5563, byte miss ratio 0.5563
result/tencentBlock.ns16711.oracleGeneral.zst FIFO cache size      853, 1578790 req, miss ratio 0.5068, byte miss ratio 0.5068
result/tencentBlock.ns16711.oracleGeneral.zst FIFO cache size     2845, 1578790 req, miss ratio 0.4870, byte miss ratio 0.4870
result/tencentBlock.ns16711.oracleGeneral.zst FIFO cache size     8537, 1578790 req, miss ratio 0.4801, byte miss ratio 0.4801
result/tencentBlock.ns16711.oracleGeneral.zst FIFO cache size    28457, 1578790 req, miss ratio 0.4376, byte miss ratio 0.4376
result/tencentBlock.ns16711.oracleGeneral.zst FIFO cache size    56915, 1578790 req, miss ratio 0.3975, byte miss ratio 0.3975
result/tencentBlock.ns16711.oracleGeneral.zst FIFO cache size   113830, 1578790 req, miss ratio 0.2656, byte miss ratio 0.2656
result/tencentBlock.ns16711.oracleGeneral.zst FIFO cache size   227661, 1578790 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns16711.oracleGeneral.zst LRU cache size      284, 1578790 req, miss ratio 0.4950, byte miss ratio 0.4950
result/tencentBlock.ns16711.oracleGeneral.zst LRU cache size      853, 1578790 req, miss ratio 0.4821, byte miss ratio 0.4821
result/tencentBlock.ns16711.oracleGeneral.zst LRU cache size     2845, 1578790 req, miss ratio 0.4789, byte miss ratio 0.4789
result/tencentBlock.ns16711.oracleGeneral.zst LRU cache size     8537, 1578790 req, miss ratio 0.4767, byte miss ratio 0.4767
result/tencentBlock.ns16711.oracleGeneral.zst LRU cache size    28457, 1578790 req, miss ratio 0.4200, byte miss ratio 0.4200
result/tencentBlock.ns16711.oracleGeneral.zst LRU cache size    56915, 1578790 req, miss ratio 0.3768, byte miss ratio 0.3768
result/tencentBlock.ns16711.oracleGeneral.zst LRU cache size   113830, 1578790 req, miss ratio 0.2060, byte miss ratio 0.2060
result/tencentBlock.ns16711.oracleGeneral.zst LRU cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst ARC cache size      284, 1578790 req, miss ratio 0.4829, byte miss ratio 0.4829
result/tencentBlock.ns16711.oracleGeneral.zst ARC cache size      853, 1578790 req, miss ratio 0.4801, byte miss ratio 0.4801
result/tencentBlock.ns16711.oracleGeneral.zst ARC cache size     2845, 1578790 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns16711.oracleGeneral.zst ARC cache size     8537, 1578790 req, miss ratio 0.4764, byte miss ratio 0.4764
result/tencentBlock.ns16711.oracleGeneral.zst ARC cache size    28457, 1578790 req, miss ratio 0.4064, byte miss ratio 0.4064
result/tencentBlock.ns16711.oracleGeneral.zst ARC cache size    56915, 1578790 req, miss ratio 0.3252, byte miss ratio 0.3252
result/tencentBlock.ns16711.oracleGeneral.zst ARC cache size   113830, 1578790 req, miss ratio 0.1975, byte miss ratio 0.1975
result/tencentBlock.ns16711.oracleGeneral.zst ARC cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst clock2 cache size      284, 1578790 req, miss ratio 0.4924, byte miss ratio 0.4924
result/tencentBlock.ns16711.oracleGeneral.zst clock2 cache size      853, 1578790 req, miss ratio 0.4815, byte miss ratio 0.4815
result/tencentBlock.ns16711.oracleGeneral.zst clock2 cache size     2845, 1578790 req, miss ratio 0.4787, byte miss ratio 0.4787
result/tencentBlock.ns16711.oracleGeneral.zst clock2 cache size     8537, 1578790 req, miss ratio 0.4765, byte miss ratio 0.4765
result/tencentBlock.ns16711.oracleGeneral.zst clock2 cache size    28457, 1578790 req, miss ratio 0.4218, byte miss ratio 0.4218
result/tencentBlock.ns16711.oracleGeneral.zst clock2 cache size    56915, 1578790 req, miss ratio 0.3830, byte miss ratio 0.3830
result/tencentBlock.ns16711.oracleGeneral.zst clock2 cache size   113830, 1578790 req, miss ratio 0.2255, byte miss ratio 0.2255
result/tencentBlock.ns16711.oracleGeneral.zst clock2 cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst LIRS cache size      284, 1578790 req, miss ratio 0.5476, byte miss ratio 0.5476
result/tencentBlock.ns16711.oracleGeneral.zst LIRS cache size      853, 1578790 req, miss ratio 0.4923, byte miss ratio 0.4923
result/tencentBlock.ns16711.oracleGeneral.zst LIRS cache size     2845, 1578790 req, miss ratio 0.4807, byte miss ratio 0.4807
result/tencentBlock.ns16711.oracleGeneral.zst LIRS cache size     8537, 1578790 req, miss ratio 0.4686, byte miss ratio 0.4686
result/tencentBlock.ns16711.oracleGeneral.zst LIRS cache size    28457, 1578790 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns16711.oracleGeneral.zst LIRS cache size    56915, 1578790 req, miss ratio 0.3099, byte miss ratio 0.3099
result/tencentBlock.ns16711.oracleGeneral.zst LIRS cache size   113830, 1578790 req, miss ratio 0.1974, byte miss ratio 0.1974
result/tencentBlock.ns16711.oracleGeneral.zst LIRS cache size   227661, 1578790 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns16711.oracleGeneral.zst LHD cache size      284, 1578790 req, miss ratio 0.4875, byte miss ratio 0.4875
result/tencentBlock.ns16711.oracleGeneral.zst LHD cache size      853, 1578790 req, miss ratio 0.4816, byte miss ratio 0.4816
result/tencentBlock.ns16711.oracleGeneral.zst LHD cache size     2845, 1578790 req, miss ratio 0.4781, byte miss ratio 0.4781
result/tencentBlock.ns16711.oracleGeneral.zst LHD cache size     8537, 1578790 req, miss ratio 0.4714, byte miss ratio 0.4714
result/tencentBlock.ns16711.oracleGeneral.zst LHD cache size    28457, 1578790 req, miss ratio 0.4071, byte miss ratio 0.4071
result/tencentBlock.ns16711.oracleGeneral.zst LHD cache size    56915, 1578790 req, miss ratio 0.3460, byte miss ratio 0.3460
result/tencentBlock.ns16711.oracleGeneral.zst LHD cache size   113830, 1578790 req, miss ratio 0.2086, byte miss ratio 0.2086
result/tencentBlock.ns16711.oracleGeneral.zst LHD cache size   227661, 1578790 req, miss ratio 0.1822, byte miss ratio 0.1822
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-1 cache size      284, 1578790 req, miss ratio 0.4849, byte miss ratio 0.4849
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-1 cache size      853, 1578790 req, miss ratio 0.4799, byte miss ratio 0.4799
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-1 cache size     2845, 1578790 req, miss ratio 0.4768, byte miss ratio 0.4768
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-1 cache size     8537, 1578790 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-1 cache size    28457, 1578790 req, miss ratio 0.3945, byte miss ratio 0.3945
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-1 cache size    56915, 1578790 req, miss ratio 0.3179, byte miss ratio 0.3179
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-1 cache size   113830, 1578790 req, miss ratio 0.2020, byte miss ratio 0.2020
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-1 cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst Clock cache size      284, 1578790 req, miss ratio 0.4938, byte miss ratio 0.4938
result/tencentBlock.ns16711.oracleGeneral.zst Clock cache size      853, 1578790 req, miss ratio 0.4818, byte miss ratio 0.4818
result/tencentBlock.ns16711.oracleGeneral.zst Clock cache size     2845, 1578790 req, miss ratio 0.4789, byte miss ratio 0.4789
result/tencentBlock.ns16711.oracleGeneral.zst Clock cache size     8537, 1578790 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns16711.oracleGeneral.zst Clock cache size    28457, 1578790 req, miss ratio 0.4199, byte miss ratio 0.4199
result/tencentBlock.ns16711.oracleGeneral.zst Clock cache size    56915, 1578790 req, miss ratio 0.3801, byte miss ratio 0.3801
result/tencentBlock.ns16711.oracleGeneral.zst Clock cache size   113830, 1578790 req, miss ratio 0.2209, byte miss ratio 0.2209
result/tencentBlock.ns16711.oracleGeneral.zst Clock cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst LeCaR cache size      284, 1578790 req, miss ratio 0.4930, byte miss ratio 0.4930
result/tencentBlock.ns16711.oracleGeneral.zst LeCaR cache size      853, 1578790 req, miss ratio 0.4815, byte miss ratio 0.4815
result/tencentBlock.ns16711.oracleGeneral.zst LeCaR cache size     2845, 1578790 req, miss ratio 0.4788, byte miss ratio 0.4788
result/tencentBlock.ns16711.oracleGeneral.zst LeCaR cache size     8537, 1578790 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns16711.oracleGeneral.zst LeCaR cache size    28457, 1578790 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns16711.oracleGeneral.zst LeCaR cache size    56915, 1578790 req, miss ratio 0.3748, byte miss ratio 0.3748
result/tencentBlock.ns16711.oracleGeneral.zst LeCaR cache size   113830, 1578790 req, miss ratio 0.2009, byte miss ratio 0.2009
result/tencentBlock.ns16711.oracleGeneral.zst LeCaR cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d-1 cache size      284, 1578790 req, miss ratio 0.4822, byte miss ratio 0.4822
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d-1 cache size      853, 1578790 req, miss ratio 0.4799, byte miss ratio 0.4799
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d-1 cache size     2845, 1578790 req, miss ratio 0.4768, byte miss ratio 0.4768
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d-1 cache size     8537, 1578790 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d-1 cache size    28457, 1578790 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d-1 cache size    56915, 1578790 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d-1 cache size   113830, 1578790 req, miss ratio 0.2019, byte miss ratio 0.2019
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d-1 cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst LRB cache size      284, 1578790 req, miss ratio 0.5386, byte miss ratio 0.5386
result/tencentBlock.ns16711.oracleGeneral.zst LRB cache size      853, 1578790 req, miss ratio 0.4898, byte miss ratio 0.4898
result/tencentBlock.ns16711.oracleGeneral.zst LRB cache size     2845, 1578790 req, miss ratio 0.4617, byte miss ratio 0.4617
result/tencentBlock.ns16711.oracleGeneral.zst LRB cache size     8537, 1578790 req, miss ratio 0.4380, byte miss ratio 0.4380
result/tencentBlock.ns16711.oracleGeneral.zst LRB cache size    28457, 1578790 req, miss ratio 0.3605, byte miss ratio 0.3605
result/tencentBlock.ns16711.oracleGeneral.zst LRB cache size    56915, 1578790 req, miss ratio 0.2787, byte miss ratio 0.2787
result/tencentBlock.ns16711.oracleGeneral.zst LRB cache size   113830, 1578790 req, miss ratio 0.2026, byte miss ratio 0.2026
result/tencentBlock.ns16711.oracleGeneral.zst LRB cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst S4LRU(25:25:25:25) cache size      284, 1578790 req, miss ratio 0.4919, byte miss ratio 0.4919
result/tencentBlock.ns16711.oracleGeneral.zst S4LRU(25:25:25:25) cache size      853, 1578790 req, miss ratio 0.4824, byte miss ratio 0.4824
result/tencentBlock.ns16711.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2845, 1578790 req, miss ratio 0.4786, byte miss ratio 0.4786
result/tencentBlock.ns16711.oracleGeneral.zst S4LRU(25:25:25:25) cache size     8537, 1578790 req, miss ratio 0.4710, byte miss ratio 0.4710
result/tencentBlock.ns16711.oracleGeneral.zst S4LRU(25:25:25:25) cache size    28457, 1578790 req, miss ratio 0.4324, byte miss ratio 0.4324
result/tencentBlock.ns16711.oracleGeneral.zst S4LRU(25:25:25:25) cache size    56915, 1578790 req, miss ratio 0.3580, byte miss ratio 0.3580
result/tencentBlock.ns16711.oracleGeneral.zst S4LRU(25:25:25:25) cache size   113830, 1578790 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns16711.oracleGeneral.zst S4LRU(25:25:25:25) cache size   227661, 1578790 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16711.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      284, 1578790 req, miss ratio 0.5044, byte miss ratio 0.5044
result/tencentBlock.ns16711.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      853, 1578790 req, miss ratio 0.4832, byte miss ratio 0.4832
result/tencentBlock.ns16711.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2845, 1578790 req, miss ratio 0.4790, byte miss ratio 0.4790
result/tencentBlock.ns16711.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     8537, 1578790 req, miss ratio 0.4740, byte miss ratio 0.4740
result/tencentBlock.ns16711.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    28457, 1578790 req, miss ratio 0.4343, byte miss ratio 0.4343
result/tencentBlock.ns16711.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    56915, 1578790 req, miss ratio 0.3844, byte miss ratio 0.3844
result/tencentBlock.ns16711.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   113830, 1578790 req, miss ratio 0.2602, byte miss ratio 0.2602
result/tencentBlock.ns16711.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   227661, 1578790 req, miss ratio 0.1968, byte miss ratio 0.1968
result/tencentBlock.ns16711.oracleGeneral.zst TwoQ cache size      284, 1578790 req, miss ratio 0.4859, byte miss ratio 0.4859
result/tencentBlock.ns16711.oracleGeneral.zst TwoQ cache size      853, 1578790 req, miss ratio 0.4802, byte miss ratio 0.4802
result/tencentBlock.ns16711.oracleGeneral.zst TwoQ cache size     2845, 1578790 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns16711.oracleGeneral.zst TwoQ cache size     8537, 1578790 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns16711.oracleGeneral.zst TwoQ cache size    28457, 1578790 req, miss ratio 0.3803, byte miss ratio 0.3803
result/tencentBlock.ns16711.oracleGeneral.zst TwoQ cache size    56915, 1578790 req, miss ratio 0.3078, byte miss ratio 0.3078
result/tencentBlock.ns16711.oracleGeneral.zst TwoQ cache size   113830, 1578790 req, miss ratio 0.2280, byte miss ratio 0.2280
result/tencentBlock.ns16711.oracleGeneral.zst TwoQ cache size   227661, 1578790 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns16711.oracleGeneral.zst B-LRU cache size      284, 1578790 req, miss ratio 0.5588, byte miss ratio 0.5588
result/tencentBlock.ns16711.oracleGeneral.zst B-LRU cache size      853, 1578790 req, miss ratio 0.5510, byte miss ratio 0.5510
result/tencentBlock.ns16711.oracleGeneral.zst B-LRU cache size     2845, 1578790 req, miss ratio 0.5477, byte miss ratio 0.5477
result/tencentBlock.ns16711.oracleGeneral.zst B-LRU cache size     8537, 1578790 req, miss ratio 0.5439, byte miss ratio 0.5439
result/tencentBlock.ns16711.oracleGeneral.zst B-LRU cache size    28457, 1578790 req, miss ratio 0.4835, byte miss ratio 0.4835
result/tencentBlock.ns16711.oracleGeneral.zst B-LRU cache size    56915, 1578790 req, miss ratio 0.4060, byte miss ratio 0.4060
result/tencentBlock.ns16711.oracleGeneral.zst B-LRU cache size   113830, 1578790 req, miss ratio 0.2989, byte miss ratio 0.2989
result/tencentBlock.ns16711.oracleGeneral.zst B-LRU cache size   227661, 1578790 req, miss ratio 0.2953, byte miss ratio 0.2953
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO cache size      284, 1578790 req, miss ratio 0.4855, byte miss ratio 0.4855
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO cache size      853, 1578790 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO cache size     2845, 1578790 req, miss ratio 0.4768, byte miss ratio 0.4768
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO cache size     8537, 1578790 req, miss ratio 0.4757, byte miss ratio 0.4757
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO cache size    28457, 1578790 req, miss ratio 0.3858, byte miss ratio 0.3858
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO cache size    56915, 1578790 req, miss ratio 0.3035, byte miss ratio 0.3035
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO cache size   113830, 1578790 req, miss ratio 0.2061, byte miss ratio 0.2061
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO cache size   227661, 1578790 req, miss ratio 0.1811, byte miss ratio 0.1811
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d cache size      284, 1578790 req, miss ratio 0.4832, byte miss ratio 0.4832
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d cache size      853, 1578790 req, miss ratio 0.4800, byte miss ratio 0.4800
result/tencentBlock.ns16711.oracleGeneral.zst S3FIFO-d cache size     2845, 1578790 req, miss ratio 0.4768, byte miss ratio 0.4768
