result/tencentBlock.ns2840.oracleGeneral.zst LIRS cache size      363, 4019099 req, miss ratio 0.4350, byte miss ratio 0.4350
result/tencentBlock.ns2840.oracleGeneral.zst LIRS cache size     1089, 4019099 req, miss ratio 0.4046, byte miss ratio 0.4046
result/tencentBlock.ns2840.oracleGeneral.zst LIRS cache size     3630, 4019099 req, miss ratio 0.3741, byte miss ratio 0.3741
result/tencentBlock.ns2840.oracleGeneral.zst LIRS cache size    10892, 4019099 req, miss ratio 0.3218, byte miss ratio 0.3218
result/tencentBlock.ns2840.oracleGeneral.zst LIRS cache size    36309, 4019099 req, miss ratio 0.2377, byte miss ratio 0.2377
result/tencentBlock.ns2840.oracleGeneral.zst LIRS cache size    72618, 4019099 req, miss ratio 0.1849, byte miss ratio 0.1849
result/tencentBlock.ns2840.oracleGeneral.zst LIRS cache size   145237, 4019099 req, miss ratio 0.1351, byte miss ratio 0.1351
result/tencentBlock.ns2840.oracleGeneral.zst LIRS cache size   290475, 4019099 req, miss ratio 0.0956, byte miss ratio 0.0956
result/tencentBlock.ns2840.oracleGeneral.zst S3FIFO-1 cache size      363, 4019099 req, miss ratio 0.4244, byte miss ratio 0.4244
result/tencentBlock.ns2840.oracleGeneral.zst S3FIFO-1 cache size     1089, 4019099 req, miss ratio 0.4000, byte miss ratio 0.4000
result/tencentBlock.ns2840.oracleGeneral.zst S3FIFO-1 cache size     3630, 4019099 req, miss ratio 0.3710, byte miss ratio 0.3710
result/tencentBlock.ns2840.oracleGeneral.zst S3FIFO-1 cache size    10892, 4019099 req, miss ratio 0.3168, byte miss ratio 0.3168
result/tencentBlock.ns2840.oracleGeneral.zst S3FIFO-1 cache size    36309, 4019099 req, miss ratio 0.2347, byte miss ratio 0.2347
result/tencentBlock.ns2840.oracleGeneral.zst S3FIFO-1 cache size    72618, 4019099 req, miss ratio 0.1801, byte miss ratio 0.1801
result/tencentBlock.ns2840.oracleGeneral.zst S3FIFO-1 cache size   145237, 4019099 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns2840.oracleGeneral.zst S3FIFO-1 cache size   290475, 4019099 req, miss ratio 0.0921, byte miss ratio 0.0921
result/tencentBlock.ns2840.oracleGeneral.zst LeCaR cache size      363, 4019099 req, miss ratio 0.4489, byte miss ratio 0.4489
result/tencentBlock.ns2840.oracleGeneral.zst LeCaR cache size     1089, 4019099 req, miss ratio 0.4193, byte miss ratio 0.4193
result/tencentBlock.ns2840.oracleGeneral.zst LeCaR cache size     3630, 4019099 req, miss ratio 0.3863, byte miss ratio 0.3863
result/tencentBlock.ns2840.oracleGeneral.zst LeCaR cache size    10892, 4019099 req, miss ratio 0.3412, byte miss ratio 0.3412
result/tencentBlock.ns2840.oracleGeneral.zst LeCaR cache size    36309, 4019099 req, miss ratio 0.2498, byte miss ratio 0.2498
