result/tencentBlock.ns1268.oracleGeneral.zst S3FIFO-1 cache size      603, 9099976 req, miss ratio 0.2645, byte miss ratio 0.2645
result/tencentBlock.ns1268.oracleGeneral.zst S3FIFO-1 cache size     1811, 9099976 req, miss ratio 0.2611, byte miss ratio 0.2611
result/tencentBlock.ns1268.oracleGeneral.zst S3FIFO-1 cache size     6039, 9099976 req, miss ratio 0.2574, byte miss ratio 0.2574
result/tencentBlock.ns1268.oracleGeneral.zst S3FIFO-1 cache size    18118, 9099976 req, miss ratio 0.1701, byte miss ratio 0.1701
result/tencentBlock.ns1268.oracleGeneral.zst S3FIFO-1 cache size    60395, 9099976 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns1268.oracleGeneral.zst S3FIFO-1 cache size   120791, 9099976 req, miss ratio 0.0842, byte miss ratio 0.0842
result/tencentBlock.ns1268.oracleGeneral.zst S3FIFO-1 cache size   241583, 9099976 req, miss ratio 0.0720, byte miss ratio 0.0720
result/tencentBlock.ns1268.oracleGeneral.zst S3FIFO-1 cache size   483167, 9099976 req, miss ratio 0.0683, byte miss ratio 0.0683
result/tencentBlock.ns1268.oracleGeneral.zst LIRS cache size      603, 9099976 req, miss ratio 0.2912, byte miss ratio 0.2912
result/tencentBlock.ns1268.oracleGeneral.zst LIRS cache size     1811, 9099976 req, miss ratio 0.2690, byte miss ratio 0.2690
result/tencentBlock.ns1268.oracleGeneral.zst LIRS cache size     6039, 9099976 req, miss ratio 0.2628, byte miss ratio 0.2628
result/tencentBlock.ns1268.oracleGeneral.zst LIRS cache size    18118, 9099976 req, miss ratio 0.1727, byte miss ratio 0.1727
result/tencentBlock.ns1268.oracleGeneral.zst LIRS cache size    60395, 9099976 req, miss ratio 0.1226, byte miss ratio 0.1226
result/tencentBlock.ns1268.oracleGeneral.zst LIRS cache size   120791, 9099976 req, miss ratio 0.0865, byte miss ratio 0.0865
result/tencentBlock.ns1268.oracleGeneral.zst LIRS cache size   241583, 9099976 req, miss ratio 0.0683, byte miss ratio 0.0683
result/tencentBlock.ns1268.oracleGeneral.zst LIRS cache size   483167, 9099976 req, miss ratio 0.0667, byte miss ratio 0.0667
result/tencentBlock.ns1268.oracleGeneral.zst FIFO cache size      603, 9099976 req, miss ratio 0.2757, byte miss ratio 0.2757
result/tencentBlock.ns1268.oracleGeneral.zst FIFO cache size     1811, 9099976 req, miss ratio 0.2665, byte miss ratio 0.2665
result/tencentBlock.ns1268.oracleGeneral.zst FIFO cache size     6039, 9099976 req, miss ratio 0.2622, byte miss ratio 0.2622
result/tencentBlock.ns1268.oracleGeneral.zst FIFO cache size    18118, 9099976 req, miss ratio 0.2597, byte miss ratio 0.2597
result/tencentBlock.ns1268.oracleGeneral.zst FIFO cache size    60395, 9099976 req, miss ratio 0.1510, byte miss ratio 0.1510
result/tencentBlock.ns1268.oracleGeneral.zst FIFO cache size   120791, 9099976 req, miss ratio 0.1064, byte miss ratio 0.1064
result/tencentBlock.ns1268.oracleGeneral.zst FIFO cache size   241583, 9099976 req, miss ratio 0.0826, byte miss ratio 0.0826
result/tencentBlock.ns1268.oracleGeneral.zst FIFO cache size   483167, 9099976 req, miss ratio 0.0726, byte miss ratio 0.0726
result/tencentBlock.ns1268.oracleGeneral.zst clock2 cache size      603, 9099976 req, miss ratio 0.2649, byte miss ratio 0.2649
result/tencentBlock.ns1268.oracleGeneral.zst clock2 cache size     1811, 9099976 req, miss ratio 0.2614, byte miss ratio 0.2614
result/tencentBlock.ns1268.oracleGeneral.zst clock2 cache size     6039, 9099976 req, miss ratio 0.2602, byte miss ratio 0.2602
result/tencentBlock.ns1268.oracleGeneral.zst clock2 cache size    18118, 9099976 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns1268.oracleGeneral.zst clock2 cache size    60395, 9099976 req, miss ratio 0.1488, byte miss ratio 0.1488
result/tencentBlock.ns1268.oracleGeneral.zst clock2 cache size   120791, 9099976 req, miss ratio 0.1031, byte miss ratio 0.1031
