result/tencentBlock.ns14072.oracleGeneral.zst LeCaR cache size      707, 5851148 req, miss ratio 0.3841, byte miss ratio 0.3841
result/tencentBlock.ns14072.oracleGeneral.zst LeCaR cache size     2122, 5851148 req, miss ratio 0.3556, byte miss ratio 0.3556
result/tencentBlock.ns14072.oracleGeneral.zst LeCaR cache size     7074, 5851148 req, miss ratio 0.3171, byte miss ratio 0.3171
result/tencentBlock.ns14072.oracleGeneral.zst LeCaR cache size    21222, 5851148 req, miss ratio 0.3040, byte miss ratio 0.3040
result/tencentBlock.ns14072.oracleGeneral.zst LeCaR cache size    70742, 5851148 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns14072.oracleGeneral.zst LeCaR cache size   141484, 5851148 req, miss ratio 0.1970, byte miss ratio 0.1970
result/tencentBlock.ns14072.oracleGeneral.zst LeCaR cache size   282968, 5851148 req, miss ratio 0.1309, byte miss ratio 0.1309
result/tencentBlock.ns14072.oracleGeneral.zst LeCaR cache size   565936, 5851148 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns14072.oracleGeneral.zst LHD cache size      707, 5851148 req, miss ratio 0.3818, byte miss ratio 0.3818
result/tencentBlock.ns14072.oracleGeneral.zst LHD cache size     2122, 5851148 req, miss ratio 0.3462, byte miss ratio 0.3462
result/tencentBlock.ns14072.oracleGeneral.zst LHD cache size     7074, 5851148 req, miss ratio 0.3122, byte miss ratio 0.3122
result/tencentBlock.ns14072.oracleGeneral.zst LHD cache size    21222, 5851148 req, miss ratio 0.2861, byte miss ratio 0.2861
result/tencentBlock.ns14072.oracleGeneral.zst LHD cache size    70742, 5851148 req, miss ratio 0.2340, byte miss ratio 0.2340
result/tencentBlock.ns14072.oracleGeneral.zst LHD cache size   141484, 5851148 req, miss ratio 0.1774, byte miss ratio 0.1774
result/tencentBlock.ns14072.oracleGeneral.zst LHD cache size   282968, 5851148 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns14072.oracleGeneral.zst LHD cache size   565936, 5851148 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns14072.oracleGeneral.zst Clock cache size      707, 5851148 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns14072.oracleGeneral.zst Clock cache size     2122, 5851148 req, miss ratio 0.3559, byte miss ratio 0.3559
result/tencentBlock.ns14072.oracleGeneral.zst Clock cache size     7074, 5851148 req, miss ratio 0.3234, byte miss ratio 0.3234
result/tencentBlock.ns14072.oracleGeneral.zst Clock cache size    21222, 5851148 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns14072.oracleGeneral.zst Clock cache size    70742, 5851148 req, miss ratio 0.2536, byte miss ratio 0.2536
result/tencentBlock.ns14072.oracleGeneral.zst Clock cache size   141484, 5851148 req, miss ratio 0.2155, byte miss ratio 0.2155
result/tencentBlock.ns14072.oracleGeneral.zst Clock cache size   282968, 5851148 req, miss ratio 0.1367, byte miss ratio 0.1367
result/tencentBlock.ns14072.oracleGeneral.zst Clock cache size   565936, 5851148 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns14072.oracleGeneral.zst FIFO cache size      707, 5851148 req, miss ratio 0.4774, byte miss ratio 0.4774
result/tencentBlock.ns14072.oracleGeneral.zst FIFO cache size     2122, 5851148 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns14072.oracleGeneral.zst FIFO cache size     7074, 5851148 req, miss ratio 0.3436, byte miss ratio 0.3436
result/tencentBlock.ns14072.oracleGeneral.zst FIFO cache size    21222, 5851148 req, miss ratio 0.3187, byte miss ratio 0.3187
result/tencentBlock.ns14072.oracleGeneral.zst FIFO cache size    70742, 5851148 req, miss ratio 0.2640, byte miss ratio 0.2640
result/tencentBlock.ns14072.oracleGeneral.zst FIFO cache size   141484, 5851148 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns14072.oracleGeneral.zst FIFO cache size   282968, 5851148 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns14072.oracleGeneral.zst FIFO cache size   565936, 5851148 req, miss ratio 0.1339, byte miss ratio 0.1339
result/tencentBlock.ns14072.oracleGeneral.zst Cacheus cache size      707, 5851148 req, miss ratio 0.3736, byte miss ratio 0.3736
result/tencentBlock.ns14072.oracleGeneral.zst Cacheus cache size     2122, 5851148 req, miss ratio 0.3451, byte miss ratio 0.3451
result/tencentBlock.ns14072.oracleGeneral.zst Cacheus cache size     7074, 5851148 req, miss ratio 0.3112, byte miss ratio 0.3112
result/tencentBlock.ns14072.oracleGeneral.zst Cacheus cache size    21222, 5851148 req, miss ratio 0.2885, byte miss ratio 0.2885
result/tencentBlock.ns14072.oracleGeneral.zst Cacheus cache size    70742, 5851148 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns14072.oracleGeneral.zst Cacheus cache size   141484, 5851148 req, miss ratio 0.1978, byte miss ratio 0.1978
result/tencentBlock.ns14072.oracleGeneral.zst Cacheus cache size   282968, 5851148 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns14072.oracleGeneral.zst Cacheus cache size   565936, 5851148 req, miss ratio 0.1218, byte miss ratio 0.1218
result/tencentBlock.ns14072.oracleGeneral.zst ARC cache size      707, 5851148 req, miss ratio 0.3720, byte miss ratio 0.3720
result/tencentBlock.ns14072.oracleGeneral.zst ARC cache size     2122, 5851148 req, miss ratio 0.3436, byte miss ratio 0.3436
result/tencentBlock.ns14072.oracleGeneral.zst ARC cache size     7074, 5851148 req, miss ratio 0.3087, byte miss ratio 0.3087
result/tencentBlock.ns14072.oracleGeneral.zst ARC cache size    21222, 5851148 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns14072.oracleGeneral.zst ARC cache size    70742, 5851148 req, miss ratio 0.2427, byte miss ratio 0.2427
result/tencentBlock.ns14072.oracleGeneral.zst ARC cache size   141484, 5851148 req, miss ratio 0.1876, byte miss ratio 0.1876
result/tencentBlock.ns14072.oracleGeneral.zst ARC cache size   282968, 5851148 req, miss ratio 0.1304, byte miss ratio 0.1304
result/tencentBlock.ns14072.oracleGeneral.zst ARC cache size   565936, 5851148 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns14072.oracleGeneral.zst LIRS cache size      707, 5851148 req, miss ratio 0.4113, byte miss ratio 0.4113
result/tencentBlock.ns14072.oracleGeneral.zst LIRS cache size     2122, 5851148 req, miss ratio 0.3555, byte miss ratio 0.3555
result/tencentBlock.ns14072.oracleGeneral.zst LIRS cache size     7074, 5851148 req, miss ratio 0.3140, byte miss ratio 0.3140
result/tencentBlock.ns14072.oracleGeneral.zst LIRS cache size    21222, 5851148 req, miss ratio 0.2858, byte miss ratio 0.2858
result/tencentBlock.ns14072.oracleGeneral.zst LIRS cache size    70742, 5851148 req, miss ratio 0.2392, byte miss ratio 0.2392
result/tencentBlock.ns14072.oracleGeneral.zst LIRS cache size   141484, 5851148 req, miss ratio 0.1835, byte miss ratio 0.1835
result/tencentBlock.ns14072.oracleGeneral.zst LIRS cache size   282968, 5851148 req, miss ratio 0.1331, byte miss ratio 0.1331
result/tencentBlock.ns14072.oracleGeneral.zst LIRS cache size   565936, 5851148 req, miss ratio 0.1229, byte miss ratio 0.1229
result/tencentBlock.ns14072.oracleGeneral.zst clock2 cache size      707, 5851148 req, miss ratio 0.3840, byte miss ratio 0.3840
result/tencentBlock.ns14072.oracleGeneral.zst clock2 cache size     2122, 5851148 req, miss ratio 0.3563, byte miss ratio 0.3563
result/tencentBlock.ns14072.oracleGeneral.zst clock2 cache size     7074, 5851148 req, miss ratio 0.3195, byte miss ratio 0.3195
result/tencentBlock.ns14072.oracleGeneral.zst clock2 cache size    21222, 5851148 req, miss ratio 0.3045, byte miss ratio 0.3045
result/tencentBlock.ns14072.oracleGeneral.zst clock2 cache size    70742, 5851148 req, miss ratio 0.2570, byte miss ratio 0.2570
result/tencentBlock.ns14072.oracleGeneral.zst clock2 cache size   141484, 5851148 req, miss ratio 0.2201, byte miss ratio 0.2201
result/tencentBlock.ns14072.oracleGeneral.zst clock2 cache size   282968, 5851148 req, miss ratio 0.1374, byte miss ratio 0.1374
result/tencentBlock.ns14072.oracleGeneral.zst clock2 cache size   565936, 5851148 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns14072.oracleGeneral.zst LRU cache size      707, 5851148 req, miss ratio 0.3894, byte miss ratio 0.3894
result/tencentBlock.ns14072.oracleGeneral.zst LRU cache size     2122, 5851148 req, miss ratio 0.3561, byte miss ratio 0.3561
result/tencentBlock.ns14072.oracleGeneral.zst LRU cache size     7074, 5851148 req, miss ratio 0.3258, byte miss ratio 0.3258
result/tencentBlock.ns14072.oracleGeneral.zst LRU cache size    21222, 5851148 req, miss ratio 0.3057, byte miss ratio 0.3057
result/tencentBlock.ns14072.oracleGeneral.zst LRU cache size    70742, 5851148 req, miss ratio 0.2514, byte miss ratio 0.2514
result/tencentBlock.ns14072.oracleGeneral.zst LRU cache size   141484, 5851148 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns14072.oracleGeneral.zst LRU cache size   282968, 5851148 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns14072.oracleGeneral.zst LRU cache size   565936, 5851148 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns14072.oracleGeneral.zst S3FIFO-1 cache size      707, 5851148 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns14072.oracleGeneral.zst S3FIFO-1 cache size     2122, 5851148 req, miss ratio 0.3324, byte miss ratio 0.3324
