result/tencentBlock.ns16706.oracleGeneral.zst LIRS cache size      214, 1595874 req, miss ratio 0.6107, byte miss ratio 0.6107
result/tencentBlock.ns16706.oracleGeneral.zst LIRS cache size      644, 1595874 req, miss ratio 0.5698, byte miss ratio 0.5698
result/tencentBlock.ns16706.oracleGeneral.zst LIRS cache size     2147, 1595874 req, miss ratio 0.4781, byte miss ratio 0.4781
result/tencentBlock.ns16706.oracleGeneral.zst LIRS cache size     6442, 1595874 req, miss ratio 0.4290, byte miss ratio 0.4290
result/tencentBlock.ns16706.oracleGeneral.zst LIRS cache size    21473, 1595874 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns16706.oracleGeneral.zst LIRS cache size    42947, 1595874 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns16706.oracleGeneral.zst LIRS cache size    85895, 1595874 req, miss ratio 0.2052, byte miss ratio 0.2052
result/tencentBlock.ns16706.oracleGeneral.zst LIRS cache size   171790, 1595874 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns16706.oracleGeneral.zst Cacheus cache size      214, 1595874 req, miss ratio 0.5591, byte miss ratio 0.5591
result/tencentBlock.ns16706.oracleGeneral.zst Cacheus cache size      644, 1595874 req, miss ratio 0.5454, byte miss ratio 0.5454
result/tencentBlock.ns16706.oracleGeneral.zst Cacheus cache size     2147, 1595874 req, miss ratio 0.4591, byte miss ratio 0.4591
result/tencentBlock.ns16706.oracleGeneral.zst Cacheus cache size     6442, 1595874 req, miss ratio 0.4329, byte miss ratio 0.4329
result/tencentBlock.ns16706.oracleGeneral.zst Cacheus cache size    21473, 1595874 req, miss ratio 0.3887, byte miss ratio 0.3887
result/tencentBlock.ns16706.oracleGeneral.zst Cacheus cache size    42947, 1595874 req, miss ratio 0.3441, byte miss ratio 0.3441
result/tencentBlock.ns16706.oracleGeneral.zst Cacheus cache size    85895, 1595874 req, miss ratio 0.2147, byte miss ratio 0.2147
result/tencentBlock.ns16706.oracleGeneral.zst Cacheus cache size   171790, 1595874 req, miss ratio 0.1425, byte miss ratio 0.1425
result/tencentBlock.ns16706.oracleGeneral.zst LHD cache size      214, 1595874 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns16706.oracleGeneral.zst LHD cache size      644, 1595874 req, miss ratio 0.5525, byte miss ratio 0.5525
result/tencentBlock.ns16706.oracleGeneral.zst LHD cache size     2147, 1595874 req, miss ratio 0.5083, byte miss ratio 0.5083
result/tencentBlock.ns16706.oracleGeneral.zst LHD cache size     6442, 1595874 req, miss ratio 0.4346, byte miss ratio 0.4346
result/tencentBlock.ns16706.oracleGeneral.zst LHD cache size    21473, 1595874 req, miss ratio 0.3870, byte miss ratio 0.3870
result/tencentBlock.ns16706.oracleGeneral.zst LHD cache size    42947, 1595874 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns16706.oracleGeneral.zst LHD cache size    85895, 1595874 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns16706.oracleGeneral.zst LHD cache size   171790, 1595874 req, miss ratio 0.1396, byte miss ratio 0.1396
result/tencentBlock.ns16706.oracleGeneral.zst LeCaR cache size      214, 1595874 req, miss ratio 0.5714, byte miss ratio 0.5714
result/tencentBlock.ns16706.oracleGeneral.zst LeCaR cache size      644, 1595874 req, miss ratio 0.5551, byte miss ratio 0.5551
result/tencentBlock.ns16706.oracleGeneral.zst LeCaR cache size     2147, 1595874 req, miss ratio 0.5351, byte miss ratio 0.5351
result/tencentBlock.ns16706.oracleGeneral.zst LeCaR cache size     6442, 1595874 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns16706.oracleGeneral.zst LeCaR cache size    21473, 1595874 req, miss ratio 0.3809, byte miss ratio 0.3809
result/tencentBlock.ns16706.oracleGeneral.zst LeCaR cache size    42947, 1595874 req, miss ratio 0.3395, byte miss ratio 0.3395
result/tencentBlock.ns16706.oracleGeneral.zst LeCaR cache size    85895, 1595874 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns16706.oracleGeneral.zst LeCaR cache size   171790, 1595874 req, miss ratio 0.1408, byte miss ratio 0.1408
result/tencentBlock.ns16706.oracleGeneral.zst Clock cache size      214, 1595874 req, miss ratio 0.5831, byte miss ratio 0.5831
result/tencentBlock.ns16706.oracleGeneral.zst Clock cache size      644, 1595874 req, miss ratio 0.5557, byte miss ratio 0.5557
result/tencentBlock.ns16706.oracleGeneral.zst Clock cache size     2147, 1595874 req, miss ratio 0.5417, byte miss ratio 0.5417
result/tencentBlock.ns16706.oracleGeneral.zst Clock cache size     6442, 1595874 req, miss ratio 0.4355, byte miss ratio 0.4355
result/tencentBlock.ns16706.oracleGeneral.zst Clock cache size    21473, 1595874 req, miss ratio 0.4105, byte miss ratio 0.4105
result/tencentBlock.ns16706.oracleGeneral.zst Clock cache size    42947, 1595874 req, miss ratio 0.3445, byte miss ratio 0.3445
result/tencentBlock.ns16706.oracleGeneral.zst Clock cache size    85895, 1595874 req, miss ratio 0.2212, byte miss ratio 0.2212
result/tencentBlock.ns16706.oracleGeneral.zst Clock cache size   171790, 1595874 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns16706.oracleGeneral.zst clock2 cache size      214, 1595874 req, miss ratio 0.5758, byte miss ratio 0.5758
result/tencentBlock.ns16706.oracleGeneral.zst clock2 cache size      644, 1595874 req, miss ratio 0.5555, byte miss ratio 0.5555
result/tencentBlock.ns16706.oracleGeneral.zst clock2 cache size     2147, 1595874 req, miss ratio 0.5413, byte miss ratio 0.5413
result/tencentBlock.ns16706.oracleGeneral.zst clock2 cache size     6442, 1595874 req, miss ratio 0.4353, byte miss ratio 0.4353
result/tencentBlock.ns16706.oracleGeneral.zst clock2 cache size    21473, 1595874 req, miss ratio 0.4239, byte miss ratio 0.4239
result/tencentBlock.ns16706.oracleGeneral.zst clock2 cache size    42947, 1595874 req, miss ratio 0.3630, byte miss ratio 0.3630
result/tencentBlock.ns16706.oracleGeneral.zst clock2 cache size    85895, 1595874 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns16706.oracleGeneral.zst clock2 cache size   171790, 1595874 req, miss ratio 0.1403, byte miss ratio 0.1403
result/tencentBlock.ns16706.oracleGeneral.zst ARC cache size      214, 1595874 req, miss ratio 0.5590, byte miss ratio 0.5590
result/tencentBlock.ns16706.oracleGeneral.zst ARC cache size      644, 1595874 req, miss ratio 0.5434, byte miss ratio 0.5434
result/tencentBlock.ns16706.oracleGeneral.zst ARC cache size     2147, 1595874 req, miss ratio 0.4765, byte miss ratio 0.4765
result/tencentBlock.ns16706.oracleGeneral.zst ARC cache size     6442, 1595874 req, miss ratio 0.4337, byte miss ratio 0.4337
result/tencentBlock.ns16706.oracleGeneral.zst ARC cache size    21473, 1595874 req, miss ratio 0.3839, byte miss ratio 0.3839
result/tencentBlock.ns16706.oracleGeneral.zst ARC cache size    42947, 1595874 req, miss ratio 0.3280, byte miss ratio 0.3280
result/tencentBlock.ns16706.oracleGeneral.zst ARC cache size    85895, 1595874 req, miss ratio 0.2149, byte miss ratio 0.2149
result/tencentBlock.ns16706.oracleGeneral.zst ARC cache size   171790, 1595874 req, miss ratio 0.1397, byte miss ratio 0.1397
result/tencentBlock.ns16706.oracleGeneral.zst FIFO cache size      214, 1595874 req, miss ratio 0.6418, byte miss ratio 0.6418
result/tencentBlock.ns16706.oracleGeneral.zst FIFO cache size      644, 1595874 req, miss ratio 0.5861, byte miss ratio 0.5861
result/tencentBlock.ns16706.oracleGeneral.zst FIFO cache size     2147, 1595874 req, miss ratio 0.5505, byte miss ratio 0.5505
result/tencentBlock.ns16706.oracleGeneral.zst FIFO cache size     6442, 1595874 req, miss ratio 0.4760, byte miss ratio 0.4760
result/tencentBlock.ns16706.oracleGeneral.zst FIFO cache size    21473, 1595874 req, miss ratio 0.4053, byte miss ratio 0.4053
result/tencentBlock.ns16706.oracleGeneral.zst FIFO cache size    42947, 1595874 req, miss ratio 0.3695, byte miss ratio 0.3695
result/tencentBlock.ns16706.oracleGeneral.zst FIFO cache size    85895, 1595874 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns16706.oracleGeneral.zst FIFO cache size   171790, 1595874 req, miss ratio 0.1627, byte miss ratio 0.1627
result/tencentBlock.ns16706.oracleGeneral.zst S3FIFO-1 cache size      214, 1595874 req, miss ratio 0.5671, byte miss ratio 0.5671
result/tencentBlock.ns16706.oracleGeneral.zst S3FIFO-1 cache size      644, 1595874 req, miss ratio 0.5440, byte miss ratio 0.5440
result/tencentBlock.ns16706.oracleGeneral.zst S3FIFO-1 cache size     2147, 1595874 req, miss ratio 0.4725, byte miss ratio 0.4725
result/tencentBlock.ns16706.oracleGeneral.zst S3FIFO-1 cache size     6442, 1595874 req, miss ratio 0.4306, byte miss ratio 0.4306
result/tencentBlock.ns16706.oracleGeneral.zst S3FIFO-1 cache size    21473, 1595874 req, miss ratio 0.3787, byte miss ratio 0.3787
result/tencentBlock.ns16706.oracleGeneral.zst S3FIFO-1 cache size    42947, 1595874 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns16706.oracleGeneral.zst S3FIFO-1 cache size    85895, 1595874 req, miss ratio 0.2094, byte miss ratio 0.2094
result/tencentBlock.ns16706.oracleGeneral.zst S3FIFO-1 cache size   171790, 1595874 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns16706.oracleGeneral.zst LRU cache size      214, 1595874 req, miss ratio 0.5920, byte miss ratio 0.5920
result/tencentBlock.ns16706.oracleGeneral.zst LRU cache size      644, 1595874 req, miss ratio 0.5559, byte miss ratio 0.5559
result/tencentBlock.ns16706.oracleGeneral.zst LRU cache size     2147, 1595874 req, miss ratio 0.5377, byte miss ratio 0.5377
