result/tencentBlock.ns16797.oracleGeneral.zst LeCaR cache size      459, 4767672 req, miss ratio 0.5142, byte miss ratio 0.5142
result/tencentBlock.ns16797.oracleGeneral.zst LeCaR cache size     1378, 4767672 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns16797.oracleGeneral.zst LeCaR cache size     4596, 4767672 req, miss ratio 0.2347, byte miss ratio 0.2347
result/tencentBlock.ns16797.oracleGeneral.zst LeCaR cache size    13789, 4767672 req, miss ratio 0.1924, byte miss ratio 0.1924
result/tencentBlock.ns16797.oracleGeneral.zst LeCaR cache size    45964, 4767672 req, miss ratio 0.1314, byte miss ratio 0.1314
result/tencentBlock.ns16797.oracleGeneral.zst LeCaR cache size    91928, 4767672 req, miss ratio 0.1095, byte miss ratio 0.1095
result/tencentBlock.ns16797.oracleGeneral.zst LeCaR cache size   183856, 4767672 req, miss ratio 0.0975, byte miss ratio 0.0975
result/tencentBlock.ns16797.oracleGeneral.zst LeCaR cache size   367712, 4767672 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns16797.oracleGeneral.zst LHD cache size      459, 4767672 req, miss ratio 0.5169, byte miss ratio 0.5169
result/tencentBlock.ns16797.oracleGeneral.zst LHD cache size     1378, 4767672 req, miss ratio 0.3185, byte miss ratio 0.3185
result/tencentBlock.ns16797.oracleGeneral.zst LHD cache size     4596, 4767672 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns16797.oracleGeneral.zst LHD cache size    13789, 4767672 req, miss ratio 0.1892, byte miss ratio 0.1892
result/tencentBlock.ns16797.oracleGeneral.zst LHD cache size    45964, 4767672 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns16797.oracleGeneral.zst LHD cache size    91928, 4767672 req, miss ratio 0.1047, byte miss ratio 0.1047
result/tencentBlock.ns16797.oracleGeneral.zst LHD cache size   183856, 4767672 req, miss ratio 0.0984, byte miss ratio 0.0984
result/tencentBlock.ns16797.oracleGeneral.zst LHD cache size   367712, 4767672 req, miss ratio 0.0966, byte miss ratio 0.0966
result/tencentBlock.ns16797.oracleGeneral.zst Cacheus cache size      459, 4767672 req, miss ratio 0.5001, byte miss ratio 0.5001
result/tencentBlock.ns16797.oracleGeneral.zst Cacheus cache size     1378, 4767672 req, miss ratio 0.3128, byte miss ratio 0.3128
result/tencentBlock.ns16797.oracleGeneral.zst Cacheus cache size     4596, 4767672 req, miss ratio 0.2321, byte miss ratio 0.2321
result/tencentBlock.ns16797.oracleGeneral.zst Cacheus cache size    13789, 4767672 req, miss ratio 0.1895, byte miss ratio 0.1895
result/tencentBlock.ns16797.oracleGeneral.zst Cacheus cache size    45964, 4767672 req, miss ratio 0.1324, byte miss ratio 0.1324
result/tencentBlock.ns16797.oracleGeneral.zst Cacheus cache size    91928, 4767672 req, miss ratio 0.1135, byte miss ratio 0.1135
result/tencentBlock.ns16797.oracleGeneral.zst Cacheus cache size   183856, 4767672 req, miss ratio 0.0983, byte miss ratio 0.0983
result/tencentBlock.ns16797.oracleGeneral.zst Cacheus cache size   367712, 4767672 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns16797.oracleGeneral.zst FIFO cache size      459, 4767672 req, miss ratio 0.5881, byte miss ratio 0.5881
result/tencentBlock.ns16797.oracleGeneral.zst FIFO cache size     1378, 4767672 req, miss ratio 0.4123, byte miss ratio 0.4123
result/tencentBlock.ns16797.oracleGeneral.zst FIFO cache size     4596, 4767672 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns16797.oracleGeneral.zst FIFO cache size    13789, 4767672 req, miss ratio 0.2104, byte miss ratio 0.2104
result/tencentBlock.ns16797.oracleGeneral.zst FIFO cache size    45964, 4767672 req, miss ratio 0.1391, byte miss ratio 0.1391
