result/tencentBlock.ns5449.oracleGeneral.zst Clock cache size      354, 2467583 req, miss ratio 0.4461, byte miss ratio 0.4461
result/tencentBlock.ns5449.oracleGeneral.zst Clock cache size     1063, 2467583 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns5449.oracleGeneral.zst Clock cache size     3544, 2467583 req, miss ratio 0.4289, byte miss ratio 0.4289
result/tencentBlock.ns5449.oracleGeneral.zst Clock cache size    10632, 2467583 req, miss ratio 0.4266, byte miss ratio 0.4266
result/tencentBlock.ns5449.oracleGeneral.zst Clock cache size    35442, 2467583 req, miss ratio 0.3984, byte miss ratio 0.3984
result/tencentBlock.ns5449.oracleGeneral.zst Clock cache size    70885, 2467583 req, miss ratio 0.3395, byte miss ratio 0.3395
result/tencentBlock.ns5449.oracleGeneral.zst Clock cache size   141770, 2467583 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns5449.oracleGeneral.zst Clock cache size   283540, 2467583 req, miss ratio 0.1479, byte miss ratio 0.1479
result/tencentBlock.ns5449.oracleGeneral.zst Cacheus cache size      354, 2467583 req, miss ratio 0.4389, byte miss ratio 0.4389
result/tencentBlock.ns5449.oracleGeneral.zst Cacheus cache size     1063, 2467583 req, miss ratio 0.4305, byte miss ratio 0.4305
result/tencentBlock.ns5449.oracleGeneral.zst Cacheus cache size     3544, 2467583 req, miss ratio 0.4274, byte miss ratio 0.4274
result/tencentBlock.ns5449.oracleGeneral.zst Cacheus cache size    10632, 2467583 req, miss ratio 0.4260, byte miss ratio 0.4260
result/tencentBlock.ns5449.oracleGeneral.zst Cacheus cache size    35442, 2467583 req, miss ratio 0.3882, byte miss ratio 0.3882
result/tencentBlock.ns5449.oracleGeneral.zst Cacheus cache size    70885, 2467583 req, miss ratio 0.3253, byte miss ratio 0.3253
result/tencentBlock.ns5449.oracleGeneral.zst Cacheus cache size   141770, 2467583 req, miss ratio 0.2282, byte miss ratio 0.2282
result/tencentBlock.ns5449.oracleGeneral.zst Cacheus cache size   283540, 2467583 req, miss ratio 0.1470, byte miss ratio 0.1470
result/tencentBlock.ns5449.oracleGeneral.zst FIFO cache size      354, 2467583 req, miss ratio 0.4928, byte miss ratio 0.4928
result/tencentBlock.ns5449.oracleGeneral.zst FIFO cache size     1063, 2467583 req, miss ratio 0.4530, byte miss ratio 0.4530
