result/tencentBlock.ns9642.oracleGeneral.zst clock2 cache size      257, 1458559 req, miss ratio 0.4222, byte miss ratio 0.4222
result/tencentBlock.ns9642.oracleGeneral.zst clock2 cache size      772, 1458559 req, miss ratio 0.3891, byte miss ratio 0.3891
result/tencentBlock.ns9642.oracleGeneral.zst clock2 cache size     2573, 1458559 req, miss ratio 0.3669, byte miss ratio 0.3669
result/tencentBlock.ns9642.oracleGeneral.zst clock2 cache size     7721, 1458559 req, miss ratio 0.3460, byte miss ratio 0.3460
result/tencentBlock.ns9642.oracleGeneral.zst clock2 cache size    25738, 1458559 req, miss ratio 0.2935, byte miss ratio 0.2935
result/tencentBlock.ns9642.oracleGeneral.zst clock2 cache size    51477, 1458559 req, miss ratio 0.2570, byte miss ratio 0.2570
result/tencentBlock.ns9642.oracleGeneral.zst clock2 cache size   102954, 1458559 req, miss ratio 0.2121, byte miss ratio 0.2121
result/tencentBlock.ns9642.oracleGeneral.zst clock2 cache size   205908, 1458559 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns9642.oracleGeneral.zst LeCaR cache size      257, 1458559 req, miss ratio 0.4131, byte miss ratio 0.4131
result/tencentBlock.ns9642.oracleGeneral.zst LeCaR cache size      772, 1458559 req, miss ratio 0.3885, byte miss ratio 0.3885
result/tencentBlock.ns9642.oracleGeneral.zst LeCaR cache size     2573, 1458559 req, miss ratio 0.3660, byte miss ratio 0.3660
result/tencentBlock.ns9642.oracleGeneral.zst LeCaR cache size     7721, 1458559 req, miss ratio 0.3466, byte miss ratio 0.3466
result/tencentBlock.ns9642.oracleGeneral.zst LeCaR cache size    25738, 1458559 req, miss ratio 0.2830, byte miss ratio 0.2830
result/tencentBlock.ns9642.oracleGeneral.zst LeCaR cache size    51477, 1458559 req, miss ratio 0.2409, byte miss ratio 0.2409
result/tencentBlock.ns9642.oracleGeneral.zst LeCaR cache size   102954, 1458559 req, miss ratio 0.2012, byte miss ratio 0.2012
result/tencentBlock.ns9642.oracleGeneral.zst LeCaR cache size   205908, 1458559 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns9642.oracleGeneral.zst LHD cache size      257, 1458559 req, miss ratio 0.4134, byte miss ratio 0.4134
result/tencentBlock.ns9642.oracleGeneral.zst LHD cache size      772, 1458559 req, miss ratio 0.3895, byte miss ratio 0.3895
result/tencentBlock.ns9642.oracleGeneral.zst LHD cache size     2573, 1458559 req, miss ratio 0.3665, byte miss ratio 0.3665
result/tencentBlock.ns9642.oracleGeneral.zst LHD cache size     7721, 1458559 req, miss ratio 0.3445, byte miss ratio 0.3445
result/tencentBlock.ns9642.oracleGeneral.zst LHD cache size    25738, 1458559 req, miss ratio 0.2759, byte miss ratio 0.2759
result/tencentBlock.ns9642.oracleGeneral.zst LHD cache size    51477, 1458559 req, miss ratio 0.2380, byte miss ratio 0.2380
result/tencentBlock.ns9642.oracleGeneral.zst LHD cache size   102954, 1458559 req, miss ratio 0.2007, byte miss ratio 0.2007
result/tencentBlock.ns9642.oracleGeneral.zst LHD cache size   205908, 1458559 req, miss ratio 0.1779, byte miss ratio 0.1779
result/tencentBlock.ns9642.oracleGeneral.zst FIFO cache size      257, 1458559 req, miss ratio 0.4528, byte miss ratio 0.4528
