result/tencentBlock.ns15370.oracleGeneral.zst LRU cache size      237, 1434652 req, miss ratio 0.4690, byte miss ratio 0.4690
result/tencentBlock.ns15370.oracleGeneral.zst LRU cache size      713, 1434652 req, miss ratio 0.4620, byte miss ratio 0.4620
result/tencentBlock.ns15370.oracleGeneral.zst LRU cache size     2379, 1434652 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns15370.oracleGeneral.zst LRU cache size     7137, 1434652 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns15370.oracleGeneral.zst LRU cache size    23791, 1434652 req, miss ratio 0.4132, byte miss ratio 0.4132
result/tencentBlock.ns15370.oracleGeneral.zst LRU cache size    47582, 1434652 req, miss ratio 0.3693, byte miss ratio 0.3693
result/tencentBlock.ns15370.oracleGeneral.zst LRU cache size    95164, 1434652 req, miss ratio 0.2142, byte miss ratio 0.2142
result/tencentBlock.ns15370.oracleGeneral.zst LRU cache size   190328, 1434652 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns15370.oracleGeneral.zst FIFO cache size      237, 1434652 req, miss ratio 0.5175, byte miss ratio 0.5175
result/tencentBlock.ns15370.oracleGeneral.zst FIFO cache size      713, 1434652 req, miss ratio 0.4806, byte miss ratio 0.4806
result/tencentBlock.ns15370.oracleGeneral.zst FIFO cache size     2379, 1434652 req, miss ratio 0.4657, byte miss ratio 0.4657
result/tencentBlock.ns15370.oracleGeneral.zst FIFO cache size     7137, 1434652 req, miss ratio 0.4608, byte miss ratio 0.4608
result/tencentBlock.ns15370.oracleGeneral.zst FIFO cache size    23791, 1434652 req, miss ratio 0.4243, byte miss ratio 0.4243
result/tencentBlock.ns15370.oracleGeneral.zst FIFO cache size    47582, 1434652 req, miss ratio 0.3738, byte miss ratio 0.3738
result/tencentBlock.ns15370.oracleGeneral.zst FIFO cache size    95164, 1434652 req, miss ratio 0.2613, byte miss ratio 0.2613
result/tencentBlock.ns15370.oracleGeneral.zst FIFO cache size   190328, 1434652 req, miss ratio 0.1892, byte miss ratio 0.1892
result/tencentBlock.ns15370.oracleGeneral.zst Cacheus cache size      237, 1434652 req, miss ratio 0.4632, byte miss ratio 0.4632
result/tencentBlock.ns15370.oracleGeneral.zst Cacheus cache size      713, 1434652 req, miss ratio 0.4604, byte miss ratio 0.4604
result/tencentBlock.ns15370.oracleGeneral.zst Cacheus cache size     2379, 1434652 req, miss ratio 0.4588, byte miss ratio 0.4588
result/tencentBlock.ns15370.oracleGeneral.zst Cacheus cache size     7137, 1434652 req, miss ratio 0.4581, byte miss ratio 0.4581
result/tencentBlock.ns15370.oracleGeneral.zst Cacheus cache size    23791, 1434652 req, miss ratio 0.4207, byte miss ratio 0.4207
result/tencentBlock.ns15370.oracleGeneral.zst Cacheus cache size    47582, 1434652 req, miss ratio 0.3666, byte miss ratio 0.3666
result/tencentBlock.ns15370.oracleGeneral.zst Cacheus cache size    95164, 1434652 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns15370.oracleGeneral.zst Cacheus cache size   190328, 1434652 req, miss ratio 0.1690, byte miss ratio 0.1690
result/tencentBlock.ns15370.oracleGeneral.zst Clock cache size      237, 1434652 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns15370.oracleGeneral.zst Clock cache size      713, 1434652 req, miss ratio 0.4619, byte miss ratio 0.4619
result/tencentBlock.ns15370.oracleGeneral.zst Clock cache size     2379, 1434652 req, miss ratio 0.4598, byte miss ratio 0.4598
result/tencentBlock.ns15370.oracleGeneral.zst Clock cache size     7137, 1434652 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns15370.oracleGeneral.zst Clock cache size    23791, 1434652 req, miss ratio 0.4152, byte miss ratio 0.4152
result/tencentBlock.ns15370.oracleGeneral.zst Clock cache size    47582, 1434652 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns15370.oracleGeneral.zst Clock cache size    95164, 1434652 req, miss ratio 0.2332, byte miss ratio 0.2332
result/tencentBlock.ns15370.oracleGeneral.zst Clock cache size   190328, 1434652 req, miss ratio 0.1676, byte miss ratio 0.1676
result/tencentBlock.ns15370.oracleGeneral.zst LeCaR cache size      237, 1434652 req, miss ratio 0.4666, byte miss ratio 0.4666
result/tencentBlock.ns15370.oracleGeneral.zst LeCaR cache size      713, 1434652 req, miss ratio 0.4617, byte miss ratio 0.4617
result/tencentBlock.ns15370.oracleGeneral.zst LeCaR cache size     2379, 1434652 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns15370.oracleGeneral.zst LeCaR cache size     7137, 1434652 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns15370.oracleGeneral.zst LeCaR cache size    23791, 1434652 req, miss ratio 0.4101, byte miss ratio 0.4101
result/tencentBlock.ns15370.oracleGeneral.zst LeCaR cache size    47582, 1434652 req, miss ratio 0.3694, byte miss ratio 0.3694
result/tencentBlock.ns15370.oracleGeneral.zst LeCaR cache size    95164, 1434652 req, miss ratio 0.2112, byte miss ratio 0.2112
result/tencentBlock.ns15370.oracleGeneral.zst LeCaR cache size   190328, 1434652 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-1 cache size      237, 1434652 req, miss ratio 0.4641, byte miss ratio 0.4641
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-1 cache size      713, 1434652 req, miss ratio 0.4602, byte miss ratio 0.4602
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-1 cache size     2379, 1434652 req, miss ratio 0.4587, byte miss ratio 0.4587
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-1 cache size     7137, 1434652 req, miss ratio 0.4579, byte miss ratio 0.4579
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-1 cache size    23791, 1434652 req, miss ratio 0.4024, byte miss ratio 0.4024
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-1 cache size    47582, 1434652 req, miss ratio 0.3470, byte miss ratio 0.3470
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-1 cache size    95164, 1434652 req, miss ratio 0.2160, byte miss ratio 0.2160
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-1 cache size   190328, 1434652 req, miss ratio 0.1674, byte miss ratio 0.1674
result/tencentBlock.ns15370.oracleGeneral.zst ARC cache size      237, 1434652 req, miss ratio 0.4633, byte miss ratio 0.4633
result/tencentBlock.ns15370.oracleGeneral.zst ARC cache size      713, 1434652 req, miss ratio 0.4605, byte miss ratio 0.4605
result/tencentBlock.ns15370.oracleGeneral.zst ARC cache size     2379, 1434652 req, miss ratio 0.4591, byte miss ratio 0.4591
result/tencentBlock.ns15370.oracleGeneral.zst ARC cache size     7137, 1434652 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns15370.oracleGeneral.zst ARC cache size    23791, 1434652 req, miss ratio 0.4157, byte miss ratio 0.4157
result/tencentBlock.ns15370.oracleGeneral.zst ARC cache size    47582, 1434652 req, miss ratio 0.3422, byte miss ratio 0.3422
result/tencentBlock.ns15370.oracleGeneral.zst ARC cache size    95164, 1434652 req, miss ratio 0.2160, byte miss ratio 0.2160
result/tencentBlock.ns15370.oracleGeneral.zst ARC cache size   190328, 1434652 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns15370.oracleGeneral.zst LIRS cache size      237, 1434652 req, miss ratio 0.5448, byte miss ratio 0.5448
result/tencentBlock.ns15370.oracleGeneral.zst LIRS cache size      713, 1434652 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns15370.oracleGeneral.zst LIRS cache size     2379, 1434652 req, miss ratio 0.4615, byte miss ratio 0.4615
result/tencentBlock.ns15370.oracleGeneral.zst LIRS cache size     7137, 1434652 req, miss ratio 0.4548, byte miss ratio 0.4548
result/tencentBlock.ns15370.oracleGeneral.zst LIRS cache size    23791, 1434652 req, miss ratio 0.4014, byte miss ratio 0.4014
result/tencentBlock.ns15370.oracleGeneral.zst LIRS cache size    47582, 1434652 req, miss ratio 0.3241, byte miss ratio 0.3241
result/tencentBlock.ns15370.oracleGeneral.zst LIRS cache size    95164, 1434652 req, miss ratio 0.2154, byte miss ratio 0.2154
result/tencentBlock.ns15370.oracleGeneral.zst LIRS cache size   190328, 1434652 req, miss ratio 0.1672, byte miss ratio 0.1672
result/tencentBlock.ns15370.oracleGeneral.zst LHD cache size      237, 1434652 req, miss ratio 0.4696, byte miss ratio 0.4696
result/tencentBlock.ns15370.oracleGeneral.zst LHD cache size      713, 1434652 req, miss ratio 0.4618, byte miss ratio 0.4618
result/tencentBlock.ns15370.oracleGeneral.zst LHD cache size     2379, 1434652 req, miss ratio 0.4594, byte miss ratio 0.4594
result/tencentBlock.ns15370.oracleGeneral.zst LHD cache size     7137, 1434652 req, miss ratio 0.4554, byte miss ratio 0.4554
result/tencentBlock.ns15370.oracleGeneral.zst LHD cache size    23791, 1434652 req, miss ratio 0.4070, byte miss ratio 0.4070
result/tencentBlock.ns15370.oracleGeneral.zst LHD cache size    47582, 1434652 req, miss ratio 0.3490, byte miss ratio 0.3490
result/tencentBlock.ns15370.oracleGeneral.zst LHD cache size    95164, 1434652 req, miss ratio 0.2169, byte miss ratio 0.2169
result/tencentBlock.ns15370.oracleGeneral.zst LHD cache size   190328, 1434652 req, miss ratio 0.1673, byte miss ratio 0.1673
result/tencentBlock.ns15370.oracleGeneral.zst clock2 cache size      237, 1434652 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns15370.oracleGeneral.zst clock2 cache size      713, 1434652 req, miss ratio 0.4616, byte miss ratio 0.4616
result/tencentBlock.ns15370.oracleGeneral.zst clock2 cache size     2379, 1434652 req, miss ratio 0.4599, byte miss ratio 0.4599
result/tencentBlock.ns15370.oracleGeneral.zst clock2 cache size     7137, 1434652 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns15370.oracleGeneral.zst clock2 cache size    23791, 1434652 req, miss ratio 0.4360, byte miss ratio 0.4360
result/tencentBlock.ns15370.oracleGeneral.zst clock2 cache size    47582, 1434652 req, miss ratio 0.3899, byte miss ratio 0.3899
result/tencentBlock.ns15370.oracleGeneral.zst clock2 cache size    95164, 1434652 req, miss ratio 0.2712, byte miss ratio 0.2712
result/tencentBlock.ns15370.oracleGeneral.zst clock2 cache size   190328, 1434652 req, miss ratio 0.1672, byte miss ratio 0.1672
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-d-1 cache size      237, 1434652 req, miss ratio 0.4624, byte miss ratio 0.4624
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-d-1 cache size      713, 1434652 req, miss ratio 0.4602, byte miss ratio 0.4602
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-d-1 cache size     2379, 1434652 req, miss ratio 0.4587, byte miss ratio 0.4587
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-d-1 cache size     7137, 1434652 req, miss ratio 0.4579, byte miss ratio 0.4579
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-d-1 cache size    23791, 1434652 req, miss ratio 0.4018, byte miss ratio 0.4018
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-d-1 cache size    47582, 1434652 req, miss ratio 0.3416, byte miss ratio 0.3416
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-d-1 cache size    95164, 1434652 req, miss ratio 0.2175, byte miss ratio 0.2175
result/tencentBlock.ns15370.oracleGeneral.zst S3FIFO-d-1 cache size   190328, 1434652 req, miss ratio 0.1674, byte miss ratio 0.1674
result/tencentBlock.ns15370.oracleGeneral.zst LRB cache size      237, 1434652 req, miss ratio 0.5790, byte miss ratio 0.5790
result/tencentBlock.ns15370.oracleGeneral.zst LRB cache size      713, 1434652 req, miss ratio 0.4884, byte miss ratio 0.4884
result/tencentBlock.ns15370.oracleGeneral.zst LRB cache size     2379, 1434652 req, miss ratio 0.4592, byte miss ratio 0.4592
result/tencentBlock.ns15370.oracleGeneral.zst LRB cache size     7137, 1434652 req, miss ratio 0.4342, byte miss ratio 0.4342
