result/tencentBlock.ns10857.oracleGeneral.zst LHD cache size      119, 11840019 req, miss ratio 0.7604, byte miss ratio 0.7604
result/tencentBlock.ns10857.oracleGeneral.zst LHD cache size      359, 11840019 req, miss ratio 0.6328, byte miss ratio 0.6328
result/tencentBlock.ns10857.oracleGeneral.zst LHD cache size     1199, 11840019 req, miss ratio 0.5906, byte miss ratio 0.5906
result/tencentBlock.ns10857.oracleGeneral.zst LHD cache size     3599, 11840019 req, miss ratio 0.5296, byte miss ratio 0.5296
result/tencentBlock.ns10857.oracleGeneral.zst LHD cache size    11998, 11840019 req, miss ratio 0.2315, byte miss ratio 0.2315
result/tencentBlock.ns10857.oracleGeneral.zst LHD cache size    23996, 11840019 req, miss ratio 0.0488, byte miss ratio 0.0488
result/tencentBlock.ns10857.oracleGeneral.zst LHD cache size    47992, 11840019 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns10857.oracleGeneral.zst LHD cache size    95984, 11840019 req, miss ratio 0.0117, byte miss ratio 0.0117
result/tencentBlock.ns10857.oracleGeneral.zst Clock cache size      119, 11840019 req, miss ratio 0.7886, byte miss ratio 0.7886
result/tencentBlock.ns10857.oracleGeneral.zst Clock cache size      359, 11840019 req, miss ratio 0.6437, byte miss ratio 0.6437
result/tencentBlock.ns10857.oracleGeneral.zst Clock cache size     1199, 11840019 req, miss ratio 0.5955, byte miss ratio 0.5955
result/tencentBlock.ns10857.oracleGeneral.zst Clock cache size     3599, 11840019 req, miss ratio 0.5883, byte miss ratio 0.5883
result/tencentBlock.ns10857.oracleGeneral.zst Clock cache size    11998, 11840019 req, miss ratio 0.3712, byte miss ratio 0.3712
result/tencentBlock.ns10857.oracleGeneral.zst Clock cache size    23996, 11840019 req, miss ratio 0.0519, byte miss ratio 0.0519
result/tencentBlock.ns10857.oracleGeneral.zst Clock cache size    47992, 11840019 req, miss ratio 0.0288, byte miss ratio 0.0288
result/tencentBlock.ns10857.oracleGeneral.zst Clock cache size    95984, 11840019 req, miss ratio 0.0117, byte miss ratio 0.0117
result/tencentBlock.ns10857.oracleGeneral.zst ARC cache size      119, 11840019 req, miss ratio 0.7160, byte miss ratio 0.7160
