result/tencentBlock.ns13524.oracleGeneral.zst Clock cache size      413, 3986222 req, miss ratio 0.4690, byte miss ratio 0.4690
result/tencentBlock.ns13524.oracleGeneral.zst Clock cache size     1239, 3986222 req, miss ratio 0.3896, byte miss ratio 0.3896
result/tencentBlock.ns13524.oracleGeneral.zst Clock cache size     4131, 3986222 req, miss ratio 0.2931, byte miss ratio 0.2931
result/tencentBlock.ns13524.oracleGeneral.zst Clock cache size    12394, 3986222 req, miss ratio 0.2652, byte miss ratio 0.2652
result/tencentBlock.ns13524.oracleGeneral.zst Clock cache size    41314, 3986222 req, miss ratio 0.2139, byte miss ratio 0.2139
result/tencentBlock.ns13524.oracleGeneral.zst Clock cache size    82629, 3986222 req, miss ratio 0.1798, byte miss ratio 0.1798
result/tencentBlock.ns13524.oracleGeneral.zst Clock cache size   165259, 3986222 req, miss ratio 0.1186, byte miss ratio 0.1186
result/tencentBlock.ns13524.oracleGeneral.zst Clock cache size   330519, 3986222 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns13524.oracleGeneral.zst S3FIFO-1 cache size      413, 3986222 req, miss ratio 0.4612, byte miss ratio 0.4612
result/tencentBlock.ns13524.oracleGeneral.zst S3FIFO-1 cache size     1239, 3986222 req, miss ratio 0.3320, byte miss ratio 0.3320
result/tencentBlock.ns13524.oracleGeneral.zst S3FIFO-1 cache size     4131, 3986222 req, miss ratio 0.2786, byte miss ratio 0.2786
result/tencentBlock.ns13524.oracleGeneral.zst S3FIFO-1 cache size    12394, 3986222 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns13524.oracleGeneral.zst S3FIFO-1 cache size    41314, 3986222 req, miss ratio 0.2124, byte miss ratio 0.2124
result/tencentBlock.ns13524.oracleGeneral.zst S3FIFO-1 cache size    82629, 3986222 req, miss ratio 0.1638, byte miss ratio 0.1638
result/tencentBlock.ns13524.oracleGeneral.zst S3FIFO-1 cache size   165259, 3986222 req, miss ratio 0.1136, byte miss ratio 0.1136
result/tencentBlock.ns13524.oracleGeneral.zst S3FIFO-1 cache size   330519, 3986222 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns13524.oracleGeneral.zst LIRS cache size      413, 3986222 req, miss ratio 0.4763, byte miss ratio 0.4763
result/tencentBlock.ns13524.oracleGeneral.zst LIRS cache size     1239, 3986222 req, miss ratio 0.3640, byte miss ratio 0.3640
result/tencentBlock.ns13524.oracleGeneral.zst LIRS cache size     4131, 3986222 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns13524.oracleGeneral.zst LIRS cache size    12394, 3986222 req, miss ratio 0.2525, byte miss ratio 0.2525
result/tencentBlock.ns13524.oracleGeneral.zst LIRS cache size    41314, 3986222 req, miss ratio 0.2101, byte miss ratio 0.2101
result/tencentBlock.ns13524.oracleGeneral.zst LIRS cache size    82629, 3986222 req, miss ratio 0.1630, byte miss ratio 0.1630
result/tencentBlock.ns13524.oracleGeneral.zst LIRS cache size   165259, 3986222 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns13524.oracleGeneral.zst LIRS cache size   330519, 3986222 req, miss ratio 0.1067, byte miss ratio 0.1067
