result/tencentBlock.ns5920.oracleGeneral.zst ARC cache size      166, 1892431 req, miss ratio 0.3703, byte miss ratio 0.3703
result/tencentBlock.ns5920.oracleGeneral.zst ARC cache size      498, 1892431 req, miss ratio 0.3594, byte miss ratio 0.3594
result/tencentBlock.ns5920.oracleGeneral.zst ARC cache size     1660, 1892431 req, miss ratio 0.3570, byte miss ratio 0.3570
result/tencentBlock.ns5920.oracleGeneral.zst ARC cache size     4980, 1892431 req, miss ratio 0.3565, byte miss ratio 0.3565
result/tencentBlock.ns5920.oracleGeneral.zst ARC cache size    16600, 1892431 req, miss ratio 0.3271, byte miss ratio 0.3271
result/tencentBlock.ns5920.oracleGeneral.zst ARC cache size    33200, 1892431 req, miss ratio 0.2674, byte miss ratio 0.2674
result/tencentBlock.ns5920.oracleGeneral.zst ARC cache size    66400, 1892431 req, miss ratio 0.2057, byte miss ratio 0.2057
result/tencentBlock.ns5920.oracleGeneral.zst ARC cache size   132800, 1892431 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns5920.oracleGeneral.zst LHD cache size      166, 1892431 req, miss ratio 0.3826, byte miss ratio 0.3826
result/tencentBlock.ns5920.oracleGeneral.zst LHD cache size      498, 1892431 req, miss ratio 0.3633, byte miss ratio 0.3633
result/tencentBlock.ns5920.oracleGeneral.zst LHD cache size     1660, 1892431 req, miss ratio 0.3574, byte miss ratio 0.3574
result/tencentBlock.ns5920.oracleGeneral.zst LHD cache size     4980, 1892431 req, miss ratio 0.3564, byte miss ratio 0.3564
result/tencentBlock.ns5920.oracleGeneral.zst LHD cache size    16600, 1892431 req, miss ratio 0.3170, byte miss ratio 0.3170
result/tencentBlock.ns5920.oracleGeneral.zst LHD cache size    33200, 1892431 req, miss ratio 0.2754, byte miss ratio 0.2754
result/tencentBlock.ns5920.oracleGeneral.zst LHD cache size    66400, 1892431 req, miss ratio 0.1942, byte miss ratio 0.1942
result/tencentBlock.ns5920.oracleGeneral.zst LHD cache size   132800, 1892431 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns5920.oracleGeneral.zst LeCaR cache size      166, 1892431 req, miss ratio 0.3823, byte miss ratio 0.3823
result/tencentBlock.ns5920.oracleGeneral.zst LeCaR cache size      498, 1892431 req, miss ratio 0.3625, byte miss ratio 0.3625
result/tencentBlock.ns5920.oracleGeneral.zst LeCaR cache size     1660, 1892431 req, miss ratio 0.3575, byte miss ratio 0.3575
result/tencentBlock.ns5920.oracleGeneral.zst LeCaR cache size     4980, 1892431 req, miss ratio 0.3565, byte miss ratio 0.3565
result/tencentBlock.ns5920.oracleGeneral.zst LeCaR cache size    16600, 1892431 req, miss ratio 0.3166, byte miss ratio 0.3166
result/tencentBlock.ns5920.oracleGeneral.zst LeCaR cache size    33200, 1892431 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns5920.oracleGeneral.zst LeCaR cache size    66400, 1892431 req, miss ratio 0.1979, byte miss ratio 0.1979
result/tencentBlock.ns5920.oracleGeneral.zst LeCaR cache size   132800, 1892431 req, miss ratio 0.0989, byte miss ratio 0.0989
result/tencentBlock.ns5920.oracleGeneral.zst S3FIFO-1 cache size      166, 1892431 req, miss ratio 0.3734, byte miss ratio 0.3734
result/tencentBlock.ns5920.oracleGeneral.zst S3FIFO-1 cache size      498, 1892431 req, miss ratio 0.3596, byte miss ratio 0.3596
result/tencentBlock.ns5920.oracleGeneral.zst S3FIFO-1 cache size     1660, 1892431 req, miss ratio 0.3567, byte miss ratio 0.3567
result/tencentBlock.ns5920.oracleGeneral.zst S3FIFO-1 cache size     4980, 1892431 req, miss ratio 0.3563, byte miss ratio 0.3563
result/tencentBlock.ns5920.oracleGeneral.zst S3FIFO-1 cache size    16600, 1892431 req, miss ratio 0.3185, byte miss ratio 0.3185
