result/tencentBlock.ns16999.oracleGeneral.zst S3FIFO-1 cache size      324, 3481733 req, miss ratio 0.5295, byte miss ratio 0.5295
result/tencentBlock.ns16999.oracleGeneral.zst S3FIFO-1 cache size      972, 3481733 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns16999.oracleGeneral.zst S3FIFO-1 cache size     3241, 3481733 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns16999.oracleGeneral.zst S3FIFO-1 cache size     9724, 3481733 req, miss ratio 0.2142, byte miss ratio 0.2142
result/tencentBlock.ns16999.oracleGeneral.zst S3FIFO-1 cache size    32414, 3481733 req, miss ratio 0.1651, byte miss ratio 0.1651
result/tencentBlock.ns16999.oracleGeneral.zst S3FIFO-1 cache size    64829, 3481733 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns16999.oracleGeneral.zst S3FIFO-1 cache size   129659, 3481733 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns16999.oracleGeneral.zst S3FIFO-1 cache size   259319, 3481733 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns16999.oracleGeneral.zst LIRS cache size      324, 3481733 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns16999.oracleGeneral.zst LIRS cache size      972, 3481733 req, miss ratio 0.3735, byte miss ratio 0.3735
result/tencentBlock.ns16999.oracleGeneral.zst LIRS cache size     3241, 3481733 req, miss ratio 0.2625, byte miss ratio 0.2625
result/tencentBlock.ns16999.oracleGeneral.zst LIRS cache size     9724, 3481733 req, miss ratio 0.2155, byte miss ratio 0.2155
result/tencentBlock.ns16999.oracleGeneral.zst LIRS cache size    32414, 3481733 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns16999.oracleGeneral.zst LIRS cache size    64829, 3481733 req, miss ratio 0.1350, byte miss ratio 0.1350
result/tencentBlock.ns16999.oracleGeneral.zst LIRS cache size   129659, 3481733 req, miss ratio 0.1089, byte miss ratio 0.1089
result/tencentBlock.ns16999.oracleGeneral.zst LIRS cache size   259319, 3481733 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns16999.oracleGeneral.zst Clock cache size      324, 3481733 req, miss ratio 0.5351, byte miss ratio 0.5351
result/tencentBlock.ns16999.oracleGeneral.zst Clock cache size      972, 3481733 req, miss ratio 0.4112, byte miss ratio 0.4112
result/tencentBlock.ns16999.oracleGeneral.zst Clock cache size     3241, 3481733 req, miss ratio 0.2598, byte miss ratio 0.2598
result/tencentBlock.ns16999.oracleGeneral.zst Clock cache size     9724, 3481733 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns16999.oracleGeneral.zst Clock cache size    32414, 3481733 req, miss ratio 0.1550, byte miss ratio 0.1550
result/tencentBlock.ns16999.oracleGeneral.zst Clock cache size    64829, 3481733 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns16999.oracleGeneral.zst Clock cache size   129659, 3481733 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns16999.oracleGeneral.zst Clock cache size   259319, 3481733 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns16999.oracleGeneral.zst LeCaR cache size      324, 3481733 req, miss ratio 0.5317, byte miss ratio 0.5317
result/tencentBlock.ns16999.oracleGeneral.zst LeCaR cache size      972, 3481733 req, miss ratio 0.4127, byte miss ratio 0.4127
result/tencentBlock.ns16999.oracleGeneral.zst LeCaR cache size     3241, 3481733 req, miss ratio 0.2530, byte miss ratio 0.2530
result/tencentBlock.ns16999.oracleGeneral.zst LeCaR cache size     9724, 3481733 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns16999.oracleGeneral.zst LeCaR cache size    32414, 3481733 req, miss ratio 0.1497, byte miss ratio 0.1497
result/tencentBlock.ns16999.oracleGeneral.zst LeCaR cache size    64829, 3481733 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns16999.oracleGeneral.zst LeCaR cache size   129659, 3481733 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns16999.oracleGeneral.zst LeCaR cache size   259319, 3481733 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns16999.oracleGeneral.zst FIFO cache size      324, 3481733 req, miss ratio 0.6174, byte miss ratio 0.6174
result/tencentBlock.ns16999.oracleGeneral.zst FIFO cache size      972, 3481733 req, miss ratio 0.4569, byte miss ratio 0.4569
result/tencentBlock.ns16999.oracleGeneral.zst FIFO cache size     3241, 3481733 req, miss ratio 0.3190, byte miss ratio 0.3190
result/tencentBlock.ns16999.oracleGeneral.zst FIFO cache size     9724, 3481733 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns16999.oracleGeneral.zst FIFO cache size    32414, 3481733 req, miss ratio 0.1640, byte miss ratio 0.1640
result/tencentBlock.ns16999.oracleGeneral.zst FIFO cache size    64829, 3481733 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns16999.oracleGeneral.zst FIFO cache size   129659, 3481733 req, miss ratio 0.1095, byte miss ratio 0.1095
result/tencentBlock.ns16999.oracleGeneral.zst FIFO cache size   259319, 3481733 req, miss ratio 0.0984, byte miss ratio 0.0984
result/tencentBlock.ns16999.oracleGeneral.zst LHD cache size      324, 3481733 req, miss ratio 0.5270, byte miss ratio 0.5270
result/tencentBlock.ns16999.oracleGeneral.zst LHD cache size      972, 3481733 req, miss ratio 0.3992, byte miss ratio 0.3992
result/tencentBlock.ns16999.oracleGeneral.zst LHD cache size     3241, 3481733 req, miss ratio 0.2536, byte miss ratio 0.2536
result/tencentBlock.ns16999.oracleGeneral.zst LHD cache size     9724, 3481733 req, miss ratio 0.2167, byte miss ratio 0.2167
result/tencentBlock.ns16999.oracleGeneral.zst LHD cache size    32414, 3481733 req, miss ratio 0.1530, byte miss ratio 0.1530
