result/tencentBlock.ns7970.oracleGeneral.zst ARC cache size      131, 1846960 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns7970.oracleGeneral.zst ARC cache size      393, 1846960 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns7970.oracleGeneral.zst ARC cache size     1312, 1846960 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns7970.oracleGeneral.zst ARC cache size     3938, 1846960 req, miss ratio 0.2057, byte miss ratio 0.2057
result/tencentBlock.ns7970.oracleGeneral.zst ARC cache size    13127, 1846960 req, miss ratio 0.1620, byte miss ratio 0.1620
result/tencentBlock.ns7970.oracleGeneral.zst ARC cache size    26254, 1846960 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns7970.oracleGeneral.zst ARC cache size    52508, 1846960 req, miss ratio 0.0849, byte miss ratio 0.0849
result/tencentBlock.ns7970.oracleGeneral.zst ARC cache size   105016, 1846960 req, miss ratio 0.0717, byte miss ratio 0.0717
result/tencentBlock.ns7970.oracleGeneral.zst LHD cache size      131, 1846960 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns7970.oracleGeneral.zst LHD cache size      393, 1846960 req, miss ratio 0.3069, byte miss ratio 0.3069
result/tencentBlock.ns7970.oracleGeneral.zst LHD cache size     1312, 1846960 req, miss ratio 0.2430, byte miss ratio 0.2430
result/tencentBlock.ns7970.oracleGeneral.zst LHD cache size     3938, 1846960 req, miss ratio 0.2104, byte miss ratio 0.2104
result/tencentBlock.ns7970.oracleGeneral.zst LHD cache size    13127, 1846960 req, miss ratio 0.1690, byte miss ratio 0.1690
result/tencentBlock.ns7970.oracleGeneral.zst LHD cache size    26254, 1846960 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns7970.oracleGeneral.zst LHD cache size    52508, 1846960 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns7970.oracleGeneral.zst LHD cache size   105016, 1846960 req, miss ratio 0.0733, byte miss ratio 0.0733
result/tencentBlock.ns7970.oracleGeneral.zst FIFO cache size      131, 1846960 req, miss ratio 0.5063, byte miss ratio 0.5063
result/tencentBlock.ns7970.oracleGeneral.zst FIFO cache size      393, 1846960 req, miss ratio 0.3655, byte miss ratio 0.3655
result/tencentBlock.ns7970.oracleGeneral.zst FIFO cache size     1312, 1846960 req, miss ratio 0.2817, byte miss ratio 0.2817
result/tencentBlock.ns7970.oracleGeneral.zst FIFO cache size     3938, 1846960 req, miss ratio 0.2340, byte miss ratio 0.2340
result/tencentBlock.ns7970.oracleGeneral.zst FIFO cache size    13127, 1846960 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns7970.oracleGeneral.zst FIFO cache size    26254, 1846960 req, miss ratio 0.1408, byte miss ratio 0.1408
result/tencentBlock.ns7970.oracleGeneral.zst FIFO cache size    52508, 1846960 req, miss ratio 0.1030, byte miss ratio 0.1030
result/tencentBlock.ns7970.oracleGeneral.zst FIFO cache size   105016, 1846960 req, miss ratio 0.0811, byte miss ratio 0.0811
result/tencentBlock.ns7970.oracleGeneral.zst clock2 cache size      131, 1846960 req, miss ratio 0.4186, byte miss ratio 0.4186
result/tencentBlock.ns7970.oracleGeneral.zst clock2 cache size      393, 1846960 req, miss ratio 0.3058, byte miss ratio 0.3058
result/tencentBlock.ns7970.oracleGeneral.zst clock2 cache size     1312, 1846960 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns7970.oracleGeneral.zst clock2 cache size     3938, 1846960 req, miss ratio 0.2110, byte miss ratio 0.2110
result/tencentBlock.ns7970.oracleGeneral.zst clock2 cache size    13127, 1846960 req, miss ratio 0.1833, byte miss ratio 0.1833
result/tencentBlock.ns7970.oracleGeneral.zst clock2 cache size    26254, 1846960 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns7970.oracleGeneral.zst clock2 cache size    52508, 1846960 req, miss ratio 0.0893, byte miss ratio 0.0893
result/tencentBlock.ns7970.oracleGeneral.zst clock2 cache size   105016, 1846960 req, miss ratio 0.0717, byte miss ratio 0.0717
result/tencentBlock.ns7970.oracleGeneral.zst LeCaR cache size      131, 1846960 req, miss ratio 0.4150, byte miss ratio 0.4150
result/tencentBlock.ns7970.oracleGeneral.zst LeCaR cache size      393, 1846960 req, miss ratio 0.3031, byte miss ratio 0.3031
result/tencentBlock.ns7970.oracleGeneral.zst LeCaR cache size     1312, 1846960 req, miss ratio 0.2437, byte miss ratio 0.2437
result/tencentBlock.ns7970.oracleGeneral.zst LeCaR cache size     3938, 1846960 req, miss ratio 0.2108, byte miss ratio 0.2108
result/tencentBlock.ns7970.oracleGeneral.zst LeCaR cache size    13127, 1846960 req, miss ratio 0.1701, byte miss ratio 0.1701
result/tencentBlock.ns7970.oracleGeneral.zst LeCaR cache size    26254, 1846960 req, miss ratio 0.1261, byte miss ratio 0.1261
result/tencentBlock.ns7970.oracleGeneral.zst LeCaR cache size    52508, 1846960 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns7970.oracleGeneral.zst LeCaR cache size   105016, 1846960 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns7970.oracleGeneral.zst Cacheus cache size      131, 1846960 req, miss ratio 0.4018, byte miss ratio 0.4018
result/tencentBlock.ns7970.oracleGeneral.zst Cacheus cache size      393, 1846960 req, miss ratio 0.2931, byte miss ratio 0.2931
result/tencentBlock.ns7970.oracleGeneral.zst Cacheus cache size     1312, 1846960 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns7970.oracleGeneral.zst Cacheus cache size     3938, 1846960 req, miss ratio 0.2065, byte miss ratio 0.2065
result/tencentBlock.ns7970.oracleGeneral.zst Cacheus cache size    13127, 1846960 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns7970.oracleGeneral.zst Cacheus cache size    26254, 1846960 req, miss ratio 0.1263, byte miss ratio 0.1263
result/tencentBlock.ns7970.oracleGeneral.zst Cacheus cache size    52508, 1846960 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns7970.oracleGeneral.zst Cacheus cache size   105016, 1846960 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns7970.oracleGeneral.zst LIRS cache size      131, 1846960 req, miss ratio 0.3741, byte miss ratio 0.3741
result/tencentBlock.ns7970.oracleGeneral.zst LIRS cache size      393, 1846960 req, miss ratio 0.2991, byte miss ratio 0.2991
result/tencentBlock.ns7970.oracleGeneral.zst LIRS cache size     1312, 1846960 req, miss ratio 0.2378, byte miss ratio 0.2378
result/tencentBlock.ns7970.oracleGeneral.zst LIRS cache size     3938, 1846960 req, miss ratio 0.2099, byte miss ratio 0.2099
result/tencentBlock.ns7970.oracleGeneral.zst LIRS cache size    13127, 1846960 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns7970.oracleGeneral.zst LIRS cache size    26254, 1846960 req, miss ratio 0.1188, byte miss ratio 0.1188
result/tencentBlock.ns7970.oracleGeneral.zst LIRS cache size    52508, 1846960 req, miss ratio 0.0841, byte miss ratio 0.0841
result/tencentBlock.ns7970.oracleGeneral.zst LIRS cache size   105016, 1846960 req, miss ratio 0.0724, byte miss ratio 0.0724
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-1 cache size      131, 1846960 req, miss ratio 0.3779, byte miss ratio 0.3779
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-1 cache size      393, 1846960 req, miss ratio 0.2858, byte miss ratio 0.2858
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-1 cache size     1312, 1846960 req, miss ratio 0.2256, byte miss ratio 0.2256
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-1 cache size     3938, 1846960 req, miss ratio 0.2037, byte miss ratio 0.2037
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-1 cache size    13127, 1846960 req, miss ratio 0.1630, byte miss ratio 0.1630
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-1 cache size    26254, 1846960 req, miss ratio 0.1214, byte miss ratio 0.1214
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-1 cache size    52508, 1846960 req, miss ratio 0.0845, byte miss ratio 0.0845
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-1 cache size   105016, 1846960 req, miss ratio 0.0717, byte miss ratio 0.0717
result/tencentBlock.ns7970.oracleGeneral.zst LRU cache size      131, 1846960 req, miss ratio 0.4423, byte miss ratio 0.4423
result/tencentBlock.ns7970.oracleGeneral.zst LRU cache size      393, 1846960 req, miss ratio 0.3157, byte miss ratio 0.3157
result/tencentBlock.ns7970.oracleGeneral.zst LRU cache size     1312, 1846960 req, miss ratio 0.2515, byte miss ratio 0.2515
result/tencentBlock.ns7970.oracleGeneral.zst LRU cache size     3938, 1846960 req, miss ratio 0.2141, byte miss ratio 0.2141
result/tencentBlock.ns7970.oracleGeneral.zst LRU cache size    13127, 1846960 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns7970.oracleGeneral.zst LRU cache size    26254, 1846960 req, miss ratio 0.1296, byte miss ratio 0.1296
result/tencentBlock.ns7970.oracleGeneral.zst LRU cache size    52508, 1846960 req, miss ratio 0.0940, byte miss ratio 0.0940
result/tencentBlock.ns7970.oracleGeneral.zst LRU cache size   105016, 1846960 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns7970.oracleGeneral.zst Clock cache size      131, 1846960 req, miss ratio 0.4310, byte miss ratio 0.4310
result/tencentBlock.ns7970.oracleGeneral.zst Clock cache size      393, 1846960 req, miss ratio 0.3101, byte miss ratio 0.3101
result/tencentBlock.ns7970.oracleGeneral.zst Clock cache size     1312, 1846960 req, miss ratio 0.2498, byte miss ratio 0.2498
result/tencentBlock.ns7970.oracleGeneral.zst Clock cache size     3938, 1846960 req, miss ratio 0.2118, byte miss ratio 0.2118
result/tencentBlock.ns7970.oracleGeneral.zst Clock cache size    13127, 1846960 req, miss ratio 0.1733, byte miss ratio 0.1733
result/tencentBlock.ns7970.oracleGeneral.zst Clock cache size    26254, 1846960 req, miss ratio 0.1306, byte miss ratio 0.1306
result/tencentBlock.ns7970.oracleGeneral.zst Clock cache size    52508, 1846960 req, miss ratio 0.0923, byte miss ratio 0.0923
result/tencentBlock.ns7970.oracleGeneral.zst Clock cache size   105016, 1846960 req, miss ratio 0.0717, byte miss ratio 0.0717
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-d-1 cache size      131, 1846960 req, miss ratio 0.3774, byte miss ratio 0.3774
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-d-1 cache size      393, 1846960 req, miss ratio 0.2865, byte miss ratio 0.2865
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-d-1 cache size     1312, 1846960 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-d-1 cache size     3938, 1846960 req, miss ratio 0.2037, byte miss ratio 0.2037
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-d-1 cache size    13127, 1846960 req, miss ratio 0.1628, byte miss ratio 0.1628
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-d-1 cache size    26254, 1846960 req, miss ratio 0.1214, byte miss ratio 0.1214
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-d-1 cache size    52508, 1846960 req, miss ratio 0.0845, byte miss ratio 0.0845
result/tencentBlock.ns7970.oracleGeneral.zst S3FIFO-d-1 cache size   105016, 1846960 req, miss ratio 0.0717, byte miss ratio 0.0717
result/tencentBlock.ns7970.oracleGeneral.zst LRB cache size      131, 1846960 req, miss ratio 0.4050, byte miss ratio 0.4050
result/tencentBlock.ns7970.oracleGeneral.zst LRB cache size      393, 1846960 req, miss ratio 0.2919, byte miss ratio 0.2919
result/tencentBlock.ns7970.oracleGeneral.zst LRB cache size     1312, 1846960 req, miss ratio 0.2343, byte miss ratio 0.2343
result/tencentBlock.ns7970.oracleGeneral.zst LRB cache size     3938, 1846960 req, miss ratio 0.2052, byte miss ratio 0.2052
result/tencentBlock.ns7970.oracleGeneral.zst LRB cache size    13127, 1846960 req, miss ratio 0.1681, byte miss ratio 0.1681
result/tencentBlock.ns7970.oracleGeneral.zst LRB cache size    26254, 1846960 req, miss ratio 0.1354, byte miss ratio 0.1354
result/tencentBlock.ns7970.oracleGeneral.zst LRB cache size    52508, 1846960 req, miss ratio 0.0962, byte miss ratio 0.0962
result/tencentBlock.ns7970.oracleGeneral.zst LRB cache size   105016, 1846960 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns7970.oracleGeneral.zst S4LRU(25:25:25:25) cache size      131, 1846960 req, miss ratio 0.3972, byte miss ratio 0.3972
result/tencentBlock.ns7970.oracleGeneral.zst S4LRU(25:25:25:25) cache size      393, 1846960 req, miss ratio 0.3009, byte miss ratio 0.3009
result/tencentBlock.ns7970.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1312, 1846960 req, miss ratio 0.2438, byte miss ratio 0.2438
result/tencentBlock.ns7970.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3938, 1846960 req, miss ratio 0.2106, byte miss ratio 0.2106
result/tencentBlock.ns7970.oracleGeneral.zst S4LRU(25:25:25:25) cache size    13127, 1846960 req, miss ratio 0.1681, byte miss ratio 0.1681
result/tencentBlock.ns7970.oracleGeneral.zst S4LRU(25:25:25:25) cache size    26254, 1846960 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns7970.oracleGeneral.zst S4LRU(25:25:25:25) cache size    52508, 1846960 req, miss ratio 0.0861, byte miss ratio 0.0861
result/tencentBlock.ns7970.oracleGeneral.zst S4LRU(25:25:25:25) cache size   105016, 1846960 req, miss ratio 0.0720, byte miss ratio 0.0720
result/tencentBlock.ns7970.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      131, 1846960 req, miss ratio 0.4610, byte miss ratio 0.4610
result/tencentBlock.ns7970.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      393, 1846960 req, miss ratio 0.3323, byte miss ratio 0.3323
result/tencentBlock.ns7970.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1312, 1846960 req, miss ratio 0.2626, byte miss ratio 0.2626
result/tencentBlock.ns7970.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3938, 1846960 req, miss ratio 0.2206, byte miss ratio 0.2206
result/tencentBlock.ns7970.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    13127, 1846960 req, miss ratio 0.1829, byte miss ratio 0.1829
