result/tencentBlock.ns12954.oracleGeneral.zst LIRS cache size      152, 1569876 req, miss ratio 0.4847, byte miss ratio 0.4847
result/tencentBlock.ns12954.oracleGeneral.zst LIRS cache size      456, 1569876 req, miss ratio 0.4385, byte miss ratio 0.4385
result/tencentBlock.ns12954.oracleGeneral.zst LIRS cache size     1521, 1569876 req, miss ratio 0.3752, byte miss ratio 0.3752
result/tencentBlock.ns12954.oracleGeneral.zst LIRS cache size     4564, 1569876 req, miss ratio 0.3698, byte miss ratio 0.3698
result/tencentBlock.ns12954.oracleGeneral.zst LIRS cache size    15216, 1569876 req, miss ratio 0.3302, byte miss ratio 0.3302
result/tencentBlock.ns12954.oracleGeneral.zst LIRS cache size    30433, 1569876 req, miss ratio 0.2664, byte miss ratio 0.2664
result/tencentBlock.ns12954.oracleGeneral.zst LIRS cache size    60866, 1569876 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns12954.oracleGeneral.zst LIRS cache size   121732, 1569876 req, miss ratio 0.1027, byte miss ratio 0.1027
result/tencentBlock.ns12954.oracleGeneral.zst Clock cache size      152, 1569876 req, miss ratio 0.3908, byte miss ratio 0.3908
result/tencentBlock.ns12954.oracleGeneral.zst Clock cache size      456, 1569876 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns12954.oracleGeneral.zst Clock cache size     1521, 1569876 req, miss ratio 0.3741, byte miss ratio 0.3741
result/tencentBlock.ns12954.oracleGeneral.zst Clock cache size     4564, 1569876 req, miss ratio 0.3722, byte miss ratio 0.3722
result/tencentBlock.ns12954.oracleGeneral.zst Clock cache size    15216, 1569876 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns12954.oracleGeneral.zst Clock cache size    30433, 1569876 req, miss ratio 0.2747, byte miss ratio 0.2747
result/tencentBlock.ns12954.oracleGeneral.zst Clock cache size    60866, 1569876 req, miss ratio 0.1662, byte miss ratio 0.1662
result/tencentBlock.ns12954.oracleGeneral.zst Clock cache size   121732, 1569876 req, miss ratio 0.1065, byte miss ratio 0.1065
result/tencentBlock.ns12954.oracleGeneral.zst LHD cache size      152, 1569876 req, miss ratio 0.4457, byte miss ratio 0.4457
result/tencentBlock.ns12954.oracleGeneral.zst LHD cache size      456, 1569876 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns12954.oracleGeneral.zst LHD cache size     1521, 1569876 req, miss ratio 0.3736, byte miss ratio 0.3736
result/tencentBlock.ns12954.oracleGeneral.zst LHD cache size     4564, 1569876 req, miss ratio 0.3691, byte miss ratio 0.3691
result/tencentBlock.ns12954.oracleGeneral.zst LHD cache size    15216, 1569876 req, miss ratio 0.3162, byte miss ratio 0.3162
result/tencentBlock.ns12954.oracleGeneral.zst LHD cache size    30433, 1569876 req, miss ratio 0.2500, byte miss ratio 0.2500
result/tencentBlock.ns12954.oracleGeneral.zst LHD cache size    60866, 1569876 req, miss ratio 0.1493, byte miss ratio 0.1493
result/tencentBlock.ns12954.oracleGeneral.zst LHD cache size   121732, 1569876 req, miss ratio 0.1015, byte miss ratio 0.1015
result/tencentBlock.ns12954.oracleGeneral.zst LRU cache size      152, 1569876 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns12954.oracleGeneral.zst LRU cache size      456, 1569876 req, miss ratio 0.3787, byte miss ratio 0.3787
result/tencentBlock.ns12954.oracleGeneral.zst LRU cache size     1521, 1569876 req, miss ratio 0.3741, byte miss ratio 0.3741
