result/tencentBlock.ns1604.oracleGeneral.zst clock2 cache size      240, 5815891 req, miss ratio 0.3181, byte miss ratio 0.3181
result/tencentBlock.ns1604.oracleGeneral.zst clock2 cache size      721, 5815891 req, miss ratio 0.2455, byte miss ratio 0.2455
result/tencentBlock.ns1604.oracleGeneral.zst clock2 cache size     2404, 5815891 req, miss ratio 0.2217, byte miss ratio 0.2217
result/tencentBlock.ns1604.oracleGeneral.zst clock2 cache size     7214, 5815891 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns1604.oracleGeneral.zst clock2 cache size    24048, 5815891 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns1604.oracleGeneral.zst clock2 cache size    48096, 5815891 req, miss ratio 0.0985, byte miss ratio 0.0985
result/tencentBlock.ns1604.oracleGeneral.zst clock2 cache size    96193, 5815891 req, miss ratio 0.0535, byte miss ratio 0.0535
result/tencentBlock.ns1604.oracleGeneral.zst clock2 cache size   192386, 5815891 req, miss ratio 0.0415, byte miss ratio 0.0415
result/tencentBlock.ns1604.oracleGeneral.zst Clock cache size      240, 5815891 req, miss ratio 0.3238, byte miss ratio 0.3238
result/tencentBlock.ns1604.oracleGeneral.zst Clock cache size      721, 5815891 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns1604.oracleGeneral.zst Clock cache size     2404, 5815891 req, miss ratio 0.2231, byte miss ratio 0.2231
result/tencentBlock.ns1604.oracleGeneral.zst Clock cache size     7214, 5815891 req, miss ratio 0.2056, byte miss ratio 0.2056
result/tencentBlock.ns1604.oracleGeneral.zst Clock cache size    24048, 5815891 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns1604.oracleGeneral.zst Clock cache size    48096, 5815891 req, miss ratio 0.1023, byte miss ratio 0.1023
result/tencentBlock.ns1604.oracleGeneral.zst Clock cache size    96193, 5815891 req, miss ratio 0.0539, byte miss ratio 0.0539
result/tencentBlock.ns1604.oracleGeneral.zst Clock cache size   192386, 5815891 req, miss ratio 0.0415, byte miss ratio 0.0415
result/tencentBlock.ns1604.oracleGeneral.zst LeCaR cache size      240, 5815891 req, miss ratio 0.3108, byte miss ratio 0.3108
result/tencentBlock.ns1604.oracleGeneral.zst LeCaR cache size      721, 5815891 req, miss ratio 0.2425, byte miss ratio 0.2425
result/tencentBlock.ns1604.oracleGeneral.zst LeCaR cache size     2404, 5815891 req, miss ratio 0.2214, byte miss ratio 0.2214
result/tencentBlock.ns1604.oracleGeneral.zst LeCaR cache size     7214, 5815891 req, miss ratio 0.2040, byte miss ratio 0.2040
result/tencentBlock.ns1604.oracleGeneral.zst LeCaR cache size    24048, 5815891 req, miss ratio 0.1358, byte miss ratio 0.1358
result/tencentBlock.ns1604.oracleGeneral.zst LeCaR cache size    48096, 5815891 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns1604.oracleGeneral.zst LeCaR cache size    96193, 5815891 req, miss ratio 0.0477, byte miss ratio 0.0477
result/tencentBlock.ns1604.oracleGeneral.zst LeCaR cache size   192386, 5815891 req, miss ratio 0.0415, byte miss ratio 0.0415
result/tencentBlock.ns1604.oracleGeneral.zst Cacheus cache size      240, 5815891 req, miss ratio 0.2898, byte miss ratio 0.2898
result/tencentBlock.ns1604.oracleGeneral.zst Cacheus cache size      721, 5815891 req, miss ratio 0.2357, byte miss ratio 0.2357
result/tencentBlock.ns1604.oracleGeneral.zst Cacheus cache size     2404, 5815891 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns1604.oracleGeneral.zst Cacheus cache size     7214, 5815891 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns1604.oracleGeneral.zst Cacheus cache size    24048, 5815891 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns1604.oracleGeneral.zst Cacheus cache size    48096, 5815891 req, miss ratio 0.0950, byte miss ratio 0.0950
result/tencentBlock.ns1604.oracleGeneral.zst Cacheus cache size    96193, 5815891 req, miss ratio 0.0492, byte miss ratio 0.0492
result/tencentBlock.ns1604.oracleGeneral.zst Cacheus cache size   192386, 5815891 req, miss ratio 0.0416, byte miss ratio 0.0416
result/tencentBlock.ns1604.oracleGeneral.zst S3FIFO-1 cache size      240, 5815891 req, miss ratio 0.2833, byte miss ratio 0.2833
result/tencentBlock.ns1604.oracleGeneral.zst S3FIFO-1 cache size      721, 5815891 req, miss ratio 0.2352, byte miss ratio 0.2352
result/tencentBlock.ns1604.oracleGeneral.zst S3FIFO-1 cache size     2404, 5815891 req, miss ratio 0.2132, byte miss ratio 0.2132
result/tencentBlock.ns1604.oracleGeneral.zst S3FIFO-1 cache size     7214, 5815891 req, miss ratio 0.1847, byte miss ratio 0.1847
result/tencentBlock.ns1604.oracleGeneral.zst S3FIFO-1 cache size    24048, 5815891 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns1604.oracleGeneral.zst S3FIFO-1 cache size    48096, 5815891 req, miss ratio 0.0893, byte miss ratio 0.0893
result/tencentBlock.ns1604.oracleGeneral.zst S3FIFO-1 cache size    96193, 5815891 req, miss ratio 0.0487, byte miss ratio 0.0487
result/tencentBlock.ns1604.oracleGeneral.zst S3FIFO-1 cache size   192386, 5815891 req, miss ratio 0.0415, byte miss ratio 0.0415
result/tencentBlock.ns1604.oracleGeneral.zst FIFO cache size      240, 5815891 req, miss ratio 0.3998, byte miss ratio 0.3998
