result/tencentBlock.ns2777.oracleGeneral.zst S3FIFO-1 cache size      174, 3055821 req, miss ratio 0.3213, byte miss ratio 0.3213
result/tencentBlock.ns2777.oracleGeneral.zst S3FIFO-1 cache size      523, 3055821 req, miss ratio 0.2867, byte miss ratio 0.2867
result/tencentBlock.ns2777.oracleGeneral.zst S3FIFO-1 cache size     1746, 3055821 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns2777.oracleGeneral.zst S3FIFO-1 cache size     5239, 3055821 req, miss ratio 0.2129, byte miss ratio 0.2129
result/tencentBlock.ns2777.oracleGeneral.zst S3FIFO-1 cache size    17466, 3055821 req, miss ratio 0.1854, byte miss ratio 0.1854
result/tencentBlock.ns2777.oracleGeneral.zst S3FIFO-1 cache size    34933, 3055821 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns2777.oracleGeneral.zst S3FIFO-1 cache size    69866, 3055821 req, miss ratio 0.1078, byte miss ratio 0.1078
result/tencentBlock.ns2777.oracleGeneral.zst S3FIFO-1 cache size   139732, 3055821 req, miss ratio 0.0641, byte miss ratio 0.0641
result/tencentBlock.ns2777.oracleGeneral.zst ARC cache size      174, 3055821 req, miss ratio 0.3192, byte miss ratio 0.3192
result/tencentBlock.ns2777.oracleGeneral.zst ARC cache size      523, 3055821 req, miss ratio 0.2860, byte miss ratio 0.2860
result/tencentBlock.ns2777.oracleGeneral.zst ARC cache size     1746, 3055821 req, miss ratio 0.2161, byte miss ratio 0.2161
result/tencentBlock.ns2777.oracleGeneral.zst ARC cache size     5239, 3055821 req, miss ratio 0.2129, byte miss ratio 0.2129
result/tencentBlock.ns2777.oracleGeneral.zst ARC cache size    17466, 3055821 req, miss ratio 0.1888, byte miss ratio 0.1888
result/tencentBlock.ns2777.oracleGeneral.zst ARC cache size    34933, 3055821 req, miss ratio 0.1593, byte miss ratio 0.1593
result/tencentBlock.ns2777.oracleGeneral.zst ARC cache size    69866, 3055821 req, miss ratio 0.1095, byte miss ratio 0.1095
result/tencentBlock.ns2777.oracleGeneral.zst ARC cache size   139732, 3055821 req, miss ratio 0.0620, byte miss ratio 0.0620
result/tencentBlock.ns2777.oracleGeneral.zst FIFO cache size      174, 3055821 req, miss ratio 0.5810, byte miss ratio 0.5810
result/tencentBlock.ns2777.oracleGeneral.zst FIFO cache size      523, 3055821 req, miss ratio 0.3781, byte miss ratio 0.3781
result/tencentBlock.ns2777.oracleGeneral.zst FIFO cache size     1746, 3055821 req, miss ratio 0.2751, byte miss ratio 0.2751
result/tencentBlock.ns2777.oracleGeneral.zst FIFO cache size     5239, 3055821 req, miss ratio 0.2347, byte miss ratio 0.2347
result/tencentBlock.ns2777.oracleGeneral.zst FIFO cache size    17466, 3055821 req, miss ratio 0.2007, byte miss ratio 0.2007
result/tencentBlock.ns2777.oracleGeneral.zst FIFO cache size    34933, 3055821 req, miss ratio 0.1784, byte miss ratio 0.1784
result/tencentBlock.ns2777.oracleGeneral.zst FIFO cache size    69866, 3055821 req, miss ratio 0.1281, byte miss ratio 0.1281
result/tencentBlock.ns2777.oracleGeneral.zst FIFO cache size   139732, 3055821 req, miss ratio 0.0722, byte miss ratio 0.0722
result/tencentBlock.ns2777.oracleGeneral.zst LHD cache size      174, 3055821 req, miss ratio 0.3659, byte miss ratio 0.3659
result/tencentBlock.ns2777.oracleGeneral.zst LHD cache size      523, 3055821 req, miss ratio 0.3008, byte miss ratio 0.3008
result/tencentBlock.ns2777.oracleGeneral.zst LHD cache size     1746, 3055821 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns2777.oracleGeneral.zst LHD cache size     5239, 3055821 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns2777.oracleGeneral.zst LHD cache size    17466, 3055821 req, miss ratio 0.1817, byte miss ratio 0.1817
result/tencentBlock.ns2777.oracleGeneral.zst LHD cache size    34933, 3055821 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns2777.oracleGeneral.zst LHD cache size    69866, 3055821 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns2777.oracleGeneral.zst LHD cache size   139732, 3055821 req, miss ratio 0.0604, byte miss ratio 0.0604
result/tencentBlock.ns2777.oracleGeneral.zst clock2 cache size      174, 3055821 req, miss ratio 0.4664, byte miss ratio 0.4664
result/tencentBlock.ns2777.oracleGeneral.zst clock2 cache size      523, 3055821 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns2777.oracleGeneral.zst clock2 cache size     1746, 3055821 req, miss ratio 0.2752, byte miss ratio 0.2752
result/tencentBlock.ns2777.oracleGeneral.zst clock2 cache size     5239, 3055821 req, miss ratio 0.2131, byte miss ratio 0.2131
result/tencentBlock.ns2777.oracleGeneral.zst clock2 cache size    17466, 3055821 req, miss ratio 0.2056, byte miss ratio 0.2056
