result/tencentBlock.ns1956.oracleGeneral.zst LRU cache size      154, 1356847 req, miss ratio 0.5702, byte miss ratio 0.5702
result/tencentBlock.ns1956.oracleGeneral.zst LRU cache size      462, 1356847 req, miss ratio 0.5460, byte miss ratio 0.5460
result/tencentBlock.ns1956.oracleGeneral.zst LRU cache size     1542, 1356847 req, miss ratio 0.5403, byte miss ratio 0.5403
result/tencentBlock.ns1956.oracleGeneral.zst LRU cache size     4627, 1356847 req, miss ratio 0.5354, byte miss ratio 0.5354
result/tencentBlock.ns1956.oracleGeneral.zst LRU cache size    15425, 1356847 req, miss ratio 0.5249, byte miss ratio 0.5249
result/tencentBlock.ns1956.oracleGeneral.zst LRU cache size    30851, 1356847 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns1956.oracleGeneral.zst LRU cache size    61703, 1356847 req, miss ratio 0.2768, byte miss ratio 0.2768
result/tencentBlock.ns1956.oracleGeneral.zst LRU cache size   123407, 1356847 req, miss ratio 0.1221, byte miss ratio 0.1221
result/tencentBlock.ns1956.oracleGeneral.zst LeCaR cache size      154, 1356847 req, miss ratio 0.5659, byte miss ratio 0.5659
result/tencentBlock.ns1956.oracleGeneral.zst LeCaR cache size      462, 1356847 req, miss ratio 0.5448, byte miss ratio 0.5448
result/tencentBlock.ns1956.oracleGeneral.zst LeCaR cache size     1542, 1356847 req, miss ratio 0.5391, byte miss ratio 0.5391
result/tencentBlock.ns1956.oracleGeneral.zst LeCaR cache size     4627, 1356847 req, miss ratio 0.5345, byte miss ratio 0.5345
result/tencentBlock.ns1956.oracleGeneral.zst LeCaR cache size    15425, 1356847 req, miss ratio 0.5239, byte miss ratio 0.5239
result/tencentBlock.ns1956.oracleGeneral.zst LeCaR cache size    30851, 1356847 req, miss ratio 0.4337, byte miss ratio 0.4337
result/tencentBlock.ns1956.oracleGeneral.zst LeCaR cache size    61703, 1356847 req, miss ratio 0.2603, byte miss ratio 0.2603
result/tencentBlock.ns1956.oracleGeneral.zst LeCaR cache size   123407, 1356847 req, miss ratio 0.1211, byte miss ratio 0.1211
result/tencentBlock.ns1956.oracleGeneral.zst clock2 cache size      154, 1356847 req, miss ratio 0.5671, byte miss ratio 0.5671
result/tencentBlock.ns1956.oracleGeneral.zst clock2 cache size      462, 1356847 req, miss ratio 0.5451, byte miss ratio 0.5451
result/tencentBlock.ns1956.oracleGeneral.zst clock2 cache size     1542, 1356847 req, miss ratio 0.5390, byte miss ratio 0.5390
result/tencentBlock.ns1956.oracleGeneral.zst clock2 cache size     4627, 1356847 req, miss ratio 0.5353, byte miss ratio 0.5353
result/tencentBlock.ns1956.oracleGeneral.zst clock2 cache size    15425, 1356847 req, miss ratio 0.5245, byte miss ratio 0.5245
