result/tencentBlock.ns11006.oracleGeneral.zst Cacheus cache size      231, 1536339 req, miss ratio 0.5563, byte miss ratio 0.5563
result/tencentBlock.ns11006.oracleGeneral.zst Cacheus cache size      693, 1536339 req, miss ratio 0.4974, byte miss ratio 0.4974
result/tencentBlock.ns11006.oracleGeneral.zst Cacheus cache size     2312, 1536339 req, miss ratio 0.4645, byte miss ratio 0.4645
result/tencentBlock.ns11006.oracleGeneral.zst Cacheus cache size     6937, 1536339 req, miss ratio 0.4558, byte miss ratio 0.4558
result/tencentBlock.ns11006.oracleGeneral.zst Cacheus cache size    23123, 1536339 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns11006.oracleGeneral.zst Cacheus cache size    46246, 1536339 req, miss ratio 0.3506, byte miss ratio 0.3506
result/tencentBlock.ns11006.oracleGeneral.zst Cacheus cache size    92493, 1536339 req, miss ratio 0.2005, byte miss ratio 0.2005
result/tencentBlock.ns11006.oracleGeneral.zst Cacheus cache size   184987, 1536339 req, miss ratio 0.1527, byte miss ratio 0.1527
result/tencentBlock.ns11006.oracleGeneral.zst LeCaR cache size      231, 1536339 req, miss ratio 0.5905, byte miss ratio 0.5905
result/tencentBlock.ns11006.oracleGeneral.zst LeCaR cache size      693, 1536339 req, miss ratio 0.5523, byte miss ratio 0.5523
result/tencentBlock.ns11006.oracleGeneral.zst LeCaR cache size     2312, 1536339 req, miss ratio 0.4715, byte miss ratio 0.4715
result/tencentBlock.ns11006.oracleGeneral.zst LeCaR cache size     6937, 1536339 req, miss ratio 0.4589, byte miss ratio 0.4589
result/tencentBlock.ns11006.oracleGeneral.zst LeCaR cache size    23123, 1536339 req, miss ratio 0.4005, byte miss ratio 0.4005
result/tencentBlock.ns11006.oracleGeneral.zst LeCaR cache size    46246, 1536339 req, miss ratio 0.3566, byte miss ratio 0.3566
result/tencentBlock.ns11006.oracleGeneral.zst LeCaR cache size    92493, 1536339 req, miss ratio 0.2012, byte miss ratio 0.2012
