result/tencentBlock.ns20215.oracleGeneral.zst LHD cache size      186, 1722717 req, miss ratio 0.4520, byte miss ratio 0.4520
result/tencentBlock.ns20215.oracleGeneral.zst LHD cache size      560, 1722717 req, miss ratio 0.4287, byte miss ratio 0.4287
result/tencentBlock.ns20215.oracleGeneral.zst LHD cache size     1868, 1722717 req, miss ratio 0.4005, byte miss ratio 0.4005
result/tencentBlock.ns20215.oracleGeneral.zst LHD cache size     5604, 1722717 req, miss ratio 0.3578, byte miss ratio 0.3578
result/tencentBlock.ns20215.oracleGeneral.zst LHD cache size    18683, 1722717 req, miss ratio 0.3198, byte miss ratio 0.3198
result/tencentBlock.ns20215.oracleGeneral.zst LHD cache size    37366, 1722717 req, miss ratio 0.2680, byte miss ratio 0.2680
result/tencentBlock.ns20215.oracleGeneral.zst LHD cache size    74732, 1722717 req, miss ratio 0.1645, byte miss ratio 0.1645
result/tencentBlock.ns20215.oracleGeneral.zst LHD cache size   149465, 1722717 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns20215.oracleGeneral.zst clock2 cache size      186, 1722717 req, miss ratio 0.4560, byte miss ratio 0.4560
result/tencentBlock.ns20215.oracleGeneral.zst clock2 cache size      560, 1722717 req, miss ratio 0.4289, byte miss ratio 0.4289
result/tencentBlock.ns20215.oracleGeneral.zst clock2 cache size     1868, 1722717 req, miss ratio 0.4061, byte miss ratio 0.4061
result/tencentBlock.ns20215.oracleGeneral.zst clock2 cache size     5604, 1722717 req, miss ratio 0.3573, byte miss ratio 0.3573
result/tencentBlock.ns20215.oracleGeneral.zst clock2 cache size    18683, 1722717 req, miss ratio 0.3394, byte miss ratio 0.3394
result/tencentBlock.ns20215.oracleGeneral.zst clock2 cache size    37366, 1722717 req, miss ratio 0.2904, byte miss ratio 0.2904
result/tencentBlock.ns20215.oracleGeneral.zst clock2 cache size    74732, 1722717 req, miss ratio 0.2235, byte miss ratio 0.2235
result/tencentBlock.ns20215.oracleGeneral.zst clock2 cache size   149465, 1722717 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns20215.oracleGeneral.zst Clock cache size      186, 1722717 req, miss ratio 0.4587, byte miss ratio 0.4587
result/tencentBlock.ns20215.oracleGeneral.zst Clock cache size      560, 1722717 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns20215.oracleGeneral.zst Clock cache size     1868, 1722717 req, miss ratio 0.4044, byte miss ratio 0.4044
result/tencentBlock.ns20215.oracleGeneral.zst Clock cache size     5604, 1722717 req, miss ratio 0.3638, byte miss ratio 0.3638
result/tencentBlock.ns20215.oracleGeneral.zst Clock cache size    18683, 1722717 req, miss ratio 0.3391, byte miss ratio 0.3391
result/tencentBlock.ns20215.oracleGeneral.zst Clock cache size    37366, 1722717 req, miss ratio 0.2866, byte miss ratio 0.2866
result/tencentBlock.ns20215.oracleGeneral.zst Clock cache size    74732, 1722717 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns20215.oracleGeneral.zst Clock cache size   149465, 1722717 req, miss ratio 0.1113, byte miss ratio 0.1113
result/tencentBlock.ns20215.oracleGeneral.zst ARC cache size      186, 1722717 req, miss ratio 0.4382, byte miss ratio 0.4382
result/tencentBlock.ns20215.oracleGeneral.zst ARC cache size      560, 1722717 req, miss ratio 0.4249, byte miss ratio 0.4249
result/tencentBlock.ns20215.oracleGeneral.zst ARC cache size     1868, 1722717 req, miss ratio 0.3796, byte miss ratio 0.3796
result/tencentBlock.ns20215.oracleGeneral.zst ARC cache size     5604, 1722717 req, miss ratio 0.3455, byte miss ratio 0.3455
result/tencentBlock.ns20215.oracleGeneral.zst ARC cache size    18683, 1722717 req, miss ratio 0.3156, byte miss ratio 0.3156
result/tencentBlock.ns20215.oracleGeneral.zst ARC cache size    37366, 1722717 req, miss ratio 0.2734, byte miss ratio 0.2734
result/tencentBlock.ns20215.oracleGeneral.zst ARC cache size    74732, 1722717 req, miss ratio 0.1629, byte miss ratio 0.1629
result/tencentBlock.ns20215.oracleGeneral.zst ARC cache size   149465, 1722717 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns20215.oracleGeneral.zst LeCaR cache size      186, 1722717 req, miss ratio 0.4548, byte miss ratio 0.4548
result/tencentBlock.ns20215.oracleGeneral.zst LeCaR cache size      560, 1722717 req, miss ratio 0.4282, byte miss ratio 0.4282
result/tencentBlock.ns20215.oracleGeneral.zst LeCaR cache size     1868, 1722717 req, miss ratio 0.4043, byte miss ratio 0.4043
result/tencentBlock.ns20215.oracleGeneral.zst LeCaR cache size     5604, 1722717 req, miss ratio 0.3526, byte miss ratio 0.3526
result/tencentBlock.ns20215.oracleGeneral.zst LeCaR cache size    18683, 1722717 req, miss ratio 0.3383, byte miss ratio 0.3383
result/tencentBlock.ns20215.oracleGeneral.zst LeCaR cache size    37366, 1722717 req, miss ratio 0.2817, byte miss ratio 0.2817
result/tencentBlock.ns20215.oracleGeneral.zst LeCaR cache size    74732, 1722717 req, miss ratio 0.1590, byte miss ratio 0.1590
result/tencentBlock.ns20215.oracleGeneral.zst LeCaR cache size   149465, 1722717 req, miss ratio 0.1088, byte miss ratio 0.1088
result/tencentBlock.ns20215.oracleGeneral.zst S3FIFO-1 cache size      186, 1722717 req, miss ratio 0.4454, byte miss ratio 0.4454
result/tencentBlock.ns20215.oracleGeneral.zst S3FIFO-1 cache size      560, 1722717 req, miss ratio 0.4266, byte miss ratio 0.4266
result/tencentBlock.ns20215.oracleGeneral.zst S3FIFO-1 cache size     1868, 1722717 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns20215.oracleGeneral.zst S3FIFO-1 cache size     5604, 1722717 req, miss ratio 0.3448, byte miss ratio 0.3448
result/tencentBlock.ns20215.oracleGeneral.zst S3FIFO-1 cache size    18683, 1722717 req, miss ratio 0.3088, byte miss ratio 0.3088
result/tencentBlock.ns20215.oracleGeneral.zst S3FIFO-1 cache size    37366, 1722717 req, miss ratio 0.2768, byte miss ratio 0.2768
result/tencentBlock.ns20215.oracleGeneral.zst S3FIFO-1 cache size    74732, 1722717 req, miss ratio 0.1631, byte miss ratio 0.1631
result/tencentBlock.ns20215.oracleGeneral.zst S3FIFO-1 cache size   149465, 1722717 req, miss ratio 0.1110, byte miss ratio 0.1110
result/tencentBlock.ns20215.oracleGeneral.zst Cacheus cache size      186, 1722717 req, miss ratio 0.4410, byte miss ratio 0.4410
result/tencentBlock.ns20215.oracleGeneral.zst Cacheus cache size      560, 1722717 req, miss ratio 0.4270, byte miss ratio 0.4270
result/tencentBlock.ns20215.oracleGeneral.zst Cacheus cache size     1868, 1722717 req, miss ratio 0.3918, byte miss ratio 0.3918
result/tencentBlock.ns20215.oracleGeneral.zst Cacheus cache size     5604, 1722717 req, miss ratio 0.3477, byte miss ratio 0.3477
result/tencentBlock.ns20215.oracleGeneral.zst Cacheus cache size    18683, 1722717 req, miss ratio 0.3201, byte miss ratio 0.3201
result/tencentBlock.ns20215.oracleGeneral.zst Cacheus cache size    37366, 1722717 req, miss ratio 0.2984, byte miss ratio 0.2984
result/tencentBlock.ns20215.oracleGeneral.zst Cacheus cache size    74732, 1722717 req, miss ratio 0.1763, byte miss ratio 0.1763
result/tencentBlock.ns20215.oracleGeneral.zst Cacheus cache size   149465, 1722717 req, miss ratio 0.1092, byte miss ratio 0.1092
