result/tencentBlock.ns1666.oracleGeneral.zst ARC cache size      302, 9991341 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns1666.oracleGeneral.zst ARC cache size      908, 9991341 req, miss ratio 0.2289, byte miss ratio 0.2289
result/tencentBlock.ns1666.oracleGeneral.zst ARC cache size     3029, 9991341 req, miss ratio 0.2076, byte miss ratio 0.2076
result/tencentBlock.ns1666.oracleGeneral.zst ARC cache size     9088, 9991341 req, miss ratio 0.1823, byte miss ratio 0.1823
result/tencentBlock.ns1666.oracleGeneral.zst ARC cache size    30295, 9991341 req, miss ratio 0.1339, byte miss ratio 0.1339
result/tencentBlock.ns1666.oracleGeneral.zst ARC cache size    60591, 9991341 req, miss ratio 0.1075, byte miss ratio 0.1075
result/tencentBlock.ns1666.oracleGeneral.zst ARC cache size   121183, 9991341 req, miss ratio 0.0749, byte miss ratio 0.0749
result/tencentBlock.ns1666.oracleGeneral.zst ARC cache size   242367, 9991341 req, miss ratio 0.0325, byte miss ratio 0.0325
result/tencentBlock.ns1666.oracleGeneral.zst LeCaR cache size      302, 9991341 req, miss ratio 0.3248, byte miss ratio 0.3248
result/tencentBlock.ns1666.oracleGeneral.zst LeCaR cache size      908, 9991341 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns1666.oracleGeneral.zst LeCaR cache size     3029, 9991341 req, miss ratio 0.2114, byte miss ratio 0.2114
result/tencentBlock.ns1666.oracleGeneral.zst LeCaR cache size     9088, 9991341 req, miss ratio 0.1909, byte miss ratio 0.1909
result/tencentBlock.ns1666.oracleGeneral.zst LeCaR cache size    30295, 9991341 req, miss ratio 0.1485, byte miss ratio 0.1485
result/tencentBlock.ns1666.oracleGeneral.zst LeCaR cache size    60591, 9991341 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns1666.oracleGeneral.zst LeCaR cache size   121183, 9991341 req, miss ratio 0.0738, byte miss ratio 0.0738
result/tencentBlock.ns1666.oracleGeneral.zst LeCaR cache size   242367, 9991341 req, miss ratio 0.0325, byte miss ratio 0.0325
