result/tencentBlock.ns11354.oracleGeneral.zst S3FIFO-1 cache size      509, 4176245 req, miss ratio 0.5170, byte miss ratio 0.5170
result/tencentBlock.ns11354.oracleGeneral.zst S3FIFO-1 cache size     1529, 4176245 req, miss ratio 0.3143, byte miss ratio 0.3143
result/tencentBlock.ns11354.oracleGeneral.zst S3FIFO-1 cache size     5098, 4176245 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns11354.oracleGeneral.zst S3FIFO-1 cache size    15295, 4176245 req, miss ratio 0.2442, byte miss ratio 0.2442
result/tencentBlock.ns11354.oracleGeneral.zst S3FIFO-1 cache size    50984, 4176245 req, miss ratio 0.1952, byte miss ratio 0.1952
result/tencentBlock.ns11354.oracleGeneral.zst S3FIFO-1 cache size   101969, 4176245 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns11354.oracleGeneral.zst S3FIFO-1 cache size   203939, 4176245 req, miss ratio 0.1330, byte miss ratio 0.1330
result/tencentBlock.ns11354.oracleGeneral.zst S3FIFO-1 cache size   407878, 4176245 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns11354.oracleGeneral.zst Cacheus cache size      509, 4176245 req, miss ratio 0.5000, byte miss ratio 0.5000
result/tencentBlock.ns11354.oracleGeneral.zst Cacheus cache size     1529, 4176245 req, miss ratio 0.3619, byte miss ratio 0.3619
result/tencentBlock.ns11354.oracleGeneral.zst Cacheus cache size     5098, 4176245 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns11354.oracleGeneral.zst Cacheus cache size    15295, 4176245 req, miss ratio 0.2429, byte miss ratio 0.2429
result/tencentBlock.ns11354.oracleGeneral.zst Cacheus cache size    50984, 4176245 req, miss ratio 0.1856, byte miss ratio 0.1856
result/tencentBlock.ns11354.oracleGeneral.zst Cacheus cache size   101969, 4176245 req, miss ratio 0.1467, byte miss ratio 0.1467
result/tencentBlock.ns11354.oracleGeneral.zst Cacheus cache size   203939, 4176245 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns11354.oracleGeneral.zst Cacheus cache size   407878, 4176245 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns11354.oracleGeneral.zst LRU cache size      509, 4176245 req, miss ratio 0.5128, byte miss ratio 0.5128
result/tencentBlock.ns11354.oracleGeneral.zst LRU cache size     1529, 4176245 req, miss ratio 0.3958, byte miss ratio 0.3958
result/tencentBlock.ns11354.oracleGeneral.zst LRU cache size     5098, 4176245 req, miss ratio 0.2862, byte miss ratio 0.2862
result/tencentBlock.ns11354.oracleGeneral.zst LRU cache size    15295, 4176245 req, miss ratio 0.2436, byte miss ratio 0.2436
result/tencentBlock.ns11354.oracleGeneral.zst LRU cache size    50984, 4176245 req, miss ratio 0.1787, byte miss ratio 0.1787
result/tencentBlock.ns11354.oracleGeneral.zst LRU cache size   101969, 4176245 req, miss ratio 0.1473, byte miss ratio 0.1473
result/tencentBlock.ns11354.oracleGeneral.zst LRU cache size   203939, 4176245 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns11354.oracleGeneral.zst LRU cache size   407878, 4176245 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns11354.oracleGeneral.zst Clock cache size      509, 4176245 req, miss ratio 0.5131, byte miss ratio 0.5131
result/tencentBlock.ns11354.oracleGeneral.zst Clock cache size     1529, 4176245 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns11354.oracleGeneral.zst Clock cache size     5098, 4176245 req, miss ratio 0.2858, byte miss ratio 0.2858
result/tencentBlock.ns11354.oracleGeneral.zst Clock cache size    15295, 4176245 req, miss ratio 0.2545, byte miss ratio 0.2545
result/tencentBlock.ns11354.oracleGeneral.zst Clock cache size    50984, 4176245 req, miss ratio 0.1859, byte miss ratio 0.1859
result/tencentBlock.ns11354.oracleGeneral.zst Clock cache size   101969, 4176245 req, miss ratio 0.1532, byte miss ratio 0.1532
result/tencentBlock.ns11354.oracleGeneral.zst Clock cache size   203939, 4176245 req, miss ratio 0.1318, byte miss ratio 0.1318
result/tencentBlock.ns11354.oracleGeneral.zst Clock cache size   407878, 4176245 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns11354.oracleGeneral.zst ARC cache size      509, 4176245 req, miss ratio 0.5039, byte miss ratio 0.5039
result/tencentBlock.ns11354.oracleGeneral.zst ARC cache size     1529, 4176245 req, miss ratio 0.3452, byte miss ratio 0.3452
result/tencentBlock.ns11354.oracleGeneral.zst ARC cache size     5098, 4176245 req, miss ratio 0.2822, byte miss ratio 0.2822
result/tencentBlock.ns11354.oracleGeneral.zst ARC cache size    15295, 4176245 req, miss ratio 0.2439, byte miss ratio 0.2439
result/tencentBlock.ns11354.oracleGeneral.zst ARC cache size    50984, 4176245 req, miss ratio 0.1837, byte miss ratio 0.1837
result/tencentBlock.ns11354.oracleGeneral.zst ARC cache size   101969, 4176245 req, miss ratio 0.1531, byte miss ratio 0.1531
result/tencentBlock.ns11354.oracleGeneral.zst ARC cache size   203939, 4176245 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns11354.oracleGeneral.zst ARC cache size   407878, 4176245 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns11354.oracleGeneral.zst FIFO cache size      509, 4176245 req, miss ratio 0.5743, byte miss ratio 0.5743
result/tencentBlock.ns11354.oracleGeneral.zst FIFO cache size     1529, 4176245 req, miss ratio 0.4371, byte miss ratio 0.4371
result/tencentBlock.ns11354.oracleGeneral.zst FIFO cache size     5098, 4176245 req, miss ratio 0.3309, byte miss ratio 0.3309
result/tencentBlock.ns11354.oracleGeneral.zst FIFO cache size    15295, 4176245 req, miss ratio 0.2583, byte miss ratio 0.2583
result/tencentBlock.ns11354.oracleGeneral.zst FIFO cache size    50984, 4176245 req, miss ratio 0.1910, byte miss ratio 0.1910
result/tencentBlock.ns11354.oracleGeneral.zst FIFO cache size   101969, 4176245 req, miss ratio 0.1576, byte miss ratio 0.1576
result/tencentBlock.ns11354.oracleGeneral.zst FIFO cache size   203939, 4176245 req, miss ratio 0.1397, byte miss ratio 0.1397
result/tencentBlock.ns11354.oracleGeneral.zst FIFO cache size   407878, 4176245 req, miss ratio 0.1265, byte miss ratio 0.1265
result/tencentBlock.ns11354.oracleGeneral.zst LHD cache size      509, 4176245 req, miss ratio 0.5136, byte miss ratio 0.5136
result/tencentBlock.ns11354.oracleGeneral.zst LHD cache size     1529, 4176245 req, miss ratio 0.3638, byte miss ratio 0.3638
