result/tencentBlock.ns17912.oracleGeneral.zst FIFO cache size      229, 1893879 req, miss ratio 0.6404, byte miss ratio 0.6404
result/tencentBlock.ns17912.oracleGeneral.zst FIFO cache size      687, 1893879 req, miss ratio 0.5063, byte miss ratio 0.5063
result/tencentBlock.ns17912.oracleGeneral.zst FIFO cache size     2290, 1893879 req, miss ratio 0.4398, byte miss ratio 0.4398
result/tencentBlock.ns17912.oracleGeneral.zst FIFO cache size     6872, 1893879 req, miss ratio 0.3961, byte miss ratio 0.3961
result/tencentBlock.ns17912.oracleGeneral.zst FIFO cache size    22908, 1893879 req, miss ratio 0.3338, byte miss ratio 0.3338
result/tencentBlock.ns17912.oracleGeneral.zst FIFO cache size    45816, 1893879 req, miss ratio 0.3021, byte miss ratio 0.3021
result/tencentBlock.ns17912.oracleGeneral.zst FIFO cache size    91632, 1893879 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns17912.oracleGeneral.zst FIFO cache size   183264, 1893879 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns17912.oracleGeneral.zst LHD cache size      229, 1893879 req, miss ratio 0.4732, byte miss ratio 0.4732
result/tencentBlock.ns17912.oracleGeneral.zst LHD cache size      687, 1893879 req, miss ratio 0.4507, byte miss ratio 0.4507
result/tencentBlock.ns17912.oracleGeneral.zst LHD cache size     2290, 1893879 req, miss ratio 0.4097, byte miss ratio 0.4097
result/tencentBlock.ns17912.oracleGeneral.zst LHD cache size     6872, 1893879 req, miss ratio 0.3632, byte miss ratio 0.3632
result/tencentBlock.ns17912.oracleGeneral.zst LHD cache size    22908, 1893879 req, miss ratio 0.3183, byte miss ratio 0.3183
result/tencentBlock.ns17912.oracleGeneral.zst LHD cache size    45816, 1893879 req, miss ratio 0.2656, byte miss ratio 0.2656
result/tencentBlock.ns17912.oracleGeneral.zst LHD cache size    91632, 1893879 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns17912.oracleGeneral.zst LHD cache size   183264, 1893879 req, miss ratio 0.1238, byte miss ratio 0.1238
result/tencentBlock.ns17912.oracleGeneral.zst clock2 cache size      229, 1893879 req, miss ratio 0.4808, byte miss ratio 0.4808
result/tencentBlock.ns17912.oracleGeneral.zst clock2 cache size      687, 1893879 req, miss ratio 0.4512, byte miss ratio 0.4512
