result/tencentBlock.ns12393.oracleGeneral.zst clock2 cache size      267, 11907125 req, miss ratio 0.8272, byte miss ratio 0.8272
result/tencentBlock.ns12393.oracleGeneral.zst clock2 cache size      801, 11907125 req, miss ratio 0.7533, byte miss ratio 0.7533
result/tencentBlock.ns12393.oracleGeneral.zst clock2 cache size     2670, 11907125 req, miss ratio 0.4287, byte miss ratio 0.4287
result/tencentBlock.ns12393.oracleGeneral.zst clock2 cache size     8012, 11907125 req, miss ratio 0.2044, byte miss ratio 0.2044
result/tencentBlock.ns12393.oracleGeneral.zst clock2 cache size    26709, 11907125 req, miss ratio 0.1534, byte miss ratio 0.1534
result/tencentBlock.ns12393.oracleGeneral.zst clock2 cache size    53419, 11907125 req, miss ratio 0.1141, byte miss ratio 0.1141
result/tencentBlock.ns12393.oracleGeneral.zst clock2 cache size   106839, 11907125 req, miss ratio 0.0853, byte miss ratio 0.0853
result/tencentBlock.ns12393.oracleGeneral.zst clock2 cache size   213678, 11907125 req, miss ratio 0.0267, byte miss ratio 0.0267
result/tencentBlock.ns12393.oracleGeneral.zst LRU cache size      267, 11907125 req, miss ratio 0.8342, byte miss ratio 0.8342
result/tencentBlock.ns12393.oracleGeneral.zst LRU cache size      801, 11907125 req, miss ratio 0.7671, byte miss ratio 0.7671
result/tencentBlock.ns12393.oracleGeneral.zst LRU cache size     2670, 11907125 req, miss ratio 0.4292, byte miss ratio 0.4292
result/tencentBlock.ns12393.oracleGeneral.zst LRU cache size     8012, 11907125 req, miss ratio 0.2138, byte miss ratio 0.2138
result/tencentBlock.ns12393.oracleGeneral.zst LRU cache size    26709, 11907125 req, miss ratio 0.1467, byte miss ratio 0.1467
result/tencentBlock.ns12393.oracleGeneral.zst LRU cache size    53419, 11907125 req, miss ratio 0.1095, byte miss ratio 0.1095
result/tencentBlock.ns12393.oracleGeneral.zst LRU cache size   106839, 11907125 req, miss ratio 0.0867, byte miss ratio 0.0867
result/tencentBlock.ns12393.oracleGeneral.zst LRU cache size   213678, 11907125 req, miss ratio 0.0253, byte miss ratio 0.0253
result/tencentBlock.ns12393.oracleGeneral.zst Clock cache size      267, 11907125 req, miss ratio 0.8310, byte miss ratio 0.8310
result/tencentBlock.ns12393.oracleGeneral.zst Clock cache size      801, 11907125 req, miss ratio 0.7600, byte miss ratio 0.7600
result/tencentBlock.ns12393.oracleGeneral.zst Clock cache size     2670, 11907125 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns12393.oracleGeneral.zst Clock cache size     8012, 11907125 req, miss ratio 0.2093, byte miss ratio 0.2093
result/tencentBlock.ns12393.oracleGeneral.zst Clock cache size    26709, 11907125 req, miss ratio 0.1466, byte miss ratio 0.1466
result/tencentBlock.ns12393.oracleGeneral.zst Clock cache size    53419, 11907125 req, miss ratio 0.1098, byte miss ratio 0.1098
result/tencentBlock.ns12393.oracleGeneral.zst Clock cache size   106839, 11907125 req, miss ratio 0.0862, byte miss ratio 0.0862
result/tencentBlock.ns12393.oracleGeneral.zst Clock cache size   213678, 11907125 req, miss ratio 0.0269, byte miss ratio 0.0269
result/tencentBlock.ns12393.oracleGeneral.zst LeCaR cache size      267, 11907125 req, miss ratio 0.8214, byte miss ratio 0.8214
result/tencentBlock.ns12393.oracleGeneral.zst LeCaR cache size      801, 11907125 req, miss ratio 0.7526, byte miss ratio 0.7526
result/tencentBlock.ns12393.oracleGeneral.zst LeCaR cache size     2670, 11907125 req, miss ratio 0.3994, byte miss ratio 0.3994
result/tencentBlock.ns12393.oracleGeneral.zst LeCaR cache size     8012, 11907125 req, miss ratio 0.1984, byte miss ratio 0.1984
result/tencentBlock.ns12393.oracleGeneral.zst LeCaR cache size    26709, 11907125 req, miss ratio 0.1408, byte miss ratio 0.1408
result/tencentBlock.ns12393.oracleGeneral.zst LeCaR cache size    53419, 11907125 req, miss ratio 0.1031, byte miss ratio 0.1031
result/tencentBlock.ns12393.oracleGeneral.zst LeCaR cache size   106839, 11907125 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns12393.oracleGeneral.zst LeCaR cache size   213678, 11907125 req, miss ratio 0.0253, byte miss ratio 0.0253
result/tencentBlock.ns12393.oracleGeneral.zst S3FIFO-1 cache size      267, 11907125 req, miss ratio 0.7598, byte miss ratio 0.7598
result/tencentBlock.ns12393.oracleGeneral.zst S3FIFO-1 cache size      801, 11907125 req, miss ratio 0.6324, byte miss ratio 0.6324
result/tencentBlock.ns12393.oracleGeneral.zst S3FIFO-1 cache size     2670, 11907125 req, miss ratio 0.3561, byte miss ratio 0.3561
result/tencentBlock.ns12393.oracleGeneral.zst S3FIFO-1 cache size     8012, 11907125 req, miss ratio 0.1812, byte miss ratio 0.1812
result/tencentBlock.ns12393.oracleGeneral.zst S3FIFO-1 cache size    26709, 11907125 req, miss ratio 0.1334, byte miss ratio 0.1334
result/tencentBlock.ns12393.oracleGeneral.zst S3FIFO-1 cache size    53419, 11907125 req, miss ratio 0.0999, byte miss ratio 0.0999
