result/tencentBlock.ns9639.oracleGeneral.zst ARC cache size      262, 1350796 req, miss ratio 0.5903, byte miss ratio 0.5903
result/tencentBlock.ns9639.oracleGeneral.zst ARC cache size      787, 1350796 req, miss ratio 0.5817, byte miss ratio 0.5817
result/tencentBlock.ns9639.oracleGeneral.zst ARC cache size     2624, 1350796 req, miss ratio 0.5750, byte miss ratio 0.5750
result/tencentBlock.ns9639.oracleGeneral.zst ARC cache size     7874, 1350796 req, miss ratio 0.5689, byte miss ratio 0.5689
result/tencentBlock.ns9639.oracleGeneral.zst ARC cache size    26248, 1350796 req, miss ratio 0.5021, byte miss ratio 0.5021
result/tencentBlock.ns9639.oracleGeneral.zst ARC cache size    52496, 1350796 req, miss ratio 0.4551, byte miss ratio 0.4551
result/tencentBlock.ns9639.oracleGeneral.zst ARC cache size   104992, 1350796 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns9639.oracleGeneral.zst ARC cache size   209984, 1350796 req, miss ratio 0.1949, byte miss ratio 0.1949
result/tencentBlock.ns9639.oracleGeneral.zst LHD cache size      262, 1350796 req, miss ratio 0.5970, byte miss ratio 0.5970
result/tencentBlock.ns9639.oracleGeneral.zst LHD cache size      787, 1350796 req, miss ratio 0.5858, byte miss ratio 0.5858
result/tencentBlock.ns9639.oracleGeneral.zst LHD cache size     2624, 1350796 req, miss ratio 0.5788, byte miss ratio 0.5788
result/tencentBlock.ns9639.oracleGeneral.zst LHD cache size     7874, 1350796 req, miss ratio 0.5714, byte miss ratio 0.5714
result/tencentBlock.ns9639.oracleGeneral.zst LHD cache size    26248, 1350796 req, miss ratio 0.5139, byte miss ratio 0.5139
result/tencentBlock.ns9639.oracleGeneral.zst LHD cache size    52496, 1350796 req, miss ratio 0.4544, byte miss ratio 0.4544
result/tencentBlock.ns9639.oracleGeneral.zst LHD cache size   104992, 1350796 req, miss ratio 0.2767, byte miss ratio 0.2767
result/tencentBlock.ns9639.oracleGeneral.zst LHD cache size   209984, 1350796 req, miss ratio 0.1978, byte miss ratio 0.1978
result/tencentBlock.ns9639.oracleGeneral.zst LIRS cache size      262, 1350796 req, miss ratio 0.6533, byte miss ratio 0.6533
result/tencentBlock.ns9639.oracleGeneral.zst LIRS cache size      787, 1350796 req, miss ratio 0.6007, byte miss ratio 0.6007
result/tencentBlock.ns9639.oracleGeneral.zst LIRS cache size     2624, 1350796 req, miss ratio 0.5803, byte miss ratio 0.5803
result/tencentBlock.ns9639.oracleGeneral.zst LIRS cache size     7874, 1350796 req, miss ratio 0.5654, byte miss ratio 0.5654
result/tencentBlock.ns9639.oracleGeneral.zst LIRS cache size    26248, 1350796 req, miss ratio 0.4879, byte miss ratio 0.4879
result/tencentBlock.ns9639.oracleGeneral.zst LIRS cache size    52496, 1350796 req, miss ratio 0.4272, byte miss ratio 0.4272
result/tencentBlock.ns9639.oracleGeneral.zst LIRS cache size   104992, 1350796 req, miss ratio 0.2421, byte miss ratio 0.2421
result/tencentBlock.ns9639.oracleGeneral.zst LIRS cache size   209984, 1350796 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns9639.oracleGeneral.zst FIFO cache size      262, 1350796 req, miss ratio 0.6519, byte miss ratio 0.6519
result/tencentBlock.ns9639.oracleGeneral.zst FIFO cache size      787, 1350796 req, miss ratio 0.6078, byte miss ratio 0.6078
result/tencentBlock.ns9639.oracleGeneral.zst FIFO cache size     2624, 1350796 req, miss ratio 0.5880, byte miss ratio 0.5880
result/tencentBlock.ns9639.oracleGeneral.zst FIFO cache size     7874, 1350796 req, miss ratio 0.5796, byte miss ratio 0.5796
result/tencentBlock.ns9639.oracleGeneral.zst FIFO cache size    26248, 1350796 req, miss ratio 0.5322, byte miss ratio 0.5322
result/tencentBlock.ns9639.oracleGeneral.zst FIFO cache size    52496, 1350796 req, miss ratio 0.4915, byte miss ratio 0.4915
result/tencentBlock.ns9639.oracleGeneral.zst FIFO cache size   104992, 1350796 req, miss ratio 0.3371, byte miss ratio 0.3371
result/tencentBlock.ns9639.oracleGeneral.zst FIFO cache size   209984, 1350796 req, miss ratio 0.2299, byte miss ratio 0.2299
result/tencentBlock.ns9639.oracleGeneral.zst Clock cache size      262, 1350796 req, miss ratio 0.6044, byte miss ratio 0.6044
result/tencentBlock.ns9639.oracleGeneral.zst Clock cache size      787, 1350796 req, miss ratio 0.5856, byte miss ratio 0.5856
result/tencentBlock.ns9639.oracleGeneral.zst Clock cache size     2624, 1350796 req, miss ratio 0.5796, byte miss ratio 0.5796
result/tencentBlock.ns9639.oracleGeneral.zst Clock cache size     7874, 1350796 req, miss ratio 0.5748, byte miss ratio 0.5748
result/tencentBlock.ns9639.oracleGeneral.zst Clock cache size    26248, 1350796 req, miss ratio 0.5195, byte miss ratio 0.5195
result/tencentBlock.ns9639.oracleGeneral.zst Clock cache size    52496, 1350796 req, miss ratio 0.4754, byte miss ratio 0.4754
result/tencentBlock.ns9639.oracleGeneral.zst Clock cache size   104992, 1350796 req, miss ratio 0.2966, byte miss ratio 0.2966
result/tencentBlock.ns9639.oracleGeneral.zst Clock cache size   209984, 1350796 req, miss ratio 0.1949, byte miss ratio 0.1949
result/tencentBlock.ns9639.oracleGeneral.zst Cacheus cache size      262, 1350796 req, miss ratio 0.5901, byte miss ratio 0.5901
result/tencentBlock.ns9639.oracleGeneral.zst Cacheus cache size      787, 1350796 req, miss ratio 0.5818, byte miss ratio 0.5818
result/tencentBlock.ns9639.oracleGeneral.zst Cacheus cache size     2624, 1350796 req, miss ratio 0.5770, byte miss ratio 0.5770
result/tencentBlock.ns9639.oracleGeneral.zst Cacheus cache size     7874, 1350796 req, miss ratio 0.5687, byte miss ratio 0.5687
result/tencentBlock.ns9639.oracleGeneral.zst Cacheus cache size    26248, 1350796 req, miss ratio 0.5175, byte miss ratio 0.5175
result/tencentBlock.ns9639.oracleGeneral.zst Cacheus cache size    52496, 1350796 req, miss ratio 0.4498, byte miss ratio 0.4498
result/tencentBlock.ns9639.oracleGeneral.zst Cacheus cache size   104992, 1350796 req, miss ratio 0.2620, byte miss ratio 0.2620
result/tencentBlock.ns9639.oracleGeneral.zst Cacheus cache size   209984, 1350796 req, miss ratio 0.1954, byte miss ratio 0.1954
result/tencentBlock.ns9639.oracleGeneral.zst LeCaR cache size      262, 1350796 req, miss ratio 0.6022, byte miss ratio 0.6022
result/tencentBlock.ns9639.oracleGeneral.zst LeCaR cache size      787, 1350796 req, miss ratio 0.5849, byte miss ratio 0.5849
result/tencentBlock.ns9639.oracleGeneral.zst LeCaR cache size     2624, 1350796 req, miss ratio 0.5796, byte miss ratio 0.5796
result/tencentBlock.ns9639.oracleGeneral.zst LeCaR cache size     7874, 1350796 req, miss ratio 0.5722, byte miss ratio 0.5722
result/tencentBlock.ns9639.oracleGeneral.zst LeCaR cache size    26248, 1350796 req, miss ratio 0.5127, byte miss ratio 0.5127
result/tencentBlock.ns9639.oracleGeneral.zst LeCaR cache size    52496, 1350796 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns9639.oracleGeneral.zst LeCaR cache size   104992, 1350796 req, miss ratio 0.2478, byte miss ratio 0.2478
result/tencentBlock.ns9639.oracleGeneral.zst LeCaR cache size   209984, 1350796 req, miss ratio 0.1977, byte miss ratio 0.1977
result/tencentBlock.ns9639.oracleGeneral.zst LRU cache size      262, 1350796 req, miss ratio 0.6069, byte miss ratio 0.6069
result/tencentBlock.ns9639.oracleGeneral.zst LRU cache size      787, 1350796 req, miss ratio 0.5860, byte miss ratio 0.5860
result/tencentBlock.ns9639.oracleGeneral.zst LRU cache size     2624, 1350796 req, miss ratio 0.5795, byte miss ratio 0.5795
result/tencentBlock.ns9639.oracleGeneral.zst LRU cache size     7874, 1350796 req, miss ratio 0.5754, byte miss ratio 0.5754
result/tencentBlock.ns9639.oracleGeneral.zst LRU cache size    26248, 1350796 req, miss ratio 0.5175, byte miss ratio 0.5175
result/tencentBlock.ns9639.oracleGeneral.zst LRU cache size    52496, 1350796 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns9639.oracleGeneral.zst LRU cache size   104992, 1350796 req, miss ratio 0.3072, byte miss ratio 0.3072
result/tencentBlock.ns9639.oracleGeneral.zst LRU cache size   209984, 1350796 req, miss ratio 0.2009, byte miss ratio 0.2009
result/tencentBlock.ns9639.oracleGeneral.zst clock2 cache size      262, 1350796 req, miss ratio 0.6038, byte miss ratio 0.6038
result/tencentBlock.ns9639.oracleGeneral.zst clock2 cache size      787, 1350796 req, miss ratio 0.5855, byte miss ratio 0.5855
result/tencentBlock.ns9639.oracleGeneral.zst clock2 cache size     2624, 1350796 req, miss ratio 0.5793, byte miss ratio 0.5793
result/tencentBlock.ns9639.oracleGeneral.zst clock2 cache size     7874, 1350796 req, miss ratio 0.5751, byte miss ratio 0.5751
result/tencentBlock.ns9639.oracleGeneral.zst clock2 cache size    26248, 1350796 req, miss ratio 0.5244, byte miss ratio 0.5244
result/tencentBlock.ns9639.oracleGeneral.zst clock2 cache size    52496, 1350796 req, miss ratio 0.4815, byte miss ratio 0.4815
result/tencentBlock.ns9639.oracleGeneral.zst clock2 cache size   104992, 1350796 req, miss ratio 0.3113, byte miss ratio 0.3113
result/tencentBlock.ns9639.oracleGeneral.zst clock2 cache size   209984, 1350796 req, miss ratio 0.1949, byte miss ratio 0.1949
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-1 cache size      262, 1350796 req, miss ratio 0.5912, byte miss ratio 0.5912
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-1 cache size      787, 1350796 req, miss ratio 0.5813, byte miss ratio 0.5813
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-1 cache size     2624, 1350796 req, miss ratio 0.5723, byte miss ratio 0.5723
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-1 cache size     7874, 1350796 req, miss ratio 0.5677, byte miss ratio 0.5677
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-1 cache size    26248, 1350796 req, miss ratio 0.4913, byte miss ratio 0.4913
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-1 cache size    52496, 1350796 req, miss ratio 0.4368, byte miss ratio 0.4368
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-1 cache size   104992, 1350796 req, miss ratio 0.2494, byte miss ratio 0.2494
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-1 cache size   209984, 1350796 req, miss ratio 0.1949, byte miss ratio 0.1949
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-d-1 cache size      262, 1350796 req, miss ratio 0.5872, byte miss ratio 0.5872
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-d-1 cache size      787, 1350796 req, miss ratio 0.5813, byte miss ratio 0.5813
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-d-1 cache size     2624, 1350796 req, miss ratio 0.5722, byte miss ratio 0.5722
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-d-1 cache size     7874, 1350796 req, miss ratio 0.5677, byte miss ratio 0.5677
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-d-1 cache size    26248, 1350796 req, miss ratio 0.4909, byte miss ratio 0.4909
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-d-1 cache size    52496, 1350796 req, miss ratio 0.4351, byte miss ratio 0.4351
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-d-1 cache size   104992, 1350796 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns9639.oracleGeneral.zst S3FIFO-d-1 cache size   209984, 1350796 req, miss ratio 0.1949, byte miss ratio 0.1949
result/tencentBlock.ns9639.oracleGeneral.zst LRB cache size      262, 1350796 req, miss ratio 0.6569, byte miss ratio 0.6569
result/tencentBlock.ns9639.oracleGeneral.zst LRB cache size      787, 1350796 req, miss ratio 0.6068, byte miss ratio 0.6068
result/tencentBlock.ns9639.oracleGeneral.zst LRB cache size     2624, 1350796 req, miss ratio 0.5750, byte miss ratio 0.5750
