result/tencentBlock.ns20498.oracleGeneral.zst S3FIFO-1 cache size      112, 1006598 req, miss ratio 0.6098, byte miss ratio 0.6098
result/tencentBlock.ns20498.oracleGeneral.zst S3FIFO-1 cache size      337, 1006598 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns20498.oracleGeneral.zst S3FIFO-1 cache size     1126, 1006598 req, miss ratio 0.5474, byte miss ratio 0.5474
result/tencentBlock.ns20498.oracleGeneral.zst S3FIFO-1 cache size     3378, 1006598 req, miss ratio 0.5445, byte miss ratio 0.5445
result/tencentBlock.ns20498.oracleGeneral.zst S3FIFO-1 cache size    11263, 1006598 req, miss ratio 0.4364, byte miss ratio 0.4364
result/tencentBlock.ns20498.oracleGeneral.zst S3FIFO-1 cache size    22526, 1006598 req, miss ratio 0.3654, byte miss ratio 0.3654
result/tencentBlock.ns20498.oracleGeneral.zst S3FIFO-1 cache size    45052, 1006598 req, miss ratio 0.2855, byte miss ratio 0.2855
result/tencentBlock.ns20498.oracleGeneral.zst S3FIFO-1 cache size    90104, 1006598 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns20498.oracleGeneral.zst LHD cache size      112, 1006598 req, miss ratio 0.6199, byte miss ratio 0.6199
result/tencentBlock.ns20498.oracleGeneral.zst LHD cache size      337, 1006598 req, miss ratio 0.5900, byte miss ratio 0.5900
result/tencentBlock.ns20498.oracleGeneral.zst LHD cache size     1126, 1006598 req, miss ratio 0.5625, byte miss ratio 0.5625
result/tencentBlock.ns20498.oracleGeneral.zst LHD cache size     3378, 1006598 req, miss ratio 0.5512, byte miss ratio 0.5512
result/tencentBlock.ns20498.oracleGeneral.zst LHD cache size    11263, 1006598 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns20498.oracleGeneral.zst LHD cache size    22526, 1006598 req, miss ratio 0.4173, byte miss ratio 0.4173
result/tencentBlock.ns20498.oracleGeneral.zst LHD cache size    45052, 1006598 req, miss ratio 0.3143, byte miss ratio 0.3143
result/tencentBlock.ns20498.oracleGeneral.zst LHD cache size    90104, 1006598 req, miss ratio 0.1232, byte miss ratio 0.1232
result/tencentBlock.ns20498.oracleGeneral.zst LeCaR cache size      112, 1006598 req, miss ratio 0.6343, byte miss ratio 0.6343
result/tencentBlock.ns20498.oracleGeneral.zst LeCaR cache size      337, 1006598 req, miss ratio 0.5965, byte miss ratio 0.5965
result/tencentBlock.ns20498.oracleGeneral.zst LeCaR cache size     1126, 1006598 req, miss ratio 0.5608, byte miss ratio 0.5608
result/tencentBlock.ns20498.oracleGeneral.zst LeCaR cache size     3378, 1006598 req, miss ratio 0.5465, byte miss ratio 0.5465
result/tencentBlock.ns20498.oracleGeneral.zst LeCaR cache size    11263, 1006598 req, miss ratio 0.4959, byte miss ratio 0.4959
result/tencentBlock.ns20498.oracleGeneral.zst LeCaR cache size    22526, 1006598 req, miss ratio 0.4251, byte miss ratio 0.4251
result/tencentBlock.ns20498.oracleGeneral.zst LeCaR cache size    45052, 1006598 req, miss ratio 0.3426, byte miss ratio 0.3426
result/tencentBlock.ns20498.oracleGeneral.zst LeCaR cache size    90104, 1006598 req, miss ratio 0.1177, byte miss ratio 0.1177
