result/tencentBlock.ns9502.oracleGeneral.zst Cacheus cache size      138, 1281352 req, miss ratio 0.5546, byte miss ratio 0.5546
result/tencentBlock.ns9502.oracleGeneral.zst Cacheus cache size      415, 1281352 req, miss ratio 0.5126, byte miss ratio 0.5126
result/tencentBlock.ns9502.oracleGeneral.zst Cacheus cache size     1386, 1281352 req, miss ratio 0.5002, byte miss ratio 0.5002
result/tencentBlock.ns9502.oracleGeneral.zst Cacheus cache size     4158, 1281352 req, miss ratio 0.4965, byte miss ratio 0.4965
result/tencentBlock.ns9502.oracleGeneral.zst Cacheus cache size    13862, 1281352 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns9502.oracleGeneral.zst Cacheus cache size    27724, 1281352 req, miss ratio 0.4415, byte miss ratio 0.4415
result/tencentBlock.ns9502.oracleGeneral.zst Cacheus cache size    55448, 1281352 req, miss ratio 0.3066, byte miss ratio 0.3066
result/tencentBlock.ns9502.oracleGeneral.zst Cacheus cache size   110896, 1281352 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns9502.oracleGeneral.zst clock2 cache size      138, 1281352 req, miss ratio 0.6336, byte miss ratio 0.6336
result/tencentBlock.ns9502.oracleGeneral.zst clock2 cache size      415, 1281352 req, miss ratio 0.5248, byte miss ratio 0.5248
result/tencentBlock.ns9502.oracleGeneral.zst clock2 cache size     1386, 1281352 req, miss ratio 0.5036, byte miss ratio 0.5036
result/tencentBlock.ns9502.oracleGeneral.zst clock2 cache size     4158, 1281352 req, miss ratio 0.4975, byte miss ratio 0.4975
result/tencentBlock.ns9502.oracleGeneral.zst clock2 cache size    13862, 1281352 req, miss ratio 0.4951, byte miss ratio 0.4951
result/tencentBlock.ns9502.oracleGeneral.zst clock2 cache size    27724, 1281352 req, miss ratio 0.4567, byte miss ratio 0.4567
result/tencentBlock.ns9502.oracleGeneral.zst clock2 cache size    55448, 1281352 req, miss ratio 0.3754, byte miss ratio 0.3754
result/tencentBlock.ns9502.oracleGeneral.zst clock2 cache size   110896, 1281352 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns9502.oracleGeneral.zst FIFO cache size      138, 1281352 req, miss ratio 0.6851, byte miss ratio 0.6851
result/tencentBlock.ns9502.oracleGeneral.zst FIFO cache size      415, 1281352 req, miss ratio 0.5783, byte miss ratio 0.5783
result/tencentBlock.ns9502.oracleGeneral.zst FIFO cache size     1386, 1281352 req, miss ratio 0.5290, byte miss ratio 0.5290
result/tencentBlock.ns9502.oracleGeneral.zst FIFO cache size     4158, 1281352 req, miss ratio 0.5089, byte miss ratio 0.5089
result/tencentBlock.ns9502.oracleGeneral.zst FIFO cache size    13862, 1281352 req, miss ratio 0.4996, byte miss ratio 0.4996
result/tencentBlock.ns9502.oracleGeneral.zst FIFO cache size    27724, 1281352 req, miss ratio 0.4427, byte miss ratio 0.4427
result/tencentBlock.ns9502.oracleGeneral.zst FIFO cache size    55448, 1281352 req, miss ratio 0.3136, byte miss ratio 0.3136
result/tencentBlock.ns9502.oracleGeneral.zst FIFO cache size   110896, 1281352 req, miss ratio 0.1541, byte miss ratio 0.1541
result/tencentBlock.ns9502.oracleGeneral.zst LIRS cache size      138, 1281352 req, miss ratio 0.5974, byte miss ratio 0.5974
result/tencentBlock.ns9502.oracleGeneral.zst LIRS cache size      415, 1281352 req, miss ratio 0.5647, byte miss ratio 0.5647
result/tencentBlock.ns9502.oracleGeneral.zst LIRS cache size     1386, 1281352 req, miss ratio 0.5052, byte miss ratio 0.5052
result/tencentBlock.ns9502.oracleGeneral.zst LIRS cache size     4158, 1281352 req, miss ratio 0.4991, byte miss ratio 0.4991
result/tencentBlock.ns9502.oracleGeneral.zst LIRS cache size    13862, 1281352 req, miss ratio 0.4736, byte miss ratio 0.4736
result/tencentBlock.ns9502.oracleGeneral.zst LIRS cache size    27724, 1281352 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns9502.oracleGeneral.zst LIRS cache size    55448, 1281352 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns9502.oracleGeneral.zst LIRS cache size   110896, 1281352 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns9502.oracleGeneral.zst Clock cache size      138, 1281352 req, miss ratio 0.6247, byte miss ratio 0.6247
result/tencentBlock.ns9502.oracleGeneral.zst Clock cache size      415, 1281352 req, miss ratio 0.5249, byte miss ratio 0.5249
result/tencentBlock.ns9502.oracleGeneral.zst Clock cache size     1386, 1281352 req, miss ratio 0.5055, byte miss ratio 0.5055
result/tencentBlock.ns9502.oracleGeneral.zst Clock cache size     4158, 1281352 req, miss ratio 0.4978, byte miss ratio 0.4978
result/tencentBlock.ns9502.oracleGeneral.zst Clock cache size    13862, 1281352 req, miss ratio 0.4954, byte miss ratio 0.4954
result/tencentBlock.ns9502.oracleGeneral.zst Clock cache size    27724, 1281352 req, miss ratio 0.4214, byte miss ratio 0.4214
result/tencentBlock.ns9502.oracleGeneral.zst Clock cache size    55448, 1281352 req, miss ratio 0.3572, byte miss ratio 0.3572
result/tencentBlock.ns9502.oracleGeneral.zst Clock cache size   110896, 1281352 req, miss ratio 0.1417, byte miss ratio 0.1417
result/tencentBlock.ns9502.oracleGeneral.zst LRU cache size      138, 1281352 req, miss ratio 0.6247, byte miss ratio 0.6247
